strategy,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,weight_entropy,n_eff
fedavg,0.6721224817930067,0.47753743760399336,0.4566094536692969,1.3788279294967651,0.6152512998266898,0.4266666666666667,0.6758318951683796,1.447865223410363,3.584382912358957
cross_site_full,0.6710498278183106,0.4858569051580699,0.46464647055533465,1.3362551927566528,0.5574043261231281,0.4444444444444444,0.6700009908004774,1.6091529224622714,4.997180833135791
cross_site_blend_25,0.6606243534527696,0.480865224625624,0.4565393638629908,1.3546111583709717,0.5534804753820034,0.4444444444444444,0.6649111229794058,1.5170300476123115,4.106012325684613
cross_site_blend_50,0.6582566284681746,0.4891846921797005,0.468528669306944,1.3512874841690063,0.5636672325976231,0.45555555555555555,0.6575328388478126,1.568464473130194,4.577910726403494
cross_site_blend_75,0.6652363597887057,0.49750415973377704,0.48082867213921404,1.344061017036438,0.5528596187175043,0.44,0.6580712098554139,1.6000566228557629,4.902323156668802
