regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description
centralized_all,0.6728228016399259,0.5665024630541872,0.560428178771832,1.3210608959197998,0.5556706369756603,0.5494505494505495,0.6595520266634691,single model trained on the union of all simulated-site training data
local_site_0,0.5998787669555652,0.4630541871921182,0.4576206102333438,1.4556373357772827,0.4897959183673469,0.38461538461538464,0.5873188319182946,single model trained only on simulated site 0
local_site_1,0.43426969173690766,0.35467980295566504,0.35900632667324334,1.8012773990631104,0.3532934131736527,0.3076923076923077,0.4283454152871011,single model trained only on simulated site 1
local_site_2,0.5167293555526732,0.39408866995073893,0.3931363277433933,1.5946794748306274,0.4162162162162162,0.23076923076923078,0.5059727072781378,single model trained only on simulated site 2
local_site_3,0.4966834386040039,0.3793103448275862,0.37439665013680185,1.5982320308685303,0.32167832167832167,0.3,0.4813361314239709,single model trained only on simulated site 3
local_site_4,0.4615787548224025,0.37438423645320196,0.3736430277413884,1.6964366436004639,0.37575757575757573,0.3076923076923077,0.4521574034902244,single model trained only on simulated site 4
fedavg,0.5920933097236122,0.4729064039408867,0.4585757959097618,1.3880521059036255,0.5350410826486225,0.38461538461538464,0.5830897328740231,standard sample-size-weighted federated averaging across simulated sites
