noise_level,seed,strategy,grade,precision,recall,f1,support
0.25,2025,cross_site_full,2,0.42857142857142855,0.3564356435643564,0.3891891891891892,101
0.25,2025,cross_site_full,3,0.4125,0.32673267326732675,0.36464088397790057,101
0.25,2025,cross_site_full,4,0.31868131868131866,0.29292929292929293,0.30526315789473685,99
0.25,2025,cross_site_full,5,0.46296296296296297,0.5,0.4807692307692308,100
0.25,2025,cross_site_full,high_grade_4_5,0.6030150753768844,0.6030150753768844,0.6030150753768844,199
0.25,2025,fedavg,0,0.5572519083969466,0.7227722772277227,0.6293103448275862,101
0.25,2025,fedavg,1,0.3611111111111111,0.3939393939393939,0.37681159420289856,99
0.25,2025,fedavg,2,0.42105263157894735,0.31683168316831684,0.3615819209039548,101
0.25,2025,fedavg,3,0.4,0.297029702970297,0.3409090909090909,101
0.25,2025,fedavg,4,0.36,0.2727272727272727,0.3103448275862069,99
0.25,2025,fedavg,5,0.4411764705882353,0.6,0.5084745762711864,100
0.25,2025,fedavg,high_grade_4_5,0.6161137440758294,0.6532663316582915,0.6341463414634146,199
0.35,7,cross_site_blend_50,0,0.564625850340136,0.8217821782178217,0.6693548387096774,101
0.35,7,cross_site_blend_50,1,0.4166666666666667,0.297029702970297,0.3468208092485549,101
0.35,7,cross_site_blend_50,2,0.47540983606557374,0.29292929292929293,0.3625,99
0.35,7,cross_site_blend_50,3,0.4090909090909091,0.44554455445544555,0.4265402843601896,101
0.35,7,cross_site_blend_50,4,0.4536082474226804,0.44,0.4467005076142132,100
0.35,7,cross_site_blend_50,5,0.5701754385964912,0.6565656565656566,0.6103286384976526,99
0.35,7,cross_site_blend_50,high_grade_4_5,0.6966824644549763,0.7386934673366834,0.7170731707317073,199
0.35,7,cross_site_blend_75,0,0.5704225352112676,0.801980198019802,0.6666666666666666,101
0.35,7,cross_site_blend_75,1,0.4342105263157895,0.32673267326732675,0.3728813559322034,101
0.35,7,cross_site_blend_75,2,0.47368421052631576,0.2727272727272727,0.34615384615384615,99
0.35,7,cross_site_blend_75,3,0.37815126050420167,0.44554455445544555,0.4090909090909091,101
0.35,7,cross_site_blend_75,4,0.46808510638297873,0.44,0.4536082474226804,100
0.35,7,cross_site_blend_75,5,0.5663716814159292,0.6464646464646465,0.6037735849056604,99
0.35,7,cross_site_blend_75,high_grade_4_5,0.7004830917874396,0.7286432160804021,0.7142857142857143,199
0.35,7,cross_site_full,0,0.5510204081632653,0.801980198019802,0.6532258064516129,101
0.35,7,cross_site_full,1,0.45714285714285713,0.31683168316831684,0.3742690058479532,101
0.35,7,cross_site_full,2,0.4153846153846154,0.2727272727272727,0.32926829268292684,99
0.35,7,cross_site_full,3,0.358974358974359,0.4158415841584158,0.3853211009174312,101
0.35,7,cross_site_full,4,0.4659090909090909,0.41,0.43617021276595747,100
0.35,7,cross_site_full,5,0.5614035087719298,0.6464646464646465,0.6009389671361502,99
0.35,7,cross_site_full,high_grade_4_5,0.7029702970297029,0.7135678391959799,0.7082294264339152,199
0.35,7,fedavg,0,0.581081081081081,0.8514851485148515,0.6907630522088354,101
0.35,7,fedavg,1,0.47126436781609193,0.40594059405940597,0.43617021276595747,101
0.35,7,fedavg,2,0.44,0.4444444444444444,0.44221105527638194,99
0.35,7,fedavg,3,0.5,0.3564356435643564,0.4161849710982659,101
0.35,7,fedavg,4,0.5185185185185185,0.42,0.46408839779005523,100
0.35,7,fedavg,5,0.5752212389380531,0.6565656565656566,0.6132075471698113,99
0.35,7,fedavg,high_grade_4_5,0.7371134020618557,0.7185929648241206,0.727735368956743,199
0.35,42,cross_site_blend_50,0,0.5579710144927537,0.7623762376237624,0.6443514644351465,101
0.35,42,cross_site_blend_50,1,0.35294117647058826,0.24242424242424243,0.2874251497005988,99
0.35,42,cross_site_blend_50,2,0.4563106796116505,0.47474747474747475,0.46534653465346537,99
0.35,42,cross_site_blend_50,3,0.5531914893617021,0.26,0.35374149659863946,100
0.35,42,cross_site_blend_50,4,0.4205607476635514,0.44554455445544555,0.4326923076923077,101
0.35,42,cross_site_blend_50,5,0.5434782608695652,0.7425742574257426,0.6276150627615062,101
0.35,42,cross_site_blend_50,high_grade_4_5,0.6285714285714286,0.7623762376237624,0.6890380313199105,202
