noise_level,seed,strategy,site_id,qwk,accuracy,macro_f1,support
0.35,7,cross_site_blend_75,1,0.7419962335216572,0.5555555555555556,0.5363126021728172,90
0.35,7,cross_site_blend_75,2,0.7351443123938879,0.5,0.46955172444302873,90
0.35,7,cross_site_blend_75,3,0.6286644951140066,0.5394736842105263,0.522706375749854,76
0.35,7,cross_site_blend_75,4,0.7483286944307157,0.52,0.485588141542477,75
0.35,7,cross_site_full,0,0.6448880822746521,0.43703703703703706,0.4287119589006381,270
0.35,7,cross_site_full,1,0.7271028037383177,0.5444444444444444,0.5280945122880606,90
0.35,7,cross_site_full,2,0.7419898819561552,0.4777777777777778,0.439795186891961,90
0.35,7,cross_site_full,3,0.5881090362738784,0.5131578947368421,0.49512214077431466,76
0.35,7,cross_site_full,4,0.7658445207617859,0.5066666666666667,0.47260323211410166,75
0.35,7,fedavg,0,0.7147076196101595,0.4703703703703704,0.45855782431429154,270
0.35,7,fedavg,1,0.6912028725314183,0.5777777777777777,0.5646734204582297,90
0.35,7,fedavg,2,0.7293497363796133,0.5333333333333333,0.5164452877925364,90
0.35,7,fedavg,3,0.6089157952669235,0.5394736842105263,0.5352893483328266,76
0.35,7,fedavg,4,0.7921889431323395,0.6133333333333333,0.5959261974584554,75
0.35,42,cross_site_blend_50,0,0.6709425543781372,0.45555555555555555,0.427374252731673,270
0.35,42,cross_site_blend_50,1,0.5636672325976231,0.4888888888888889,0.4693043884220354,90
0.35,42,cross_site_blend_50,2,0.626916524701874,0.5222222222222223,0.4937311637812194,90
0.35,42,cross_site_blend_50,3,0.7637504200739329,0.5921052631578947,0.5803290881330808,76
0.35,42,cross_site_blend_50,4,0.6623874624874958,0.4666666666666667,0.456227982543772,75
0.35,42,cross_site_blend_75,0,0.6888013505908834,0.4777777777777778,0.4517519406073623,270
0.35,42,cross_site_blend_75,1,0.5528596187175043,0.4777777777777778,0.4655277979895976,90
0.35,42,cross_site_blend_75,2,0.6471600688468158,0.5222222222222223,0.5016086252928359,90
