strategy,n_seeds,global_auc_mean,global_auc_std,global_accuracy_mean,global_accuracy_std,global_loss_mean,global_loss_std,worst_site_auc_mean,worst_site_auc_std,worst_site_accuracy_mean,worst_site_accuracy_std,mean_site_auc_mean,mean_site_auc_std,weight_entropy_mean,weight_entropy_std,n_eff_mean,n_eff_std,n_comparable_seeds,delta_vs_fedavg_global_auc_mean,delta_vs_fedavg_global_auc_std,wins_vs_fedavg_global_auc,delta_vs_fedavg_worst_site_auc_mean,delta_vs_fedavg_worst_site_auc_std,wins_vs_fedavg_worst_site_auc,delta_vs_fedavg_mean_site_auc_mean,delta_vs_fedavg_mean_site_auc_std,wins_vs_fedavg_mean_site_auc,delta_vs_fedavg_global_accuracy_mean,delta_vs_fedavg_global_accuracy_std,wins_vs_fedavg_global_accuracy
cross_site_blend_25,3,0.682904751285171,0.02866015558597729,0.6266666666666667,0.012662279942148398,0.6529754290332397,0.00841326624105739,0.6181934511074434,0.07315747043990721,0.57,0.052915026221291794,0.6833489532969096,0.022300471674280682,0.9232518966957466,0.015668100632509455,3.8827017498896956,0.18693534829523115,3,0.0007604148015904663,0.0020072160364285755,2,0.00333860564291392,0.011192225604750618,1,0.00015189903270299934,0.0018350197870356066,2,-0.001666666666666668,0.0015275252316519481,0
cross_site_blend_50,3,0.6833418548207457,0.027484392555071496,0.628,0.007211102550927985,0.6534767530163129,0.008012083564513117,0.6209789069866092,0.061514671053531936,0.5766666666666667,0.036855573979159936,0.6838412183108897,0.0208248896424123,0.9541695096898208,0.021166566053526258,4.325044203075406,0.2999588973719498,3,0.0011975183371651932,0.003433884636444354,2,0.006124061522079671,0.02305803429596205,1,0.0006441640466831414,0.00372368519419989,2,-0.00033333333333333365,0.007023769168568499,1
cross_site_blend_75,3,0.6830101306425489,0.025658334397845064,0.6313333333333333,0.008082903768654767,0.6540832384973765,0.007724569299960323,0.6229961452041041,0.04802661200135001,0.5933333333333333,0.014433756729740658,0.6830128669705158,0.01899706183964938,0.9670642695911019,0.016181192726578256,4.531121569121482,0.23449711577994733,3,0.0008657941589683693,0.005308202351185846,1,0.008141299739574634,0.03739972558932107,1,-0.00018418729369081474,0.005729441068568163,1,0.0030000000000000027,0.006928203230275516,1
cross_site_full,3,0.6821552137318099,0.02415844741411006,0.63,0.010000000000000009,0.6548117518176635,0.007536198598997898,0.6271805159610038,0.035786067440328556,0.5883333333333333,0.018929694486000927,0.6819266470007926,0.017690564555081577,0.9622562245039471,0.006070873627573967,4.4739644499315565,0.07219359826334082,3,1.08772482292722e-05,0.007008107683332157,1,0.012325670496474298,0.051339306791624316,1,-0.0012704072634139492,0.007546195597132382,1,0.001666666666666668,0.00461880215351701,1
fedavg,3,0.6821443364835805,0.030563496607356678,0.6283333333333333,0.014189197769195187,0.6526206136246523,0.009019838290163364,0.6148548454645295,0.08361588328841504,0.565,0.05894913061275797,0.6831970542642066,0.02348226054773724,0.8743262021611462,0.0,3.3379619739371926,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
