n,training_count,pair_count,paired_fraction_of_total,paired_fraction_of_training,overlap,nonlinear,method,task_auc_mean,task_auc_std,universal_biological_score_mean,universal_biological_score_std,factor_separation_score_mean,factor_separation_score_std,task_auc_from_acq_mean,task_auc_from_acq_std,chance_normalized_environment_leakage_mean,chance_normalized_environment_leakage_std,paired_biological_invariance_error_mean,paired_biological_invariance_error_std,counterfactual_transport_error_mean,counterfactual_transport_error_std,biology_cca_from_bio_mean,biology_cca_from_bio_std,biology_procrustes_error_mean,biology_procrustes_error_std,n_seeds,recovery_margin,recovered,observational_log10,pair_count_log10_plus_one
500,300,0,0.0,0.0,0.95,False,operator,0.9458540427958623,0.02601580486533107,0.15683855414390563,0.05395337406151886,0.39429102540016175,0.11870154895074783,0.8081034967803546,0.03932869364258308,0.288,0.033466401061363026,,,,,0.5476067702433031,0.05329474344151621,1.035217559337616,0.3331115930483214,5,-0.34316144585609437,False,2.6989700043360187,0.0
500,300,0,0.0,0.0,0.95,False,pair_consistency,0.948408560409671,0.02918113526038105,0.15388652086257934,0.08069386963279224,0.44263110458850863,0.19283039600596408,0.7647505853742463,0.08255782765563169,0.336,0.09950991017090825,,,,,0.5368025092229591,0.04330250269325809,0.9891423344612121,0.2743248466485363,5,-0.34611347913742063,False,2.6989700043360187,0.0
500,300,0,0.0,0.0,0.95,True,factorized,0.9386572140740354,0.03520743420255396,0.21303686797618865,0.07618908972975019,0.521550290286541,0.1269365282768116,0.7600729004258708,0.07511845882779042,0.24533333333333335,0.10353743284435829,,,,,0.550941470117683,0.07750384669096036,0.9609765648841858,0.16027902911584702,5,-0.28696313202381135,False,2.6989700043360187,0.0
500,300,0,0.0,0.0,0.95,True,hybrid_curriculum,0.9444952396417504,0.028430873636506912,0.1606594979763031,0.06291554275892271,0.393667134642601,0.15864660903183772,0.7739882044411968,0.061927206024154934,0.32533333333333336,0.12457929201917951,,,,,0.5177402315329633,0.06685551338599412,0.9522341132164002,0.08921228487150702,5,-0.3393405020236969,False,2.6989700043360187,0.0
500,300,0,0.0,0.0,0.95,True,operator,0.9404148203822592,0.031540476087273644,0.15656400024890899,0.08883274059088267,0.42721154987812043,0.10612777162913636,0.7571340321249272,0.08709768360201271,0.25599999999999995,0.06889605697474036,,,,,0.5110424670067971,0.07556966063563228,0.9727376341819763,0.26334291668325854,5,-0.343435999751091,False,2.6989700043360187,0.0
500,300,0,0.0,0.0,0.95,True,pair_consistency,0.9407283455991091,0.032652243779239885,0.17427996695041656,0.10587771573129051,0.4345662832260132,0.22787050053013982,0.7848019230880758,0.07966099834210548,0.288,0.04676180777800049,,,,,0.531528050176663,0.04555979168252115,0.9597571015357971,0.22830388032766777,5,-0.3257200330495834,False,2.6989700043360187,0.0
500,300,2,0.004,0.006666666666666667,0.9,False,factorized,0.9682060594672652,0.020875455948649993,0.17941997051239014,0.0711737237227536,0.44655451774597166,0.13178261244849293,0.7897073879600149,0.08063909057528691,0.29333333333333333,0.09888264649460882,,,,,0.5376624657589192,0.03699255788569166,1.338891577720642,0.17783266427636696,5,-0.3205800294876099,False,2.6989700043360187,0.47712125471966244
500,300,2,0.004,0.006666666666666667,0.9,False,hybrid_curriculum,0.9652330871672341,0.018564623070749887,0.2584652841091156,0.08657968260978513,0.57790467441082,0.0662720574569615,0.7483728307168278,0.09977607444194073,0.24,0.1143095213298816,,,,,0.5548925112764193,0.053611087730354,0.9452468037605286,0.15283200798550964,5,-0.24153471589088438,False,2.6989700043360187,0.47712125471966244
500,300,2,0.004,0.006666666666666667,0.9,False,operator,0.9702023532504789,0.014827475702404181,0.2844888210296631,0.07203404045395684,0.5834638878703118,0.1664224363434369,0.8003485786198536,0.11477122302559932,0.272,0.11297984087634592,,,,,0.5115575404916919,0.09280034397559199,0.8538402557373047,0.14488174443931384,5,-0.2155111789703369,False,2.6989700043360187,0.47712125471966244
500,300,2,0.004,0.006666666666666667,0.9,False,pair_consistency,0.9623615012768392,0.02155975916379199,0.25603108406066893,0.05789833445229808,0.6181619435548782,0.15940575586226163,0.7397715171865847,0.04744749741165452,0.288,0.06706547381311624,,,,,0.5198060417225112,0.06344668615617705,1.0367412090301513,0.2721485141982072,5,-0.24396891593933107,False,2.6989700043360187,0.47712125471966244
