strategy,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,weight_entropy,n_eff
fedavg,0.6818296219427675,0.4858569051580699,0.4622776845754843,1.3280489444732666,0.5451559934318555,0.4444444444444444,0.681674621336863,1.447865223410363,3.584382912358957
cross_site_full,0.6774900863466193,0.4825291181364393,0.46166339138437734,1.3127378225326538,0.5422885572139303,0.43333333333333335,0.6741023464184502,1.6093910188775529,4.999531154993915
cross_site_blend_25,0.6880230997871206,0.49584026622296173,0.46971430924773866,1.3147519826889038,0.5778894472361809,0.45925925925925926,0.6879040398916468,1.5158304106287672,4.095855493652579
cross_site_blend_50,0.6910380142786933,0.49584026622296173,0.473489854074838,1.3121023178100586,0.5644891122278057,0.4666666666666667,0.6870829418658828,1.566400759793936,4.5574205399699235
cross_site_blend_75,0.6805492302821887,0.49417637271214643,0.4730964336257136,1.3110045194625854,0.5502471169686984,0.46296296296296297,0.6792271766263104,1.5983872232655278,4.884725311476826
