representation,fold,seed,n_fit,n_test,feature_dim,rep_family,condition,branch,scanner_probe_accuracy,category_probe_accuracy,category_probe_macro_f1,purity_k1,purity_k5,purity_k10,same_sample_retrieval_k1,effective_rank,category_scanner_ratio,runtime_seconds,k
shuffled_sample_biological,4,913,3170,855,256,pair_integrity,shuffled_sample_pairs,biological,0.44210526315789467,0.30071425951638675,0.2661664071031567,0.9029239766081871,0.6835087719298245,0.5395321637426901,0.9122807017543859,48.454709624748205,0.6801870155727796,1.2885933999932604,
shuffled_sample_biological,4,914,3170,855,256,pair_integrity,shuffled_sample_pairs,biological,0.4409356725146198,0.2749559729754118,0.24652117364210158,0.87953216374269,0.6888888888888889,0.5526315789473685,0.9029239766081871,46.39614515654685,0.6235738909654566,1.1439538000122411,
shuffled_sample_biological,4,915,3170,855,256,pair_integrity,shuffled_sample_pairs,biological,0.4865497076023392,0.28538805783331733,0.2554639458049123,0.8842105263157894,0.6914619883040937,0.5442105263157894,0.9005847953216374,45.06209079411959,0.5865547823256883,1.1868658999883337,
shuffled_sample_acquisition,4,911,3170,855,64,pair_integrity,shuffled_sample_pairs,acquisition,0.8350877192982455,0.3530995665703166,0.29269703490512217,0.6900584795321637,0.5447953216374268,0.4831578947368421,0.712280701754386,20.233969340983155,0.42282931290983294,0.5190908999938983,
shuffled_sample_acquisition,4,912,3170,855,64,pair_integrity,shuffled_sample_pairs,acquisition,0.8701754385964913,0.362359580717182,0.30844485535811855,0.6713450292397661,0.5445614035087719,0.47438596491228074,0.695906432748538,19.5164962756916,0.416421292356439,0.49100420001195744,
shuffled_sample_acquisition,4,913,3170,855,64,pair_integrity,shuffled_sample_pairs,acquisition,0.8596491228070174,0.34420691682749266,0.29661991261988724,0.6970760233918128,0.5417543859649123,0.47578947368421054,0.735672514619883,20.192620404537386,0.40040396447279764,0.6161505000054603,
shuffled_sample_acquisition,4,914,3170,855,64,pair_integrity,shuffled_sample_pairs,acquisition,0.8596491228070174,0.39112203272408663,0.3246029415407242,0.6888888888888889,0.5415204678362573,0.47485380116959064,0.7228070175438597,19.851097901258115,0.4549786911280192,0.5453687999979593,
shuffled_sample_acquisition,4,915,3170,855,64,pair_integrity,shuffled_sample_pairs,acquisition,0.8152046783625732,0.352713456114153,0.2936410674899275,0.7005847953216374,0.5522807017543859,0.48795321637426897,0.6970760233918128,19.64910195596569,0.4326685867684373,0.6652828999940539,
original_frozen_features,0,0,3305,720,768,original_frozen,,,0.8541666666666667,0.35204733531943067,0.258803913808577,0.9277777777777778,0.8397222222222223,0.7022222222222223,0.9875,39.24722058444208,0.4121529779349432,5.589841000008164,
original_frozen_features,1,0,3080,945,768,original_frozen,,,0.8423280423280423,0.3883292020004349,0.39519525751688184,0.982010582010582,0.8539682539682539,0.7155555555555556,0.9841269841269841,51.59851481428005,0.461018964686446,4.309511300001759,
