representation,fold,seed,n_fit,n_test,feature_dim,rep_family,condition,branch,scanner_probe_accuracy,category_probe_accuracy,category_probe_macro_f1,purity_k1,purity_k5,purity_k10,same_sample_retrieval_k1,effective_rank,category_scanner_ratio,runtime_seconds,k
original_frozen_features,2,0,3300,725,768,original_frozen,,,0.8551724137931034,0.5010606060606061,0.4908883003590772,0.9406896551724138,0.8289655172413793,0.6773793103448276,0.9820689655172414,49.25923547286727,0.5859176441837733,4.871710300008999,
original_frozen_features,3,0,3245,780,768,original_frozen,,,0.8897435897435898,0.41436786129977105,0.35600822129141485,0.9756410256410256,0.8615384615384616,0.735897435897436,0.9846153846153847,47.49962548833201,0.46571604007755246,5.686831700004404,
original_frozen_features,4,0,3170,855,768,original_frozen,,,0.8865497076023392,0.37834764611878124,0.34430490871381547,0.9450292397660819,0.8353216374269007,0.7019883040935673,0.9883040935672515,44.60042198217877,0.42676416547698937,5.580462699988857,
pca_removal_k1,0,0,3305,720,768,pca_component_removal,,,0.8388888888888888,0.3363453050866159,0.24377445555541552,0.9263888888888889,0.8533333333333333,0.7102777777777778,0.9875,68.03895274615871,0.4009414232820588,2.530027100001462,1.0
pca_removal_k2,0,0,3305,720,768,pca_component_removal,,,0.8291666666666666,0.3471022748170216,0.24891883711268314,0.9263888888888889,0.8641666666666667,0.7166666666666667,0.9902777777777778,77.18728940261471,0.4186158088245487,1.3295278000005055,2.0
pca_removal_k4,0,0,3305,720,768,pca_component_removal,,,0.8,0.32777219187906875,0.2622392451552298,0.9305555555555556,0.8625,0.7190277777777778,0.9930555555555556,83.42903985995167,0.4097152398488359,0.9678555999998935,4.0
pca_removal_k8,0,0,3305,720,768,pca_component_removal,,,0.7625,0.3029228732207878,0.20767634113597142,0.9402777777777778,0.8722222222222222,0.7173611111111111,0.9972222222222222,95.34276281306477,0.39727589930595125,1.0936100999970222,8.0
pca_removal_k16,0,0,3305,720,768,pca_component_removal,,,0.6625,0.2547874600022068,0.20688720304818153,0.9361111111111111,0.8722222222222222,0.7308333333333334,0.9958333333333333,111.73007421532215,0.3845848452863499,1.4041459000000032,16.0
pca_removal_k32,0,0,3305,720,768,pca_component_removal,,,0.5666666666666667,0.23620940453860015,0.20088889789377698,0.9402777777777778,0.8763888888888889,0.7283333333333335,0.9986111111111111,132.45561853818174,0.4168401256563532,0.7414276000054087,32.0
linear_projection_k0,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.851388888888889,0.3441557017543859,0.2499685843307489,0.9305555555555556,0.8488888888888889,0.7095833333333333,0.9902777777777778,46.78220302674359,0.4042285567098823,1.6628925999975763,0.0
linear_projection_k1,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.7152777777777777,0.34103070175438593,0.28758760965430624,0.9361111111111111,0.8522222222222222,0.7177777777777777,0.9930555555555556,50.07197381934513,0.4767807869187532,2.2954902999917977,1.0
linear_projection_k2,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.5722222222222222,0.3393050038618559,0.24601775930557443,0.9388888888888889,0.861388888888889,0.7219444444444445,0.9944444444444445,50.50160795887398,0.5929602009236318,2.661828800002695,2.0
linear_projection_k4,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.2,0.3403466705285225,0.24716927728130425,0.9458333333333333,0.8716666666666667,0.7283333333333335,0.9958333333333333,52.87198282374426,1.7017333526426126,1.5779590000020107,4.0
linear_projection_k8,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.2,0.34004668707933355,0.24601081502767969,0.9458333333333333,0.8722222222222222,0.7280555555555556,0.9958333333333333,52.91813968598131,1.7002334353966677,1.425213900001836,8.0
linear_projection_k16,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.2,0.34004668707933355,0.24601081502767969,0.9458333333333333,0.8722222222222222,0.7280555555555556,0.9958333333333333,52.91813968598131,1.7002334353966677,1.4235254999948665,16.0
linear_projection_k32,0,0,3305,720,768,linear_scanner_subspace_projection,,,0.2,0.34004668707933355,0.24601081502767969,0.9458333333333333,0.8722222222222222,0.7280555555555556,0.9958333333333333,52.91813968598131,1.7002334353966677,1.540266199997859,32.0
pca_removal_k1,1,0,3080,945,768,pca_component_removal,,,0.8380952380952381,0.38950902370080454,0.39242787986796906,0.9777777777777777,0.8698412698412699,0.7346031746031747,0.9925925925925926,79.54347064541038,0.46475508509755087,1.2828016999992542,1.0
pca_removal_k2,1,0,3080,945,768,pca_component_removal,,,0.8349206349206348,0.38431006740595786,0.38783689491929296,0.9777777777777777,0.881904761904762,0.7415873015873017,0.9894179894179894,86.53722142917992,0.4602953278816606,1.1495777000091039,2.0
pca_removal_k4,1,0,3080,945,768,pca_component_removal,,,0.8211640211640212,0.3911893889976082,0.3926929236548884,0.9809523809523809,0.8814814814814815,0.7364021164021164,0.9862433862433863,97.5977476595013,0.4763839853128089,1.177057299995795,4.0
pca_removal_k8,1,0,3080,945,768,pca_component_removal,,,0.7883597883597883,0.350133072407045,0.35073627589694634,0.982010582010582,0.8882539682539683,0.7477248677248678,0.9883597883597883,117.50035386713189,0.44412852808678865,1.0661454000073718,8.0
pca_removal_k16,1,0,3080,945,768,pca_component_removal,,,0.7502645502645502,0.31976777560339203,0.3167630435119149,0.982010582010582,0.8992592592592592,0.75989417989418,0.9873015873015873,136.57780276638601,0.42620669667871014,0.7507328000065172,16.0
pca_removal_k32,1,0,3080,945,768,pca_component_removal,,,0.653968253968254,0.27810524026962385,0.2665507818034627,0.9830687830687831,0.9009523809523811,0.7535449735449735,0.9936507936507937,160.22187023056014,0.42525801303364813,0.8384841999941273,32.0
linear_projection_k0,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.837037037037037,0.3885270711024136,0.393565537637651,0.9809523809523809,0.867936507936508,0.7250793650793651,0.9830687830687831,60.339361130255874,0.4641695097241224,1.5746198999986518,0.0
linear_projection_k1,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.7555555555555555,0.39036094803218097,0.3959462365148878,0.9788359788359788,0.8732275132275132,0.7317460317460317,0.9873015873015873,62.55942978504559,0.5166541959249454,1.9025424999999814,1.0
linear_projection_k2,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.6052910052910053,0.4009762991954773,0.401156612856486,0.9777777777777777,0.8793650793650793,0.7347089947089948,0.9809523809523809,63.50119177664336,0.6624521026918286,2.16488300000492,2.0
linear_projection_k4,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.2,0.39958686671015436,0.4004886901022931,0.9841269841269841,0.8901587301587303,0.7429629629629628,0.9894179894179894,66.20305514409995,1.9979343335507718,1.1208748999924865,4.0
linear_projection_k8,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.2,0.3948249619482496,0.39775987818251135,0.9830687830687831,0.8899470899470899,0.7424338624338624,0.9894179894179894,66.24271652397196,1.974124809741248,1.0670606000057887,8.0
linear_projection_k16,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.2,0.3948249619482496,0.39775987818251135,0.9830687830687831,0.8899470899470899,0.7424338624338624,0.9894179894179894,66.24271652397196,1.974124809741248,0.9485397999960696,16.0
linear_projection_k32,1,0,3080,945,768,linear_scanner_subspace_projection,,,0.2,0.3948249619482496,0.39775987818251135,0.9830687830687831,0.8899470899470899,0.7424338624338624,0.9894179894179894,66.24271652397196,1.974124809741248,0.9217628999904264,32.0
pca_removal_k1,2,0,3300,725,768,pca_component_removal,,,0.8579310344827586,0.4683035483035483,0.3917434751592155,0.9365517241379311,0.8504827586206896,0.7071724137931035,0.983448275862069,69.33569058491307,0.5458522066239108,1.5026561999984551,1.0
pca_removal_k2,2,0,3300,725,768,pca_component_removal,,,0.8537931034482759,0.4622934472934473,0.4470082051243283,0.9365517241379311,0.8582068965517242,0.7086896551724138,0.9875862068965517,77.81920386213484,0.5414583994955562,1.2947331000032136,2.0
pca_removal_k4,2,0,3300,725,768,pca_component_removal,,,0.8427586206896551,0.45182854182854176,0.43679377279607695,0.9406896551724138,0.8620689655172413,0.7091034482758622,0.9889655172413793,84.4798014965136,0.5361304301566167,1.134523700005957,4.0
pca_removal_k8,2,0,3300,725,768,pca_component_removal,,,0.8400000000000001,0.4203159803159804,0.41840387825481723,0.9393103448275862,0.8706206896551725,0.7048275862068967,0.9917241379310345,105.33301508127481,0.5003761670428337,2.5679536999959964,8.0
pca_removal_k16,2,0,3300,725,768,pca_component_removal,,,0.7475862068965518,0.41190883190883193,0.4123395801908012,0.9503448275862069,0.8835862068965517,0.722344827586207,0.9944827586206897,126.09675186750128,0.5509850611326627,1.4391316999972332,16.0
pca_removal_k32,2,0,3300,725,768,pca_component_removal,,,0.6744827586206896,0.3504053354053354,0.3617746580928429,0.953103448275862,0.8846896551724137,0.7390344827586208,0.9958620689655172,149.79037438723034,0.5195171128197713,1.0308082999981707,32.0
linear_projection_k0,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.8579310344827586,0.4844314944314944,0.40338352006218087,0.9434482758620689,0.8466206896551723,0.6966896551724139,0.983448275862069,56.49865772544038,0.5646508576572885,1.753970499994466,0.0
linear_projection_k1,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.7696551724137931,0.47964257964257967,0.4004137886380148,0.9420689655172414,0.8491034482758619,0.698344827586207,0.983448275862069,58.948459487249686,0.6231915237291582,2.2962383999984013,1.0
linear_projection_k2,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.5875862068965517,0.4798873348873349,0.4018605451254921,0.9448275862068966,0.8587586206896552,0.7017931034482758,0.9889655172413793,59.18284579604323,0.8167096661814972,2.859938500012504,2.0
linear_projection_k4,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.2,0.48286713286713284,0.40347982139964433,0.9517241379310345,0.8689655172413793,0.7122758620689655,0.9944827586206897,61.476044301671934,2.414335664335664,1.3362527999997837,4.0
linear_projection_k8,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.2,0.4791634291634292,0.40027849859571435,0.9517241379310345,0.8689655172413793,0.7117241379310345,0.9944827586206897,61.48085199586447,2.395817145817146,1.5865730000077747,8.0
linear_projection_k16,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.2,0.4791634291634292,0.40027849859571435,0.9517241379310345,0.8689655172413793,0.7117241379310345,0.9944827586206897,61.48085199586447,2.395817145817146,1.496495600003982,16.0
linear_projection_k32,2,0,3300,725,768,linear_scanner_subspace_projection,,,0.2,0.4791634291634292,0.40027849859571435,0.9517241379310345,0.8689655172413793,0.7117241379310345,0.9944827586206897,61.48085199586447,2.395817145817146,1.1275314000085928,32.0
pca_removal_k1,3,0,3245,780,768,pca_component_removal,,,0.8871794871794872,0.4156531897386047,0.358550899056082,0.9782051282051282,0.892051282051282,0.7591025641025643,0.982051282051282,64.5912465563454,0.46851082080362955,1.8297701999981655,1.0
pca_removal_k2,3,0,3245,780,768,pca_component_removal,,,0.8833333333333334,0.3871084506862105,0.338197724069579,0.982051282051282,0.8979487179487181,0.7625641025641027,0.985897435897436,75.81966536499945,0.43823598190891755,1.318322499995702,2.0
pca_removal_k4,3,0,3245,780,768,pca_component_removal,,,0.885897435897436,0.3748078333312015,0.28792038200538006,0.982051282051282,0.9007692307692308,0.7665384615384616,0.9871794871794872,84.47960008121136,0.42308264833333886,0.9555468000035034,4.0
pca_removal_k8,3,0,3245,780,768,pca_component_removal,,,0.8448717948717949,0.36099636962852116,0.3259474083643423,0.982051282051282,0.8997435897435897,0.767948717948718,0.985897435897436,103.53327462122017,0.4272794663281434,1.09490189999633,8.0
pca_removal_k16,3,0,3245,780,768,pca_component_removal,,,0.7602564102564103,0.333460971907789,0.31292077941608765,0.9871794871794872,0.9125641025641025,0.7661538461538462,0.9897435897435898,128.62413808017905,0.43861645546049816,1.1407539000065299,16.0
pca_removal_k32,3,0,3245,780,768,pca_component_removal,,,0.6782051282051282,0.2878319029285991,0.2906300434311063,0.9884615384615385,0.9110256410256409,0.7673076923076924,0.9961538461538462,150.8626499117028,0.4244024277586149,0.6592927999881795,32.0
linear_projection_k0,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.8846153846153847,0.4187997390737117,0.35716627111495614,0.9794871794871794,0.8843589743589743,0.7543589743589745,0.9769230769230769,54.38596627886002,0.4734257919963697,1.9194810000044527,0.0
linear_projection_k1,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.8102564102564103,0.4154117476518766,0.3533600857148788,0.9833333333333333,0.8933333333333333,0.7608974358974359,0.9807692307692307,58.94129217495262,0.5126917138741515,1.5184929999959422,1.0
linear_projection_k2,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.6102564102564102,0.42240964574566514,0.35999583389087947,0.9871794871794872,0.8992307692307692,0.7687179487179487,0.9871794871794872,59.85492476116001,0.6921838732807118,3.169557799992617,2.0
linear_projection_k4,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.2,0.42135144468746405,0.3575784091915964,0.9884615384615385,0.9141025641025641,0.7794871794871795,0.9923076923076923,61.09185781167084,2.10675722343732,1.031481600002735,4.0
linear_projection_k8,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.2,0.4167281570162311,0.3521942826695272,0.9884615384615385,0.9146153846153847,0.7793589743589745,0.9923076923076923,61.143761923929965,2.0836407850811556,0.9978189999965252,8.0
linear_projection_k16,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.2,0.4167281570162311,0.3521942826695272,0.9884615384615385,0.9146153846153847,0.7793589743589745,0.9923076923076923,61.143761923929965,2.0836407850811556,0.997427800000878,16.0
linear_projection_k32,3,0,3245,780,768,linear_scanner_subspace_projection,,,0.2,0.4167281570162311,0.3521942826695272,0.9884615384615385,0.9146153846153847,0.7793589743589745,0.9923076923076923,61.143761923929965,2.0836407850811556,0.9910009000013815,32.0
pca_removal_k1,4,0,3170,855,768,pca_component_removal,,,0.8935672514619883,0.34155877498624604,0.3052086949074055,0.9508771929824561,0.8493567251461989,0.7154385964912281,0.9883040935672515,73.35267889672592,0.3822418227921994,1.0036847000010312,1.0
pca_removal_k2,4,0,3170,855,768,pca_component_removal,,,0.8853801169590643,0.34291823635744406,0.3071853876950456,0.9508771929824561,0.8603508771929825,0.7265497076023393,0.991812865497076,84.09649371607138,0.38731187858073274,1.0440525000012713,2.0
pca_removal_k4,4,0,3170,855,768,pca_component_removal,,,0.8678362573099415,0.34392767051193607,0.30634352453828934,0.952046783625731,0.8626900584795322,0.7196491228070175,0.9894736842105263,93.8334190478761,0.396304795535991,0.843215799992322,4.0
pca_removal_k8,4,0,3170,855,768,pca_component_removal,,,0.8304093567251462,0.2889209551171774,0.25894432584794536,0.9473684210526315,0.8601169590643276,0.7211695906432749,0.991812865497076,113.2362081986355,0.34792593890871365,0.9145805999869481,8.0
pca_removal_k16,4,0,3170,855,768,pca_component_removal,,,0.7520467836257311,0.29594042015608124,0.26594203812153755,0.9555555555555556,0.8804678362573098,0.7362573099415205,0.9976608187134502,130.91115294454954,0.3935133114050536,0.8271174999972573,16.0
pca_removal_k32,4,0,3170,855,768,pca_component_removal,,,0.671345029239766,0.2937871158733069,0.25706299867638444,0.9590643274853801,0.8804678362573098,0.7330994152046785,0.9953216374269006,153.39637609157452,0.4376097283478701,0.6660633999999845,32.0
linear_projection_k0,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.8900584795321637,0.3687100911395795,0.3344099366394833,0.9473684210526315,0.8460818713450293,0.7079532163742691,0.9906432748538012,52.85888716194276,0.41425378176654465,1.5156699000071967,0.0
linear_projection_k1,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.7824561403508772,0.3684044489854136,0.3325694776572931,0.9485380116959065,0.8493567251461989,0.7118128654970762,0.9906432748538012,55.54742644735031,0.4708307980306855,1.739049800002249,1.0
linear_projection_k2,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.6339181286549709,0.36471522592776945,0.32805393216165774,0.9508771929824561,0.8596491228070176,0.7173099415204678,0.9906432748538012,55.83345264180573,0.5753349043694517,2.3299036999960663,2.0
linear_projection_k4,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.2,0.36326672663074644,0.32786498128440306,0.960233918128655,0.8701754385964913,0.7277192982456141,0.9964912280701754,58.42003530058804,1.816333633153732,0.9922192999947583,4.0
linear_projection_k8,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.2,0.36269016327112785,0.32679142623651314,0.960233918128655,0.8701754385964913,0.7279532163742691,0.9964912280701754,58.39143332612883,1.813450816355639,0.9375140000047395,8.0
linear_projection_k16,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.2,0.36269016327112785,0.32679142623651314,0.960233918128655,0.8701754385964913,0.7279532163742691,0.9964912280701754,58.39143332612883,1.813450816355639,0.9377458000089973,16.0
linear_projection_k32,4,0,3170,855,768,linear_scanner_subspace_projection,,,0.2,0.36269016327112785,0.32679142623651314,0.960233918128655,0.8701754385964913,0.7279532163742691,0.9964912280701754,58.39143332612883,1.813450816355639,2.4322030000039376,32.0
