regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description
centralized_all,0.6904695104843923,0.458128078817734,0.4547622614948524,1.498887538909912,0.5502645502645502,0.3,0.6821821659971905,single model trained on the union of all simulated-site training data
local_site_0,0.6102438124622711,0.39901477832512317,0.3924422009787863,1.5967521667480469,0.5028248587570621,0.3,0.6105783774449021,single model trained only on simulated site 0
local_site_1,0.517330927548207,0.3793103448275862,0.3718543182674437,1.7491939067840576,0.3715846994535519,0.3,0.5306552221516403,single model trained only on simulated site 1
local_site_2,0.4588486374083397,0.3251231527093596,0.30283355819217744,1.8494127988815308,0.3076923076923077,0.2692307692307692,0.47812945832632925,single model trained only on simulated site 2
local_site_3,0.4834717296658305,0.3103448275862069,0.2830991278492249,1.8264068365097046,0.39977363203496974,0.27472527472527475,0.5221891193247499,single model trained only on simulated site 3
local_site_4,0.488163948138854,0.31527093596059114,0.30526336791373027,1.8762022256851196,0.3681592039800995,0.23333333333333334,0.4937175051750053,single model trained only on simulated site 4
fedavg,0.49175674200240194,0.3891625615763547,0.3767678235846841,1.4587547779083252,0.37688442211055284,0.3333333333333333,0.5064730413358165,standard sample-size-weighted federated averaging across simulated sites
