seed,strategy,global_accuracy,global_loss,worst_site_accuracy,global_qwk,macro_f1,worst_site_qwk,mean_site_qwk,weight_entropy,n_eff,source_path
123,fedavg,0.47088186356073214,1.3097904920578003,0.45925925925925926,0.676090750758968,0.46210323091256517,0.6324430286694438,0.6780160917520328,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_123\summary.csv
123,cross_site_full,0.480865224625624,1.315789818763733,0.4666666666666667,0.6752390884096005,0.47144209223539546,0.6031746031746033,0.6809367344022795,1.6093879786321517,4.999500236524522,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_123\summary.csv
123,cross_site_blend_25,0.47753743760399336,1.3132603168487549,0.4473684210526316,0.6764297042241851,0.4680596961349139,0.6491969568892646,0.6809327121251136,1.5160231866302107,4.0968885987062835,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_123\summary.csv
123,cross_site_blend_50,0.47920133111480867,1.3102836608886719,0.4444444444444444,0.6729060461811973,0.4693889155863236,0.6442251886244922,0.6843503235472802,1.5663781374312473,4.556599472859632,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_123\summary.csv
123,cross_site_blend_75,0.4841930116472546,1.311305284500122,0.45555555555555555,0.6779681911822396,0.4746652813406013,0.6221825613863381,0.6859777695601215,1.5983457508457564,4.884030450607776,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_123\summary.csv
2025,fedavg,0.4442595673876872,1.3419467210769653,0.4111111111111111,0.6143683879292462,0.43165811979705043,0.47388781431334626,0.6163319995759171,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_2025\summary.csv
2025,cross_site_full,0.4475873544093178,1.3516484498977661,0.4148148148148148,0.6116587203100168,0.43291186612495314,0.42329020332717193,0.626976367526231,1.6093820736186726,4.999440088230144,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_2025\summary.csv
2025,cross_site_blend_25,0.4475873544093178,1.349288821220398,0.4222222222222222,0.6032206059548333,0.4361842793186214,0.4526112185686654,0.618432440389936,1.516202092857758,4.098845181637257,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_2025\summary.csv
2025,cross_site_blend_50,0.4492512479201331,1.3460628986358643,0.4111111111111111,0.6079287680624592,0.4362721801005088,0.4299424184261037,0.623666763533624,1.5668427272278498,4.56165399484933,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_2025\summary.csv
2025,cross_site_blend_75,0.43427620632279534,1.3497674465179443,0.3925925925925926,0.6067215367087881,0.4208873660825921,0.4195933456561921,0.626064274626534,1.5985616856610765,4.886524586858344,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_2025\summary.csv
42,fedavg,0.49584026622296173,1.283673882484436,0.4703703703703704,0.6833739609466714,0.47930916490788894,0.6081771720613287,0.6815190332082317,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_42\summary.csv
42,cross_site_full,0.49750415973377704,1.2886840105056763,0.4666666666666667,0.6863418109462804,0.47818590345684847,0.6070826306913997,0.6791373791038541,1.6094154967745014,4.999776012761013,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_42\summary.csv
42,cross_site_blend_25,0.5108153078202995,1.276340126991272,0.4777777777777778,0.7124371500551028,0.48806638966312166,0.6027164685908319,0.7031953485611107,1.5150160617969566,4.0889596863939595,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_42\summary.csv
42,cross_site_blend_50,0.5124792013311148,1.2780004739761353,0.45555555555555555,0.7079856742737676,0.49147549619927716,0.6033613445378152,0.7002946843923311,1.5650468141594938,4.544108595390362,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_42\summary.csv
42,cross_site_blend_75,0.5041597337770383,1.2840135097503662,0.4666666666666667,0.6931287137242144,0.48332354533397365,0.6013400335008375,0.6781959641994821,1.5976105796671036,4.876538660744926,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_42\summary.csv
7,fedavg,0.5074875207986689,1.276615858078003,0.46296296296296297,0.7065080607293787,0.4966147297479155,0.5641249726895347,0.705596289593647,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_15_seed_7\summary.csv
