representation,representation_family,branch,fold,neural_seed,k_value,scanner_centroid_rank,scanner_balanced_accuracy,scanner_macro_f1,category_balanced_accuracy,category_macro_f1,category_weighted_f1,same_category_purity_k1,same_category_purity_k5,same_category_purity_k10,same_sample_top1_retrieval,scanner_category_ratio,category_scanner_ratio
shuffled_sample_biological,neural_factorization,biological,1,914.0,,,0.47407407407407404,0.47328638387134186,0.2807906066536203,0.2466899229479345,0.3692707109778621,0.9513227513227513,0.7987301587301587,0.6585185185185185,0.9671957671957672,1.688354463576788,0.5922926859099804
shuffled_sample_biological,neural_factorization,biological,1,915.0,,,0.4306878306878307,0.42588875696254114,0.2719856490541422,0.25472193697376605,0.3081920525097012,0.9576719576719577,0.7955555555555556,0.6431746031746032,0.9597883597883597,1.583494688729319,0.6315145905556864
shuffled_sample_biological,neural_factorization,biological,2,911.0,,,0.3972413793103448,0.3970506484455517,0.31930587930587934,0.2598582661165695,0.31694842888732055,0.9144827586206896,0.7655172413793103,0.6161379310344828,0.9627586206896551,1.2440778734606608,0.8038082031137588
shuffled_sample_biological,neural_factorization,biological,2,912.0,,,0.40551724137931033,0.4049426657503207,0.40354053354053354,0.36811614157885364,0.36530097862046257,0.9144827586206896,0.7757241379310345,0.624,0.9682758620689655,1.004898412115962,0.9951254653635606
shuffled_sample_biological,neural_factorization,biological,2,913.0,,,0.39724137931034487,0.39832310009033356,0.3768583268583268,0.35689288165118765,0.3730085568724636,0.9048275862068965,0.7856551724137931,0.6457931034482759,0.9586206896551724,1.0540867774421785,0.9486884964315518
shuffled_sample_biological,neural_factorization,biological,2,914.0,,,0.4206896551724138,0.4209801061811135,0.421033411033411,0.3906154449627102,0.4030657923803787,0.92,0.7911724137931034,0.6448275862068965,0.9641379310344828,0.9991835425598328,1.0008171245876163
shuffled_sample_biological,neural_factorization,biological,2,915.0,,,0.37655172413793103,0.37665982325651537,0.41703056203056205,0.39329197253007586,0.3891165037458875,0.9089655172413793,0.768,0.6282758620689655,0.9655172413793104,0.9029355601768474,1.1074987453192582
shuffled_sample_biological,neural_factorization,biological,3,911.0,,,0.4012820512820513,0.40296580949945426,0.34597229150412073,0.2958769899771793,0.34144926673664056,0.9435897435897436,0.8179487179487179,0.688076923076923,0.9602564102564103,1.1598675996203927,0.8621673717994063
shuffled_sample_biological,neural_factorization,biological,3,912.0,,,0.37820512820512825,0.37386233675124375,0.404559441737121,0.3145059904809381,0.46684200506984114,0.9423076923076923,0.806923076923077,0.6824358974358974,0.9692307692307692,0.9348567582088035,1.0696825917117097
shuffled_sample_biological,neural_factorization,biological,3,913.0,,,0.37051282051282053,0.3661399577960793,0.34297390950291834,0.2638606740001993,0.3710687370099056,0.9435897435897436,0.8015384615384615,0.6591025641025641,0.967948717948718,1.0802944779380306,0.9256735273781187
shuffled_sample_biological,neural_factorization,biological,3,914.0,,,0.39230769230769236,0.3858993883449696,0.2973431244643976,0.26304610996463346,0.33688921363024305,0.9423076923076923,0.7935897435897435,0.65,0.958974358974359,1.3193770429847802,0.7579334545170918
shuffled_sample_biological,neural_factorization,biological,3,915.0,,,0.3961538461538462,0.3920600988911441,0.3530152441494101,0.25679881814339617,0.3447489990376568,0.95,0.8061538461538461,0.6737179487179488,0.9717948717948718,1.1222003942305057,0.8911064415422002
shuffled_sample_biological,neural_factorization,biological,4,911.0,,,0.4444444444444445,0.44069871929410454,0.29569952756455603,0.2537437787355193,0.32912103578180374,0.9146198830409357,0.7532163742690059,0.5997660818713451,0.9614035087719298,1.50302723884946,0.665323937020251
shuffled_sample_biological,neural_factorization,biological,4,912.0,,,0.4152046783625731,0.4131262338127078,0.29121126858959245,0.2608191770554413,0.336188956135191,0.9146198830409357,0.7415204678362574,0.5741520467836257,0.9707602339181286,1.4257850679113864,0.7013679849129622
shuffled_sample_biological,neural_factorization,biological,4,913.0,,,0.4385964912280701,0.4368959682987138,0.3040990280579497,0.2685502170955662,0.357767646588877,0.9309941520467836,0.7635087719298246,0.6016374269005847,0.9695906432748538,1.44228179231303,0.6933457839721254
shuffled_sample_biological,neural_factorization,biological,4,914.0,,,0.4432748538011696,0.4411434042558158,0.27645973237390803,0.2482708866284064,0.3276204750392363,0.9111111111111111,0.7651461988304094,0.6148538011695907,0.9567251461988304,1.6033975363965354,0.6236756495506368
shuffled_sample_biological,neural_factorization,biological,4,915.0,,,0.4865497076023392,0.4838715332529665,0.2825458303132978,0.2522601334012472,0.3301319735842912,0.9111111111111111,0.7560233918128655,0.6085380116959064,0.9567251461988304,1.7220204844744444,0.580713184898725
true_pair_acquisition,neural_factorization,acquisition,0,911.0,,,0.8472222222222221,0.8474793715678819,0.32885020136820037,0.28067382626791954,0.26412588353436317,0.5597222222222222,0.47888888888888886,0.42777777777777776,0.7805555555555556,2.5763165681435036,0.38815105735263
true_pair_acquisition,neural_factorization,acquisition,0,912.0,,,0.8277777777777778,0.8268545196980039,0.286929801574166,0.2376130936714946,0.21433685022373344,0.5708333333333333,0.4911111111111111,0.4338888888888889,0.7583333333333333,2.8849487687803417,0.3466266059285226
true_pair_acquisition,neural_factorization,acquisition,0,913.0,,,0.8333333333333334,0.8331143075525723,0.29012187833314945,0.21594558189260385,0.17774409790529935,0.5486111111111112,0.48138888888888887,0.43277777777777776,0.7819444444444444,2.8723560529840824,0.34814625399977933
true_pair_acquisition,neural_factorization,acquisition,0,914.0,,,0.8402777777777779,0.8403145876274911,0.2920695869653169,0.19600872042829698,0.19307636175813983,0.5736111111111111,0.4955555555555556,0.43777777777777777,0.7805555555555556,2.8769780055105856,0.3475869464711209
true_pair_acquisition,neural_factorization,acquisition,0,915.0,,,0.825,0.8238203044055716,0.29116736088123873,0.1955776801401905,0.19453806059500434,0.55,0.4930555555555556,0.43,0.7736111111111111,2.8334219793835365,0.3529301344015015
true_pair_acquisition,neural_factorization,acquisition,1,911.0,,,0.8497354497354497,0.8489042279930775,0.30529332463579034,0.25965634757410366,0.3922490709218509,0.5767195767195767,0.466031746031746,0.40793650793650793,0.6296296296296297,2.7833410728818566,0.3592804380832153
true_pair_acquisition,neural_factorization,acquisition,1,912.0,,,0.8592592592592594,0.8587940577746209,0.29910893672537503,0.2531523214277675,0.366813957622412,0.5756613756613757,0.4577777777777778,0.4017989417989418,0.6433862433862434,2.8727301452988105,0.34810091774073815
true_pair_acquisition,neural_factorization,acquisition,1,913.0,,,0.856084656084656,0.855456084208593,0.29688497499456407,0.2506455164237105,0.35027572189559214,0.5936507936507937,0.4641269841269841,0.4017989417989418,0.6529100529100529,2.8835566909384043,0.34679394483295806
true_pair_acquisition,neural_factorization,acquisition,1,914.0,,,0.8465608465608465,0.8463064452931972,0.3032459230267449,0.25930151249389555,0.3657163696607159,0.5894179894179894,0.46455026455026455,0.40084656084656084,0.6349206349206349,2.7916643960492213,0.3582092465753424
true_pair_acquisition,neural_factorization,acquisition,1,915.0,,,0.8455026455026455,0.8449727686870544,0.31930115242444007,0.31382801885040906,0.4000420041431058,0.5830687830687831,0.46010582010582013,0.40190476190476193,0.6317460317460317,2.647978684332267,0.37764654448197227
true_pair_acquisition,neural_factorization,acquisition,2,911.0,,,0.8565517241379311,0.8569365763147513,0.44932271432271437,0.39951326983154534,0.39589105556464693,0.543448275862069,0.4460689655172414,0.37917241379310346,0.6372413793103449,1.9063174347396448,0.524571606898499
true_pair_acquisition,neural_factorization,acquisition,2,912.0,,,0.8717241379310344,0.8720953478151896,0.425009065009065,0.3148168904154763,0.36734305651871574,0.5517241379310345,0.4209655172413793,0.36882758620689654,0.616551724137931,2.0510718704610253,0.48754995590438627
true_pair_acquisition,neural_factorization,acquisition,2,913.0,,,0.8537931034482759,0.854187448971952,0.39698264698264696,0.2992195103331848,0.35731594516163506,0.5558620689655173,0.43917241379310346,0.37089655172413794,0.6427586206896552,2.1507063594283435,0.4649635202946996
true_pair_acquisition,neural_factorization,acquisition,2,914.0,,,0.8620689655172413,0.8623563213848771,0.45495596995596993,0.33711226961655794,0.37749618975459037,0.5241379310344828,0.4361379310344828,0.3798620689655172,0.6262068965517241,1.8948404295050163,0.5277489251489251
true_pair_acquisition,neural_factorization,acquisition,2,915.0,,,0.8606896551724139,0.860116530629897,0.42667443667443666,0.38526839770455257,0.3936019453578255,0.543448275862069,0.42482758620689653,0.36386206896551726,0.6124137931034482,2.0172046440859117,0.4957355233797541
true_pair_acquisition,neural_factorization,acquisition,3,911.0,,,0.8794871794871796,0.8798098683562131,0.35319613385689136,0.2382790085934137,0.28496317643225344,0.6128205128205129,0.5330769230769231,0.49564102564102563,0.6525641025641026,2.49008155860373,0.4015932717323254
true_pair_acquisition,neural_factorization,acquisition,3,912.0,,,0.8935897435897436,0.8935571800053609,0.38370219016069135,0.25740453989528617,0.3349624594097123,0.6256410256410256,0.5417948717948718,0.5051282051282051,0.6730769230769231,2.328862765196924,0.42939412959159146
true_pair_acquisition,neural_factorization,acquisition,3,913.0,,,0.8756410256410255,0.8761311065428499,0.36592994427603615,0.285448299031154,0.2977801606089067,0.6384615384615384,0.5628205128205128,0.5207692307692308,0.6948717948717948,2.392919845281897,0.4178994971234381
true_pair_acquisition,neural_factorization,acquisition,3,914.0,,,0.8884615384615385,0.8887096358247722,0.3937865328779913,0.26934841533820303,0.34468920118221186,0.6474358974358975,0.5551282051282052,0.5160256410256411,0.6807692307692308,2.2562009217740684,0.4432229374384318
true_pair_acquisition,neural_factorization,acquisition,3,915.0,,,0.8833333333333334,0.8838207508749928,0.40309517414271645,0.2765989363858659,0.31535020807474096,0.6076923076923076,0.5423076923076923,0.5143589743589744,0.6564102564102564,2.191376602838187,0.4563341594068488
true_pair_acquisition,neural_factorization,acquisition,4,911.0,,,0.887719298245614,0.8872680649131593,0.32965334357962267,0.29404003978480164,0.39151070632203994,0.5415204678362573,0.42175438596491227,0.3760233918128655,0.6713450292397661,2.6928872876158136,0.3713486281430532
true_pair_acquisition,neural_factorization,acquisition,4,912.0,,,0.8994152046783626,0.8989818876488329,0.33441775169631394,0.27825811933097894,0.3615043115882539,0.5660818713450292,0.4264327485380117,0.37415204678362574,0.6760233918128655,2.68949599749455,0.3718168760732749
true_pair_acquisition,neural_factorization,acquisition,4,913.0,,,0.8970760233918128,0.8970951620824443,0.28772433988571894,0.2340860439620724,0.29707939465067124,0.5473684210526316,0.4177777777777778,0.35883040935672517,0.6783625730994152,3.1178315458056898,0.32073573742149897
true_pair_acquisition,neural_factorization,acquisition,4,914.0,,,0.8912280701754385,0.8911406345434483,0.3654330483584105,0.28670292313828755,0.365793528604025,0.5485380116959064,0.4266666666666667,0.3778947368421053,0.6783625730994152,2.4388272330020278,0.4100331448116024
true_pair_acquisition,neural_factorization,acquisition,4,915.0,,,0.8959064327485379,0.8958747914679532,0.25721367297453857,0.22034492281588003,0.31008544166014357,0.5649122807017544,0.43157894736842106,0.37894736842105264,0.6771929824561403,3.4831213379438934,0.2870988125237996
true_pair_biological,neural_factorization,biological,0,911.0,,,0.36527777777777776,0.357036576848397,0.3527046783625731,0.3034418191783683,0.32321056200965836,0.9611111111111111,0.8766666666666667,0.7219444444444445,1.0,1.0356476683937823,0.9655793476085651
true_pair_biological,neural_factorization,biological,0,912.0,,,0.35416666666666663,0.3522696955568009,0.30487069678914264,0.2560474158356,0.28332917069282193,0.9611111111111111,0.8822222222222222,0.7173611111111111,0.9986111111111111,1.1616946803897605,0.860811379169344
true_pair_biological,neural_factorization,biological,0,913.0,,,0.3361111111111111,0.329316050666569,0.3245100730074663,0.2722018922644523,0.29311530673978126,0.9611111111111111,0.8794444444444445,0.7331944444444445,1.0,1.0357493929113808,0.9654845147329577
true_pair_biological,neural_factorization,biological,0,914.0,,,0.3708333333333333,0.3664872485896725,0.3334788195593806,0.24551943301776377,0.295813301007735,0.9569444444444445,0.8713888888888889,0.7094444444444444,1.0,1.112014651555108,0.8992687269017006
true_pair_biological,neural_factorization,biological,0,915.0,,,0.36527777777777776,0.3512137602456377,0.29645939074625766,0.21625552546966495,0.26832960292365593,0.9541666666666667,0.8811111111111111,0.7223611111111111,1.0,1.2321342793638215,0.8115998529935571
true_pair_biological,neural_factorization,biological,1,911.0,,,0.35978835978835977,0.35615658748916934,0.28993172428788866,0.2524338461845819,0.39996335369753094,0.9925925925925926,0.9051851851851852,0.7623280423280423,0.9925925925925926,1.2409416757412401,0.80583964544722
true_pair_biological,neural_factorization,biological,1,912.0,,,0.3492063492063492,0.3461013945479415,0.3743465970863231,0.3749459783230307,0.4690902093516897,0.9894179894179894,0.9056084656084656,0.7592592592592593,0.9894179894179894,0.9328423229284046,1.0719925280199254
true_pair_biological,neural_factorization,biological,1,913.0,,,0.3767195767195767,0.37557534813645554,0.398008262665797,0.3988813981491855,0.47717122227639563,0.9904761904761905,0.9087830687830688,0.7594708994708995,0.9947089947089947,0.9465119497679972,1.0565106972448826
true_pair_biological,neural_factorization,biological,1,914.0,,,0.3798941798941799,0.37505732024766547,0.3925222874537943,0.4008010488481781,0.5105427410124249,0.9915343915343915,0.9070899470899471,0.7570370370370371,0.9957671957671957,0.9678283043708673,1.0332411187850574
true_pair_biological,neural_factorization,biological,1,915.0,,,0.3724867724867725,0.37150275182253545,0.369577734290063,0.31600539032661495,0.4536343089393799,0.9904761904761905,0.8988359788359789,0.7529100529100529,0.9957671957671957,1.0078712485271808,0.9921902241594022
true_pair_biological,neural_factorization,biological,2,911.0,,,0.3503448275862069,0.34770800850185274,0.47306785806785806,0.39208777365691255,0.4798254602187648,0.96,0.8979310344827586,0.7477241379310345,0.9986206896551724,0.7405804930758,1.350292114563768
true_pair_biological,neural_factorization,biological,2,912.0,,,0.3613793103448276,0.35754573396696504,0.4491621341621342,0.4515693896053244,0.464689400246561,0.9586206896551724,0.8924137931034483,0.7408275862068966,0.9986206896551724,0.8045631696423912,1.2429104857539972
true_pair_biological,neural_factorization,biological,2,913.0,,,0.3503448275862069,0.3464442738410468,0.4248938098938099,0.3566567646490179,0.43237646914450867,0.9572413793103448,0.8904827586206897,0.7402758620689656,1.0,0.8245467912883118,1.2127874495000481
true_pair_biological,neural_factorization,biological,2,914.0,,,0.3489655172413793,0.3462203067156219,0.4793110593110593,0.4118707770048715,0.4738851708812254,0.9544827586206897,0.8976551724137931,0.7475862068965518,0.9986206896551724,0.7280564686802075,1.3735198339941421
true_pair_biological,neural_factorization,biological,2,915.0,,,0.3820689655172414,0.37898332154899295,0.4795843045843046,0.4086376405439948,0.48496858482848526,0.9558620689655173,0.8888275862068965,0.7375172413793103,0.9986206896551724,0.7966669506593052,1.2552296780636132
true_pair_biological,neural_factorization,biological,3,911.0,,,0.35641025641025637,0.3484763375409409,0.44057807750192923,0.36556583386678615,0.38254377435301656,0.9923076923076923,0.9256410256410257,0.7928205128205128,0.9987179487179487,0.8089604876191229,1.2361543181708807
true_pair_biological,neural_factorization,biological,3,912.0,,,0.34102564102564104,0.3339969951722926,0.4575381263616558,0.40358657586199764,0.47729492694245496,0.9948717948717949,0.9241025641025641,0.7973076923076923,1.0,0.7453491225692549,1.3416531524890658
true_pair_biological,neural_factorization,biological,3,913.0,,,0.3679487179487179,0.35888154711034803,0.40862101309321286,0.3533001467872141,0.418067671129996,0.9961538461538462,0.9235897435897436,0.7874358974358975,0.9987179487179487,0.9004645041707218,1.1105379449920072
true_pair_biological,neural_factorization,biological,3,914.0,,,0.358974358974359,0.3537520801591197,0.4098422824228625,0.31590718932218514,0.46440888537170166,0.9948717948717949,0.9156410256410257,0.7732051282051282,0.9987179487179487,0.8758841495128616,1.141703501035117
true_pair_biological,neural_factorization,biological,3,915.0,,,0.32948717948717954,0.3297231098572561,0.40692918110927784,0.30200440913551735,0.39413537225904705,0.9948717948717949,0.9225641025641026,0.7903846153846154,1.0,0.8096916976782212,1.2350379815767965
true_pair_biological,neural_factorization,biological,4,911.0,,,0.3742690058479532,0.3728949560825716,0.37071050448420706,0.35188442940439113,0.4525461085994073,0.9637426900584796,0.887953216374269,0.747953216374269,0.9988304093567252,1.0095991381973308,0.9904921291687407
true_pair_biological,neural_factorization,biological,4,912.0,,,0.34269005847953216,0.3395207000921137,0.3441509581153813,0.33195071908767104,0.443125940732353,0.9637426900584796,0.8891228070175439,0.7457309941520468,0.9988304093567252,0.995755061546685,1.004263034773553
true_pair_biological,neural_factorization,biological,4,913.0,,,0.4140350877192982,0.40669554983998263,0.3541555864108587,0.323893728622804,0.4262889937275877,0.960233918128655,0.8816374269005848,0.7421052631578947,1.0,1.1690768227469743,0.8553757807380911
true_pair_biological,neural_factorization,biological,4,914.0,,,0.3695906432748538,0.36612503331142415,0.36489365108473854,0.3349601873544154,0.4526727332482893,0.960233918128655,0.8905263157894737,0.7497076023391813,1.0,1.012872222293132,0.9872913660678844
true_pair_biological,neural_factorization,biological,4,915.0,,,0.3578947368421052,0.35755161419076587,0.35056792969648276,0.33107959385699426,0.4128925305099764,0.9672514619883041,0.887953216374269,0.7357894736842105,0.9988304093567252,1.0208998214753013,0.9795280388578196
oldstyle_keep_k1,oldstyle_linear_decomposition,keep,0,,1.0,4.0,0.7138888888888889,0.7218809581949659,0.34174342105263156,0.2903877516557721,0.3043835698414451,0.9402777777777778,0.8575,0.7076388888888889,1.0,2.0889616153837927,0.47870673766127375
oldstyle_keep_k1,oldstyle_linear_decomposition,keep,1,,1.0,4.0,0.7566137566137565,0.7579350433932645,0.39298108284409655,0.39959911974944173,0.4959979355145901,0.9830687830687831,0.8916402116402117,0.7564021164021164,0.9904761904761905,1.9253185195021723,0.5193945780247151
oldstyle_keep_k1,oldstyle_linear_decomposition,keep,2,,1.0,4.0,0.7751724137931035,0.7757882875289981,0.4845713545713546,0.40285725341431305,0.47205352070412165,0.9462068965517242,0.8612413793103448,0.7139310344827586,0.9958620689655172,1.5997074661559614,0.6251142919292385
