representation,representation_family,branch,fold,neural_seed,k_value,scanner_centroid_rank,scanner_balanced_accuracy,scanner_macro_f1,category_balanced_accuracy,category_macro_f1,category_weighted_f1,same_category_purity_k1,same_category_purity_k5,same_category_purity_k10,same_sample_top1_retrieval,scanner_category_ratio,category_scanner_ratio
original_frozen_features,frozen,original,0,,,4.0,0.8486111111111111,0.8484004353454214,0.3462390350877193,0.2940020495691517,0.30978625905944296,0.9375,0.8522222222222222,0.6991666666666667,1.0,2.4509400301907505,0.40800671892497203
original_frozen_features,frozen,original,1,,,4.0,0.8391534391534391,0.8391003801458519,0.382737116764514,0.38827218646311773,0.4821073093251435,0.9830687830687831,0.8884656084656085,0.7534391534391535,0.9936507936507937,2.192506037165305,0.4560990861821762
original_frozen_features,frozen,original,2,,,4.0,0.8579310344827586,0.8588101444337927,0.4868104118104118,0.4081035704187738,0.4753700820555757,0.9448275862068966,0.8615172413793103,0.7071724137931035,0.9958620689655172,1.7623514486721366,0.5674237115153513
original_frozen_features,frozen,original,3,,,4.0,0.8846153846153847,0.8847622600191384,0.41641784872244175,0.3625381473585512,0.4327709928902427,0.985897435897436,0.8987179487179487,0.7656410256410257,0.9948717948717949,2.1243455037514836,0.47073322029493414
original_frozen_features,frozen,original,4,,,4.0,0.8888888888888887,0.888877553670626,0.3692614695856947,0.33636026438342526,0.43519212178128086,0.9497076023391813,0.8575438596491228,0.7273684210526316,0.9964912280701754,2.4072072558401705,0.41541915328390666
shuffled_sample_acquisition,neural_factorization,acquisition,0,911.0,,,0.7999999999999999,0.8015937014262118,0.3519908786641657,0.2551223355409306,0.2723226909031444,0.7138888888888889,0.6088888888888889,0.5234722222222222,0.9194444444444444,2.2727861671758816,0.43998859833020715
shuffled_sample_acquisition,neural_factorization,acquisition,0,912.0,,,0.8041666666666668,0.8036070075286584,0.293166170142337,0.20559452308415843,0.24512572519045936,0.6763888888888889,0.5797222222222222,0.5204166666666666,0.8958333333333334,2.7430404615792834,0.364558968052647
shuffled_sample_acquisition,neural_factorization,acquisition,0,913.0,,,0.7805555555555557,0.7784871162846141,0.2973171135385634,0.20832968788386577,0.23295180941233282,0.6986111111111111,0.6061111111111112,0.5345833333333333,0.8986111111111111,2.6253300601020197,0.3809044870956683
shuffled_sample_acquisition,neural_factorization,acquisition,0,914.0,,,0.8055555555555556,0.8035108510371618,0.3002895472433705,0.2102973543019205,0.2268205976422215,0.7069444444444445,0.6016666666666667,0.5108333333333334,0.9,2.682596057540061,0.37277323106073573
shuffled_sample_acquisition,neural_factorization,acquisition,0,915.0,,,0.7902777777777777,0.7850137570119576,0.33786331328846225,0.23198928667902494,0.2438185208858388,0.7027777777777777,0.6058333333333333,0.5193055555555556,0.9152777777777777,2.3390458410116026,0.4275247549520085
shuffled_sample_acquisition,neural_factorization,acquisition,1,911.0,,,0.8105820105820106,0.8094825077752874,0.3678108284409654,0.3672431675003083,0.45450655380513033,0.7534391534391535,0.6205291005291005,0.54,0.8126984126984127,2.2038013780557066,0.4537614006223398
shuffled_sample_acquisition,neural_factorization,acquisition,1,912.0,,,0.8243386243386241,0.8230021804668674,0.3629288975864318,0.30965362232342064,0.4508483099273006,0.7661375661375661,0.6311111111111111,0.55005291005291,0.817989417989418,2.2713502006059114,0.44026676279740456
shuffled_sample_acquisition,neural_factorization,acquisition,1,913.0,,,0.8349206349206348,0.8339725024337644,0.35332681017612527,0.3564562001793296,0.4485385050024795,0.7407407407407407,0.6167195767195767,0.5367195767195767,0.8042328042328042,2.36302655466322,0.4231861034428877
shuffled_sample_acquisition,neural_factorization,acquisition,1,914.0,,,0.8042328042328041,0.80337241647571,0.36311980865405524,0.3073959804616189,0.4463228764523636,0.7502645502645503,0.6215873015873016,0.541058201058201,0.8063492063492064,2.2147863737144613,0.45151081470800297
shuffled_sample_acquisition,neural_factorization,acquisition,1,915.0,,,0.8412698412698413,0.8406627175398533,0.3984805392476625,0.3340680922174951,0.4639750241962474,0.7555555555555555,0.612910052910053,0.533015873015873,0.819047619047619,2.1111942953554816,0.47366554665288185
shuffled_sample_acquisition,neural_factorization,acquisition,2,911.0,,,0.8344827586206897,0.8335277492833763,0.4436933436933437,0.40691753250290347,0.41224374580582884,0.7103448275862069,0.5812413793103448,0.5016551724137931,0.8275862068965517,1.8807646553233803,0.5316986350044202
shuffled_sample_acquisition,neural_factorization,acquisition,2,912.0,,,0.8193103448275861,0.8179233673790283,0.5204195804195805,0.3955571956697726,0.45568064588698876,0.72,0.5853793103448276,0.5013793103448276,0.8234482758620689,1.574326515860586,0.6351922488286126
shuffled_sample_acquisition,neural_factorization,acquisition,2,913.0,,,0.8234482758620689,0.8216526373676694,0.4453664853664854,0.34345169859487273,0.39963763267121577,0.7255172413793104,0.5729655172413793,0.4979310344827586,0.8220689655172414,1.848922859977813,0.5408554470531021
shuffled_sample_acquisition,neural_factorization,acquisition,2,914.0,,,0.8275862068965518,0.8270661807967201,0.4763299663299663,0.37706746341934305,0.4366071666201757,0.7062068965517241,0.5875862068965517,0.5026206896551724,0.8206896551724138,1.737422092657637,0.5755653759820426
shuffled_sample_acquisition,neural_factorization,acquisition,2,915.0,,,0.8262068965517241,0.8249838290439312,0.42087283087283084,0.39491380494087375,0.4083970312575932,0.7172413793103448,0.576551724137931,0.496551724137931,0.8193103448275862,1.963079666697153,0.5094036767659472
shuffled_sample_acquisition,neural_factorization,acquisition,3,911.0,,,0.8512820512820513,0.8521026618122459,0.4069474928479763,0.3213330102406504,0.3239169773605802,0.7589743589743589,0.6582051282051282,0.5997435897435898,0.8064102564102564,2.091871964425802,0.47804072955033367
shuffled_sample_acquisition,neural_factorization,acquisition,3,912.0,,,0.864102564102564,0.8650088871207089,0.4381209576676941,0.3530296259857814,0.36244245215171134,0.7666666666666667,0.6687179487179488,0.6103846153846154,0.8128205128205128,1.9722922379759071,0.5070242536807142
shuffled_sample_acquisition,neural_factorization,acquisition,3,913.0,,,0.8461538461538461,0.8480165168990904,0.4211433325232681,0.3350760705685263,0.35186395404748777,0.7833333333333333,0.668974358974359,0.6106410256410256,0.8346153846153846,2.0091825770673846,0.4977148475274986
shuffled_sample_acquisition,neural_factorization,acquisition,3,914.0,,,0.8384615384615384,0.8401837195156387,0.42866908407198495,0.33915818977102896,0.35865724667829163,0.7705128205128206,0.668974358974359,0.6093589743589743,0.8371794871794872,1.9559645647800865,0.511256705773927
shuffled_sample_acquisition,neural_factorization,acquisition,3,915.0,,,0.8564102564102564,0.8563977744781173,0.4353601806019211,0.2968997293239638,0.3532704732658171,0.7858974358974359,0.6635897435897435,0.6078205128205129,0.85,1.9671304234259528,0.5083547019004468
shuffled_sample_acquisition,neural_factorization,acquisition,4,911.0,,,0.8409356725146198,0.8396668735253849,0.3528486954901772,0.2919121165894267,0.37751949756749,0.6994152046783626,0.5815204678362573,0.5011695906432748,0.8327485380116959,2.383275560495958,0.4195905906037574
shuffled_sample_acquisition,neural_factorization,acquisition,4,912.0,,,0.871345029239766,0.8709206572986181,0.3615858577919829,0.3101389842655134,0.39984073640107315,0.7099415204678362,0.567953216374269,0.49333333333333335,0.8210526315789474,2.4097873588326095,0.4149743737075777
shuffled_sample_acquisition,neural_factorization,acquisition,4,913.0,,,0.8631578947368419,0.8627042655792649,0.34823328937908066,0.2990494824228909,0.3962667309261637,0.7298245614035088,0.5749707602339181,0.5042105263157894,0.847953216374269,2.4786771427737437,0.4034410059879594
shuffled_sample_acquisition,neural_factorization,acquisition,4,914.0,,,0.8725146198830409,0.8721148330221917,0.39665729946236084,0.32839904690414073,0.4235971532170155,0.7017543859649122,0.5702923976608187,0.49239766081871345,0.8315789473684211,2.199668633517318,0.45461392900846986
shuffled_sample_acquisition,neural_factorization,acquisition,4,915.0,,,0.8245614035087719,0.8230146152760474,0.356098224655716,0.29560395841659753,0.37342289911208115,0.7216374269005847,0.5826900584795321,0.5073684210526316,0.8292397660818713,2.315544831221714,0.4318638043696981
shuffled_sample_biological,neural_factorization,biological,0,911.0,,,0.3819444444444445,0.3829160178975647,0.2925986842105263,0.260973603958924,0.29169918837476627,0.9097222222222222,0.7663888888888889,0.61875,0.9847222222222223,1.3053525701080508,0.7660765550239234
shuffled_sample_biological,neural_factorization,biological,0,912.0,,,0.375,0.3742751991122323,0.28207565559601305,0.23664872599760475,0.23594765638637866,0.9111111111111111,0.7841666666666667,0.6406944444444445,0.9819444444444444,1.3294305714105035,0.7522017482560348
shuffled_sample_biological,neural_factorization,biological,0,913.0,,,0.4041666666666667,0.4033595416379092,0.27086919342381105,0.18607035386457652,0.22853868115698495,0.9111111111111111,0.7633333333333333,0.6193055555555556,0.9777777777777777,1.4921101272461572,0.6701918187805634
shuffled_sample_biological,neural_factorization,biological,0,914.0,,,0.37916666666666665,0.37871324630455233,0.2608276554856744,0.18078677519779157,0.20641044361889993,0.9111111111111111,0.7625,0.6302777777777778,0.975,1.4537057658270132,0.6878971133688115
shuffled_sample_biological,neural_factorization,biological,0,915.0,,,0.37083333333333335,0.37103582403803437,0.28110538728897716,0.22902103040189514,0.22237368262797794,0.9027777777777778,0.7583333333333333,0.62125,0.975,1.3191968211982916,0.7580369994309496
shuffled_sample_biological,neural_factorization,biological,1,911.0,,,0.41587301587301584,0.4146814473878277,0.3313598608393129,0.28832214188635147,0.4154609750358346,0.9555555555555556,0.795978835978836,0.6483597883597884,0.9703703703703703,1.2550494644089862,0.7967813447662868
shuffled_sample_biological,neural_factorization,biological,1,912.0,,,0.41375661375661377,0.4118914503612194,0.33746031746031746,0.2708344378644596,0.3844697009476936,0.9513227513227513,0.7902645502645502,0.6491005291005291,0.9576719576719577,1.2260896832862966,0.8156010230179028
shuffled_sample_biological,neural_factorization,biological,1,913.0,,,0.42328042328042326,0.4213484249295031,0.3283944335725158,0.2799291406505029,0.41240224045954516,0.9534391534391534,0.7953439153439154,0.6464550264550265,0.9703703703703703,1.288939092772274,0.7758318493150687
