alternative,min_val_gain,max_id_val_cost,switched_mean,switched_std,id_val_accuracy_chosen_minus_fedavg_mean,id_val_accuracy_chosen_minus_fedavg_std,val_accuracy_chosen_minus_fedavg_mean,val_accuracy_chosen_minus_fedavg_std,test_accuracy_chosen_minus_fedavg_mean,test_accuracy_chosen_minus_fedavg_std,test_macro_f1_chosen_minus_fedavg_mean,test_macro_f1_chosen_minus_fedavg_std,test_auc_chosen_minus_fedavg_mean,test_auc_chosen_minus_fedavg_std,robust_positive
downweight_dominant_center,-0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,-0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
downweight_dominant_center,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
equal_client,-0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
equal_client,-0.07,0.015,0.4,0.5477225575051661,-0.005666666666666686,0.00776745346515406,-0.017000000000000015,0.023345235059857524,0.031400000000000025,0.043067389054828986,0.03246189892498619,0.044556368583969816,0.0033447999999999924,0.005755811254723338,True
equal_client,-0.07,0.02,1.0,0.0,-0.015400000000000058,0.001187901978747065,-0.041000000000000036,0.014370107863199926,0.08200000000000007,0.013509256086106309,0.08481957242376995,0.014111246342038647,0.00831599999999999,0.005463980234224889,True
equal_client,-0.07,0.025,1.0,0.0,-0.015400000000000058,0.001187901978747065,-0.041000000000000036,0.014370107863199926,0.08200000000000007,0.013509256086106309,0.08481957242376995,0.014111246342038647,0.00831599999999999,0.005463980234224889,True
equal_client,-0.07,0.03,1.0,0.0,-0.015400000000000058,0.001187901978747065,-0.041000000000000036,0.014370107863199926,0.08200000000000007,0.013509256086106309,0.08481957242376995,0.014111246342038647,0.00831599999999999,0.005463980234224889,True
equal_client,-0.07,0.04,1.0,0.0,-0.015400000000000058,0.001187901978747065,-0.041000000000000036,0.014370107863199926,0.08200000000000007,0.013509256086106309,0.08481957242376995,0.014111246342038647,0.00831599999999999,0.005463980234224889,True
equal_client,-0.07,0.05,1.0,0.0,-0.015400000000000058,0.001187901978747065,-0.041000000000000036,0.014370107863199926,0.08200000000000007,0.013509256086106309,0.08481957242376995,0.014111246342038647,0.00831599999999999,0.005463980234224889,True
equal_client,-0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
equal_client,-0.06,0.015,0.4,0.5477225575051661,-0.005666666666666686,0.00776745346515406,-0.017000000000000015,0.023345235059857524,0.031400000000000025,0.043067389054828986,0.03246189892498619,0.044556368583969816,0.0033447999999999924,0.005755811254723338,True
equal_client,-0.06,0.02,0.8,0.4472135954999579,-0.012200000000000055,0.006914557911472839,-0.028800000000000027,0.01845806056984321,0.06580000000000005,0.03918162834798986,0.06807615027889502,0.040583071015042334,0.005305599999999977,0.004946967232557729,True
equal_client,-0.06,0.025,0.8,0.4472135954999579,-0.012200000000000055,0.006914557911472839,-0.028800000000000027,0.01845806056984321,0.06580000000000005,0.03918162834798986,0.06807615027889502,0.040583071015042334,0.005305599999999977,0.004946967232557729,True
