dataset_backbone,fold,seed,condition,scanner_probe_delta,paired_cosine_delta,top1_retrieval_delta,effective_rank_delta,bio_scanner_tissue_ratio,acq_scanner_tissue_ratio
SCORPION_Phikon,1,701,true_pairs,0.5619999999999999,-0.6977257566526531,-0.9269999999999999,-41.288111794635505,0.4082041020510256,13.379310344827584
SCORPION_Phikon,1,701,shuffled_region_pairs,0.5519999999999999,-0.3329638034105301,-0.4805,-29.102876696068908,0.4132231404958678,1.9528205128205127
SCORPION_Phikon,1,701,shuffled_sample_pairs,0.6160000000000001,-0.26125594824552534,-0.4109999999999998,-26.743618761548,0.38435754189944143,1.9834710743801653
SCORPION_Phikon,1,702,true_pairs,0.42200000000000004,-0.6933435145765543,-0.8995000000000001,-40.67390800418917,0.5402701350675337,9.620000000000001
SCORPION_Phikon,1,702,shuffled_region_pairs,0.576,-0.32750238366425033,-0.4365,-29.557642975734428,0.39812402292860866,1.8317399617590822
SCORPION_Phikon,1,702,shuffled_sample_pairs,0.5980000000000001,-0.27650207206606864,-0.37049999999999983,-24.078062565809702,0.40464344941956887,1.8052434456928839
SCORPION_Phikon,1,703,true_pairs,0.488,-0.6618434513453395,-0.9055,-40.01974044791195,0.48,10.243386243386244
SCORPION_Phikon,1,703,shuffled_region_pairs,0.5720000000000001,-0.3217804774641991,-0.4615,-28.60381621341377,0.4047496128033041,1.9013806706114404
SCORPION_Phikon,1,703,shuffled_sample_pairs,0.5680000000000001,-0.2427261143922806,-0.36950000000000005,-25.475985919248963,0.438781163434903,1.8086303939962478
SCORPION_Phikon,1,704,true_pairs,0.474,-0.7036064798012376,-0.9179999999999999,-42.27407920314248,0.49224612306153076,11.85276073619632
SCORPION_Phikon,1,704,shuffled_region_pairs,0.586,-0.35172904878854755,-0.5185000000000001,-30.348135045596266,0.38536836682122616,2.1238938053097347
SCORPION_Phikon,1,704,shuffled_sample_pairs,0.584,-0.27647006660699847,-0.43100000000000005,-29.934633558524737,0.42081701175153885,2.0756756756756753
SCORPION_Phikon,1,705,true_pairs,0.48199999999999993,-0.6762482870835811,-0.9095,-39.62691044916953,0.48600000000000004,10.696132596685082
SCORPION_Phikon,1,705,shuffled_region_pairs,0.5419999999999999,-0.32211295515298843,-0.4455,-28.706214433719467,0.4430512016718913,1.888563049853372
SCORPION_Phikon,1,705,shuffled_sample_pairs,0.5519999999999998,-0.24510277360677718,-0.36750000000000005,-25.140272846472655,0.45157719977863875,1.7910447761194033
SCORPION_Phikon,2,701,true_pairs,0.47,-0.7178528115153313,-0.94,-43.01071532580467,0.514,16.400000000000002
SCORPION_Phikon,2,701,shuffled_region_pairs,0.5820000000000001,-0.36662902198731895,-0.5484999999999999,-30.19249915274397,0.4106305367378843,2.3746958637469584
SCORPION_Phikon,2,701,shuffled_sample_pairs,0.578,-0.25247204750776286,-0.42899999999999994,-30.955546985444496,0.4654377880184332,2.236902050113895
SCORPION_Phikon,2,702,true_pairs,0.45599999999999996,-0.7023317698389292,-0.9145,-42.64517884439623,0.5319999999999999,11.555555555555554
SCORPION_Phikon,2,702,shuffled_region_pairs,0.5359999999999999,-0.3616412814706564,-0.5045000000000001,-30.208169623921812,0.4611425630468348,2.107066381156317
SCORPION_Phikon,2,702,shuffled_sample_pairs,0.634,-0.26114644734188913,-0.40949999999999986,-28.098297218671036,0.3981797497155859,2.095846645367412
SCORPION_Phikon,2,703,true_pairs,0.46399999999999997,-0.6810323202284053,-0.917,-41.99753295709308,0.518,11.831325301204819
SCORPION_Phikon,2,703,shuffled_region_pairs,0.5459999999999999,-0.3455332275480032,-0.5495000000000001,-32.1115542545641,0.4359107420861443,2.3333333333333335
SCORPION_Phikon,2,703,shuffled_sample_pairs,0.6059999999999999,-0.24965382572263484,-0.4369999999999999,-29.201929368749184,0.4253341080766997,2.295159386068477
SCORPION_Phikon,2,704,true_pairs,0.4820000000000001,-0.7147414552047849,-0.9315,-43.12479604350399,0.506,14.42335766423358
SCORPION_Phikon,2,704,shuffled_region_pairs,0.5759999999999998,-0.360434172488749,-0.563,-30.308395670446227,0.4150156412930136,2.4595959595959593
SCORPION_Phikon,2,704,shuffled_sample_pairs,0.6699999999999999,-0.24819593355059621,-0.39399999999999996,-30.713680047524107,0.37010676156583633,2.1870824053452114
SCORPION_Phikon,2,705,true_pairs,0.43000000000000005,-0.7043053485453129,-0.916,-42.337239872538035,0.5519999999999999,11.69047619047619
SCORPION_Phikon,2,705,shuffled_region_pairs,0.5539999999999999,-0.3585521288216114,-0.5334999999999999,-30.364315824418004,0.4428121720881428,2.3265792610250293
SCORPION_Phikon,2,705,shuffled_sample_pairs,0.5499999999999998,-0.26090651303529744,-0.4609999999999999,-30.866907009300796,0.4839617332583006,2.292397660818713
SCORPION_Phikon,3,701,true_pairs,0.41333333333333333,-0.7450084958225488,-0.9216666666666666,-33.47747751339651,0.5733333333333334,12.595744680851066
SCORPION_Phikon,3,701,shuffled_region_pairs,0.5133333333333334,-0.36883212924003606,-0.48444444444444446,-27.75466127546914,0.488888888888889,2.1002386634844874
SCORPION_Phikon,3,701,shuffled_sample_pairs,0.5355555555555556,-0.25965542495250704,-0.34166666666666656,-25.54962312017637,0.5156250000000001,1.9066232356134636
SCORPION_Phikon,3,702,true_pairs,0.45777777777777773,-0.7442952997982503,-0.9338888888888889,-32.82952597839518,0.5266666666666667,14.890756302521009
SCORPION_Phikon,3,702,shuffled_region_pairs,0.5177777777777779,-0.3897671272512525,-0.5066666666666666,-25.62835182250028,0.47990815154994265,2.130120481927711
SCORPION_Phikon,3,702,shuffled_sample_pairs,0.5333333333333334,-0.2650209293235093,-0.3433333333333334,-24.776702137555333,0.5126903553299492,1.8455114822546974
SCORPION_Phikon,3,703,true_pairs,0.4111111111111113,-0.7298330407589674,-0.9383333333333334,-32.918184925971026,0.5688888888888888,15.891891891891893
SCORPION_Phikon,3,703,shuffled_region_pairs,0.48666666666666675,-0.357465798035264,-0.4761111111111112,-26.602161612730576,0.5135916714864083,2.022935779816514
SCORPION_Phikon,3,703,shuffled_sample_pairs,0.5133333333333334,-0.25820951238274575,-0.34777777777777774,-23.008708932648027,0.5377720870678617,1.8846153846153848
SCORPION_Phikon,3,704,true_pairs,0.3800000000000001,-0.744669430050999,-0.9372222222222223,-34.98819588846364,0.6028921023359288,15.927927927927929
SCORPION_Phikon,3,704,shuffled_region_pairs,0.5644444444444444,-0.35881197554990646,-0.47833333333333344,-26.947000216714393,0.4387695879280325,2.055684454756381
SCORPION_Phikon,3,704,shuffled_sample_pairs,0.5444444444444444,-0.22458362504839902,-0.32444444444444454,-27.719115103758135,0.5238095238095238,1.9094827586206897
SCORPION_Phikon,3,705,true_pairs,0.38222222222222235,-0.7583466187119483,-0.9477777777777778,-33.657780101155176,0.5977777777777777,18.76595744680851
SCORPION_Phikon,3,705,shuffled_region_pairs,0.48666666666666675,-0.3697540566325188,-0.508888888888889,-29.88802227239723,0.5138248847926268,2.15609756097561
SCORPION_Phikon,3,705,shuffled_sample_pairs,0.4977777777777779,-0.2339727114886046,-0.3422222222222221,-28.381825703742297,0.563600782778865,1.9193020719738276
SCORPION_Phikon,4,701,true_pairs,0.4022222222222225,-0.7044915640726686,-0.9344444444444444,-34.755302345443035,0.5692051139521956,14.940170940170946
SCORPION_Phikon,4,701,shuffled_region_pairs,0.4533333333333335,-0.39685182198882096,-0.6955555555555556,-30.031402147827727,0.5355064027939465,3.7253218884120183
SCORPION_Phikon,4,701,shuffled_sample_pairs,0.5066666666666666,-0.2628882767632604,-0.5038888888888889,-27.3028742109216,0.512241054613936,2.5189504373177845
SCORPION_Phikon,4,702,true_pairs,0.46444444444444466,-0.7224581175483763,-0.9344444444444443,-34.44764780516956,0.5072302558398221,15.068965517241383
SCORPION_Phikon,4,702,shuffled_region_pairs,0.5422222222222224,-0.35741822347044944,-0.5627777777777778,-25.75019154228615,0.4429065743944637,2.418862690707352
SCORPION_Phikon,4,702,shuffled_sample_pairs,0.4733333333333334,-0.2548301385715604,-0.4244444444444444,-23.165286153238107,0.547422024188415,2.121437422552664
SCORPION_Phikon,4,703,true_pairs,0.49333333333333346,-0.6835031894734129,-0.9227777777777777,-35.00710775729702,0.4758198999444136,12.637681159420293
SCORPION_Phikon,4,703,shuffled_region_pairs,0.5133333333333334,-0.3350071888417006,-0.5638888888888889,-27.10140986436062,0.4720638540478904,2.3707713125845733
SCORPION_Phikon,4,703,shuffled_sample_pairs,0.4755555555555557,-0.21327924984507263,-0.44166666666666665,-26.73557875032959,0.5649145028499051,2.229591836734694
SCORPION_Phikon,4,704,true_pairs,0.4244444444444445,-0.7345164324156941,-0.9427777777777778,-36.28571626039196,0.5517241379310345,17.386138613861387
SCORPION_Phikon,4,704,shuffled_region_pairs,0.5044444444444446,-0.35528020188212395,-0.5694444444444445,-28.132281699663444,0.4863925883034163,2.4900284900284904
SCORPION_Phikon,4,704,shuffled_sample_pairs,0.5422222222222224,-0.2466507892124355,-0.47888888888888903,-25.582888076524377,0.48340638697557914,2.378231292517007
SCORPION_Phikon,4,705,true_pairs,0.41333333333333344,-0.706438647955656,-0.9272222222222222,-33.5574091713948,0.5603112840466926,13.476923076923079
SCORPION_Phikon,4,705,shuffled_region_pairs,0.5355555555555558,-0.3380467616021633,-0.5561111111111112,-28.522955574748813,0.4526558891454965,2.39124487004104
SCORPION_Phikon,4,705,shuffled_sample_pairs,0.5222222222222224,-0.24863784238696096,-0.476111111111111,-24.920032115567622,0.501891551071879,2.3813443072702336
SCORPION_ResNet50,0,701,true_pairs,0.5299999999999999,-0.30171867590397594,-0.8085,-78.25290922001972,0.2749354005167959,5.006289308176101
SCORPION_ResNet50,0,701,shuffled_region_pairs,0.49400000000000005,-0.05028909891843797,-0.5925,-67.84515804269603,0.3333333333333333,2.7219343696027636
SCORPION_ResNet50,0,701,shuffled_sample_pairs,0.486,-0.002065682411193759,-0.5525,-68.87014296385927,0.3230240549828179,2.396255850234009
SCORPION_ResNet50,0,702,true_pairs,0.5259999999999999,-0.3154963720589876,-0.8115000000000001,-76.3428071053507,0.25925925925925924,4.847352024922118
SCORPION_ResNet50,0,702,shuffled_region_pairs,0.48600000000000004,-0.04578509926795965,-0.5819999999999999,-68.16900629216825,0.3187429854096521,2.4919093851132685
SCORPION_ResNet50,0,702,shuffled_sample_pairs,0.4580000000000001,-0.03261852264404297,-0.5530000000000002,-67.26026670035597,0.36739380022962104,2.4465408805031448
SCORPION_ResNet50,0,703,true_pairs,0.47800000000000004,-0.33995758667588233,-0.817,-76.43872105855556,0.30184804928131415,4.917197452229299
SCORPION_ResNet50,0,703,shuffled_region_pairs,0.5,-0.05164145827293398,-0.583,-67.5139511729954,0.3024445707788517,2.5834738617200674
SCORPION_ResNet50,0,703,shuffled_sample_pairs,0.4720000000000001,-0.022993466258049045,-0.5434999999999999,-66.69989616469555,0.33467048710601716,2.322188449848024
SCORPION_ResNet50,0,704,true_pairs,0.508,-0.31892960797995334,-0.8009999999999999,-76.30000921636778,0.2711864406779661,4.475362318840579
SCORPION_ResNet50,0,704,shuffled_region_pairs,0.466,-0.025339277088642143,-0.5814999999999999,-70.01712255357981,0.32081911262798635,2.5142857142857142
SCORPION_ResNet50,0,704,shuffled_sample_pairs,0.484,-0.013447503745555811,-0.5684999999999999,-68.43254973607017,0.2954545454545455,2.388443017656501
SCORPION_ResNet50,0,705,true_pairs,0.4940000000000001,-0.3154550176113844,-0.7999999999999999,-77.43218135614273,0.30227743271221524,4.734939759036145
SCORPION_ResNet50,0,705,shuffled_region_pairs,0.5000000000000001,-0.046166229248046864,-0.5625,-68.65830843264825,0.30698211194460473,2.5197368421052633
SCORPION_ResNet50,0,705,shuffled_sample_pairs,0.476,-0.04060859680175788,-0.5615,-66.27028710504202,0.33106575963718826,2.3962558502340094
SCORPION_ResNet50,1,701,true_pairs,0.46800000000000014,-0.30178765114396816,-0.7769999999999999,-83.73887589709932,0.30231362467866324,3.8976982097186705
SCORPION_ResNet50,1,701,shuffled_region_pairs,0.486,-0.055240359902381964,-0.5465,-71.3163330226968,0.30940456316082365,2.1704545454545454
SCORPION_ResNet50,1,701,shuffled_sample_pairs,0.48199999999999993,-0.026698142290115412,-0.517,-71.74190571109438,0.3254237288135593,2.0923913043478257
SCORPION_ResNet50,1,702,true_pairs,0.49,-0.31452474296092986,-0.7735,-80.20915089559769,0.27720739219712526,3.7905236907730675
SCORPION_ResNet50,1,702,shuffled_region_pairs,0.48800000000000004,-0.0509513005614281,-0.5485,-71.11441125039696,0.3044677330391616,2.1340782122905027
SCORPION_ResNet50,1,702,shuffled_sample_pairs,0.47000000000000003,-0.04605789929628373,-0.52,-68.59090806810588,0.3356009070294784,2.116022099447514
SCORPION_ResNet50,1,703,true_pairs,0.4759999999999999,-0.3204794127494097,-0.7680000000000001,-81.92442436320509,0.30482115085536543,3.918575063613231
SCORPION_ResNet50,1,703,shuffled_region_pairs,0.47,-0.053799316287040766,-0.5284999999999999,-69.5538626071356,0.31810490693739435,2.100558659217877
SCORPION_ResNet50,1,703,shuffled_sample_pairs,0.5120000000000001,-0.03176815211772921,-0.49600000000000005,-67.49480485934785,0.2820078962210942,1.95134443021767
SCORPION_ResNet50,1,704,true_pairs,0.46400000000000013,-0.3136757865548133,-0.7899999999999998,-82.11877923601807,0.30238457635717914,3.897698209718671
SCORPION_ResNet50,1,704,shuffled_region_pairs,0.45000000000000007,-0.05261660218238834,-0.5585000000000001,-69.92723810553554,0.3561946902654866,2.2344428364688858
SCORPION_ResNet50,1,704,shuffled_sample_pairs,0.47000000000000003,-0.043574380874633833,-0.5285000000000002,-69.15055135717634,0.3236607142857142,2.068027210884354
SCORPION_ResNet50,1,705,true_pairs,0.484,-0.30288054235279555,-0.7689999999999999,-80.63478044249167,0.29348383786557214,3.746958637469587
SCORPION_ResNet50,1,705,shuffled_region_pairs,0.514,-0.053538829088211004,-0.5155000000000001,-70.91483725884251,0.28172163219675794,2.021108179419525
SCORPION_ResNet50,1,705,shuffled_sample_pairs,0.47800000000000015,-0.03328558206558224,-0.49350000000000005,-68.92751051126741,0.32975719932241665,1.9642857142857146
SCORPION_ResNet50,2,701,true_pairs,0.4380000000000001,-0.3050632670521736,-0.7924999999999998,-82.2804959163456,0.31557377049180335,4.065395095367848
SCORPION_ResNet50,2,701,shuffled_region_pairs,0.46199999999999997,-0.04960153549909596,-0.544,-71.97536519268488,0.32389580973952437,2.206489675516224
SCORPION_ResNet50,2,701,shuffled_sample_pairs,0.43600000000000005,-0.020656001567840643,-0.503,-70.81139827637125,0.3602983362019506,2.0352781546811403
SCORPION_ResNet50,2,702,true_pairs,0.452,-0.29466316346079113,-0.787,-80.70532167226064,0.2929345023207839,4.032876712328767
SCORPION_ResNet50,2,702,shuffled_region_pairs,0.4300000000000001,-0.03982295840978628,-0.5499999999999998,-71.32989373622473,0.35307262569832404,2.1623188405797102
SCORPION_ResNet50,2,702,shuffled_sample_pairs,0.44799999999999995,-0.024004891514778137,-0.5295000000000001,-71.7882853113687,0.30997150997150996,2.0689655172413794
SCORPION_ResNet50,2,703,true_pairs,0.436,-0.29972551651299,-0.7924999999999998,-80.88978663040069,0.3004115226337449,4.055710306406684
SCORPION_ResNet50,2,703,shuffled_region_pairs,0.41400000000000003,-0.044569216668605804,-0.528,-70.33294040620527,0.3642533936651583,2.067415730337079
SCORPION_ResNet50,2,703,shuffled_sample_pairs,0.4679999999999999,-0.02978318184614187,-0.5075,-69.06497737637135,0.3047404063205418,1.9498018494055482
SCORPION_ResNet50,2,704,true_pairs,0.46399999999999997,-0.29686962515115733,-0.8020000000000002,-80.84569688495662,0.27685950413223137,4.409638554216867
SCORPION_ResNet50,2,704,shuffled_region_pairs,0.47799999999999987,-0.03437260836362832,-0.532,-69.82181495882523,0.29915014164305953,2.1169757489300998
SCORPION_ResNet50,2,704,shuffled_sample_pairs,0.402,-0.01874462217092515,-0.5205,-70.27680575608875,0.36629213483146067,1.9702300405953994
SCORPION_ResNet50,2,705,true_pairs,0.42600000000000005,-0.29962759939953687,-0.7939999999999999,-80.8133234882646,0.3354037267080745,4.3604651162790695
SCORPION_ResNet50,2,705,shuffled_region_pairs,0.45,-0.03254390507936478,-0.5084999999999998,-70.60613560791872,0.32280701754385965,2.095238095238095
SCORPION_ResNet50,2,705,shuffled_sample_pairs,0.43999999999999995,-0.03506876230239869,-0.5210000000000001,-70.02576635077017,0.33940774487471526,2.0672268907563023
SCORPION_ResNet50,3,701,true_pairs,0.46222222222222226,-0.4318641651421785,-0.8427777777777776,-67.29741204126202,0.40596330275229353,6.784140969162995
SCORPION_ResNet50,3,701,shuffled_region_pairs,0.4822222222222222,-0.11710374727845196,-0.6055555555555556,-63.40604488879996,0.4151185137732223,3.218683651804671
SCORPION_ResNet50,3,701,shuffled_sample_pairs,0.48,-0.0802758760750294,-0.57,-62.28074166190128,0.43523316062176165,2.9652509652509647
SCORPION_ResNet50,3,702,true_pairs,0.46888888888888897,-0.42914508357644077,-0.85,-67.93659202482787,0.402745995423341,7.100917431192662
SCORPION_ResNet50,3,702,shuffled_region_pairs,0.4933333333333333,-0.10676091089844703,-0.6016666666666666,-65.17667142154096,0.4148527528809219,3.206680584551148
SCORPION_ResNet50,3,702,shuffled_sample_pairs,0.5066666666666666,-0.08846385776996607,-0.5672222222222223,-60.57071058927764,0.4214608920491273,2.973384030418251
SCORPION_ResNet50,3,703,true_pairs,0.4933333333333333,-0.43190936073660846,-0.8494444444444443,-68.85923177742576,0.3876146788990826,7.274418604651163
SCORPION_ResNet50,3,703,shuffled_region_pairs,0.5111111111111113,-0.11959132403135297,-0.6011111111111112,-63.14381194229074,0.4115755627009646,3.298097251585624
SCORPION_ResNet50,3,703,shuffled_sample_pairs,0.5466666666666665,-0.06053566485643386,-0.5499999999999999,-63.90934607839735,0.37557452396585694,2.919324577861163
SCORPION_ResNet50,3,704,true_pairs,0.47111111111111115,-0.42312005721032625,-0.8316666666666664,-67.12917052020042,0.3935185185185186,6.614718614718615
SCORPION_ResNet50,3,704,shuffled_region_pairs,0.5133333333333334,-0.08277055546641354,-0.5616666666666668,-62.66318923795275,0.381948986265533,2.911196911196911
SCORPION_ResNet50,3,704,shuffled_sample_pairs,0.4711111111111111,-0.06246670186519626,-0.5333333333333334,-62.788248271471396,0.4438573315719947,2.743682310469315
SCORPION_ResNet50,3,705,true_pairs,0.4888888888888888,-0.4337572980672121,-0.8349999999999997,-67.62271035109296,0.37952846463484774,6.525423728813559
SCORPION_ResNet50,3,705,shuffled_region_pairs,0.5311111111111111,-0.11520530134439466,-0.5827777777777776,-62.783401996412735,0.3627075351213283,2.9477756286266925
SCORPION_ResNet50,3,705,shuffled_sample_pairs,0.5399999999999999,-0.0980463914573193,-0.5716666666666665,-62.34714977560725,0.3650385604113111,2.922201138519924
SCORPION_ResNet50,4,701,true_pairs,0.4155555555555557,-0.3290542185306549,-0.7861111111111112,-71.74637601533797,0.3671388101983002,3.9885714285714284
SCORPION_ResNet50,4,701,shuffled_region_pairs,0.45777777777777773,-0.055844664573669434,-0.5555555555555556,-64.59315208473721,0.37343358395989973,2.38255033557047
SCORPION_ResNet50,4,701,shuffled_sample_pairs,0.4933333333333334,-0.030089163780212425,-0.5411111111111112,-64.23097269892521,0.32607342874922207,2.2306477093206953
SCORPION_ResNet50,4,702,true_pairs,0.4733333333333334,-0.3367392603307962,-0.7877777777777778,-70.61674144020421,0.31133671742808794,3.954929577464789
SCORPION_ResNet50,4,702,shuffled_region_pairs,0.45111111111111113,-0.08118608146905903,-0.5494444444444446,-62.71324540894631,0.3663003663003663,2.1756548536209555
SCORPION_ResNet50,4,702,shuffled_sample_pairs,0.4644444444444444,-0.03344153910875319,-0.5005555555555555,-61.831964762225525,0.36249213341724357,2.0523255813953485
SCORPION_ResNet50,4,703,true_pairs,0.45111111111111124,-0.37903022095561023,-0.8227777777777776,-72.235739578481,0.34162895927601805,4.933797909407666
SCORPION_ResNet50,4,703,shuffled_region_pairs,0.48,-0.06830419450998304,-0.5494444444444444,-62.62068169000054,0.34782608695652173,2.293075684380032
SCORPION_ResNet50,4,703,shuffled_sample_pairs,0.4844444444444445,-0.043557102978229456,-0.538888888888889,-63.808472889461584,0.3364254792826221,2.1885625965996915
SCORPION_ResNet50,4,704,true_pairs,0.4866666666666667,-0.3347479850053788,-0.7911111111111111,-71.69997475052355,0.3101301641199773,4.151603498542275
SCORPION_ResNet50,4,704,shuffled_region_pairs,0.4422222222222221,-0.05540720820426942,-0.5361111111111112,-62.077281940251396,0.35780382479950645,2.0975609756097557
SCORPION_ResNet50,4,704,shuffled_sample_pairs,0.4644444444444444,-0.029024173319339763,-0.5027777777777775,-64.63709081149067,0.34079601990049757,1.9687055476529158
SCORPION_ResNet50,4,705,true_pairs,0.4066666666666666,-0.3412675011903047,-0.7722222222222224,-72.08044852581126,0.3735763097949886,3.7923497267759565
SCORPION_ResNet50,4,705,shuffled_region_pairs,0.45111111111111113,-0.08300671800971032,-0.566111111111111,-65.330251086208,0.3699136868064119,2.341625207296849
SCORPION_ResNet50,4,705,shuffled_sample_pairs,0.4177777777777778,-0.03825656175613401,-0.5272222222222223,-63.500785897958984,0.4120603015075377,2.189735614307932
