dataset_backbone,fold,seed,condition,scanner_probe_delta,paired_cosine_delta,top1_retrieval_delta,effective_rank_delta,bio_scanner_tissue_ratio,acq_scanner_tissue_ratio
canineSCC_DINOv2,3,913,true_pairs,0.5076923076923077,-0.32259943485260006,-0.782371794871795,-59.81784883073939,0.3873144399460188,5.2237093690248555
canineSCC_DINOv2,3,914,shuffled_region_pairs,0.5576923076923077,0.009013408422470115,-0.3102564102564102,-35.3267563620398,0.48059149722735683,2.3244147157190636
canineSCC_DINOv2,3,914,shuffled_sample_pairs,0.446153846153846,-0.024008932709693842,-0.29358974358974355,-29.058864675778658,0.5722300140252455,2.139002452984464
canineSCC_DINOv2,3,914,true_pairs,0.5294871794871796,-0.3155748963356019,-0.8025641025641026,-60.31596180077027,0.37659717552118355,5.897872340425533
canineSCC_DINOv2,3,915,shuffled_region_pairs,0.5512820512820513,-0.017571499943733193,-0.34391025641025647,-35.26814359109022,0.4491228070175438,2.2734051367025687
canineSCC_DINOv2,3,915,shuffled_sample_pairs,0.4602564102564102,-0.04976040422916417,-0.28685897435897445,-26.344087207945538,0.569060773480663,2.092404072043853
canineSCC_DINOv2,3,915,true_pairs,0.5538461538461539,-0.3508701339364052,-0.8105769230769229,-58.9123679370541,0.3464779238287834,6.292237442922375
canineSCC_DINOv2,4,911,shuffled_region_pairs,0.5894736842105261,-0.012481692433357283,-0.2801169590643276,-35.40750924807148,0.42508143322475567,2.0427236315086783
canineSCC_DINOv2,4,911,shuffled_sample_pairs,0.3964912280701753,-0.05446866750717172,-0.2736842105263158,-26.79770310756277,0.6375838926174497,1.9861878453038673
canineSCC_DINOv2,4,911,true_pairs,0.5134502923976608,-0.34939686208963394,-0.7596491228070175,-63.76090173948642,0.4071246819338422,5.56043956043956
canineSCC_DINOv2,4,912,shuffled_region_pairs,0.6023391812865498,-0.023016995191574074,-0.28918128654970765,-37.715200315097206,0.4223602484472049,2.159887798036466
canineSCC_DINOv2,4,912,shuffled_sample_pairs,0.4561403508771929,-0.0656641274690628,-0.26959064327485394,-26.34364383233894,0.5976430976430975,2.049518569463549
canineSCC_DINOv2,4,912,true_pairs,0.5567251461988304,-0.3512147843837738,-0.7538011695906432,-64.5579290369387,0.37277353689567433,5.434628975265018
canineSCC_DINOv2,4,913,shuffled_region_pairs,0.5812865497076023,-0.034628224372863836,-0.3304093567251462,-37.04607798566605,0.4280618311533888,2.202440775305097
canineSCC_DINOv2,4,913,shuffled_sample_pairs,0.4245614035087718,-0.04565285444259648,-0.2795321637426901,-28.262089220210818,0.6172839506172838,2.0027137042062413
canineSCC_DINOv2,4,913,true_pairs,0.4830409356725146,-0.346664260327816,-0.7605263157894737,-64.02272608576006,0.4479595064852894,5.4785714285714295
