dataset_backbone,fold,seed,condition,bio_scanner_probe_accuracy,bio_mean_paired_cosine,bio_worst_paired_cosine,bio_mean_top1_retrieval,bio_worst_top1_retrieval,bio_effective_rank,acq_scanner_probe_accuracy,acq_mean_paired_cosine,acq_worst_paired_cosine,acq_mean_top1_retrieval,acq_worst_top1_retrieval,acq_effective_rank,biological_acquisition_cross_covariance
SCORPION_Phikon,2,702,true_pairs,0.5319999999999999,0.8573719263076782,0.8285759091377258,1.0,1.0,50.86964869068526,0.9879999999999999,0.15504015646874905,-0.25328537821769714,0.0855,0.04,8.224469846289033,0.08856480568647385
SCORPION_Phikon,2,702,shuffled_region_pairs,0.44800000000000006,0.691855376958847,0.6133579015731812,0.9715,0.925,45.31860269371386,0.984,0.33021409548819064,-0.010011311620473862,0.46699999999999997,0.28,15.110433069792053,0.10941477119922638
SCORPION_Phikon,2,702,shuffled_sample_pairs,0.35,0.6109881162643432,0.46024906635284424,0.8789999999999999,0.64,43.240982783447976,0.984,0.3498416689224541,0.011340958066284657,0.46950000000000003,0.24000000000000002,15.142685564776942,0.11511224508285522
SCORPION_Phikon,2,703,true_pairs,0.518,0.8591272234916687,0.8305413722991943,1.0,1.0,50.21160502442267,0.982,0.1780949032632634,-0.23229171335697174,0.083,0.035,8.21407206732959,0.08942849934101105
SCORPION_Phikon,2,703,shuffled_region_pairs,0.42000000000000004,0.6835464596748352,0.5994216799736023,0.9635,0.9299999999999999,46.64037548832634,0.966,0.338013232126832,-0.0246332548558712,0.414,0.22999999999999998,14.528821233762246,0.11235371232032776
SCORPION_Phikon,2,703,shuffled_sample_pairs,0.366,0.6085863500833512,0.44385242462158203,0.8604999999999998,0.59,43.435711901768514,0.9719999999999999,0.3589325243607163,-0.008564850315451622,0.42349999999999993,0.265,14.23378253301933,0.11367421597242355
SCORPION_Phikon,2,704,true_pairs,0.506,0.8547719299793244,0.8294776678085327,1.0,1.0,50.5643057208052,0.9880000000000001,0.14003047477453948,-0.26914188265800476,0.06849999999999999,0.02,7.439509677301212,0.0875210165977478
SCORPION_Phikon,2,704,shuffled_region_pairs,0.398,0.6858565330505371,0.6121843457221985,0.959,0.905,44.32157067917975,0.9739999999999999,0.3254223605617881,-0.021189885213971138,0.396,0.245,14.013175008733523,0.10991398990154266
SCORPION_Phikon,2,704,shuffled_sample_pairs,0.312,0.5878710597753525,0.42683982849121094,0.843,0.58,45.070267445648945,0.982,0.33967512622475626,-0.013141274452209473,0.449,0.285,14.356587398124839,0.11738038808107376
SCORPION_Phikon,2,705,true_pairs,0.5519999999999999,0.857662695646286,0.83330899477005,1.0,1.0,50.63630397567299,0.982,0.15335734710097312,-0.09640290588140488,0.084,0.05,8.299064103134949,0.08957289904356003
SCORPION_Phikon,2,705,shuffled_region_pairs,0.42200000000000004,0.6871982455253601,0.6084913611412048,0.953,0.91,45.34259569180331,0.976,0.3286461167037487,0.08166282624006271,0.41950000000000004,0.26,14.978279867385307,0.10717518627643585
