representation,representation_family,branch,fold,neural_seed,k_value,scanner_balanced_accuracy,scanner_macro_f1,category_balanced_accuracy,category_macro_f1,category_weighted_f1,neighborhood_purity_k1,neighborhood_purity_k5,neighborhood_purity_k10,scanner_category_ratio,category_scanner_ratio
true_pair_acquisition,neural_factorization,acquisition,1,911,,0.8497354497354497,0.8489042279930775,0.30529332463579034,0.25965634757410366,0.3922490709218509,0.5767195767195767,0.466031746031746,0.40793650793650793,2.7833410728818566,0.3592804380832153
true_pair_acquisition,neural_factorization,acquisition,1,912,,0.8592592592592594,0.8587940577746209,0.29910893672537503,0.2531523214277675,0.366813957622412,0.5756613756613757,0.4569312169312169,0.4013756613756614,2.8727301452988105,0.34810091774073815
true_pair_acquisition,neural_factorization,acquisition,1,913,,0.856084656084656,0.855456084208593,0.29688497499456407,0.2506455164237105,0.35027572189559214,0.5936507936507937,0.4641269841269841,0.4015873015873016,2.8835566909384043,0.34679394483295806
true_pair_acquisition,neural_factorization,acquisition,1,914,,0.8465608465608465,0.8463064452931972,0.3032459230267449,0.25930151249389555,0.3657163696607159,0.5915343915343916,0.4653968253968254,0.4014814814814815,2.7916643960492213,0.3582092465753424
true_pair_acquisition,neural_factorization,acquisition,1,915,,0.8455026455026455,0.8449727686870544,0.31930115242444007,0.31382801885040906,0.4000420041431058,0.5830687830687831,0.46010582010582013,0.40190476190476193,2.647978684332267,0.37764654448197227
true_pair_acquisition,neural_factorization,acquisition,2,911,,0.8565517241379311,0.8569365763147513,0.44932271432271437,0.39951326983154534,0.39589105556464693,0.543448275862069,0.4460689655172414,0.37917241379310346,1.9063174347396448,0.524571606898499
true_pair_acquisition,neural_factorization,acquisition,2,912,,0.8717241379310344,0.8720953478151896,0.425009065009065,0.3148168904154763,0.36734305651871574,0.5517241379310345,0.4209655172413793,0.36882758620689654,2.0510718704610253,0.48754995590438627
true_pair_acquisition,neural_factorization,acquisition,2,913,,0.8537931034482759,0.854187448971952,0.39698264698264696,0.2992195103331848,0.35731594516163506,0.5558620689655173,0.43917241379310346,0.37089655172413794,2.1507063594283435,0.4649635202946996
true_pair_acquisition,neural_factorization,acquisition,2,914,,0.8620689655172413,0.8623563213848771,0.45495596995596993,0.33711226961655794,0.37749618975459037,0.5241379310344828,0.4361379310344828,0.3798620689655172,1.8948404295050163,0.5277489251489251
true_pair_acquisition,neural_factorization,acquisition,2,915,,0.8606896551724139,0.860116530629897,0.42667443667443666,0.38526839770455257,0.3936019453578255,0.543448275862069,0.42482758620689653,0.36386206896551726,2.0172046440859117,0.4957355233797541
true_pair_acquisition,neural_factorization,acquisition,3,911,,0.8794871794871796,0.8798098683562131,0.35319613385689136,0.2382790085934137,0.28496317643225344,0.6128205128205129,0.5330769230769231,0.49564102564102563,2.49008155860373,0.4015932717323254
true_pair_acquisition,neural_factorization,acquisition,3,912,,0.8935897435897436,0.8935571800053609,0.38370219016069135,0.25740453989528617,0.3349624594097123,0.6256410256410256,0.5417948717948718,0.5051282051282051,2.328862765196924,0.42939412959159146
true_pair_acquisition,neural_factorization,acquisition,3,913,,0.8756410256410255,0.8761311065428499,0.36592994427603615,0.285448299031154,0.2977801606089067,0.6384615384615384,0.5628205128205128,0.5207692307692308,2.392919845281897,0.4178994971234381
true_pair_acquisition,neural_factorization,acquisition,3,914,,0.8884615384615385,0.8887096358247722,0.3937865328779913,0.26934841533820303,0.34468920118221186,0.6474358974358975,0.5551282051282052,0.5160256410256411,2.2562009217740684,0.4432229374384318
true_pair_acquisition,neural_factorization,acquisition,3,915,,0.8833333333333334,0.8838207508749928,0.40309517414271645,0.2765989363858659,0.31535020807474096,0.6076923076923076,0.5423076923076923,0.5143589743589744,2.191376602838187,0.4563341594068488
true_pair_acquisition,neural_factorization,acquisition,4,911,,0.887719298245614,0.8872680649131593,0.32965334357962267,0.29404003978480164,0.39151070632203994,0.5415204678362573,0.42175438596491227,0.3760233918128655,2.6928872876158136,0.3713486281430532
true_pair_acquisition,neural_factorization,acquisition,4,912,,0.8994152046783626,0.8989818876488329,0.33441775169631394,0.27825811933097894,0.3615043115882539,0.5660818713450292,0.4264327485380117,0.37415204678362574,2.68949599749455,0.3718168760732749
true_pair_acquisition,neural_factorization,acquisition,4,913,,0.8970760233918128,0.8970951620824443,0.28772433988571894,0.2340860439620724,0.29707939465067124,0.5473684210526316,0.4177777777777778,0.35883040935672517,3.1178315458056898,0.32073573742149897
true_pair_acquisition,neural_factorization,acquisition,4,914,,0.8912280701754385,0.8911406345434483,0.3654330483584105,0.28670292313828755,0.365793528604025,0.5485380116959064,0.4266666666666667,0.3778947368421053,2.4388272330020278,0.4100331448116024
true_pair_acquisition,neural_factorization,acquisition,4,915,,0.8959064327485379,0.8958747914679532,0.25721367297453857,0.22034492281588003,0.31008544166014357,0.5649122807017544,0.43157894736842106,0.37894736842105264,3.4831213379438934,0.2870988125237996
true_pair_biological,neural_factorization,biological,0,911,,0.36527777777777776,0.357036576848397,0.3527046783625731,0.3034418191783683,0.32321056200965836,0.9611111111111111,0.8766666666666667,0.7219444444444445,1.0356476683937823,0.9655793476085651
true_pair_biological,neural_factorization,biological,0,912,,0.35416666666666663,0.3522696955568009,0.30487069678914264,0.2560474158356,0.28332917069282193,0.9611111111111111,0.8822222222222222,0.7173611111111111,1.1616946803897605,0.860811379169344
true_pair_biological,neural_factorization,biological,0,913,,0.3361111111111111,0.329316050666569,0.3245100730074663,0.2722018922644523,0.29311530673978126,0.9611111111111111,0.8794444444444445,0.7331944444444445,1.0357493929113808,0.9654845147329577
true_pair_biological,neural_factorization,biological,0,914,,0.3708333333333333,0.3664872485896725,0.3334788195593806,0.24551943301776377,0.295813301007735,0.9569444444444445,0.8713888888888889,0.7094444444444444,1.112014651555108,0.8992687269017006
true_pair_biological,neural_factorization,biological,0,915,,0.36527777777777776,0.3512137602456377,0.29645939074625766,0.21625552546966495,0.26832960292365593,0.9541666666666667,0.8811111111111111,0.7223611111111111,1.2321342793638215,0.8115998529935571
true_pair_biological,neural_factorization,biological,1,911,,0.35978835978835977,0.35615658748916934,0.28993172428788866,0.2524338461845819,0.39996335369753094,0.9915343915343915,0.9041269841269841,0.7617989417989418,1.2409416757412401,0.80583964544722
true_pair_biological,neural_factorization,biological,1,912,,0.3492063492063492,0.3461013945479415,0.3743465970863231,0.3749459783230307,0.4690902093516897,0.9904761904761905,0.9066666666666666,0.7596825396825397,0.9328423229284046,1.0719925280199254
true_pair_biological,neural_factorization,biological,1,913,,0.3767195767195767,0.37557534813645554,0.398008262665797,0.3988813981491855,0.47717122227639563,0.9915343915343915,0.9087830687830688,0.7594708994708995,0.9465119497679972,1.0565106972448826
true_pair_biological,neural_factorization,biological,1,914,,0.3798941798941799,0.37505732024766547,0.3925222874537943,0.4008010488481781,0.5105427410124249,0.9915343915343915,0.9070899470899471,0.7570370370370371,0.9678283043708673,1.0332411187850574
true_pair_biological,neural_factorization,biological,1,915,,0.3724867724867725,0.37150275182253545,0.369577734290063,0.31600539032661495,0.4536343089393799,0.9904761904761905,0.897989417989418,0.7524867724867725,1.0078712485271808,0.9921902241594022
true_pair_biological,neural_factorization,biological,2,911,,0.3503448275862069,0.34770800850185274,0.47306785806785806,0.39208777365691255,0.4798254602187648,0.96,0.8979310344827586,0.7477241379310345,0.7405804930758,1.350292114563768
true_pair_biological,neural_factorization,biological,2,912,,0.3613793103448276,0.35754573396696504,0.4491621341621342,0.4515693896053244,0.464689400246561,0.9586206896551724,0.8924137931034483,0.7408275862068966,0.8045631696423912,1.2429104857539972
true_pair_biological,neural_factorization,biological,2,913,,0.3503448275862069,0.3464442738410468,0.4248938098938099,0.3566567646490179,0.43237646914450867,0.9572413793103448,0.8904827586206897,0.7402758620689656,0.8245467912883118,1.2127874495000481
true_pair_biological,neural_factorization,biological,2,914,,0.3489655172413793,0.3462203067156219,0.4793110593110593,0.4118707770048715,0.4738851708812254,0.9544827586206897,0.8976551724137931,0.7475862068965518,0.7280564686802075,1.3735198339941421
true_pair_biological,neural_factorization,biological,2,915,,0.3820689655172414,0.37898332154899295,0.4795843045843046,0.4086376405439948,0.48496858482848526,0.9558620689655173,0.8888275862068965,0.7375172413793103,0.7966669506593052,1.2552296780636132
true_pair_biological,neural_factorization,biological,3,911,,0.35641025641025637,0.3484763375409409,0.44057807750192923,0.36556583386678615,0.38254377435301656,0.9923076923076923,0.9256410256410257,0.7928205128205128,0.8089604876191229,1.2361543181708807
true_pair_biological,neural_factorization,biological,3,912,,0.34102564102564104,0.3339969951722926,0.4575381263616558,0.40358657586199764,0.47729492694245496,0.9948717948717949,0.9241025641025641,0.7973076923076923,0.7453491225692549,1.3416531524890658
true_pair_biological,neural_factorization,biological,3,913,,0.3679487179487179,0.35888154711034803,0.40862101309321286,0.3533001467872141,0.418067671129996,0.9961538461538462,0.9235897435897436,0.7874358974358975,0.9004645041707218,1.1105379449920072
true_pair_biological,neural_factorization,biological,3,914,,0.358974358974359,0.3537520801591197,0.4098422824228625,0.31590718932218514,0.46440888537170166,0.9948717948717949,0.9156410256410257,0.7732051282051282,0.8758841495128616,1.141703501035117
true_pair_biological,neural_factorization,biological,3,915,,0.32948717948717954,0.3297231098572561,0.40692918110927784,0.30200440913551735,0.39413537225904705,0.9948717948717949,0.9225641025641026,0.7903846153846154,0.8096916976782212,1.2350379815767965
true_pair_biological,neural_factorization,biological,4,911,,0.3742690058479532,0.3728949560825716,0.37071050448420706,0.35188442940439113,0.4525461085994073,0.9637426900584796,0.887953216374269,0.747953216374269,1.0095991381973308,0.9904921291687407
true_pair_biological,neural_factorization,biological,4,912,,0.34269005847953216,0.3395207000921137,0.3441509581153813,0.33195071908767104,0.443125940732353,0.9637426900584796,0.8891228070175439,0.7457309941520468,0.995755061546685,1.004263034773553
true_pair_biological,neural_factorization,biological,4,913,,0.4140350877192982,0.40669554983998263,0.3541555864108587,0.323893728622804,0.4262889937275877,0.960233918128655,0.8816374269005848,0.7421052631578947,1.1690768227469743,0.8553757807380911
true_pair_biological,neural_factorization,biological,4,914,,0.3695906432748538,0.36612503331142415,0.36489365108473854,0.3349601873544154,0.4526727332482893,0.960233918128655,0.8905263157894737,0.7497076023391813,1.012872222293132,0.9872913660678844
true_pair_biological,neural_factorization,biological,4,915,,0.3578947368421052,0.35755161419076587,0.35056792969648276,0.33107959385699426,0.4128925305099764,0.9672514619883041,0.887953216374269,0.7357894736842105,1.0208998214753013,0.9795280388578196
