seed,strategy,global_accuracy,global_loss,worst_site_accuracy,global_qwk,macro_f1,worst_site_qwk,mean_site_qwk,weight_entropy,n_eff,source_path
123,fedavg,0.4425956738768719,1.426837682723999,0.41333333333333333,0.6484728965396551,0.42683908727914427,0.6235246235246235,0.6552426942189997,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_123\summary.csv
123,cross_site_full,0.43760399334442596,1.3756752014160156,0.4222222222222222,0.6312776465609042,0.4225791789177407,0.6086468276249299,0.6401755689135349,1.6088010427334982,4.993732511369317,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_123\summary.csv
123,cross_site_blend_25,0.4459234608985025,1.4194252490997314,0.42105263157894735,0.6209017421235494,0.43251347514699345,0.5809743252139565,0.6230200026157894,1.5182540920702141,4.115879015515101,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_123\summary.csv
123,cross_site_blend_50,0.4492512479201331,1.4038994312286377,0.4444444444444444,0.6241502520088026,0.433494654740823,0.607983852881812,0.6276684567009061,1.5699470438955663,4.592132599182516,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_123\summary.csv
123,cross_site_blend_75,0.4492512479201331,1.3891154527664185,0.43333333333333335,0.6375575672842851,0.433099267940499,0.6135726303982052,0.6472332532838225,1.6011529724970361,4.913638523853628,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_123\summary.csv
2025,fedavg,0.4292845257903494,1.4382823705673218,0.39473684210526316,0.5810392446868854,0.4212994255169262,0.48243992606284647,0.5812825850483035,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_2025\summary.csv
2025,cross_site_full,0.4226289517470882,1.4008901119232178,0.36666666666666664,0.6013695854196552,0.4118363308649684,0.38058252427184447,0.6141341070715003,1.6087421475017096,4.993161326094363,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_2025\summary.csv
2025,cross_site_blend_25,0.4292845257903494,1.437153935432434,0.4,0.5947833770526882,0.42509941849351424,0.44827586206896564,0.6067362775974653,1.5183413787929148,4.117055378535024,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_2025\summary.csv
2025,cross_site_blend_50,0.4259567387687188,1.4225603342056274,0.3888888888888889,0.5825110815422652,0.41958710014713735,0.42603550295857984,0.5938670613990573,1.5700593131769884,4.593759611538132,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_2025\summary.csv
2025,cross_site_blend_75,0.41264559068219636,1.4112380743026733,0.34444444444444444,0.5785169487527726,0.402585376863225,0.3791102514506769,0.5852375149076334,1.6012469501643969,4.914803158360657,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_2025\summary.csv
42,fedavg,0.46755407653910147,1.4182708263397217,0.4222222222222222,0.6454952241523764,0.4456940810317533,0.5702199661590525,0.6609741082655344,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_42\summary.csv
42,cross_site_full,0.47753743760399336,1.3570092916488647,0.44074074074074077,0.6482280080597129,0.46213224578396916,0.5463743676222597,0.6572274207901545,1.6089446755740142,4.99514077967921,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_42\summary.csv
42,cross_site_blend_25,0.46921797004991683,1.4073551893234253,0.4185185185185185,0.6518784332416063,0.45323211565529387,0.5930434782608696,0.6739739773421651,1.5179184653915687,4.113618234903752,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_42\summary.csv
42,cross_site_blend_50,0.47254575707154745,1.3921942710876465,0.43703703703703706,0.6460099501096295,0.45989663029380523,0.5863874345549738,0.6602563801522369,1.5694357549094637,4.5876526434544065,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_42\summary.csv
42,cross_site_blend_75,0.4858569051580699,1.3695523738861084,0.44814814814814813,0.6503423027894812,0.4739162438068987,0.5831903945111493,0.6637661232678977,1.600812839876341,4.910285661323024,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_42\summary.csv
7,fedavg,0.5141430948419301,1.3863102197647095,0.46296296296296297,0.6956210937700169,0.49914530955395603,0.5747321523284183,0.7045446618728883,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_7\summary.csv
7,cross_site_full,0.47920133111480867,1.3354403972625732,0.4222222222222222,0.6804888189087821,0.4610546796316071,0.628119293974437,0.7007983805524426,1.6087743046622454,4.993475847081014,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_7\summary.csv
7,cross_site_blend_25,0.4908485856905158,1.3714720010757446,0.4222222222222222,0.6665993185838104,0.47270370604153933,0.6016796640671865,0.6926738708059663,1.5181520171026468,4.115209608810235,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_7\summary.csv
7,cross_site_blend_50,0.47753743760399336,1.356674313545227,0.4148148148148148,0.6761017204916998,0.4596738308512342,0.6279349789283564,0.6951860525235454,1.569622483665127,4.589090766172789,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_7\summary.csv
7,cross_site_blend_75,0.47420965058236275,1.3479223251342773,0.4148148148148148,0.6683331996424975,0.4548745343445362,0.626874625074985,0.6853431601973718,1.6011186232134225,4.913337512945536,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_7\summary.csv
99,fedavg,0.40266222961730447,1.5027133226394653,0.37333333333333335,0.5565021790836455,0.39270998445518696,0.4103984277291406,0.549216545180391,1.447865223410363,3.584382912358957,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_99\summary.csv
99,cross_site_full,0.40765391014975044,1.458388328552246,0.37333333333333335,0.5681617715446293,0.39156938771662353,0.4501314151334901,0.5641473301571357,1.608981966540156,4.995497346558111,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_99\summary.csv
99,cross_site_blend_25,0.3793677204658902,1.4959479570388794,0.34814814814814815,0.5163910092276579,0.36553383087354013,0.48307744032276134,0.5202597206728983,1.5177236291139797,4.111756263746801,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_99\summary.csv
99,cross_site_blend_50,0.39434276206322794,1.4803740978240967,0.362962962962963,0.5521361310070024,0.3779328227526191,0.5084735975979444,0.5530665500281093,1.5689380966587834,4.582466891764201,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_99\summary.csv
99,cross_site_blend_75,0.39933444259567386,1.4711419343948364,0.3333333333333333,0.5777687289301174,0.3847990297581605,0.4176232275489534,0.57467379003796,1.6006259155543443,4.908217312249348,results\fair_weights_h_panda_feature_stress_3000_noise_45_seed_99\summary.csv
