strategy,n_seeds,global_auc_mean,global_auc_std,global_accuracy_mean,global_accuracy_std,global_loss_mean,global_loss_std,worst_site_auc_mean,worst_site_auc_std,worst_site_accuracy_mean,worst_site_accuracy_std,mean_site_auc_mean,mean_site_auc_std,weight_entropy_mean,weight_entropy_std,n_eff_mean,n_eff_std,n_comparable_seeds,delta_vs_fedavg_global_auc_mean,delta_vs_fedavg_global_auc_std,wins_vs_fedavg_global_auc,delta_vs_fedavg_worst_site_auc_mean,delta_vs_fedavg_worst_site_auc_std,wins_vs_fedavg_worst_site_auc,delta_vs_fedavg_mean_site_auc_mean,delta_vs_fedavg_mean_site_auc_std,wins_vs_fedavg_mean_site_auc,delta_vs_fedavg_global_accuracy_mean,delta_vs_fedavg_global_accuracy_std,wins_vs_fedavg_global_accuracy
cross_site_blend_25,3,0.6118819408196557,0.04155754588955305,0.5786666666666667,0.02482606157515387,0.6768034936487675,0.007853041887209726,0.5429778896014779,0.0676081015888666,0.5416666666666666,0.03329164059239695,0.6113876695655972,0.03410366371040859,0.9419710013817771,0.004296859085760812,4.115391319707509,0.045143792312201725,3,0.01783718677925213,0.008022561419924908,3,0.01844319736460333,0.022821386647231733,2,0.01680999589672738,0.009046129449090584,3,0.011333333333333343,0.007094598884597594,3
cross_site_blend_50,3,0.6282277650354265,0.03325998853930078,0.585,0.02497999199359355,0.6730722980598608,0.007107480380929966,0.5633106417188574,0.050340780641631035,0.5433333333333333,0.030138568866708508,0.627087897499106,0.026582423517781978,0.9807938808561874,0.006767005499521347,4.7063091125150835,0.08861999314775934,3,0.03418301099502297,0.016425180512030565,3,0.03877594948198285,0.0425075552166637,3,0.03251022383023616,0.01718239390746763,3,0.01766666666666668,0.006658328118479399,3
cross_site_blend_75,3,0.6421859237350505,0.026123941187343205,0.5963333333333333,0.008504900548115391,0.6691875640054544,0.006437198082081767,0.5813564213564214,0.033525159521088185,0.5533333333333333,0.014433756729740593,0.640492021852912,0.020125866134425692,0.9864264270594463,0.007833078865396456,4.795041521915576,0.10890596381446999,3,0.048141169694646845,0.023772226008966175,3,0.056821729119546825,0.06327056955051137,3,0.045914348184042164,0.023881650755479513,3,0.028999999999999988,0.023388031127052955,3
cross_site_full,3,0.6534938474931553,0.019848476987811045,0.6073333333333333,0.007371114795832,0.665170430034399,0.005871777773578995,0.594645223554081,0.024619226577719033,0.5816666666666667,0.010408329997330672,0.6510680598499329,0.014841736278383196,0.9467506004252049,0.01078371846360611,4.328810761963143,0.11643252452425816,3,0.0594490934527517,0.030597850945857458,3,0.0701105313172065,0.08246512226705131,3,0.05649038618106306,0.030256209234564745,3,0.04,0.02351595203260965,3
fedavg,3,0.5940447540404036,0.04938867779189281,0.5673333333333334,0.030859898466024334,0.6803878689805667,0.00857422975504471,0.5245346922368745,0.0888780682505356,0.5233333333333334,0.05107184482014855,0.5945776736688698,0.04290642250529075,0.8743262021611462,0.0,3.3379619739371926,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
