lr,runs,seeds,best_val_qwk_mean,best_val_qwk_std,best_val_qwk_min,best_val_qwk_max,best_epoch_mean,best_epoch_std,epochs_ran_mean,final_val_qwk_mean,final_val_accuracy_mean,final_val_macro_f1_mean
0.0001,3,"42,123,2025",0.8256962825727762,0.016880706375944632,0.8087171799149345,0.8424768412260041,17.666666666666668,2.081665999466133,20.0,0.8256962825727762,0.6851939079918354,0.6468462173832293
0.0002,3,"42,123,2025",0.8245434717588211,0.019187673402682938,0.8077416271912585,0.8454520047238487,14.666666666666666,3.511884584284246,19.0,0.8245434717588211,0.6737321400533837,0.628364875286664
0.0003,3,"42,123,2025",0.823791614387642,0.016033581271890217,0.8126724156110876,0.8421710535692986,18.666666666666668,1.5275252316519463,20.0,0.823791614387642,0.6795415292824619,0.6379373219113854
0.0005,3,"42,123,2025",0.8157643266743478,0.014368950549223183,0.8042251254290121,0.8318587452542852,16.666666666666668,2.081665999466132,20.0,0.8157643266743478,0.662898414193751,0.6192982152424448
0.0007,3,"42,123,2025",0.8116879919023544,0.016262692612013543,0.799437708210861,0.8301388419671565,16.0,4.58257569495584,19.0,0.8116879919023544,0.6501805620976605,0.6027807982528269
0.001,3,"42,123,2025",0.8159926915495309,0.01698075721022803,0.7998449496045223,0.8336990044757024,15.0,7.0,17.666666666666668,0.8159926915495309,0.6319673418119014,0.5807368222215175
