epoch,train_loss,id_val_n,id_val_accuracy,id_val_balanced_accuracy,id_val_macro_f1,id_val_auc,test_n,test_accuracy,test_balanced_accuracy,test_macro_f1,test_auc,val_n,val_accuracy,val_balanced_accuracy,val_macro_f1,val_auc
1,0.1824305794657545,3000,0.9636666666666667,0.9636666666666667,0.9636577466624864,0.9911182222222221,1000,0.924,0.9239999999999999,0.9237939388105437,0.9688199999999999,1000,0.906,0.906,0.9059984959759356,0.962052
2,0.07170441001653671,3000,0.962,0.962,0.9619742946231653,0.9938204444444443,1000,0.901,0.901,0.9002795195285941,0.9648279999999999,1000,0.905,0.905,0.9049725370632112,0.972148
