strategy,n_seeds,global_auc_mean,global_auc_std,global_accuracy_mean,global_accuracy_std,global_loss_mean,global_loss_std,worst_site_auc_mean,worst_site_auc_std,worst_site_accuracy_mean,worst_site_accuracy_std,mean_site_auc_mean,mean_site_auc_std,weight_entropy_mean,weight_entropy_std,n_eff_mean,n_eff_std,n_comparable_seeds,delta_vs_fedavg_global_auc_mean,delta_vs_fedavg_global_auc_std,wins_vs_fedavg_global_auc,delta_vs_fedavg_worst_site_auc_mean,delta_vs_fedavg_worst_site_auc_std,wins_vs_fedavg_worst_site_auc,delta_vs_fedavg_mean_site_auc_mean,delta_vs_fedavg_mean_site_auc_std,wins_vs_fedavg_mean_site_auc,delta_vs_fedavg_global_accuracy_mean,delta_vs_fedavg_global_accuracy_std,wins_vs_fedavg_global_accuracy
cross_site_blend_25,3,0.6691597379356191,0.025991423710437788,0.615,0.014933184523068093,0.6596518928309282,0.007983945642401466,0.6008443873912424,0.06017026584723017,0.5766666666666667,0.036855573979159936,0.6680433500304862,0.018246226732116327,0.9261348716508204,0.017338842643545686,3.9201552423917927,0.20796131318891878,3,0.002342247089365405,0.0025850817313351096,2,0.0037772924550845133,0.010642933563525919,1,0.0019339244124399653,0.00273987844066542,2,0.0013333333333333346,0.0015275252316519481,2
cross_site_blend_50,3,0.6709891168453004,0.024400237361519233,0.6213333333333333,0.0109696551146029,0.6594037226935228,0.007494093696586235,0.6036646679522161,0.05058923819919466,0.585,0.027838821814150084,0.6696979255251633,0.017420332592724627,0.9592586841862563,0.025229484232257834,4.399979484152873,0.3513838603053769,3,0.004171625999046673,0.004983453138814767,2,0.0065975730160582335,0.0209002425484395,1,0.0035884999071169967,0.004504508359312295,2,0.007666666666666673,0.007094598884597594,2
cross_site_blend_75,3,0.671911153729597,0.02306896199231939,0.6213333333333333,0.015176736583776294,0.6591920205056667,0.007192390998600385,0.6070185811905966,0.03876716094822366,0.5833333333333333,0.03175426480542944,0.6705309762269668,0.015748078789226287,0.9710620718247077,0.0223374707610659,4.589038132134828,0.31316775602516866,3,0.005093662883343304,0.006819088931889484,2,0.009951486254438757,0.03408865069182413,1,0.00442155060892054,0.006559052376188347,2,0.007666666666666673,0.007767453465154036,2
cross_site_full,3,0.6720585232986982,0.02203097852421531,0.622,0.008888194417315597,0.6590271880030633,0.007014396939269227,0.610676061921248,0.03036718466036884,0.5783333333333334,0.022546248764114433,0.6704304868613531,0.015293270644117474,0.9584679963307648,0.01343278713098395,4.432919696157314,0.17168983406021576,3,0.005241032452444487,0.008358572256291328,2,0.013608966985090213,0.04367995865269503,1,0.004321061243306852,0.007307934682161068,2,0.00833333333333334,0.008504900548115391,2
fedavg,3,0.6668174908462537,0.027551221061748163,0.6136666666666667,0.01628905563049417,0.6599967900663615,0.00853709111523995,0.5970670949361578,0.06997920545243619,0.5683333333333334,0.04252450274057689,0.6661094256180463,0.020149368415063613,0.8743262021611462,0.0,3.3379619739371926,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
