representation,representation_family,confounding_strength,n_runs,n_folds,n_confounding_seeds,n_neural_seeds,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,weighted_f1_mean,weighted_f1_std,weighted_f1_min,weighted_f1_max,n_test_errors_mean,n_test_errors_std,n_test_errors_min,n_test_errors_max,max_scanner_error_share_mean,max_scanner_error_share_std,max_scanner_error_share_min,max_scanner_error_share_max,recall_Bone_mean,recall_Bone_std,recall_Bone_min,recall_Bone_max,recall_Dermis_mean,recall_Dermis_std,recall_Dermis_min,recall_Dermis_max,recall_Epidermis_mean,recall_Epidermis_std,recall_Epidermis_min,recall_Epidermis_max,recall_Inflamm/Necrosis_mean,recall_Inflamm/Necrosis_std,recall_Inflamm/Necrosis_min,recall_Inflamm/Necrosis_max,recall_SCC_mean,recall_SCC_std,recall_SCC_min,recall_SCC_max,recall_Subcutis_mean,recall_Subcutis_std,recall_Subcutis_min,recall_Subcutis_max,recall_Cartilage_mean,recall_Cartilage_std,recall_Cartilage_min,recall_Cartilage_max,error_rate_cs2_mean,error_rate_cs2_std,error_rate_cs2_min,error_rate_cs2_max,error_rate_gt450_mean,error_rate_gt450_std,error_rate_gt450_min,error_rate_gt450_max,error_rate_nz20_mean,error_rate_nz20_std,error_rate_nz20_min,error_rate_nz20_max,error_rate_nz210_mean,error_rate_nz210_std,error_rate_nz210_min,error_rate_nz210_max,error_rate_p1000_mean,error_rate_p1000_std,error_rate_p1000_min,error_rate_p1000_max
true_pair_acquisition,neural_factorization,mild,125,5,5,5,0.33097302833441367,0.0563047216405421,0.2318465501733427,0.4835586635586635,0.27095977820542516,0.050972208866629676,0.1728729037072058,0.4185903939692112,0.32086110736999934,0.06142218008749571,0.1785240197143459,0.4123269308921592,549.168,62.323264438912176,421,670,0.19754060647403576,0.008452437179736181,0.1765799256505576,0.2202852614896989,0.30731682539682537,0.17281797358281467,0.0,0.6857142857142857,0.24929305263157892,0.10358767251596183,0.025,0.5,0.39801062413193633,0.11276934237157948,0.2318181818181818,0.7257142857142858,0.38513968253968256,0.11755398325753896,0.15,0.64,0.19771941397206283,0.07839474003340888,0.030188679245283,0.3317073170731707,0.5072125490196078,0.15073489076839824,0.248,0.8266666666666667,0.0,0.0,0.0,0.0,0.6789436544500065,0.05846571979315659,0.503448275862069,0.8263888888888888,0.6866890701554949,0.053911847496268435,0.5769230769230769,0.8194444444444444,0.6918665407255243,0.05867820257006823,0.5793103448275863,0.8194444444444444,0.6836401388824256,0.054731022559602875,0.5793103448275863,0.8194444444444444,0.6751775838801247,0.06158866103203649,0.5655172413793104,0.8194444444444444
true_pair_biological,neural_factorization,mild,125,5,5,5,0.37931391563064654,0.057219839554612933,0.2666427484235703,0.4913480963480963,0.34706237385764394,0.06711330154300388,0.2081309088705996,0.4959695490017639,0.41087869900935897,0.06737839713542748,0.2497061971840479,0.5059822994244801,470.24,54.005137151105075,363,597,0.20014781548087293,0.00902130033830267,0.171990171990172,0.2219321148825065,0.2622831746031746,0.1495185026393835,0.0,0.6666666666666666,0.21040552046783623,0.09856536382131532,0.06,0.5111111111111111,0.581203410737304,0.10003833776851163,0.3909090909090909,0.8228571428571428,0.3625806349206349,0.13866761733011143,0.1,0.6666666666666666,0.3606791006185165,0.12097173931080271,0.1358490566037735,0.6,0.5675394509803922,0.17860315936949786,0.14,0.8666666666666667,0.0,0.0,0.0,0.0,0.5819109558452571,0.05890045562857185,0.4551282051282051,0.75,0.5987063207680268,0.06957657895307338,0.4758620689655172,0.7847222222222222,0.5833985483159712,0.06704264140751667,0.4620689655172413,0.7361111111111112,0.5802836553511689,0.06194931500857825,0.4620689655172413,0.7291666666666666,0.5866566221773118,0.06571443510768792,0.4758620689655172,0.75
pca_removal_k0,pca_removal,mild,25,5,5,0,0.3997729881124992,0.05793495878075847,0.3115459376953915,0.5373607873607874,0.3662712304557537,0.07433242805714398,0.229532317456371,0.5318098984822913,0.42790029240923494,0.07418338134666952,0.2790860192071488,0.5201254395934909,454.96,48.169388619744794,349,518,0.19897176373728243,0.00876269046478818,0.1847133757961783,0.2247706422018348,0.3144888888888889,0.18839602409913933,0.04,0.5333333333333333,0.18564959064327483,0.08825922854491726,0.0526315789473684,0.4777777777777778,0.5925226561110123,0.0887521385410526,0.4,0.7371428571428571,0.4041920634920635,0.16024556661067332,0.175,0.7111111111111111,0.366559755387493,0.1126826157321664,0.1622641509433962,0.5771428571428572,0.6112250980392157,0.16728479656826578,0.368,0.84,0.0,0.0,0.0,0.0,0.569319439550837,0.06315868946324352,0.4708994708994709,0.6944444444444444,0.5893824344976796,0.07814354631261032,0.5172413793103449,0.7777777777777778,0.5586445704594525,0.06758280300741921,0.4482758620689655,0.6875,0.5583659919766998,0.06735977827245539,0.4689655172413793,0.7083333333333334,0.5659369153062438,0.07357766386442945,0.4620689655172413,0.7013888888888888
pca_removal_k1,pca_removal,mild,25,5,5,0,0.3863070951648229,0.05547335702844958,0.321678183272647,0.5223607873607874,0.3529815674332006,0.06942806147100823,0.2391724132306869,0.5192218373904068,0.41581372398598687,0.06845955991956532,0.2881525229569879,0.5150042977258494,465.64,53.1318172096532,354,537,0.20176753967777344,0.007162424617141848,0.1836158192090395,0.2173038229376257,0.27898412698412695,0.16542109521435444,0.0,0.4888888888888889,0.16461146198830406,0.08354323745544859,0.0421052631578947,0.4222222222222222,0.5660251899986579,0.09513830011221515,0.38125,0.7371428571428571,0.41497460317460316,0.1712815003313467,0.1714285714285714,0.6888888888888889,0.378449605145667,0.113121408537843,0.1962264150943396,0.5942857142857143,0.5877019607843138,0.2060418516940036,0.28,0.92,0.0,0.0,0.0,0.0,0.5794179033643644,0.05682834170073326,0.4867724867724867,0.6805555555555556,0.5941771622542947,0.07297570295459765,0.5192307692307693,0.75,0.5674654108746667,0.06733097653629767,0.4551724137931034,0.6805555555555556,0.5765158951756049,0.06479246477321642,0.4689655172413793,0.7013888888888888,0.5863328498818516,0.07035344211936512,0.4482758620689655,0.75
pca_removal_k16,pca_removal,mild,25,5,5,0,0.32264993701406147,0.054913100400846716,0.2294823733862959,0.4293006993006993,0.3027386482309584,0.06838908202705642,0.1854852591397072,0.43015438524243,0.34994523335862104,0.0511528495203808,0.2380308576488105,0.4229134180365586,519.08,58.573258972560765,414,611,0.20406126504295322,0.009461191717579497,0.1871750433275563,0.2239057239057239,0.25879365079365074,0.17028838935910018,0.0,0.5333333333333333,0.11899111111111109,0.06630710791195756,0.0105263157894736,0.2666666666666666,0.48270236019688073,0.05699653393980005,0.3714285714285714,0.6125,0.29766507936507935,0.12999322136877312,0.1,0.5777777777777777,0.33977145859055974,0.0893813965655881,0.1735849056603773,0.5142857142857142,0.4945662745098039,0.16114611377051496,0.248,0.7866666666666666,0.0,0.0,0.0,0.0,0.6468261077834581,0.03730996368329305,0.5862068965517241,0.7083333333333334,0.6552391541039454,0.05889149081594531,0.5502645502645502,0.7638888888888888,0.6360863010754119,0.05959816192325478,0.5310344827586206,0.7361111111111112,0.6319203017860004,0.05931758610118868,0.5448275862068965,0.7638888888888888,0.6585188276467768,0.05021132752416651,0.5724137931034483,0.7430555555555556
pca_removal_k2,pca_removal,mild,25,5,5,0,0.3828188641628298,0.0512459034061821,0.311787878369929,0.4969049469049469,0.34919401891913665,0.06776281642933125,0.2200316183314359,0.4949591503385889,0.41151855028725365,0.06908098190065066,0.2704217845108406,0.498059421037864,468.2,49.356694919061724,367,535,0.2032391683756669,0.006609503822086124,0.1852861035422343,0.2134831460674157,0.26979047619047614,0.1627578851168707,0.0,0.5333333333333333,0.15774923976608185,0.07811918523795731,0.031578947368421,0.3666666666666666,0.5652234882036973,0.07472455062854487,0.41875,0.7028571428571428,0.41475396825396826,0.18069510167941208,0.1714285714285714,0.7333333333333333,0.3684991130755323,0.11337860754427986,0.1547169811320754,0.5657142857142857,0.5927843137254902,0.2056401625601688,0.2933333333333333,0.9333333333333332,0.0,0.0,0.0,0.0,0.5826256216728086,0.04986002126244322,0.5079365079365079,0.6736111111111112,0.5995970422667337,0.07258391555174167,0.52046783625731,0.7569444444444444,0.5767304637957996,0.0732730065790158,0.4656084656084656,0.7152777777777778,0.5690264720155828,0.06282078511205674,0.4689655172413793,0.6944444444444444,0.5935977026267407,0.06193915008203475,0.4689655172413793,0.7291666666666666
pca_removal_k32,pca_removal,mild,25,5,5,0,0.28579620607916206,0.04640761208371111,0.221895540244339,0.3872377622377622,0.2679960768816485,0.05938748441447736,0.1820200874212079,0.3913827019822771,0.3179269363315653,0.04652203017785585,0.2314855106073641,0.4003533735941309,546.36,64.71983209702162,429,674,0.20453145506559256,0.008969232540825914,0.1918819188191882,0.2233400402414486,0.24319999999999997,0.15807446369106748,0.0,0.5333333333333333,0.11003087719298243,0.06219835055845874,0.0210526315789473,0.3,0.4107056523625377,0.05028940079934913,0.336986301369863,0.5272727272727272,0.2412412698412698,0.12821107731645043,0.0857142857142857,0.5333333333333333,0.35587914591507624,0.08168005619352005,0.1962264150943396,0.5073170731707317,0.4055686274509804,0.17220654515592768,0.152,0.7066666666666667,0.0,0.0,0.0,0.0,0.6886665193044503,0.04222958495657643,0.6,0.7708333333333334,0.6875884697744952,0.04747796681147751,0.6,0.7847222222222222,0.6595235221859541,0.06560270219369693,0.5586206896551724,0.7916666666666666,0.6661553847778893,0.05690488424782941,0.5517241379310345,0.7638888888888888,0.6935642580515539,0.03771250619395919,0.6068965517241379,0.75
pca_removal_k4,pca_removal,mild,25,5,5,0,0.38013418634264245,0.049826064709645325,0.3049439111405347,0.4966601916601916,0.34386983706429963,0.06968288609442969,0.2080026187970334,0.4897298369621176,0.41089262468348653,0.07156545780618305,0.2614396865974935,0.4977407945524657,469.28,46.88062855096262,371,529,0.2038771396037961,0.008226442836255553,0.1859838274932614,0.2188295165394402,0.26333968253968254,0.16032440448054583,0.04,0.4888888888888889,0.17419485380116956,0.08805944141385198,0.0421052631578947,0.4222222222222222,0.5547797537118013,0.0665431072495507,0.425,0.6914285714285714,0.3861253968253968,0.18671492857673155,0.15,0.7777777777777778,0.3779287699681776,0.11930526166074508,0.1660377358490566,0.5885714285714285,0.5959717647058824,0.19760185041635156,0.3266666666666666,0.9333333333333332,0.0,0.0,0.0,0.0,0.5839552059488539,0.062335392184795356,0.4867724867724867,0.7013888888888888,0.6018078773414526,0.07261080717044567,0.5132275132275133,0.75,0.5745719862580116,0.06997906667031932,0.4896551724137931,0.7222222222222222,0.5735111784766957,0.06407687968659256,0.492063492063492,0.7152777777777778,0.596868026609406,0.060628709420472014,0.4758620689655172,0.7222222222222222
pca_removal_k8,pca_removal,mild,25,5,5,0,0.3376333533296332,0.04687621745726566,0.2668302438486152,0.4341699041699041,0.3143587297284762,0.0603973657672641,0.2167744382359933,0.4290188819230652,0.3679627281488468,0.05303391259353994,0.2528570468764892,0.4255713082759478,503.4,51.11262075065217,418,589,0.2029257538557458,0.009223765873421556,0.1836007130124777,0.2246220302375809,0.2397460317460317,0.1557485035943591,0.0,0.4888888888888889,0.1360631578947368,0.0660762141353578,0.0210526315789473,0.3444444444444444,0.5157686389073555,0.04199473634194074,0.4493150684931506,0.6,0.3172904761904762,0.1313886734172758,0.1125,0.6222222222222222,0.35072796209331897,0.10135794403291228,0.1811320754716981,0.5657142857142857,0.5258352941176471,0.20064530522997331,0.216,0.8,0.0,0.0,0.0,0.0,0.6338296622044354,0.04125258302639962,0.5767195767195767,0.6944444444444444,0.6343437336341148,0.06230973490782372,0.5238095238095238,0.7569444444444444,0.6154917152149457,0.05299610814198458,0.5172413793103449,0.7222222222222222,0.6154667212534726,0.04988557817693109,0.5343915343915344,0.7152777777777778,0.6360000598312758,0.05081740529548548,0.5502645502645502,0.7569444444444444
original_frozen_features,frozen,moderate,25,5,5,0,0.3811441444876565,0.052753109266942044,0.31247586340064,0.4855736855736856,0.348424898828074,0.0660146537498273,0.2280799048065164,0.4777971672461794,0.412193481002594,0.06676979770425516,0.2722983508402655,0.4873624798363712,468.6,47.08060464069395,372,517,0.19638932035621928,0.013925068685991002,0.1737373737373737,0.2260127931769723,0.29754920634920634,0.17805862925288157,0.0,0.5777777777777777,0.156372865497076,0.08282375711988577,0.025,0.32,0.5802140641142084,0.07132207089430768,0.475,0.7428571428571429,0.37577460317460315,0.13685934523878415,0.1714285714285714,0.6,0.3563532321240634,0.11907078115721191,0.1509433962264151,0.5885714285714285,0.5917521568627451,0.17388353612941745,0.36,0.8266666666666667,0.0,0.0,0.0,0.0,0.5938900419335991,0.05899877497410261,0.4827586206896552,0.7152777777777778,0.6085132282518853,0.07328885234401447,0.496551724137931,0.7569444444444444,0.5689029159991048,0.06650101241064223,0.4689655172413793,0.6875,0.5782604739818896,0.05325743515986607,0.5103448275862069,0.6875,0.5748075382975564,0.07411173046457237,0.4708994708994709,0.7013888888888888
linear_projection_k0,linear_projection,moderate,25,5,5,0,0.382254384280035,0.052626957886524744,0.3161795671043437,0.489037814037814,0.35120677473757667,0.06428485926388422,0.2298212974192915,0.4824190738531981,0.4127926145232458,0.066788472973056,0.2746094588628611,0.4919043140496566,468.16,47.462862675288925,369,518,0.19617707759514375,0.014080065559091567,0.172211350293542,0.2248394004282655,0.29996190476190476,0.17903805745792867,0.0,0.6,0.1572383625730994,0.08358022438683124,0.025,0.32,0.5801874697640739,0.07067586309031045,0.475,0.7371428571428571,0.37792539682539683,0.1379632412667705,0.1714285714285714,0.6,0.3563553335001935,0.1195134611699222,0.1509433962264151,0.5885714285714285,0.5930854901960785,0.17300445936564712,0.36,0.8266666666666667,0.0,0.0,0.0,0.0,0.5926121555731356,0.05900025880868991,0.4758620689655172,0.7083333333333334,0.6080024427410997,0.07223908203819575,0.496551724137931,0.7569444444444444,0.5693932443841699,0.06721603694217432,0.4689655172413793,0.6944444444444444,0.5778081436275628,0.05419425068926208,0.5103448275862069,0.6875,0.5735938737944183,0.07412945241491202,0.4656084656084656,0.7013888888888888
