representation,representation_family,confounding_strength,class,mean,std,count
shuffled_sample_acquisition,neural_factorization,moderate,Bone,0.3176431746031746,0.175451475866636,125
shuffled_sample_acquisition,neural_factorization,moderate,Cartilage,0.0,0.0,25
shuffled_sample_acquisition,neural_factorization,moderate,Dermis,0.23732673684210526,0.10109659271223695,125
shuffled_sample_acquisition,neural_factorization,moderate,Epidermis,0.4557763741233532,0.10136628482105653,125
shuffled_sample_acquisition,neural_factorization,moderate,Inflamm/Necrosis,0.3938257142857143,0.12155931381748754,125
shuffled_sample_acquisition,neural_factorization,moderate,SCC,0.26186588865945803,0.10803045045863749,125
shuffled_sample_acquisition,neural_factorization,moderate,Subcutis,0.5513844705882354,0.17564385134770025,125
shuffled_sample_acquisition,neural_factorization,severe,Bone,0.26221206349206344,0.13544493734034554,125
shuffled_sample_acquisition,neural_factorization,severe,Cartilage,0.0,0.0,25
shuffled_sample_acquisition,neural_factorization,severe,Dermis,0.24937398830409355,0.09723065838288728,125
shuffled_sample_acquisition,neural_factorization,severe,Epidermis,0.41213116839421093,0.07839974035605789,125
shuffled_sample_acquisition,neural_factorization,severe,Inflamm/Necrosis,0.3436406349206349,0.12243545132542658,125
shuffled_sample_acquisition,neural_factorization,severe,SCC,0.2594068943054331,0.0955070934594452,125
shuffled_sample_acquisition,neural_factorization,severe,Subcutis,0.4853502745098039,0.16588549560440927,125
shuffled_sample_biological,neural_factorization,mild,Bone,0.1774780952380952,0.12179010267451687,125
shuffled_sample_biological,neural_factorization,mild,Cartilage,0.0,0.0,25
shuffled_sample_biological,neural_factorization,mild,Dermis,0.1881738011695906,0.07706764093030673,125
shuffled_sample_biological,neural_factorization,mild,Epidermis,0.4345003371754417,0.07999320977255997,125
shuffled_sample_biological,neural_factorization,mild,Inflamm/Necrosis,0.3328130158730158,0.10177120169045031,125
shuffled_sample_biological,neural_factorization,mild,SCC,0.29042273333472346,0.09146930847872412,125
shuffled_sample_biological,neural_factorization,mild,Subcutis,0.46770321568627454,0.1739587052801942,125
shuffled_sample_biological,neural_factorization,moderate,Bone,0.1662222222222222,0.11260633899918314,125
shuffled_sample_biological,neural_factorization,moderate,Cartilage,0.0,0.0,25
shuffled_sample_biological,neural_factorization,moderate,Dermis,0.18122381286549705,0.07385449136618219,125
shuffled_sample_biological,neural_factorization,moderate,Epidermis,0.4155780407744142,0.08244172272482879,125
shuffled_sample_biological,neural_factorization,moderate,Inflamm/Necrosis,0.32179714285714284,0.09648177034105336,125
shuffled_sample_biological,neural_factorization,moderate,SCC,0.29371776503688873,0.09764754755920033,125
shuffled_sample_biological,neural_factorization,moderate,Subcutis,0.4583617254901961,0.183366675666914,125
shuffled_sample_biological,neural_factorization,severe,Bone,0.16746158730158725,0.1178574169684817,125
shuffled_sample_biological,neural_factorization,severe,Cartilage,0.0,0.0,25
shuffled_sample_biological,neural_factorization,severe,Dermis,0.17471195321637423,0.07036071658395095,125
shuffled_sample_biological,neural_factorization,severe,Epidermis,0.4262597359213725,0.0801188307792481,125
shuffled_sample_biological,neural_factorization,severe,Inflamm/Necrosis,0.32441301587301585,0.10616813714018827,125
shuffled_sample_biological,neural_factorization,severe,SCC,0.3015627430068875,0.10526388281944413,125
shuffled_sample_biological,neural_factorization,severe,Subcutis,0.4333515294117647,0.17804208373473945,125
true_pair_acquisition,neural_factorization,mild,Bone,0.30731682539682537,0.17281797358281467,125
true_pair_acquisition,neural_factorization,mild,Cartilage,0.0,0.0,25
true_pair_acquisition,neural_factorization,mild,Dermis,0.24929305263157892,0.10358767251596183,125
true_pair_acquisition,neural_factorization,mild,Epidermis,0.39801062413193633,0.11276934237157948,125
true_pair_acquisition,neural_factorization,mild,Inflamm/Necrosis,0.38513968253968256,0.11755398325753896,125
true_pair_acquisition,neural_factorization,mild,SCC,0.19771941397206283,0.07839474003340888,125
true_pair_acquisition,neural_factorization,mild,Subcutis,0.5072125490196078,0.15073489076839824,125
true_pair_acquisition,neural_factorization,moderate,Bone,0.2897574603174603,0.15653859390293118,125
true_pair_acquisition,neural_factorization,moderate,Cartilage,0.0,0.0,25
true_pair_acquisition,neural_factorization,moderate,Dermis,0.229098947368421,0.08317115619576532,125
true_pair_acquisition,neural_factorization,moderate,Epidermis,0.3532338288435909,0.10541982941441755,125
true_pair_acquisition,neural_factorization,moderate,Inflamm/Necrosis,0.3595695238095238,0.10296261578707862,125
true_pair_acquisition,neural_factorization,moderate,SCC,0.20564185839204552,0.0767584197784024,125
true_pair_acquisition,neural_factorization,moderate,Subcutis,0.46948266666666666,0.12851284230283228,125
true_pair_acquisition,neural_factorization,severe,Bone,0.25331301587301586,0.13735861676072605,125
true_pair_acquisition,neural_factorization,severe,Cartilage,0.0,0.0,25
true_pair_acquisition,neural_factorization,severe,Dermis,0.2514623157894737,0.0970904683789481,125
true_pair_acquisition,neural_factorization,severe,Epidermis,0.31508485404045605,0.08220995215979779,125
true_pair_acquisition,neural_factorization,severe,Inflamm/Necrosis,0.3058873015873016,0.09847813908968307,125
true_pair_acquisition,neural_factorization,severe,SCC,0.22462168174608446,0.06942060450017815,125
true_pair_acquisition,neural_factorization,severe,Subcutis,0.39456,0.1425086876761438,125
true_pair_biological,neural_factorization,mild,Bone,0.2622831746031746,0.1495185026393835,125
true_pair_biological,neural_factorization,mild,Cartilage,0.0,0.0,25
true_pair_biological,neural_factorization,mild,Dermis,0.21040552046783623,0.09856536382131532,125
true_pair_biological,neural_factorization,mild,Epidermis,0.581203410737304,0.10003833776851163,125
true_pair_biological,neural_factorization,mild,Inflamm/Necrosis,0.3625806349206349,0.13866761733011143,125
true_pair_biological,neural_factorization,mild,SCC,0.3606791006185165,0.12097173931080271,125
true_pair_biological,neural_factorization,mild,Subcutis,0.5675394509803922,0.17860315936949786,125
true_pair_biological,neural_factorization,moderate,Bone,0.2652647619047619,0.1552464675543864,125
true_pair_biological,neural_factorization,moderate,Cartilage,0.0,0.0,25
true_pair_biological,neural_factorization,moderate,Dermis,0.2074119766081871,0.10170227075599102,125
true_pair_biological,neural_factorization,moderate,Epidermis,0.571898608133035,0.09511581324637752,125
true_pair_biological,neural_factorization,moderate,Inflamm/Necrosis,0.36365619047619047,0.13761369237110752,125
true_pair_biological,neural_factorization,moderate,SCC,0.3672616316335323,0.12548793658078766,125
true_pair_biological,neural_factorization,moderate,Subcutis,0.5690290196078431,0.18426294120503908,125
true_pair_biological,neural_factorization,severe,Bone,0.27071492063492064,0.1626777460229698,125
true_pair_biological,neural_factorization,severe,Cartilage,0.0,0.0,25
true_pair_biological,neural_factorization,severe,Dermis,0.2009727251461988,0.0942782953643981,125
true_pair_biological,neural_factorization,severe,Epidermis,0.5724965133568667,0.10477541535718146,125
true_pair_biological,neural_factorization,severe,Inflamm/Necrosis,0.3685171428571429,0.1375841826126973,125
true_pair_biological,neural_factorization,severe,SCC,0.37000459182052103,0.12739464035821282,125
true_pair_biological,neural_factorization,severe,Subcutis,0.557192156862745,0.18442464532210784,125
