dataset,representation,representation_family,fold,neural_seed,confounding_seed,confounding_strength,balanced_accuracy,macro_f1,weighted_f1,n_test,n_test_errors,max_scanner_error_share,recall_Bone,recall_Dermis,recall_Epidermis,recall_Inflamm/Necrosis,recall_SCC,recall_Subcutis,error_rate_cs2,error_rate_gt450,error_rate_nz20,error_rate_nz210,error_rate_p1000,recall_Cartilage
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2002,mild,0.3280139160687106,0.27912946845504466,0.4120747895112785,945,579,0.20552677029360966,0.12,0.224,0.4602739726027397,0.3619047619047619,0.3485714285714286,0.4533333333333333,0.5978835978835979,0.5767195767195767,0.6349206349206349,0.6243386243386243,0.6296296296296297,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2003,mild,0.40252141769949984,0.3278555295132918,0.4609512983093588,945,535,0.205607476635514,0.32,0.344,0.4958904109589041,0.41904761904761906,0.34285714285714286,0.49333333333333335,0.5132275132275133,0.582010582010582,0.5767195767195767,0.5767195767195767,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2004,mild,0.39547162426614485,0.32518143849197106,0.45848169281046647,945,536,0.20522388059701493,0.24,0.296,0.473972602739726,0.4380952380952381,0.3314285714285714,0.5933333333333334,0.544973544973545,0.5873015873015873,0.5555555555555556,0.5661375661375662,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2005,mild,0.3720743639921722,0.30341471150737703,0.4407151878664699,945,555,0.2,0.32,0.2,0.5095890410958904,0.41904761904761906,0.37714285714285717,0.4066666666666667,0.5608465608465608,0.5714285714285714,0.6402116402116402,0.5767195767195767,0.5873015873015873,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2001,moderate,0.34474624918460534,0.2907639205187607,0.42517875040745284,945,568,0.1936619718309859,0.12,0.352,0.4821917808219178,0.4666666666666667,0.3142857142857143,0.3333333333333333,0.6084656084656085,0.6243386243386243,0.582010582010582,0.6084656084656085,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2002,moderate,0.3168097412480974,0.26791079182173766,0.40078564316242876,945,587,0.19761499148211242,0.12,0.192,0.4821917808219178,0.41904761904761906,0.3142857142857143,0.37333333333333335,0.6137566137566137,0.6084656084656085,0.6772486772486772,0.5925925925925926,0.6137566137566137,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2003,moderate,0.37223874755381603,0.29966444731460246,0.4256135275973782,945,572,0.18356643356643357,0.32,0.264,0.4465753424657534,0.4380952380952381,0.3314285714285714,0.43333333333333335,0.6084656084656085,0.6613756613756614,0.5873015873015873,0.6137566137566137,0.5555555555555556,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2004,moderate,0.3412393998695369,0.2931253112103768,0.43252960436207616,945,562,0.19572953736654805,0.12,0.24,0.4931506849315068,0.3904761904761905,0.33714285714285713,0.4666666666666667,0.582010582010582,0.6243386243386243,0.5767195767195767,0.6084656084656085,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2005,moderate,0.3610150032615786,0.30087241302952544,0.4292139588934129,945,559,0.19856887298747763,0.16,0.312,0.4712328767123288,0.4380952380952381,0.2914285714285714,0.49333333333333335,0.5873015873015873,0.5873015873015873,0.5925925925925926,0.6031746031746031,0.5873015873015873,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2001,severe,0.3477138508371385,0.2914919020470167,0.41587103763348926,945,575,0.22782608695652173,0.16,0.264,0.43561643835616437,0.45714285714285713,0.4228571428571429,0.3466666666666667,0.48148148148148145,0.6190476190476191,0.6772486772486772,0.5714285714285714,0.6931216931216931,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2002,severe,0.3458434442270059,0.27798744824983895,0.40330785364798966,945,585,0.20683760683760682,0.16,0.256,0.42191780821917807,0.5142857142857142,0.3028571428571429,0.42,0.5555555555555556,0.6613756613756614,0.6507936507936508,0.5873015873015873,0.6402116402116402,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2003,severe,0.3181391606871059,0.2622254661707429,0.3853198779039575,945,613,0.18107667210440456,0.2,0.368,0.40273972602739727,0.3047619047619048,0.28,0.35333333333333333,0.671957671957672,0.7354497354497355,0.5502645502645502,0.6984126984126984,0.5873015873015873,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2004,severe,0.3649202000434877,0.2965765826025694,0.4215448006712565,945,572,0.18706293706293706,0.28,0.272,0.43561643835616437,0.34285714285714286,0.32571428571428573,0.5333333333333333,0.544973544973545,0.6666666666666666,0.6243386243386243,0.6243386243386243,0.5661375661375662,
caninescc,shuffled_sample_acquisition,neural_factorization,1,914,2005,severe,0.2936434007392911,0.27452598320755417,0.3505278864928359,945,639,0.162754303599374,0.24,0.304,0.4054794520547945,0.3238095238095238,0.26857142857142857,0.22,0.6984126984126984,0.7513227513227513,0.6402116402116402,0.7407407407407407,0.5502645502645502,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2001,mild,0.38684888019134595,0.3247022896650133,0.46271698596073585,945,531,0.20527306967984935,0.12,0.392,0.4767123287671233,0.47619047619047616,0.38285714285714284,0.47333333333333333,0.49206349206349204,0.6137566137566137,0.5502645502645502,0.5767195767195767,0.5767195767195767,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2002,mild,0.3560656664492281,0.349834628740183,0.4246537031364773,945,563,0.20071047957371227,0.08,0.264,0.42191780821917807,0.4666666666666667,0.33714285714285713,0.5666666666666667,0.582010582010582,0.6349206349206349,0.582010582010582,0.582010582010582,0.5978835978835979,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2003,mild,0.3792815829528158,0.31931173257844786,0.4412791707686691,945,551,0.19782214156079855,0.16,0.304,0.4383561643835616,0.5238095238095238,0.38285714285714284,0.4666666666666667,0.5767195767195767,0.6031746031746031,0.5714285714285714,0.5873015873015873,0.5767195767195767,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2004,mild,0.3495938247445096,0.30405374928720746,0.4408905619075465,945,557,0.20107719928186715,0.04,0.288,0.4657534246575342,0.5238095238095238,0.36,0.42,0.5661375661375662,0.5925925925925926,0.5873015873015873,0.6084656084656085,0.5925925925925926,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2005,mild,0.3931224179169384,0.3300791233427195,0.46275476838955415,945,533,0.20637898686679174,0.16,0.32,0.473972602739726,0.5238095238095238,0.3142857142857143,0.5666666666666667,0.5185185185185185,0.6031746031746031,0.5767195767195767,0.5396825396825397,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2001,moderate,0.37001696020874103,0.307631496208987,0.4307064229247007,945,565,0.18938053097345134,0.12,0.472,0.410958904109589,0.5047619047619047,0.32571428571428573,0.38666666666666666,0.6296296296296297,0.6084656084656085,0.5767195767195767,0.6084656084656085,0.5661375661375662,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2002,moderate,0.3434668406175256,0.2957320693677096,0.43589264160005875,945,555,0.2072072072072072,0.0,0.256,0.4657534246575342,0.47619047619047616,0.34285714285714286,0.52,0.5978835978835979,0.5978835978835979,0.5925925925925926,0.5396825396825397,0.6084656084656085,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2003,moderate,0.37393172428788873,0.3005373758903695,0.41353427332150455,945,578,0.19550173010380623,0.28,0.288,0.3917808219178082,0.4380952380952381,0.32571428571428573,0.52,0.6031746031746031,0.6507936507936508,0.5714285714285714,0.6349206349206349,0.5978835978835979,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2004,moderate,0.3250106544901066,0.28191876690745804,0.41533544114669857,945,576,0.18229166666666666,0.0,0.256,0.4273972602739726,0.41904761904761906,0.3942857142857143,0.4533333333333333,0.6190476190476191,0.6455026455026455,0.5925925925925926,0.6349206349206349,0.5555555555555556,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2005,moderate,0.3376142639704283,0.28363690801216795,0.40599270439303636,945,581,0.20481927710843373,0.04,0.352,0.3917808219178082,0.41904761904761906,0.34285714285714286,0.48,0.6031746031746031,0.6296296296296297,0.5873015873015873,0.6243386243386243,0.6296296296296297,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2001,severe,0.3377534246575342,0.28896262886703294,0.4134287765052483,945,580,0.2189655172413793,0.08,0.272,0.39452054794520547,0.4095238095238095,0.45714285714285713,0.41333333333333333,0.5291005291005291,0.6878306878306878,0.6190476190476191,0.5608465608465608,0.671957671957672,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2002,severe,0.3346279626005653,0.267582061955788,0.3803318843191353,945,607,0.20922570016474465,0.16,0.336,0.3698630136986301,0.4666666666666667,0.26857142857142857,0.4066666666666667,0.5978835978835979,0.6825396825396826,0.6666666666666666,0.5925925925925926,0.671957671957672,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2003,severe,0.31684757555990434,0.26298865123749776,0.38344626782821556,945,608,0.18092105263157895,0.08,0.368,0.3835616438356164,0.42857142857142855,0.3142857142857143,0.32666666666666666,0.7142857142857143,0.7354497354497355,0.4973544973544973,0.6878306878306878,0.582010582010582,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2004,severe,0.3240943683409437,0.2826815893460354,0.4193467680614824,945,570,0.18596491228070175,0.04,0.2,0.4712328767123288,0.38095238095238093,0.3657142857142857,0.4866666666666667,0.5555555555555556,0.6825396825396826,0.6084656084656085,0.6084656084656085,0.5608465608465608,
caninescc,shuffled_sample_acquisition,neural_factorization,1,915,2005,severe,0.2912533159382475,0.24154986184220403,0.34839349195127134,945,634,0.1750788643533123,0.08,0.296,0.35342465753424657,0.3904761904761905,0.3142857142857143,0.31333333333333335,0.7195767195767195,0.7407407407407407,0.6137566137566137,0.6931216931216931,0.5873015873015873,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2001,mild,0.4357549857549858,0.39736037073118885,0.40249422733803564,725,434,0.20276497695852536,0.4444444444444444,0.17777777777777778,0.4,0.5,0.2923076923076923,0.8,0.6206896551724138,0.5862068965517241,0.6344827586206897,0.5448275862068965,0.6068965517241379,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2002,mild,0.4218039368039368,0.39913252838169017,0.40923503405415085,725,434,0.20506912442396313,0.26666666666666666,0.32222222222222224,0.39090909090909093,0.43,0.3076923076923077,0.8133333333333334,0.5862068965517241,0.6206896551724138,0.6068965517241379,0.5655172413793104,0.6137931034482759,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2003,mild,0.43692307692307697,0.35324364261957786,0.4212428615571022,725,422,0.20616113744075829,0.26666666666666666,0.4,0.4,0.44,0.3282051282051282,0.7866666666666666,0.6068965517241379,0.5862068965517241,0.5862068965517241,0.5310344827586206,0.6,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2004,mild,0.42927738927738934,0.3443458923252759,0.406883429594487,725,430,0.20930232558139536,0.35555555555555557,0.24444444444444444,0.38181818181818183,0.44,0.35384615384615387,0.8,0.6137931034482759,0.5793103448275863,0.6068965517241379,0.5448275862068965,0.6206896551724138,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2005,mild,0.405964775964776,0.37934500687980727,0.3972061979973108,725,441,0.20634920634920634,0.24444444444444444,0.2777777777777778,0.41818181818181815,0.4,0.28205128205128205,0.8133333333333334,0.6068965517241379,0.6068965517241379,0.6344827586206897,0.5655172413793104,0.6275862068965518,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2001,moderate,0.40706552706552707,0.38181102882108403,0.40495223219054777,725,434,0.20506912442396313,0.3111111111111111,0.23333333333333334,0.4,0.38,0.38461538461538464,0.7333333333333333,0.6137931034482759,0.5448275862068965,0.6275862068965518,0.593103448275862,0.6137931034482759,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2002,moderate,0.39557627557627556,0.3729422388542652,0.387825137327186,725,448,0.20535714285714285,0.3333333333333333,0.18888888888888888,0.43636363636363634,0.46,0.26153846153846155,0.6933333333333334,0.6413793103448275,0.6275862068965518,0.6137931034482759,0.5724137931034483,0.6344827586206897,
caninescc,shuffled_sample_acquisition,neural_factorization,2,911,2003,moderate,0.3949378399378399,0.31777577258768464,0.3855502713273753,725,452,0.2168141592920354,0.17777777777777778,0.4222222222222222,0.3409090909090909,0.44,0.28205128205128205,0.7066666666666667,0.593103448275862,0.6620689655172414,0.6137931034482759,0.5724137931034483,0.6758620689655173,
