cell_key,acquisition_dim,cross_covariance_weight,fold,seed,epochs,classification,run_id,record_sha256,code_commit,environment_sha256,dataset_source_sha256,split_manifest_sha256,pair_assignments_sha256
dim2-xcov0-fold4-seed911,2,0.0,4,911,75,valid and complete,parun-v1-e38369bf5ce49680eca9fce336973e728bfe092b72efd27d1fb016f0a503e1e4,73118a60d3cf9122830ef022d411925e62a69c82f04895b9d4c47c0d5c03284b,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,6acf6c0707388b5254a70464d25d2a7986f98adff8089ea2d85596136ef93103
dim2-xcov0-fold4-seed912,2,0.0,4,912,75,valid and complete,parun-v1-5f92eef69a54accdc2e5503b4d0033e640080a2e20232b62566d851f378af8c5,bb9befccd47811853c135e9d9bd97c381c0407bcd696a68e79ca6545e2b1f654,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,7977eb2ed6639764823c063e8735c9fa703f2f3f8617fd7b6fbccd2612df7bc9
dim2-xcov0-fold4-seed913,2,0.0,4,913,75,valid and complete,parun-v1-32fad0b7e317da21e17c96d524b5bb98c929cef574ffd893b29697f4c40401a8,75f8d839715d321abd8ec15ac8ea07e3a413544e3ea609a08b332a41de5aa87d,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,5724c813f9aa4839eeef8ab813c481c6c84936ff9e5378f71882e7e12444a99c
dim2-xcov0-fold4-seed914,2,0.0,4,914,75,valid and complete,parun-v1-d0e59911d0971ea72febfb9956c670218e8b7d871e3525aa552aa363b706c893,5f48d765ad723b289e9a8830ff9d190aabf9c8504e5fc6c98fe93b78ddc10a2e,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,af2713044289b4bbd93440be52ac3568d0b7a4e8368c4b4de8135d354555337e
dim2-xcov0-fold4-seed915,2,0.0,4,915,75,valid and complete,parun-v1-d174a459c96a9a37966840213c210832e01a9ba17191f3c60bcad8df5a1a79ee,503adc74324baf3b1644b91ff846acdc2211813516f9cb9b4232f7a4537d89b4,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,4a302cb0ad7d6b0713adcb835cee85cbc0eb1cae062a3aa7d7ef4e919c062b4e
dim2-xcov0p05-fold0-seed911,2,0.05,0,911,75,valid and complete,parun-v1-f1cbfbfd1be7f646ba459d24debb16007fb6e24374347f6fe3de3a1d3a2413a5,8079ee1b523340788404251017bbd65ea4cd7c0f2c65ab8ea7e999bf549bacb5,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,d569107cee1d5c33dc8acb011b678be13c8287cdff20ecd0d74c69622c527681
dim2-xcov0p05-fold0-seed912,2,0.05,0,912,75,valid and complete,parun-v1-62d29b0c5225063616104c3df0da8e1c9b02183855f641d0d05028031bafbae0,744515df4b29a46abdb124452fb7abc92b9746633b713c95336ef8f6807de03a,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,fa4685584229e9ec5493f5f4b7f8bb9add4374fa9aeae6e2719792c727a859b7
dim2-xcov0p05-fold0-seed913,2,0.05,0,913,75,valid and complete,parun-v1-8f1caf127bd802aeb0d05cbe2c0d6670c36eddbd35839d4b1751f7c1c1a17498,51705fd37c8b85b2d4566d8b09e5c2355f5691d48d59e8a0fc1e1942784dff4a,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,aaf93a6fcf6e2a9d2a9fde816f911dde3574a64434ebab8795e3d83dc62e9153
dim2-xcov0p05-fold0-seed914,2,0.05,0,914,75,valid and complete,parun-v1-15200ca4192ca870f95deb31f4c392500e638cbe5b0e5bf86c84bf5c967e97de,56839fff2b3fe17e207f5b1633f134989786c5e752690589d090ef8e68dc1499,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,471e2cdd2fc6bef98846edeb5ba50f18c4f8656d7f52de795c18ce01d5c0e27c
dim2-xcov0p05-fold0-seed915,2,0.05,0,915,75,valid and complete,parun-v1-f37dc62a0cbaf8639efaf4bd9f74917c5147e5c53d8e2f9a452c3723cec165e2,aa6354c09710dcc171bb6a1a2fcf4660f3a2993aa09d4eaf8bb84744ae90fbba,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,69e1fa8bfef235e1dcf46339bf46496ef60dc50aa1033dbc9113bcc9dcb09f09
dim2-xcov0p05-fold1-seed911,2,0.05,1,911,75,valid and complete,parun-v1-5d24b66a36ff67cab20a3e7604b2b8041e3db0d322ae4973b9c17ed7ded3fa23,5222a79bdd740b4b1f08d999db57a22e7833876c83f1095daead0c0b7f5f448d,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,4b71f8ec363b6ac63db9f82872fa5c7ab5807a34e9ec5b0b43d6868e5fdbb9c2
dim2-xcov0p05-fold1-seed912,2,0.05,1,912,75,valid and complete,parun-v1-2a53db89e3a56cd4b82daa07027eca02137787d0121cf6b415b7f84790d76431,4451a5f580789c0446743bfcfda3865ee656fe9d3d0a6440257e69fd4e78d548,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,f8c616da5b2df50729c7df94506e219d3178fc5210df108a9bd19fdc705bc64c
dim2-xcov0p05-fold1-seed913,2,0.05,1,913,75,valid and complete,parun-v1-f26b79aba9467e80fa93910bae4359baf918817e35134d9d052eac8e5f5177bc,5c4bd6223c458e8094089eb1f1326cca8f3c9a6737c58795301849f559ed7d45,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,15982657a25be52fa73802a18ef4fdcdff3af4a7333ae1226cea85949040fe89
dim2-xcov0p05-fold1-seed914,2,0.05,1,914,75,valid and complete,parun-v1-8c0fd29799f38f29e314c15b2d60451cbfe5d2879370dad42eb3be75f3119c93,fd1b0b99edfe6fa0bdfe32504187a0e3c28113b64d4ace4f745e5d95a4211f67,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,b6d68ca618d55dba9f14a3abab5eab20c9dd642686516063f1b5e92b03aa852a
dim2-xcov0p05-fold1-seed915,2,0.05,1,915,75,valid and complete,parun-v1-81edc96162605380b071a5efd98bbbfcdb8ea3d310885dcc7013db2b014ee442,7be2792e1446e3d5452a9d5dcbcf52003b936bfccc24f9f5335277a298d4878b,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,41209e4d02ee396812654aa1c5f410b4b06c2428fbd18ad896ed92231aa7e68d
dim2-xcov0p05-fold2-seed911,2,0.05,2,911,75,valid and complete,parun-v1-dfc990e1ac30161bac99c283da1e560c13926efea2d498b73180d937cc0b95b9,3ef48e3f592655d859580feaefde6ff9ccfb0363bc77bfc7412c0e04263edd6c,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,93e99ccaaa2200a6a9d2e8fd3c1050764304a1915e0fa320a1ab37f96adf9f57
dim2-xcov0p05-fold2-seed912,2,0.05,2,912,75,valid and complete,parun-v1-70315621892382ad96320e84294c6c918bfeef5e44a90f2a9d05cb4f7a494741,a967f7cd6951547ae9d88c975ccb9a29929ecc930a07435fed7792a38cb9191a,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,a8cc4504a50f85b3737249d3bd3e015b1f8d0a87d9b6a9d2a79b6f287630c7c9
dim2-xcov0p05-fold2-seed913,2,0.05,2,913,75,valid and complete,parun-v1-493198bb09476ad91c923688b5ac2eb6fba56e693ac5047ee355fe2c5812c44a,f3bc5a99903820f34f75c0291415e2ac39f3076e967473a4ff5678c8ddd777dd,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,1b7e89fba89f7566ae185fc800936c590fe515220ab53f006ebc3133b8da59fc
dim2-xcov0p05-fold2-seed914,2,0.05,2,914,75,valid and complete,parun-v1-19a029ee4030b499675fa4e660052169fddea7c238462264fb8f18bc7efb83c5,6f705d1d2a464ba44ca29dfeb683a8d602dcad15cb17a73312e7398ac4aa2471,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,c789db08d9ef36d74d4c6c3b9858511f08661765bac3ee799dc3a9982143160a
dim2-xcov0p05-fold2-seed915,2,0.05,2,915,75,valid and complete,parun-v1-2a0394114eb221b5403c0e87c54b280f6905cb2213a1ae933b4a7fb49afabad2,2a19b27091030843c79d46926fe7c850c1d916bd8c7e849d7b4ace874d2edf4b,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,d336a73f85511cd34eb983aaf5e39f7ab3033271a7da72741e3648c4fe632bcc
dim2-xcov0p05-fold3-seed911,2,0.05,3,911,75,valid and complete,parun-v1-55170f2a9b89186ad876bf82b7d205001faf948ab87ad6e3a925476ce1f5d136,bc4a0d4b3b7a56767374a707cefb61a30d0bbaa83cde258f3401392073a1b838,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,3396e0fb34d92af27dbd982bd5cea16fbeae7cc3b4d3bb64ee9f04ca959cdaf7,788b680ccd19af1a5078a29468ccedec71924988f53e9d5a9bcec65b838a6f75
dim2-xcov0p05-fold3-seed912,2,0.05,3,912,75,valid and complete,parun-v1-243368fa07df2e7ba35d9bce8393822849e325d10689ef3ee9a66281e3c2997f,413e48b99c5e5c4b9146b062b078397ab972685accd61d4f31990d2fc0d065f5,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,3396e0fb34d92af27dbd982bd5cea16fbeae7cc3b4d3bb64ee9f04ca959cdaf7,9143cda1072e3664a49e6e3b2d1d8494f0763cee9176381e29119d33155f8fac
dim2-xcov0p05-fold3-seed913,2,0.05,3,913,75,valid and complete,parun-v1-235452825e97a085a78421801648f9d50a46519217ce9e707aea3527c3756029,e07a69150f558cd38fb5cced3aecac0577ee00d214f359474cb4dc31a8bec907,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,3396e0fb34d92af27dbd982bd5cea16fbeae7cc3b4d3bb64ee9f04ca959cdaf7,47c382edc2395527f2c22f60c32f9c18fc1f027496589778ff6018dd434a35ba
dim2-xcov0p05-fold3-seed914,2,0.05,3,914,75,valid and complete,parun-v1-09dfdac24a12671c28f2922051eaa8795cc3f0fc800069ccf9fb79f13c0544d5,28df7d3ccac8f8a787bda2079ad10a8d5aa39fdd3f9859004e710d4807598e90,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,3396e0fb34d92af27dbd982bd5cea16fbeae7cc3b4d3bb64ee9f04ca959cdaf7,d78a282b3884d291121ce06532ba18e7f669118925ae184dacc36cd7c6b6b431
dim2-xcov0p05-fold3-seed915,2,0.05,3,915,75,valid and complete,parun-v1-8e6b9bc87916c18bec0d675c2d794eec58f91c8565cc8f79ec26020ba33e87f1,b994539a070802b0ffc3a52ace351886a88a3c84cadd28999c7e8e0af38faa0a,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,3396e0fb34d92af27dbd982bd5cea16fbeae7cc3b4d3bb64ee9f04ca959cdaf7,eb78143a1b9c18c92198ec81bb92c912e3219330c6e15c3b8beac6d2a6cc0cc4
dim2-xcov0p05-fold4-seed911,2,0.05,4,911,75,valid and complete,parun-v1-a64496417e50a47b7a5e543f23a2f9251e40fe43df417867af8fd31dd5f63322,b54352248c88c000fd1be7ddc5e308b7b6aa0c58f6710848fec47e86e4537ca5,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,6acf6c0707388b5254a70464d25d2a7986f98adff8089ea2d85596136ef93103
dim2-xcov0p05-fold4-seed912,2,0.05,4,912,75,valid and complete,parun-v1-c25723f4eb0a39ba0ee7c4f57972094a7c77c1504062e1841fff2aa35b0e959d,34bd9fad98f9fdcd8cd27c8e11c491d21795caf388b2a2ea20a3dd246ced82fd,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,7977eb2ed6639764823c063e8735c9fa703f2f3f8617fd7b6fbccd2612df7bc9
dim2-xcov0p05-fold4-seed913,2,0.05,4,913,75,valid and complete,parun-v1-b43c6e1d51a86f19b4565d11adbccfc4ba167f1b7d68725105dfc5186563de68,ff8351fd14d20aabd3fc20fe7cc1f1e65646f5cc7a42bb6c5b26d67105087e41,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,5724c813f9aa4839eeef8ab813c481c6c84936ff9e5378f71882e7e12444a99c
dim2-xcov0p05-fold4-seed914,2,0.05,4,914,75,valid and complete,parun-v1-b2d137123a3b369f3f08f335544ef9c709eaff3c9aeb92b9e856a1bbac4550a8,087625231f09c7eb4c7b28cc76608f5d65ca88de768c14715251ce0113dabe93,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,af2713044289b4bbd93440be52ac3568d0b7a4e8368c4b4de8135d354555337e
dim2-xcov0p05-fold4-seed915,2,0.05,4,915,75,valid and complete,parun-v1-bc0e83dbfa9e29459e3948b5887f360c0817722e10cb705828cfd098428c16dd,5a006acad9601b2afd5e04b3ef962a8eed175de1abe1da48e47c3b29215072c9,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,a382ed29bc8bd74178282183fcbb9d2a3f66665391a4be234acdb6f3eac995f6,4a302cb0ad7d6b0713adcb835cee85cbc0eb1cae062a3aa7d7ef4e919c062b4e
dim2-xcov0p2-fold0-seed911,2,0.2,0,911,75,valid and complete,parun-v1-c8c2c0523f536ba4a6948ba5796ae105fcea863ddf477792d7c742ef964f42ee,8e5bd62faf1a4977fbf0d74595f69c8808631d78b00133fe1269e650dc3821e1,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,d569107cee1d5c33dc8acb011b678be13c8287cdff20ecd0d74c69622c527681
dim2-xcov0p2-fold0-seed912,2,0.2,0,912,75,valid and complete,parun-v1-b3d4c11865cd0046e22291760f1023460898a19ca718c89420cfbe641d3fdea6,6d973bb447348d466a1c66302a090067fc6be4f12106dac357f0b69b56ab4ee8,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,fa4685584229e9ec5493f5f4b7f8bb9add4374fa9aeae6e2719792c727a859b7
dim2-xcov0p2-fold0-seed913,2,0.2,0,913,75,valid and complete,parun-v1-058b6ba63d8741c34878aa940b5dc1fe73c9424b1df1fc32d560391c7abe6c22,4976fc4abe5279eaf1670b69a8d3746db6e0581a7682afe7f4d3848e4ffd5be4,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,aaf93a6fcf6e2a9d2a9fde816f911dde3574a64434ebab8795e3d83dc62e9153
dim2-xcov0p2-fold0-seed914,2,0.2,0,914,75,valid and complete,parun-v1-2d2cb212ed5dd67f3d305485e8964341f8a7fa7177624f8edfa4af03a71c5d42,443f2b3e04eced238309878d769b62906d8732fa086a28dd0f6f51781bda4832,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,471e2cdd2fc6bef98846edeb5ba50f18c4f8656d7f52de795c18ce01d5c0e27c
dim2-xcov0p2-fold0-seed915,2,0.2,0,915,75,valid and complete,parun-v1-dee9f2ea63041b1b5b3ea9a409a9e69445b8680a9c59c9084d15b3a61f6a9879,632c2c0db2f5f039f10df27e2f8c953c3a36a54149d48d0f7621b90c2d47c2eb,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,19306704f6dc919790d13d0f77bfe2b6975b0fbf34388553f0a31aced97a7081,69e1fa8bfef235e1dcf46339bf46496ef60dc50aa1033dbc9113bcc9dcb09f09
dim2-xcov0p2-fold1-seed911,2,0.2,1,911,75,valid and complete,parun-v1-95338a343ab12d341533daf54a0927dcf53924ed164c185626cd067a91058021,df8fe376d74b9cf4e1c987694c2cc1520e495a01fb30f4e78fbd222c67d336dc,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,4b71f8ec363b6ac63db9f82872fa5c7ab5807a34e9ec5b0b43d6868e5fdbb9c2
dim2-xcov0p2-fold1-seed912,2,0.2,1,912,75,valid and complete,parun-v1-d55bbf3cf8711f798dd2b577e90085bcac1d3511414775a6f4d728def7242115,8db82620cc565d293b79f3d08ac7ad342bfd7f307d34cc30d7a738323079b981,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,f8c616da5b2df50729c7df94506e219d3178fc5210df108a9bd19fdc705bc64c
dim2-xcov0p2-fold1-seed913,2,0.2,1,913,75,valid and complete,parun-v1-47da2ebc6c6e0fae5899325b424048159944bc6879bbe72dd3fdd1e839cf9f3f,a5511ad642f51f19ae8bb92e949d8cfcb53e48eab461ef9251fb498b9c8ceb64,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,15982657a25be52fa73802a18ef4fdcdff3af4a7333ae1226cea85949040fe89
dim2-xcov0p2-fold1-seed914,2,0.2,1,914,75,valid and complete,parun-v1-297b8978d02231eefea39fdcfa238bb2ecc6433d7df61475172bf905e198c026,a0ab2b487d797820b9976740699664d387ccf5bde15aab9cfae6d257daa228af,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,b6d68ca618d55dba9f14a3abab5eab20c9dd642686516063f1b5e92b03aa852a
dim2-xcov0p2-fold1-seed915,2,0.2,1,915,75,valid and complete,parun-v1-cb12ec26236a9b331479eee18a023b63c3c22f82d9471091dd8ed5ca2edc25dc,c98682a781cdb7323010771db32d0c340bdf99ae9a9382ae81ad050997e8299a,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,96501c9be1258f74c119d9f88a61c6945cf51f8c56ab53147b6c0b10792b3212,41209e4d02ee396812654aa1c5f410b4b06c2428fbd18ad896ed92231aa7e68d
dim2-xcov0p2-fold2-seed911,2,0.2,2,911,75,valid and complete,parun-v1-7f06e202a5259400c7cf0e3fcc368d7e214456313b49552f200a00ef49e01f9a,cd73e292f4653ce803d94fd46d9b2cb97f4fbb6e96f946e1c3262538f182f977,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,93e99ccaaa2200a6a9d2e8fd3c1050764304a1915e0fa320a1ab37f96adf9f57
dim2-xcov0p2-fold2-seed912,2,0.2,2,912,75,valid and complete,parun-v1-e38f4502b9338adc47b7f52196032acf5684a908f332325e897d79cbbbbd7b5e,ea3389061acdddcf7267f25a6c9c197f4ba0b5961f27856a963ed10e79895d37,ebead9009ee83816f5ac1ad5ca37e0cb8e7950fa,9654a265840ef7d8b1fb47e67bbb76458965a62afd55c36c11a398c91dfc98a6,5db383771614a9018a72d57ba8dd45c8f89adb4cb665103133aa8188496e3e80,6d6c2bc39de24244e414816dd4386fd0a61c94fc2e7d66f6e88aef61f66e1f3e,a8cc4504a50f85b3737249d3bd3e015b1f8d0a87d9b6a9d2a79b6f287630c7c9
