seed,regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description,source_path
123,centralized_all,0.6904942105606804,0.5124792013311148,0.5085003976931048,1.227399230003357,0.6548748921484038,0.45555555555555555,0.690986706828548,single model trained on the union of all simulated-site training data,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,local_site_0,0.6694711863551042,0.47920133111480867,0.4673696114992451,1.404019832611084,0.5726734443078986,0.36,0.6737620273310523,single model trained only on simulated site 0,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,local_site_1,0.6116590922848925,0.4525790349417637,0.4461972241188292,1.6213321685791016,0.512143161482744,0.4111111111111111,0.6136814134531235,single model trained only on simulated site 1,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,local_site_2,0.6304156000574923,0.40266222961730447,0.39697916139443695,1.562172532081604,0.5611555009219422,0.34814814814814815,0.6587917081555679,single model trained only on simulated site 2,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,local_site_3,0.5805226530905507,0.41430948419301167,0.41236213384099835,1.532140851020813,0.4390715667311412,0.37777777777777777,0.576196289228813,single model trained only on simulated site 3,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,local_site_4,0.6148046870967834,0.4442595673876872,0.43913606255575166,1.5635619163513184,0.49654917426669953,0.4222222222222222,0.6061295097552809,single model trained only on simulated site 4,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
123,fedavg,0.6909282147715607,0.4875207986688852,0.4819818414426635,1.268561840057373,0.6553731160397009,0.4666666666666667,0.7036364756268921,standard sample-size-weighted federated averaging across simulated sites,results\panda_centralized_vs_federated_3000_seed_123\summary.csv
2025,centralized_all,0.697949933979376,0.5274542429284526,0.5223219283373681,1.27073335647583,0.6095238095238096,0.43333333333333335,0.7181760667006516,single model trained on the union of all simulated-site training data,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,local_site_0,0.6218474027157632,0.46089850249584025,0.4566373135162813,1.4655287265777588,0.46653144016227177,0.36666666666666664,0.6233794680928424,single model trained only on simulated site 0,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,local_site_1,0.5876359679095282,0.3810316139767055,0.37866493400473983,1.5948309898376465,0.43302752293577995,0.35555555555555557,0.5847004960094704,single model trained only on simulated site 1,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,local_site_2,0.5941743336739493,0.4276206322795341,0.4242975214276626,1.621166467666626,0.518849840255591,0.4,0.6285907035392061,single model trained only on simulated site 2,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,local_site_3,0.5746661874879053,0.41430948419301167,0.41097870008794163,1.589935302734375,0.39809523809523806,0.3333333333333333,0.5973566932064909,single model trained only on simulated site 3,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,local_site_4,0.5746913278072785,0.37104825291181365,0.37087835236626726,1.6530516147613525,0.484230055658627,0.32222222222222224,0.6095420862960139,single model trained only on simulated site 4,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
2025,fedavg,0.6328277214203815,0.46256239600665555,0.449419482335778,1.3148930072784424,0.44731977818853963,0.4,0.6396124171263794,standard sample-size-weighted federated averaging across simulated sites,results\panda_centralized_vs_federated_3000_seed_2025\summary.csv
42,centralized_all,0.7545916216419546,0.5607321131447587,0.5573526870857357,1.1927605867385864,0.6698656429942419,0.4888888888888889,0.7517228988153677,single model trained on the union of all simulated-site training data,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,local_site_0,0.6799570275137096,0.49417637271214643,0.49089108404557463,1.3736454248428345,0.6120857699805069,0.4777777777777778,0.6792830548641368,single model trained only on simulated site 0,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,local_site_1,0.6374561885819922,0.4425956738768719,0.4386458107964836,1.4395076036453247,0.5491329479768786,0.4074074074074074,0.637716651247384,single model trained only on simulated site 1,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,local_site_2,0.6756306063190932,0.4559068219633943,0.4542362525830486,1.4610358476638794,0.5504761904761903,0.37777777777777777,0.6623386466300921,single model trained only on simulated site 2,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,local_site_3,0.6294229700392857,0.4242928452579035,0.41720784545940054,1.451295018196106,0.5138278119808463,0.35555555555555557,0.6157855554785265,single model trained only on simulated site 3,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,local_site_4,0.5993427783409161,0.4043261231281198,0.40350401241057837,1.6515655517578125,0.4614003590664273,0.36666666666666664,0.5838455421466622,single model trained only on simulated site 4,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
42,fedavg,0.6946568826732116,0.5091514143094842,0.4969275447335775,1.2373251914978027,0.6844139115500214,0.49333333333333335,0.6938694060586055,standard sample-size-weighted federated averaging across simulated sites,results\panda_centralized_vs_federated_3000_seed_42\summary.csv
7,centralized_all,0.7168292444681091,0.519134775374376,0.5217027553958771,1.2533619403839111,0.5641025641025641,0.4605263157894737,0.7095437294013687,single model trained on the union of all simulated-site training data,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
7,local_site_0,0.6875547919101237,0.4925124792013311,0.48525735118782576,1.3446725606918335,0.5748858447488584,0.42105263157894735,0.6719812004979833,single model trained only on simulated site 0,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
