seed,regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description,source_path
7,local_site_1,0.6176542790017657,0.4209650582362729,0.41919821963474807,1.5404914617538452,0.46601941747572817,0.3333333333333333,0.6026038531914486,single model trained only on simulated site 1,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
7,local_site_2,0.6371516906150576,0.46755407653910147,0.4640881257873826,1.5185619592666626,0.5396518375241779,0.37777777777777777,0.6374674194146165,single model trained only on simulated site 2,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
7,local_site_3,0.6217620340071028,0.43926788685524126,0.43576383923842377,1.535668134689331,0.5188866799204772,0.41333333333333333,0.6260281815143941,single model trained only on simulated site 3,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
7,local_site_4,0.6072926561653123,0.4259567387687188,0.4202272596978028,1.7224106788635254,0.5230664857530529,0.39473684210526316,0.6013698262788102,single model trained only on simulated site 4,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
7,fedavg,0.7115612922781581,0.5291181364392679,0.5159914693964281,1.222096562385559,0.6103296467303769,0.4777777777777778,0.7185564350986025,standard sample-size-weighted federated averaging across simulated sites,results\panda_centralized_vs_federated_3000_seed_7\summary.csv
99,centralized_all,0.6147331646901952,0.4841930116472546,0.4769053620797807,1.4977000951766968,0.5337093985988536,0.41333333333333333,0.6198260397050906,single model trained on the union of all simulated-site training data,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,local_site_0,0.5790122128657373,0.4559068219633943,0.4565102612335596,1.552891492843628,0.5268745852687458,0.4185185185185185,0.599609594438148,single model trained only on simulated site 0,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,local_site_1,0.5362143684112683,0.40266222961730447,0.3919415192739699,1.744490623474121,0.45032046676055526,0.38666666666666666,0.5341918186333944,single model trained only on simulated site 1,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,local_site_2,0.5121545328857922,0.36772046589018303,0.3681965808828865,1.7466181516647339,0.46746683512318377,0.31851851851851853,0.5331679632294201,single model trained only on simulated site 2,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,local_site_3,0.5449629941058853,0.37104825291181365,0.36283904651691506,1.700415849685669,0.5123427252512174,0.34210526315789475,0.53254281873712,single model trained only on simulated site 3,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,local_site_4,0.5621110656327929,0.3860232945091514,0.38644437327142533,1.7423194646835327,0.5063291139240506,0.35555555555555557,0.5564418208624751,single model trained only on simulated site 4,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
99,fedavg,0.5997239662738247,0.4259567387687188,0.41040641222395835,1.3559627532958984,0.4869336233792254,0.3814814814814815,0.6076281800085159,standard sample-size-weighted federated averaging across simulated sites,results\panda_centralized_vs_federated_3000_seed_99\summary.csv
