regime,n_seeds,global_qwk_mean,global_qwk_std,global_accuracy_mean,global_accuracy_std,macro_f1_mean,macro_f1_std,global_loss_mean,global_loss_std,worst_site_qwk_mean,worst_site_qwk_std,worst_site_accuracy_mean,worst_site_accuracy_std,mean_site_qwk_mean,mean_site_qwk_std,delta_vs_centralized_all_global_qwk_mean,delta_vs_centralized_all_global_qwk_std,wins_vs_centralized_all_global_qwk,delta_vs_centralized_all_global_accuracy_mean,delta_vs_centralized_all_global_accuracy_std,wins_vs_centralized_all_global_accuracy,delta_vs_centralized_all_macro_f1_mean,delta_vs_centralized_all_macro_f1_std,wins_vs_centralized_all_macro_f1,delta_vs_centralized_all_worst_site_qwk_mean,delta_vs_centralized_all_worst_site_qwk_std,wins_vs_centralized_all_worst_site_qwk,delta_vs_centralized_all_mean_site_qwk_mean,delta_vs_centralized_all_mean_site_qwk_std,wins_vs_centralized_all_mean_site_qwk,n_comparable_seeds
centralized_all,5,0.6949196350680631,0.05123332433816978,0.5207986688851913,0.027617625079364088,0.5173566261183733,0.02897397756163352,1.2883910417556763,0.12063819530310986,0.6064152614735746,0.05800960404624427,0.45032748538011697,0.028616862116129196,0.6980510882902053,0.0489561602670165,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5
fedavg,5,0.6659396154834273,0.04746408813905192,0.4828618968386023,0.04031981692076128,0.4709453500264811,0.041696395002937085,1.2797678709030151,0.05543548343971667,0.5768740151775729,0.10454639141214696,0.4438518518518519,0.04983209118013672,0.672660582783799,0.047003042576725565,-0.028980019584635742,0.031173239907144407,1,-0.037936772046589004,0.030779781363210683,1,-0.0464112760918922,0.02895640975762805,0,-0.029541246296001723,0.08136881816534638,3,-0.025390505506406248,0.04088373180448851,2,5
local_site_0,5,0.6475685242720876,0.046068392841338915,0.47653910149750417,0.017632561453229903,0.47133312429649726,0.016029593270200447,1.4281516075134277,0.08288411456551863,0.5506102168936563,0.05587476318587508,0.40880311890838206,0.047851771490469756,0.6496030690448326,0.03588997889795399,-0.04735111079597547,0.026106641664127003,0,-0.044259567387687174,0.020500356514158307,0,-0.04602350182187601,0.01985427474413345,0,-0.055805044579918306,0.061510950773228,1,-0.048448019245372786,0.03396399224152369,0,5
local_site_1,5,0.5981239792378894,0.03890518243202906,0.4199667221297837,0.029120513332985515,0.4149295415657541,0.02916299856566098,1.588130569458008,0.11175193383023661,0.48212870332633717,0.04762519138911602,0.3788148148148148,0.03365931142405973,0.5945788465069641,0.03884055206223174,-0.09679565583017369,0.01773934094137084,0,-0.10083194675540764,0.03329034707866404,0,-0.10242708455261915,0.031144165274779173,0,-0.1242865581472374,0.03687121061632859,0,-0.10347224178324115,0.022506075201103783,0,5
local_site_2,5,0.6099053527102769,0.06181733145665714,0.4242928452579035,0.04046717639605759,0.42155952841508343,0.03979869694705794,1.581910991668701,0.10918212775119696,0.5275200408602171,0.03703737763013688,0.36444444444444446,0.03160108001140969,0.6240712881937805,0.05275697636413234,-0.08501428235778614,0.01835350011840302,0,-0.09650582362728785,0.025857354855108237,0,-0.09579709770328984,0.02196812789303936,0,-0.07889522061335755,0.0357860672439703,0,-0.0739798000964248,0.024449756334557315,0,5
local_site_3,5,0.590267367746146,0.03505680302713376,0.41264559068219636,0.025398232150538682,0.40783031302873585,0.02703185067786798,1.5618910312652587,0.09189640650869071,0.476444804395784,0.05482443845796063,0.3644210526315789,0.03206965504758198,0.589581907633069,0.03710809134507707,-0.10465226732191708,0.02294004618304276,0,-0.10815307820299498,0.020914817121425167,0,-0.10952631308963742,0.0205974042620079,0,-0.12997045707779056,0.09173376304843271,0,-0.10846918065713643,0.022463937416300893,0,5
local_site_4,5,0.5916485030086166,0.022361553277579098,0.40632279534109816,0.029517114465092732,0.4040380120603651,0.026941367820384608,1.6665818452835084,0.07048884241089896,0.49431503773377145,0.02324359100477778,0.372280701754386,0.03812982095587406,0.5914657570678484,0.021935209657887172,-0.10327113205944645,0.04020729786374545,0,-0.11447587354409317,0.039923043570692034,0,-0.11331861405800821,0.037719052395574104,0,-0.11210022373980313,0.07717621266637342,0,-0.10658533122235687,0.03905726831179408,0,5
