source_file,noise,threshold_shift,seed,clean_strategy,corrupted_strategy,clean_global_qwk,clean_worst_site_qwk,clean_mean_site_qwk,clean_site_qwk_spread,clean_global_accuracy,clean_macro_f1,clean_mean_abs_error,clean_severe_error_rate,clean_mean_overgrade,clean_mean_undergrade,clean_prediction_entropy,corrupted_global_qwk,delta_corrupted_vs_clean_global_qwk,corrupted_worst_site_qwk,delta_corrupted_vs_clean_worst_site_qwk,corrupted_mean_site_qwk,delta_corrupted_vs_clean_mean_site_qwk,corrupted_site_qwk_spread,delta_corrupted_vs_clean_site_qwk_spread,corrupted_global_accuracy,delta_corrupted_vs_clean_global_accuracy,corrupted_macro_f1,delta_corrupted_vs_clean_macro_f1,corrupted_mean_abs_error,delta_corrupted_vs_clean_mean_abs_error,corrupted_severe_error_rate,delta_corrupted_vs_clean_severe_error_rate,corrupted_mean_overgrade,delta_corrupted_vs_clean_mean_overgrade,corrupted_mean_undergrade,delta_corrupted_vs_clean_mean_undergrade,corrupted_prediction_entropy,delta_corrupted_vs_clean_prediction_entropy,detector_failure_count,detector_failed_diagnostics,detector_triggered,chosen_strategy,detector_global_qwk,oracle_global_qwk,delta_detector_vs_clean_global_qwk,detector_regret_vs_oracle_global_qwk,detector_worst_site_qwk,oracle_worst_site_qwk,delta_detector_vs_clean_worst_site_qwk,detector_regret_vs_oracle_worst_site_qwk,detector_mean_site_qwk,oracle_mean_site_qwk,delta_detector_vs_clean_mean_site_qwk,detector_regret_vs_oracle_mean_site_qwk,detector_global_accuracy,oracle_global_accuracy,delta_detector_vs_clean_global_accuracy,detector_regret_vs_oracle_global_accuracy,detector_macro_f1,oracle_macro_f1,delta_detector_vs_clean_macro_f1,detector_regret_vs_oracle_macro_f1,variant,variant_diagnostics,variant_failed_diagnostics,variant_failure_count,variant_triggered,variant_chosen_strategy,variant_global_qwk,delta_variant_vs_clean_global_qwk,variant_macro_f1,delta_variant_vs_clean_macro_f1,variant_worst_site_qwk,delta_variant_vs_clean_worst_site_qwk,variant_mean_site_qwk,delta_variant_vs_clean_mean_site_qwk,variant_global_accuracy,delta_variant_vs_clean_global_accuracy
results\threshold_shift_panda_all_conservative_25_seed_41\predictions.csv,25,25,41,fedavg,cross_site_blend_50,0.7202580688884488,0.6743533473061274,0.7298307979702701,0.1317171220663648,0.5501176470588235,0.4824906967953413,0.7430588235294118,0.076235294117647,0.2094117647058823,0.5336470588235294,1.2182607172455775,0.7201768853345207,-8.118355392805476e-05,0.6762594388570907,0.0019060915509633,0.7291590557053944,-0.0006717422648756,0.133104813915374,0.0013876918490091,0.552,0.0018823529411765,0.4829258541347689,0.0004351573394276,0.739764705882353,-0.0032941176470587,0.0752941176470588,-0.0009411764705882,0.2018823529411764,-0.0075294117647058,0.5378823529411765,0.0042352941176471,1.2129724253257472,-0.0052882919198304,1,site_qwk_spread_high,False,fedavg,0.7202580688884488,0.7201768853345207,0.0,8.118355392805476e-05,0.6743533473061274,0.6762594388570907,0.0,-0.0019060915509633,0.7298307979702701,0.7291590557053944,0.0,0.0006717422648756,0.5501176470588235,0.552,0.0,-0.0018823529411765,0.4824906967953413,0.4829258541347689,0.0,-0.0004351573394276,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,site_qwk_spread_high,1,False,fedavg,0.7202580688884488,0.0,0.4824906967953413,0.0,0.6743533473061274,0.0,0.7298307979702701,0.0,0.5501176470588235,0.0
results\threshold_shift_panda_all_conservative_25_seed_42\predictions.csv,25,25,42,fedavg,cross_site_blend_50,0.6900562645358724,0.6495610985501873,0.7071368235605715,0.1385424859867998,0.5501176470588235,0.4861718187932506,0.764235294117647,0.084235294117647,0.1858823529411764,0.5783529411764706,1.2376121071058417,0.68772360765853,-0.0023326568773424,0.6412751366879808,-0.0082859618622065,0.6920509148805926,-0.0150859086799789,0.1082639838881263,-0.0302785020986735,0.5548235294117647,0.0047058823529412,0.4959268967582335,0.0097550779649828,0.7694117647058824,0.0051764705882353,0.0865882352941176,0.0023529411764705,0.2018823529411764,0.0159999999999999,0.5675294117647058,-0.0108235294117647,1.1956573275220916,-0.04195477958375,4,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high,True,cross_site_blend_50,0.68772360765853,0.68772360765853,-0.0023326568773424,0.0,0.6412751366879808,0.6412751366879808,-0.0082859618622065,0.0,0.6920509148805926,0.6920509148805926,-0.0150859086799789,0.0,0.5548235294117647,0.5548235294117647,0.0047058823529412,0.0,0.4959268967582335,0.4959268967582335,0.0097550779649828,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high,3,True,cross_site_blend_50,0.68772360765853,-0.0023326568773424095,0.4959268967582335,0.009755077964982872,0.6412751366879808,-0.008285961862206537,0.6920509148805926,-0.015085908679978943,0.5548235294117647,0.004705882352941226
results\threshold_shift_panda_all_conservative_25_seed_43\predictions.csv,25,25,43,fedavg,cross_site_blend_50,0.7245069446598131,0.6952637768258507,0.7278015598431683,0.0595743442435383,0.5444705882352942,0.4752056614216659,0.7609411764705882,0.0823529411764705,0.2192941176470588,0.5416470588235294,1.175095418624223,0.7307639556201779,0.0062570109603647,0.7036243352895313,0.0083605584636805,0.7329086523850974,0.005107092541929,0.0482239859979651,-0.0113503582455731,0.5571764705882353,0.0127058823529411,0.4923517503378208,0.0171460889161548,0.7298823529411764,-0.0310588235294118,0.076235294117647,-0.0061176470588235,0.208,-0.0112941176470588,0.5218823529411765,-0.0197647058823529,1.2225802258384997,0.0474848072142763,1,mean_abs_error_high,False,fedavg,0.7245069446598131,0.7307639556201779,0.0,-0.0062570109603647,0.6952637768258507,0.7036243352895313,0.0,-0.0083605584636805,0.7278015598431683,0.7329086523850974,0.0,-0.005107092541929,0.5444705882352942,0.5571764705882353,0.0,-0.0127058823529411,0.4752056614216659,0.4923517503378208,0.0,-0.0171460889161548,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,mean_abs_error_high,1,False,fedavg,0.7245069446598131,0.0,0.4752056614216659,0.0,0.6952637768258507,0.0,0.7278015598431683,0.0,0.5444705882352942,0.0
results\threshold_shift_panda_all_conservative_25_seed_47\predictions.csv,25,25,47,fedavg,cross_site_blend_50,0.6936284049330126,0.6691735749081276,0.7006720430459557,0.0671430749603549,0.5534117647058824,0.4851559264154019,0.7863529411764706,0.0978823529411764,0.2498823529411764,0.5364705882352941,1.203907042244046,0.7106572087915877,0.017028803858575,0.694133245603387,0.0249596706952593,0.7177787627595613,0.0171067197136056,0.0367471391254201,-0.0303959358349348,0.5661176470588235,0.0127058823529411,0.4995890266621112,0.0144331002467092,0.7491764705882353,-0.0371764705882352,0.0894117647058823,-0.0084705882352941,0.2254117647058823,-0.0244705882352941,0.5237647058823529,-0.0127058823529412,1.2128086729436829,0.0089016306996367,3,global_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7106572087915877,0.7106572087915877,0.017028803858575,0.0,0.694133245603387,0.694133245603387,0.0249596706952593,0.0,0.7177787627595613,0.7177787627595613,0.0171067197136056,0.0,0.5661176470588235,0.5661176470588235,0.0127058823529411,0.0,0.4995890266621112,0.4995890266621112,0.0144331002467092,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,mean_abs_error_high;severe_error_rate_high,2,False,fedavg,0.6936284049330126,0.0,0.4851559264154019,0.0,0.6691735749081276,0.0,0.7006720430459557,0.0,0.5534117647058824,0.0
results\threshold_shift_panda_all_conservative_25_seed_53\predictions.csv,25,25,53,fedavg,cross_site_blend_50,0.7316496597962019,0.6920345176619945,0.7354807170169702,0.0837986543640098,0.5454117647058824,0.4823338060005934,0.7336470588235294,0.0767058823529411,0.1901176470588235,0.5435294117647059,1.2310987417430597,0.7229713415877923,-0.0086783182084095,0.6593399757389763,-0.0326945419230182,0.727922718917195,-0.0075579980997751,0.1214823750084715,0.0376837206444617,0.5397647058823529,-0.0056470588235294,0.4685537791958584,-0.013780026804735,0.764235294117647,0.0305882352941175,0.0856470588235294,0.0089411764705882,0.2235294117647059,0.0334117647058823,0.5407058823529411,-0.0028235294117647,1.2075136750952251,-0.0235850666478343,0,,False,fedavg,0.7316496597962019,0.7229713415877923,0.0,0.0086783182084095,0.6920345176619945,0.6593399757389763,0.0,0.0326945419230182,0.7354807170169702,0.727922718917195,0.0,0.0075579980997751,0.5454117647058824,0.5397647058823529,0.0,0.0056470588235294,0.4823338060005934,0.4685537791958584,0.0,0.013780026804735,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,,0,False,fedavg,0.7316496597962019,0.0,0.4823338060005934,0.0,0.6920345176619945,0.0,0.7354807170169702,0.0,0.5454117647058824,0.0
results\threshold_shift_panda_all_conservative_25_seed_59\predictions.csv,25,25,59,fedavg,cross_site_blend_50,0.7130305484700741,0.6612079399132254,0.698713381988005,0.082129330752713,0.5477647058823529,0.4751522542118595,0.7656470588235295,0.0837647058823529,0.2268235294117647,0.5388235294117647,1.205636548813257,0.719643867277798,0.0066133188077239,0.6697262220078097,0.0085182820945843,0.7043899558928096,0.0056765739048045,0.0820154074742807,-0.0001139232784322,0.5515294117647059,0.003764705882353,0.4820257199853272,0.0068734657734677,0.7529411764705882,-0.0127058823529412,0.0804705882352941,-0.0032941176470588,0.2437647058823529,0.0169411764705882,0.5091764705882353,-0.0296470588235293,1.228863320739206,0.0232267719259491,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7130305484700741,0.719643867277798,0.0,-0.0066133188077239,0.6612079399132254,0.6697262220078097,0.0,-0.0085182820945843,0.698713381988005,0.7043899558928096,0.0,-0.0056765739048045,0.5477647058823529,0.5515294117647059,0.0,-0.003764705882353,0.4751522542118595,0.4820257199853272,0.0,-0.0068734657734677,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high,2,False,fedavg,0.7130305484700741,0.0,0.4751522542118595,0.0,0.6612079399132254,0.0,0.698713381988005,0.0,0.5477647058823529,0.0
results\threshold_shift_panda_all_conservative_25_seed_7\predictions.csv,25,25,7,fedavg,cross_site_blend_50,0.6997779270476749,0.6417326646399318,0.7003320675905599,0.0868746166503496,0.5458823529411765,0.4716612753115737,0.772235294117647,0.0898823529411764,0.1604705882352941,0.611764705882353,1.206203934723883,0.7082913382042162,0.0085134111565412,0.6875498993370899,0.045817234697158,0.7133127869348994,0.0129807193443395,0.0590436693205357,-0.0278309473298139,0.563764705882353,0.0178823529411764,0.4971004508642561,0.0254391755526823,0.7407058823529412,-0.0315294117647058,0.0832941176470588,-0.0065882352941176,0.2061176470588235,0.0456470588235294,0.5345882352941177,-0.0771764705882352,1.2364279175971007,0.0302239828732173,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7082913382042162,0.7082913382042162,0.0085134111565412,0.0,0.6875498993370899,0.6875498993370899,0.045817234697158,0.0,0.7133127869348994,0.7133127869348994,0.0129807193443395,0.0,0.563764705882353,0.563764705882353,0.0178823529411764,0.0,0.4971004508642561,0.4971004508642561,0.0254391755526823,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,3,True,cross_site_blend_50,0.7082913382042162,0.00851341115654125,0.4971004508642561,0.02543917555268238,0.6875498993370899,0.04581723469715804,0.7133127869348994,0.01298071934433953,0.563764705882353,0.01788235294117646
results\threshold_shift_panda_all_conservative_35_seed_11\predictions.csv,35,35,11,fedavg,cross_site_blend_50,0.7241025289932075,0.7041524030739115,0.7285246757959772,0.055110935899844,0.5336470588235294,0.4603222076775293,0.7444705882352941,0.0738823529411764,0.1425882352941176,0.6018823529411764,1.2194319461014094,0.7286098049351841,0.0045072759419766,0.7048289401573158,0.0006765370834043,0.7390256683110602,0.0105009925150829,0.0540562108771789,-0.0010547250226651,0.5458823529411765,0.0122352941176471,0.4730708481708514,0.012748640493322,0.7341176470588235,-0.0103529411764705,0.0743529411764706,0.0004705882352941,0.1854117647058823,0.0428235294117647,0.5487058823529412,-0.0531764705882352,1.2251364001053593,0.0057044540039499,0,,False,fedavg,0.7241025289932075,0.7286098049351841,0.0,-0.0045072759419766,0.7041524030739115,0.7048289401573158,0.0,-0.0006765370834043,0.7285246757959772,0.7390256683110602,0.0,-0.0105009925150829,0.5336470588235294,0.5458823529411765,0.0,-0.0122352941176471,0.4603222076775293,0.4730708481708514,0.0,-0.012748640493322,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,,0,False,fedavg,0.7241025289932075,0.0,0.4603222076775293,0.0,0.7041524030739115,0.0,0.7285246757959772,0.0,0.5336470588235294,0.0
results\threshold_shift_panda_all_conservative_35_seed_123\predictions.csv,35,35,123,fedavg,cross_site_blend_50,0.7008120381304861,0.6415110661876857,0.697531397710042,0.0982795917259411,0.532235294117647,0.4574705593495003,0.7849411764705883,0.0875294117647058,0.2009411764705882,0.584,1.2611656449015984,0.7269069025420316,0.0260948644115455,0.6794004503871789,0.0378893841994931,0.7237739253622082,0.0262425276521661,0.0901034617497356,-0.0081761299762055,0.5444705882352942,0.0122352941176471,0.4786428584290986,0.0211722990795983,0.7501176470588236,-0.0348235294117647,0.0776470588235294,-0.0098823529411764,0.2592941176470588,0.0583529411764706,0.4908235294117647,-0.0931764705882352,1.2286715096175744,-0.032494135284024,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7269069025420316,0.7269069025420316,0.0260948644115455,0.0,0.6794004503871789,0.6794004503871789,0.0378893841994931,0.0,0.7237739253622082,0.7237739253622082,0.0262425276521661,0.0,0.5444705882352942,0.5444705882352942,0.0122352941176471,0.0,0.4786428584290986,0.4786428584290986,0.0211722990795983,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,3,True,cross_site_blend_50,0.7269069025420316,0.026094864411545515,0.4786428584290986,0.021172299079598278,0.6794004503871789,0.03788938419949317,0.7237739253622082,0.02624252765216617,0.5444705882352942,0.012235294117647122
results\threshold_shift_panda_all_conservative_35_seed_17\predictions.csv,35,35,17,fedavg,cross_site_blend_50,0.7156175045507729,0.662600406948435,0.6983166532576419,0.0911840083457815,0.5256470588235295,0.4553905734474262,0.7731764705882352,0.0767058823529411,0.1797647058823529,0.5934117647058823,1.238334154748132,0.7108784951497062,-0.0047390094010666,0.6478945756677357,-0.0147058312806993,0.6950529756936927,-0.0032636775639491,0.0984968352422668,0.0073128268964852,0.5407058823529411,0.0150588235294116,0.4738092183773791,0.0184186449299529,0.7576470588235295,-0.0155294117647057,0.0767058823529411,0.0,0.1614117647058823,-0.0183529411764705,0.5962352941176471,0.0028235294117647,1.2314981011120003,-0.0068360536361318,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7156175045507729,0.7108784951497062,0.0,0.0047390094010666,0.662600406948435,0.6478945756677357,0.0,0.0147058312806993,0.6983166532576419,0.6950529756936927,0.0,0.0032636775639491,0.5256470588235295,0.5407058823529411,0.0,-0.0150588235294116,0.4553905734474262,0.4738092183773791,0.0,-0.0184186449299529,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high,2,False,fedavg,0.7156175045507729,0.0,0.4553905734474262,0.0,0.662600406948435,0.0,0.6983166532576419,0.0,0.5256470588235295,0.0
results\threshold_shift_panda_all_conservative_35_seed_2025\predictions.csv,35,35,2025,fedavg,cross_site_blend_50,0.6807281930157466,0.6555318322663316,0.6810694037359211,0.043317625483436,0.5289411764705882,0.4536186046377839,0.8103529411764706,0.0978823529411764,0.216,0.5943529411764706,1.221732048158023,0.6843497880677879,0.0036215950520412,0.6713782370321215,0.0158464047657899,0.6886384962515921,0.007569092515671,0.0564340284703003,0.0131164029868642,0.5392941176470588,0.0103529411764705,0.4562819945143608,0.0026633898765768,0.7995294117647059,-0.0108235294117646,0.096,-0.0018823529411764,0.2367058823529411,0.0207058823529411,0.5628235294117647,-0.0315294117647059,1.2331664369495556,0.0114343887915326,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6843497880677879,0.6843497880677879,0.0036215950520412,0.0,0.6713782370321215,0.6713782370321215,0.0158464047657899,0.0,0.6886384962515921,0.6886384962515921,0.007569092515671,0.0,0.5392941176470588,0.5392941176470588,0.0103529411764705,0.0,0.4562819945143608,0.4562819945143608,0.0026633898765768,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,3,True,cross_site_blend_50,0.6843497880677879,0.003621595052041293,0.4562819945143608,0.0026633898765768826,0.6713782370321215,0.015846404765789912,0.6886384962515921,0.007569092515671061,0.5392941176470588,0.010352941176470565
results\threshold_shift_panda_all_conservative_35_seed_23\predictions.csv,35,35,23,fedavg,cross_site_blend_50,0.6817054931979193,0.6489528417707806,0.6975572303865987,0.119148092428158,0.5284705882352941,0.450867585684515,0.808,0.0931764705882352,0.1769411764705882,0.6310588235294118,1.1892046987633955,0.6817857870178419,8.029381992258333e-05,0.6388311572868921,-0.0101216844838885,0.7033775320945139,0.0058203017079152,0.1359653259433261,0.016817233515168,0.5369411764705883,0.0084705882352941,0.4639569043661534,0.0130893186816383,0.8032941176470588,-0.0047058823529412,0.0988235294117647,0.0056470588235294,0.1830588235294117,0.0061176470588235,0.6202352941176471,-0.0108235294117646,1.1863130684906258,-0.0028916302727697,5,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6817857870178419,0.6817857870178419,8.029381992258333e-05,0.0,0.6388311572868921,0.6388311572868921,-0.0101216844838885,0.0,0.7033775320945139,0.7033775320945139,0.0058203017079152,0.0,0.5369411764705883,0.5369411764705883,0.0084705882352941,0.0,0.4639569043661534,0.4639569043661534,0.0130893186816383,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,4,True,cross_site_blend_50,0.6817857870178419,8.029381992258333e-05,0.4639569043661534,0.013089318681638373,0.6388311572868921,-0.010121684483888505,0.7033775320945139,0.005820301707915254,0.5369411764705883,0.008470588235294119
results\threshold_shift_panda_all_conservative_35_seed_29\predictions.csv,35,35,29,fedavg,cross_site_blend_50,0.7097904464951998,0.6662235221129132,0.7027673894900931,0.0632234981290861,0.540235294117647,0.4686042926591569,0.7694117647058824,0.0847058823529411,0.1727058823529411,0.5967058823529412,1.1890188545410898,0.7115535846956935,0.0017631382004936,0.6521589565004311,-0.0140645656124821,0.7032466256615588,0.0004792361714657,0.087725917623988,0.0245024194949019,0.552,0.011764705882353,0.4828868782856773,0.0142825856265204,0.7524705882352941,-0.0169411764705882,0.0832941176470588,-0.0014117647058823,0.1934117647058823,0.0207058823529411,0.5590588235294117,-0.0376470588235294,1.2192419668339496,0.0302231122928597,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7097904464951998,0.7115535846956935,0.0,-0.0017631382004936,0.6662235221129132,0.6521589565004311,0.0,0.0140645656124821,0.7027673894900931,0.7032466256615588,0.0,-0.0004792361714657,0.540235294117647,0.552,0.0,-0.011764705882353,0.4686042926591569,0.4828868782856773,0.0,-0.0142825856265204,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high,2,False,fedavg,0.7097904464951998,0.0,0.4686042926591569,0.0,0.6662235221129132,0.0,0.7027673894900931,0.0,0.540235294117647,0.0
results\threshold_shift_panda_all_conservative_35_seed_31\predictions.csv,35,35,31,fedavg,cross_site_blend_50,0.7007418973821561,0.6567343710782665,0.7054236189010938,0.0785465680739873,0.5303529411764706,0.4586274484143005,0.7637647058823529,0.0804705882352941,0.1778823529411764,0.5858823529411765,1.232779963720776,0.6984447992506222,-0.0022970981315338,0.6721370521131433,0.0154026810348768,0.7097259210937535,0.0043023021926597,0.0575256745329062,-0.021020893541081,0.5312941176470588,0.0009411764705882,0.4613398371291848,0.0027123887148843,0.7905882352941176,0.0268235294117646,0.0884705882352941,0.008,0.236235294117647,0.0583529411764706,0.5543529411764706,-0.0315294117647059,1.2149405922160483,-0.0178393715047278,3,global_qwk_low;worst_site_qwk_low;mean_abs_error_high,True,cross_site_blend_50,0.6984447992506222,0.6984447992506222,-0.0022970981315338,0.0,0.6721370521131433,0.6721370521131433,0.0154026810348768,0.0,0.7097259210937535,0.7097259210937535,0.0043023021926597,0.0,0.5312941176470588,0.5312941176470588,0.0009411764705882,0.0,0.4613398371291848,0.4613398371291848,0.0027123887148843,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;mean_abs_error_high,2,False,fedavg,0.7007418973821561,0.0,0.4586274484143005,0.0,0.6567343710782665,0.0,0.7054236189010938,0.0,0.5303529411764706,0.0
results\threshold_shift_panda_all_conservative_35_seed_37\predictions.csv,35,35,37,fedavg,cross_site_blend_50,0.6881570111379685,0.6753917200032407,0.6931063763738259,0.0480626294431818,0.5374117647058824,0.4783017867321298,0.780235294117647,0.0894117647058823,0.168,0.6122352941176471,1.1881799999568676,0.7088559872909906,0.0206989761530221,0.7005886411526676,0.0251969211494269,0.7091999311672879,0.0160935547934619,0.0179046574244339,-0.0301579720187479,0.5501176470588235,0.0127058823529411,0.4807607288988407,0.0024589421667108,0.7614117647058823,-0.0188235294117646,0.0875294117647058,-0.0018823529411764,0.1981176470588235,0.0301176470588235,0.5632941176470588,-0.0489411764705882,1.2618641650555706,0.073684165098703,3,global_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7088559872909906,0.7088559872909906,0.0206989761530221,0.0,0.7005886411526676,0.7005886411526676,0.0251969211494269,0.0,0.7091999311672879,0.7091999311672879,0.0160935547934619,0.0,0.5501176470588235,0.5501176470588235,0.0127058823529411,0.0,0.4807607288988407,0.4807607288988407,0.0024589421667108,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,mean_abs_error_high;severe_error_rate_high,2,False,fedavg,0.6881570111379685,0.0,0.4783017867321298,0.0,0.6753917200032407,0.0,0.6931063763738259,0.0,0.5374117647058824,0.0
results\threshold_shift_panda_all_conservative_35_seed_41\predictions.csv,35,35,41,fedavg,cross_site_blend_50,0.7113097901595187,0.6734327929995696,0.7237520313373309,0.121717904643702,0.5463529411764706,0.4799819319597888,0.7548235294117647,0.0776470588235294,0.1811764705882353,0.5736470588235294,1.2056767326949895,0.719471196172685,0.0081614060131662,0.6730135092011488,-0.0004192837984208,0.7303581616493352,0.0066061303120042,0.1303923017539611,0.008674397110259,0.5416470588235294,-0.0047058823529412,0.4637752881006425,-0.0162066438591463,0.7534117647058823,-0.0014117647058823,0.0776470588235294,0.0,0.1952941176470588,0.0141176470588235,0.5581176470588235,-0.0155294117647059,1.2143684094040363,0.0086916767090468,2,site_qwk_spread_high;mean_abs_error_high,False,fedavg,0.7113097901595187,0.719471196172685,0.0,-0.0081614060131662,0.6734327929995696,0.6730135092011488,0.0,0.0004192837984208,0.7237520313373309,0.7303581616493352,0.0,-0.0066061303120042,0.5463529411764706,0.5416470588235294,0.0,0.0047058823529412,0.4799819319597888,0.4637752881006425,0.0,0.0162066438591463,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,site_qwk_spread_high;mean_abs_error_high,2,False,fedavg,0.7113097901595187,0.0,0.4799819319597888,0.0,0.6734327929995696,0.0,0.7237520313373309,0.0,0.5463529411764706,0.0
results\threshold_shift_panda_all_conservative_35_seed_42\predictions.csv,35,35,42,fedavg,cross_site_blend_50,0.6756849335913802,0.6353615299085036,0.6925201467229715,0.1310682876157862,0.536,0.4644619166746092,0.792,0.0894117647058823,0.1543529411764705,0.6376470588235295,1.224289945414343,0.6894884384239218,0.0138035048325416,0.6669725170550318,0.0316109871465282,0.6993536527466236,0.0068335060236521,0.0618142421004909,-0.0692540455152953,0.5510588235294117,0.0150588235294116,0.4887452064509185,0.0242832897763093,0.768,-0.024,0.0894117647058823,0.0,0.1741176470588235,0.0197647058823529,0.5938823529411764,-0.043764705882353,1.210178393635258,-0.014111551779085,5,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6894884384239218,0.6894884384239218,0.0138035048325416,0.0,0.6669725170550318,0.6669725170550318,0.0316109871465282,0.0,0.6993536527466236,0.6993536527466236,0.0068335060236521,0.0,0.5510588235294117,0.5510588235294117,0.0150588235294116,0.0,0.4887452064509185,0.4887452064509185,0.0242832897763093,0.0,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,4,True,cross_site_blend_50,0.6894884384239218,0.013803504832541669,0.4887452064509185,0.024283289776309336,0.6669725170550318,0.03161098714652821,0.6993536527466236,0.0068335060236521805,0.5510588235294117,0.01505882352941168
results\threshold_shift_panda_all_conservative_35_seed_43\predictions.csv,35,35,43,fedavg,cross_site_blend_50,0.7243710362103042,0.6957735339954874,0.7233928968414869,0.0581241993214474,0.5411764705882353,0.4743099103943904,0.7548235294117647,0.0776470588235294,0.1849411764705882,0.5698823529411765,1.19096471275959,0.727587704567845,0.0032166683575408,0.7141744782952756,0.0184009442997882,0.7280030301481822,0.0046101333066953,0.024354381203459,-0.0337698181179884,0.5576470588235294,0.0164705882352941,0.4963415130623081,0.0220316026679177,0.728,-0.0268235294117646,0.0757647058823529,-0.0018823529411764,0.1863529411764705,0.0014117647058823,0.5416470588235294,-0.0282352941176471,1.253319658952319,0.062354946192729,1,mean_abs_error_high,False,fedavg,0.7243710362103042,0.727587704567845,0.0,-0.0032166683575408,0.6957735339954874,0.7141744782952756,0.0,-0.0184009442997882,0.7233928968414869,0.7280030301481822,0.0,-0.0046101333066953,0.5411764705882353,0.5576470588235294,0.0,-0.0164705882352941,0.4743099103943904,0.4963415130623081,0.0,-0.0220316026679177,minus_global_qwk_low,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,mean_abs_error_high,1,False,fedavg,0.7243710362103042,0.0,0.4743099103943904,0.0,0.6957735339954874,0.0,0.7233928968414869,0.0,0.5411764705882353,0.0
