seed,strategy,global_accuracy,global_loss,worst_site_accuracy,global_qwk,macro_f1,worst_site_qwk,mean_site_qwk,weight_entropy,n_eff,source_path
11,fedavg,0.5745882352941176,1.0739315748214722,0.5601503759398496,0.7429581080983441,0.5098279114359029,0.7164217698801905,0.7441992641283725,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_11\summary.csv
11,cross_site_blend_50,0.5736470588235294,1.0770307779312134,0.5360501567398119,0.7337225638667625,0.5055207797599799,0.7119886879296122,0.743286473704899,1.565204899048657,4.545792719077781,results\threshold_shift_panda_all_conservative_0_seed_11\summary.csv
123,fedavg,0.5694117647058824,1.0965077877044678,0.5360501567398119,0.7298328239744079,0.5055799211566626,0.702768825425204,0.732487374863064,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_123\summary.csv
123,cross_site_blend_50,0.5567058823529412,1.1037120819091797,0.5497382198952879,0.7280400712222352,0.49490363784094965,0.6825573624415238,0.7254086963081546,1.5659716424019545,4.55273919098164,results\threshold_shift_panda_all_conservative_0_seed_123\summary.csv
17,fedavg,0.5727058823529412,1.0843675136566162,0.5413533834586466,0.7239654930746602,0.5116310736011755,0.6867531239805871,0.709715391171373,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_17\summary.csv
17,cross_site_blend_50,0.5835294117647059,1.0823205709457397,0.5413533834586466,0.7418253432604869,0.5224528915476301,0.6977504245196491,0.7270813020050024,1.5656850953788561,4.5499370710568705,results\threshold_shift_panda_all_conservative_0_seed_17\summary.csv
2025,fedavg,0.5585882352941176,1.1365821361541748,0.5235109717868338,0.6983892617352164,0.5000663744833895,0.6744316058050152,0.7010870185241194,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_2025\summary.csv
2025,cross_site_blend_50,0.5472941176470588,1.1415430307388306,0.5300751879699248,0.6988934439468641,0.4780140759710345,0.6774408988062729,0.7014432993023529,1.5657594705440252,4.551029812815146,results\threshold_shift_panda_all_conservative_0_seed_2025\summary.csv
23,fedavg,0.56,1.1391342878341675,0.5465968586387434,0.7018818577459033,0.4860606677435226,0.6673741964836729,0.7174845380245973,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_23\summary.csv
23,cross_site_blend_50,0.5604705882352942,1.1393637657165527,0.5476439790575917,0.7037645067143725,0.4889164480197272,0.6681155525660587,0.7204905791820245,1.5648737282986551,4.542375264295727,results\threshold_shift_panda_all_conservative_0_seed_23\summary.csv
29,fedavg,0.5741176470588235,1.107022762298584,0.5300751879699248,0.726441618643312,0.5055895989900184,0.6865732434961864,0.71804951628285,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_29\summary.csv
29,cross_site_blend_50,0.5764705882352941,1.101976990699768,0.518796992481203,0.7230326097996407,0.5123163664565035,0.6763439793223045,0.7209830795282827,1.5649988079745554,4.54338716038822,results\threshold_shift_panda_all_conservative_0_seed_29\summary.csv
31,fedavg,0.5496470588235294,1.11213219165802,0.5109717868338558,0.7086968931815969,0.490416290241764,0.6738253917670043,0.7083238904839249,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_31\summary.csv
31,cross_site_blend_50,0.5534117647058824,1.1232517957687378,0.5300751879699248,0.7165003903666098,0.4950671262046908,0.6904800881334036,0.7226313294886846,1.5657181541397063,4.5507986139732886,results\threshold_shift_panda_all_conservative_0_seed_31\summary.csv
37,fedavg,0.5755294117647058,1.0880587100982666,0.5488721804511278,0.7169013513435238,0.5218186688693097,0.7072214848478994,0.7205745926518567,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_37\summary.csv
37,cross_site_blend_50,0.5604705882352942,1.1071103811264038,0.5413533834586466,0.7209045782831497,0.4917730629816231,0.7026297227340665,0.7245873212371869,1.5655169136433438,4.54866083541586,results\threshold_shift_panda_all_conservative_0_seed_37\summary.csv
41,fedavg,0.5665882352941176,1.1146944761276245,0.5517241379310345,0.7313483114760122,0.5004526523110261,0.6692838566912201,0.7434729817875875,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_41\summary.csv
41,cross_site_blend_50,0.56,1.1206482648849487,0.5391849529780565,0.7212868239213153,0.48523390613951434,0.6863423149808671,0.7288710149947588,1.5649662179165178,4.542799211175165,results\threshold_shift_panda_all_conservative_0_seed_41\summary.csv
42,fedavg,0.5694117647058824,1.1136198043823242,0.5601503759398496,0.7072566694854117,0.5159724605549763,0.6673300346903428,0.7161831406854237,1.4482536578365668,3.5870568232048843,results\threshold_shift_panda_all_conservative_0_seed_42\summary.csv
42,cross_site_blend_50,0.5585882352941176,1.120318055152893,0.5300751879699248,0.6934701255508755,0.496155205606327,0.6608777559281085,0.7057812801177772,1.5661964956746393,4.555234965883039,results\threshold_shift_panda_all_conservative_0_seed_42\summary.csv
