dataset_backbone,fold,seed,condition,original_condition,source,ladder_level,bio_scanner_probe_accuracy,bio_mean_paired_cosine,bio_worst_paired_cosine,bio_mean_top1_retrieval,bio_worst_top1_retrieval,bio_effective_rank,acq_scanner_probe_accuracy,acq_mean_paired_cosine,acq_worst_paired_cosine,acq_mean_top1_retrieval,acq_worst_top1_retrieval,acq_effective_rank,biological_acquisition_cross_covariance
SCORPION_Phikon,0,705,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.4,0.6814611434936524,0.5820298194885254,0.9540000000000001,0.9,46.518438309792515,0.9620000000000001,0.39256429523229597,0.12106800079345703,0.4485,0.33499999999999996,16.142276315235826,0.11386862397193909
SCORPION_Phikon,0,705,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.40599999999999997,0.6300805628299713,0.500414252281189,0.8855000000000001,0.74,42.01191153435879,0.9380000000000001,0.3994425028562546,0.15321622788906097,0.45599999999999996,0.325,16.094240197900653,0.1181861087679863
SCORPION_Phikon,1,701,true_same_region_pairs,true_pairs,existing,0,0.40800000000000003,0.8613636493682861,0.8265601396560669,0.9994999999999999,0.995,50.31792751322223,0.97,0.16363787446171046,-0.12257310748100281,0.07250000000000001,0.025,9.029815718586724,0.0846262276172638
SCORPION_Phikon,1,701,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.4,0.6959078013896942,0.6067537665367126,0.968,0.9,45.34143898121325,0.952,0.36294399201869965,0.11408373713493347,0.4875,0.35,16.238562285144344,0.10377279669046402
SCORPION_Phikon,1,701,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.34400000000000003,0.6334117382764817,0.498678058385849,0.8949999999999999,0.76,42.902934200587815,0.9600000000000002,0.37215579897165296,0.12345807254314423,0.4840000000000001,0.29000000000000004,16.159315439039815,0.10806424915790558
SCORPION_Phikon,1,702,true_same_region_pairs,true_pairs,existing,0,0.54,0.8609752237796784,0.8264277577400208,0.9995,0.995,50.07945956055658,0.9620000000000001,0.1676316823810339,-0.16931535303592682,0.1,0.055,9.40555155636741,0.08515115082263947
SCORPION_Phikon,1,702,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.382,0.6849715173244476,0.5937971472740173,0.9595,0.9,46.30709552118177,0.958,0.3574691403657198,0.051448944956064224,0.523,0.315,16.749452545447344,0.10501603037118912
SCORPION_Phikon,1,702,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.366,0.6420099437236786,0.49464648962020874,0.9044999999999999,0.74,40.75949458266494,0.9640000000000001,0.3655078746378422,0.04286283999681473,0.534,0.29000000000000004,16.68143201685524,0.11188032478094101
SCORPION_Phikon,1,703,true_same_region_pairs,true_pairs,existing,0,0.48,0.8645052194595337,0.8287219405174255,1.0,1.0,49.37089761917137,0.968,0.20266176890581847,-0.15629401803016663,0.0945,0.06,9.351157171259421,0.08825105428695679
SCORPION_Phikon,1,703,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.392,0.7010094940662384,0.6070004105567932,0.9684999999999999,0.91,45.065271023674605,0.9640000000000001,0.37922903150320053,0.0517602264881134,0.5069999999999999,0.31,16.461454810260836,0.1043182983994484
SCORPION_Phikon,1,703,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.39599999999999996,0.6411784529685974,0.5199552178382874,0.9025000000000001,0.79,42.53710276660022,0.9640000000000001,0.39845231622457505,0.09878341853618622,0.533,0.33499999999999996,17.061116847351258,0.10905724763870239
SCORPION_Phikon,1,704,true_same_region_pairs,true_pairs,existing,0,0.492,0.8595523059368133,0.8234825730323792,0.9994999999999999,0.995,50.960278988263724,0.966,0.15594580806791783,-0.1948910355567932,0.08149999999999999,0.05500000000000001,8.686199785121246,0.08388654887676239
SCORPION_Phikon,1,704,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.374,0.6957477688789367,0.5963989496231079,0.9705,0.9,46.00003373682528,0.96,0.3440187327563763,0.03713550418615341,0.45199999999999996,0.275,15.651898691229013,0.1044827401638031
SCORPION_Phikon,1,704,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.376,0.6200331538915634,0.4756779968738556,0.8935000000000001,0.725,45.44555285548206,0.96,0.34356306307017803,0.05122324451804161,0.4625,0.3,15.510919296957328,0.1051025465130806
SCORPION_Phikon,1,705,true_same_region_pairs,true_pairs,existing,0,0.48600000000000004,0.8631533324718476,0.8302769660949707,1.0,1.0,49.41878146398752,0.968,0.1869050140492618,-0.03785194084048271,0.0905,0.06,9.791871014817996,0.08751700818538666
SCORPION_Phikon,1,705,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.42400000000000004,0.6844094514846801,0.5932931303977966,0.9570000000000001,0.9,46.094932509837015,0.966,0.36229649633169175,0.18616551160812378,0.5115000000000001,0.39,17.38871807611755,0.10716677457094193
SCORPION_Phikon,1,705,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.4080000000000001,0.6342884063720703,0.4857231378555298,0.9035,0.72,42.474129303129715,0.96,0.3891856297850609,0.187395840883255,0.5359999999999999,0.355,17.33385645665706,0.1088990792632103
SCORPION_Phikon,2,701,true_same_region_pairs,true_pairs,existing,0,0.514,0.8566808760166168,0.8297626376152039,1.0,1.0,50.80805015105896,0.984,0.13882804624736308,-0.22283804416656494,0.06,0.025,7.797334825254292,0.08790832757949829
SCORPION_Phikon,2,701,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.39399999999999996,0.6940216004848481,0.6302366256713867,0.9594999999999999,0.9,44.61997076539118,0.976,0.32739257290959356,0.045535825192928314,0.41100000000000003,0.27,14.42747161264721,0.1091710552573204
SCORPION_Phikon,2,701,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.404,0.5940767824649811,0.44431403279304504,0.868,0.665,45.390154460300046,0.982,0.34160473495721816,0.024733737111091614,0.43900000000000006,0.315,14.43460747485555,0.10930392891168594
SCORPION_Phikon,2,702,true_same_region_pairs,true_pairs,existing,0,0.5319999999999999,0.8573719263076782,0.8285759091377258,1.0,1.0,50.86964869068526,0.9879999999999999,0.15504015646874905,-0.25328537821769714,0.0855,0.04,8.224469846289033,0.08856480568647385
SCORPION_Phikon,2,702,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.44800000000000006,0.691855388879776,0.6133579015731812,0.9715,0.925,45.31860269371386,0.984,0.3302140953950584,-0.010011312551796436,0.46699999999999997,0.28,15.110433069792053,0.10941477119922638
SCORPION_Phikon,2,702,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.35,0.6109881192445755,0.46024906635284424,0.8789999999999999,0.64,43.240982783447976,0.984,0.34984165951609614,0.011340953409671783,0.46950000000000003,0.24000000000000002,15.142685564776942,0.11511224508285522
SCORPION_Phikon,2,703,true_same_region_pairs,true_pairs,existing,0,0.518,0.8591272234916687,0.8305413722991943,1.0,1.0,50.21160502442267,0.982,0.1780949018197134,-0.23229169845581055,0.083,0.035,8.21407206732959,0.08942849934101105
SCORPION_Phikon,2,703,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.42000000000000004,0.6835464537143707,0.5994216799736023,0.9635,0.9299999999999999,46.64037548832634,0.966,0.3380132336169481,-0.0246332548558712,0.414,0.22999999999999998,14.528821233762246,0.11235371232032776
SCORPION_Phikon,2,703,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.366,0.6085863530635833,0.4438524544239044,0.8604999999999998,0.59,43.435711901768514,0.9719999999999999,0.358932513743639,-0.008564852178096771,0.42349999999999993,0.265,14.23378253301933,0.11367421597242355
SCORPION_Phikon,2,704,true_same_region_pairs,true_pairs,existing,0,0.506,0.8547719597816468,0.8294776678085327,1.0,1.0,50.5643057208052,0.9880000000000001,0.14003047309815883,-0.26914188265800476,0.06849999999999999,0.02,7.439509677301212,0.0875210165977478
SCORPION_Phikon,2,704,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.398,0.6858565390110016,0.6121843457221985,0.959,0.905,44.32157067917975,0.9739999999999999,0.3254223566502333,-0.02118987962603569,0.396,0.245,14.013175008733523,0.10991398990154266
SCORPION_Phikon,2,704,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.312,0.5878710597753525,0.42683979868888855,0.843,0.58,45.070267445648945,0.982,0.3396751259453595,-0.013141277246177197,0.449,0.285,14.356587398124839,0.11738038808107376
SCORPION_Phikon,2,705,true_same_region_pairs,true_pairs,existing,0,0.5519999999999999,0.8576626479625702,0.83330899477005,1.0,1.0,50.63630397567299,0.982,0.15335734710097312,-0.09640290588140488,0.084,0.05,8.299064103134949,0.08957289904356003
SCORPION_Phikon,2,705,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.42200000000000004,0.6871982395648957,0.6084913015365601,0.953,0.91,45.34259569180331,0.976,0.3286461256444454,0.08166282624006271,0.41950000000000004,0.26,14.978279867385307,0.10717518627643585
SCORPION_Phikon,2,705,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.43000000000000005,0.6048584401607513,0.4632206857204437,0.8885,0.6799999999999999,45.89041515816514,0.9799999999999999,0.3439519301056862,0.09837466478347778,0.42750000000000005,0.315,15.023508148864343,0.11068560928106308
SCORPION_Phikon,3,701,true_same_region_pairs,true_pairs,existing,0,0.5733333333333334,0.8712251901626586,0.8371989130973816,1.0,1.0,42.171173233247096,0.9866666666666667,0.12621669434010982,-0.21709899604320526,0.07833333333333332,0.044444444444444446,8.693695719850584,0.08725522458553314
SCORPION_Phikon,3,701,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.4644444444444445,0.6977903246879578,0.6050531268119812,0.95,0.8722222222222222,43.08060808887863,0.9777777777777779,0.3289581835269928,0.0523320734500885,0.4655555555555555,0.27222222222222225,15.325946813409487,0.11101637780666351
SCORPION_Phikon,3,701,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.44000000000000006,0.6138059377670289,0.4737013578414917,0.8533333333333333,0.6222222222222222,41.155227725782005,0.9755555555555556,0.3541505247354507,0.04345107078552246,0.5116666666666667,0.3944444444444445,15.605604605605636,0.1097266748547554
SCORPION_Phikon,3,702,true_same_region_pairs,true_pairs,existing,0,0.5266666666666667,0.8720134258270263,0.8414462804794312,1.0,1.0,41.237781710014815,0.9844444444444445,0.12771810814738274,-0.2723864018917084,0.0661111111111111,0.03888888888888889,8.408255731619631,0.08512326329946518
SCORPION_Phikon,3,702,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.4644444444444445,0.7113017499446869,0.6326729655265808,0.9677777777777777,0.9166666666666667,40.705644869760086,0.9822222222222223,0.3215346286538988,-0.005275776144117117,0.46111111111111114,0.37222222222222223,15.077293047259804,0.11178895086050034
SCORPION_Phikon,3,702,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.4488888888888889,0.6230507105588913,0.4803759753704071,0.8755555555555556,0.6666666666666666,40.453324211306246,0.9822222222222223,0.35802978719584644,0.006896152626723051,0.5322222222222223,0.4277777777777778,15.676622073750911,0.11305976659059525
SCORPION_Phikon,3,703,true_same_region_pairs,true_pairs,existing,0,0.5688888888888888,0.8740722954273223,0.8443107604980469,1.0,1.0,41.35850643189231,0.9800000000000001,0.1442392785102129,-0.30675414204597473,0.06166666666666667,0.03333333333333333,8.44032150592128,0.08187364041805267
SCORPION_Phikon,3,703,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.49333333333333335,0.6988928914070129,0.5883371829986572,0.9605555555555556,0.8722222222222222,42.35467182397333,0.9800000000000001,0.3414270993322134,-0.03919752314686775,0.4844444444444444,0.3833333333333333,15.75251021124275,0.11388672888278961
SCORPION_Phikon,3,703,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.4666666666666667,0.6235944628715515,0.4816318154335022,0.8677777777777778,0.6444444444444445,38.95101683878293,0.9800000000000001,0.36538495048880576,-0.023148290812969208,0.52,0.3833333333333333,15.9423079061349,0.1107332780957222
SCORPION_Phikon,3,704,true_same_region_pairs,true_pairs,existing,0,0.6022222222222222,0.8689919769763946,0.8329744935035706,0.9988888888888889,0.9888888888888889,43.05394199369121,0.9822222222222223,0.12432254096493126,-0.3139452338218689,0.06166666666666667,0.027777777777777776,8.06574610522757,0.08201117068529129
SCORPION_Phikon,3,704,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.42000000000000004,0.6867442548274993,0.5870774388313293,0.9572222222222223,0.8888888888888888,42.23415064548539,0.9844444444444445,0.3279322792775929,-0.0077282739803195,0.47888888888888886,0.26666666666666666,15.287150428771001,0.11075218766927719
SCORPION_Phikon,3,704,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.44000000000000006,0.5880808889865875,0.4453449249267578,0.8400000000000001,0.6111111111111112,43.0273539554003,0.9844444444444445,0.3634972609579563,0.012796320021152496,0.5155555555555555,0.3111111111111111,15.308238851642168,0.10543423891067505
SCORPION_Phikon,3,705,true_same_region_pairs,true_pairs,existing,0,0.5977777777777777,0.8720348596572876,0.8397815227508545,1.0,1.0,42.0458608758277,0.9800000000000001,0.1136882409453392,-0.1955915093421936,0.052222222222222225,0.02777777777777778,8.388080774672526,0.08228881657123566
SCORPION_Phikon,3,705,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.4955555555555556,0.691290408372879,0.6050050854682922,0.9644444444444444,0.9055555555555556,45.2891583868621,0.9822222222222223,0.32153634577989576,0.03583401441574097,0.45555555555555555,0.32222222222222224,15.401136114464867,0.11055874079465866
SCORPION_Phikon,3,705,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.48,0.5819341510534286,0.4238838255405426,0.8516666666666666,0.6111111111111112,44.50979919532428,0.9777777777777779,0.34796144552528857,0.04497884586453438,0.5094444444444445,0.40555555555555556,16.12797349158198,0.1072760745882988
SCORPION_Phikon,4,701,true_same_region_pairs,true_pairs,existing,0,0.5688888888888888,0.8704445779323577,0.8300708532333374,0.9994444444444444,0.9944444444444445,43.25654254787099,0.9711111111111113,0.1659529959782958,-0.20378006994724274,0.06499999999999999,0.03333333333333333,8.501240202427958,0.09568141400814056
SCORPION_Phikon,4,701,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.5111111111111111,0.6919339776039124,0.587652325630188,0.9544444444444444,0.8666666666666667,42.88918881966733,0.9644444444444445,0.29508214965462687,-0.06896793842315674,0.25888888888888884,0.10555555555555556,12.857786671839603,0.1162080317735672
SCORPION_Phikon,4,701,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.4533333333333333,0.6134511828422546,0.475671648979187,0.885,0.6777777777777778,41.924059347770175,0.96,0.350562915019691,0.02152406983077526,0.38111111111111107,0.23333333333333334,14.621185136848572,0.1133841946721077
SCORPION_Phikon,4,702,true_same_region_pairs,true_pairs,existing,0,0.5066666666666666,0.8713107407093048,0.832689642906189,0.9988888888888887,0.9944444444444445,42.77227579912051,0.9711111111111113,0.1488525933586061,-0.28302887082099915,0.06444444444444444,0.022222222222222223,8.324627993950946,0.09384182840585709
SCORPION_Phikon,4,702,same_slide_different_region_pairs,shuffled_region_pairs,existing,1,0.42666666666666664,0.698091721534729,0.6019952297210693,0.9633333333333333,0.9055555555555556,40.89871608370082,0.968888888888889,0.3406734921038151,-0.03675159066915512,0.40055555555555544,0.17777777777777778,15.14852454141467,0.12105394899845123
SCORPION_Phikon,4,702,shuffled_sample_pairs,shuffled_sample_pairs,existing,2,0.47777777777777775,0.6378727614879608,0.5128535032272339,0.8727777777777778,0.6666666666666667,38.81999880178717,0.9511111111111111,0.38304261695593594,-0.013841064646840096,0.44833333333333336,0.25,15.654712648549063,0.12328701466321945
