strategy,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,weight_entropy,n_eff
fedavg,0.6956210937700169,0.5141430948419301,0.49914530955395603,1.3863102197647095,0.5747321523284183,0.46296296296296297,0.7045446618728883,1.447865223410363,3.584382912358957
cross_site_full,0.6804888189087821,0.47920133111480867,0.4610546796316071,1.3354403972625732,0.628119293974437,0.4222222222222222,0.7007983805524426,1.6087743046622454,4.993475847081014
cross_site_blend_25,0.6665993185838104,0.4908485856905158,0.47270370604153933,1.3714720010757446,0.6016796640671865,0.4222222222222222,0.6926738708059663,1.5181520171026468,4.115209608810235
cross_site_blend_50,0.6761017204916998,0.47753743760399336,0.4596738308512342,1.356674313545227,0.6279349789283564,0.4148148148148148,0.6951860525235454,1.569622483665127,4.589090766172789
cross_site_blend_75,0.6683331996424975,0.47420965058236275,0.4548745343445362,1.3479223251342773,0.626874625074985,0.4148148148148148,0.6853431601973718,1.6011186232134225,4.913337512945536
