seed,strategy,global_accuracy,global_loss,worst_site_accuracy,global_qwk,macro_f1,worst_site_qwk,mean_site_qwk,weight_entropy,n_eff,source_path
11,fedavg,0.5496470588235294,1.2204464673995972,0.5263157894736842,0.7028075024626271,0.4712471027092178,0.6783829132392698,0.7131585153059514,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_11\summary.csv
11,cross_site_blend_50,0.5552941176470588,1.1767560243606567,0.5451127819548872,0.7175865248402333,0.4832926438818947,0.6880069280386014,0.7302168378212816,1.5722051087474618,4.615466425248905,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_11\summary.csv
17,fedavg,0.5548235294117647,1.208924412727356,0.5300751879699248,0.7080945163561085,0.4858721438583873,0.6778869007857478,0.695830345429813,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_17\summary.csv
17,cross_site_blend_50,0.5590588235294117,1.1857638359069824,0.5526315789473685,0.7128595115509524,0.494717982209174,0.6734015766480862,0.6990809133677398,1.5703919266208932,4.596697730870838,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_17\summary.csv
23,fedavg,0.5261176470588236,1.2306525707244873,0.5109947643979058,0.6733359157539927,0.4334494861634049,0.6309207322633986,0.6936413799296838,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_23\summary.csv
23,cross_site_blend_50,0.5345882352941177,1.1973727941513062,0.5256544502617801,0.6814696088417834,0.4603884158772586,0.6427754472864065,0.6986163762742185,1.5689299696827759,4.582375395332816,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_23\summary.csv
31,fedavg,0.5275294117647059,1.232494831085205,0.5078369905956113,0.6792882526885162,0.466228354158319,0.6297966245489945,0.6820669949104412,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_31\summary.csv
31,cross_site_blend_50,0.5383529411764706,1.1991668939590454,0.49843260188087773,0.6817190567259843,0.4685929223214251,0.6291804992694598,0.692370488255711,1.5691856724729194,4.584998118741346,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_31\summary.csv
37,fedavg,0.5444705882352942,1.2173309326171875,0.5300751879699248,0.6738387889261933,0.47967864424856205,0.6403667312937464,0.6663248488782975,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_37\summary.csv
37,cross_site_blend_50,0.5501176470588235,1.1954201459884644,0.5338345864661654,0.695137735180721,0.4720302439812585,0.6620673610087866,0.6902950124383627,1.570135517123186,4.59440181656058,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_37\summary.csv
43,fedavg,0.5510588235294117,1.1995002031326294,0.5214659685863874,0.725117067789953,0.4825551114984879,0.7071324255342382,0.7257759162436028,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_43\summary.csv
43,cross_site_blend_50,0.5642352941176471,1.1685407161712646,0.543455497382199,0.732724291235546,0.5049945732422775,0.6982483236879484,0.7362948458956036,1.5699884883094535,4.592768536825717,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_43\summary.csv
53,fedavg,0.5336470588235294,1.2215973138809204,0.47962382445141066,0.7009774759911245,0.47967626284505127,0.5937438008143932,0.7063815806972741,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_53\summary.csv
53,cross_site_blend_50,0.5407058823529411,1.185072422027588,0.4952978056426332,0.71328525789638,0.46975269304964806,0.6442121196336594,0.7159752747460674,1.5705866769142323,4.59899940368642,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_53\summary.csv
61,fedavg,0.532235294117647,1.2361961603164673,0.5112781954887218,0.6780136149482089,0.46304038067476966,0.5824396567178587,0.6780706281842521,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_61\summary.csv
61,cross_site_blend_50,0.5435294117647059,1.208046793937683,0.518796992481203,0.683879644084426,0.4767765764433487,0.583949250563857,0.684753315600872,1.57080320412063,4.600847482619315,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_61\summary.csv
71,fedavg,0.5284705882352941,1.2273443937301636,0.49843260188087773,0.6791511979235159,0.46465023648900655,0.622724346880341,0.664212866006482,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_71\summary.csv
71,cross_site_blend_50,0.536,1.2041221857070923,0.4924812030075188,0.685696628945413,0.4630121379176815,0.6253488095290576,0.6741874257263876,1.5689906749779536,4.58311881163439,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_71\summary.csv
89,fedavg,0.5327058823529411,1.2302404642105103,0.5225130890052356,0.6815538683925325,0.4649109020518735,0.6128173036808832,0.6765780104341381,1.4482536578365668,3.5870568232048843,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_89\summary.csv
89,cross_site_blend_50,0.5407058823529411,1.2058148384094238,0.5350785340314136,0.6897732459768312,0.47150113523502096,0.6134160597886654,0.6850294214082666,1.569217171809072,4.5849942965085475,results\cross_site_fedavg_panda_all_15seed_noise_35_seed_89\summary.csv
