strategy,n_seeds,global_accuracy_mean,global_accuracy_std,global_loss_mean,global_loss_std,worst_site_accuracy_mean,worst_site_accuracy_std,global_qwk_mean,global_qwk_std,macro_f1_mean,macro_f1_std,worst_site_qwk_mean,worst_site_qwk_std,mean_site_qwk_mean,mean_site_qwk_std,weight_entropy_mean,weight_entropy_std,n_eff_mean,n_eff_std,n_comparable_seeds,delta_vs_fedavg_global_qwk_mean,delta_vs_fedavg_global_qwk_std,wins_vs_fedavg_global_qwk,delta_vs_fedavg_worst_site_qwk_mean,delta_vs_fedavg_worst_site_qwk_std,wins_vs_fedavg_worst_site_qwk,delta_vs_fedavg_mean_site_qwk_mean,delta_vs_fedavg_mean_site_qwk_std,wins_vs_fedavg_mean_site_qwk,delta_vs_fedavg_global_accuracy_mean,delta_vs_fedavg_global_accuracy_std,wins_vs_fedavg_global_accuracy,delta_vs_fedavg_macro_f1_mean,delta_vs_fedavg_macro_f1_std,wins_vs_fedavg_macro_f1
cross_site_blend_50,10,0.5462588235294118,0.010309594341503019,1.1926076650619506,0.013136593202885587,0.5240776032056047,0.022020639061837693,0.699413150527827,0.01822341285073486,0.4765059324158988,0.014081401036401401,0.6460606375454528,0.035179554114556366,0.7006819911534511,0.020436773439155335,1.5700434410778579,0.0010244085036096122,4.5934668018028875,0.010298168287348312,10,0.009195330404549807,0.005532299393015546,10,0.008439493969565715,0.01715233730179108,7,0.010477882551457462,0.0060317399633437645,10,0.008188235294117652,0.002825271793548432,10,0.00737506994619076,0.012046330883990517,7
fedavg,10,0.5380705882352941,0.010816024678691215,1.2224727749824524,0.011461819284336991,0.5138611599819685,0.01589902263949941,0.6902178201232773,0.017735738134440224,0.469130862469708,0.015070146427124523,0.6376211435758872,0.03949077385350841,0.6902041086019937,0.02039146476839507,1.4482536578365668,0.0,3.5870568232048843,0.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
