noise,seed,metric,clean_strategy,corrupted_strategy,chosen_strategy,clean_value,corrupted_value,switch_value,delta_corrupted_vs_clean,delta_switch_vs_clean
25,37,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5515294117647059,0.5487058823529412,0.5487058823529412,-0.0028235294117647802,-0.0028235294117647802
25,37,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4857938349221363,0.4754531249132172,0.4754531249132172,-0.010340710008919118,-0.010340710008919118
25,43,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7211292301876355,0.7287330453866248,0.7287330453866248,0.007603815198989228,0.007603815198989228
25,43,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.708902534121881,0.70590177920273,0.70590177920273,-0.003000754919150972,-0.003000754919150972
25,43,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7250993484681104,0.7372716882073933,0.7372716882073933,0.01217233973928289,0.01217233973928289
25,43,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5463529411764706,0.5623529411764706,0.5623529411764706,0.016000000000000014,0.016000000000000014
25,43,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4833399467101867,0.5036808634692514,0.5036808634692514,0.020340916759064742,0.020340916759064742
25,53,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7099572423846213,0.7203989210687778,0.7203989210687778,0.010441678684156463,0.010441678684156463
25,53,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6329814069671577,0.6577461278478858,0.6577461278478858,0.02476472088072812,0.02476472088072812
25,53,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7102892661486154,0.7229941018017533,0.7229941018017533,0.012704835653137847,0.012704835653137847
25,53,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5449411764705883,0.5430588235294118,0.5430588235294118,-0.0018823529411764461,-0.0018823529411764461
25,53,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4880633131086305,0.4780253315416387,0.4780253315416387,-0.010037981566991816,-0.010037981566991816
25,61,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6832703285371113,0.6841193391116613,0.6841193391116613,0.0008490105745500021,0.0008490105745500021
25,61,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6340465361297027,0.5918800174821154,0.5918800174821154,-0.04216651864758736,-0.04216651864758736
25,61,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6934412566094839,0.6892269184148937,0.6892269184148937,-0.0042143381945901615,-0.0042143381945901615
25,61,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5501176470588235,0.5425882352941176,0.5425882352941176,-0.007529411764705896,-0.007529411764705896
25,61,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4855501016368902,0.4741191504716982,0.4741191504716982,-0.011430951165191994,-0.011430951165191994
25,71,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6901198981630438,0.679604328360889,0.679604328360889,-0.010515569802154734,-0.010515569802154734
25,71,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6430194157790734,0.637153212520593,0.637153212520593,-0.005866203258480418,-0.005866203258480418
25,71,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.678860970812089,0.6688872766055732,0.6688872766055732,-0.009973694206515726,-0.009973694206515726
25,71,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5378823529411765,0.5510588235294117,0.5510588235294117,0.013176470588235234,0.013176470588235234
25,71,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.478386431158507,0.4811582950275186,0.4811582950275186,0.002771863869011626,0.002771863869011626
25,89,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.691499931840257,0.7028102436303898,0.7028102436303898,0.011310311790132754,0.011310311790132754
25,89,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5809537155488453,0.6270073224942843,0.6270073224942843,0.04605360694543892,0.04605360694543892
25,89,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6813810823680753,0.6989857252432842,0.6989857252432842,0.01760464287520891,0.01760464287520891
25,89,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5421176470588235,0.5454117647058824,0.5454117647058824,0.0032941176470588918,0.0032941176470588918
25,89,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4757612766000269,0.4775166216673637,0.4775166216673637,0.001755345067336822,0.001755345067336822
35,11,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7028075024626271,0.7175865248402333,0.7175865248402333,0.014779022377606199,0.014779022377606199
35,11,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6783829132392698,0.6880069280386014,0.6880069280386014,0.009624014799331615,0.009624014799331615
35,11,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7131585153059514,0.7302168378212816,0.7302168378212816,0.017058322515330127,0.017058322515330127
35,11,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5496470588235294,0.5552941176470588,0.5552941176470588,0.0056470588235294494,0.0056470588235294494
35,11,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4712471027092178,0.4832926438818947,0.4832926438818947,0.012045541172676866,0.012045541172676866
35,17,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7080945163561085,0.7128595115509524,0.7128595115509524,0.004764995194843857,0.004764995194843857
35,17,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6778869007857478,0.6734015766480862,0.6734015766480862,-0.004485324137661562,-0.004485324137661562
35,17,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.695830345429813,0.6990809133677398,0.6990809133677398,0.003250567937926774,0.003250567937926774
35,17,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5548235294117647,0.5590588235294117,0.5590588235294117,0.004235294117647004,0.004235294117647004
35,17,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4858721438583873,0.494717982209174,0.494717982209174,0.008845838350786728,0.008845838350786728
35,23,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6733359157539927,0.6814696088417834,0.6814696088417834,0.008133693087790772,0.008133693087790772
35,23,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6309207322633986,0.6427754472864065,0.6427754472864065,0.011854715023007834,0.011854715023007834
35,23,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6936413799296838,0.6986163762742185,0.6986163762742185,0.004974996344534688,0.004974996344534688
35,23,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5261176470588236,0.5345882352941177,0.5345882352941177,0.008470588235294119,0.008470588235294119
35,23,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4334494861634049,0.4603884158772586,0.4603884158772586,0.0269389297138537,0.0269389297138537
35,31,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6792882526885162,0.6817190567259843,0.6817190567259843,0.002430804037468093,0.002430804037468093
35,31,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6297966245489945,0.6291804992694598,0.6291804992694598,-0.0006161252795346961,-0.0006161252795346961
35,31,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6820669949104412,0.692370488255711,0.692370488255711,0.01030349334526981,0.01030349334526981
35,31,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5275294117647059,0.5383529411764706,0.5383529411764706,0.010823529411764676,0.010823529411764676
35,31,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.466228354158319,0.4685929223214251,0.4685929223214251,0.0023645681631060955,0.0023645681631060955
35,37,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6738387889261933,0.695137735180721,0.695137735180721,0.021298946254527662,0.021298946254527662
35,37,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6403667312937464,0.6620673610087866,0.6620673610087866,0.021700629715040165,0.021700629715040165
35,37,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6663248488782975,0.6902950124383627,0.6902950124383627,0.023970163560065205,0.023970163560065205
35,37,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5444705882352942,0.5501176470588235,0.5501176470588235,0.005647058823529338,0.005647058823529338
35,37,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.479678644248562,0.4720302439812585,0.4720302439812585,-0.007648400267303512,-0.007648400267303512
35,43,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.725117067789953,0.732724291235546,0.732724291235546,0.007607223445593059,0.007607223445593059
35,43,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7071324255342382,0.6982483236879484,0.6982483236879484,-0.008884101846289738,-0.008884101846289738
35,43,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7257759162436028,0.7362948458956036,0.7362948458956036,0.010518929652000741,0.010518929652000741
35,43,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5510588235294117,0.5642352941176471,0.5642352941176471,0.013176470588235345,0.013176470588235345
35,43,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4825551114984879,0.5049945732422775,0.5049945732422775,0.02243946174378958,0.02243946174378958
35,53,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7009774759911245,0.71328525789638,0.71328525789638,0.0123077819052555,0.0123077819052555
35,53,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5937438008143932,0.6442121196336594,0.6442121196336594,0.05046831881926628,0.05046831881926628
35,53,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7063815806972741,0.7159752747460674,0.7159752747460674,0.009593694048793289,0.009593694048793289
35,53,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5336470588235294,0.5407058823529411,0.5407058823529411,0.007058823529411784,0.007058823529411784
35,53,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4796762628450512,0.469752693049648,0.469752693049648,-0.009923569795403209,-0.009923569795403209
35,61,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6780136149482089,0.683879644084426,0.683879644084426,0.0058660291362171435,0.0058660291362171435
35,61,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5824396567178587,0.583949250563857,0.583949250563857,0.0015095938459983582,0.0015095938459983582
35,61,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6780706281842521,0.684753315600872,0.684753315600872,0.006682687416619926,0.006682687416619926
35,61,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.532235294117647,0.5435294117647059,0.5435294117647059,0.011294117647058899,0.011294117647058899
35,61,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4630403806747696,0.4767765764433487,0.4767765764433487,0.013736195768579096,0.013736195768579096
35,71,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6791511979235159,0.685696628945413,0.685696628945413,0.006545431021897086,0.006545431021897086
35,71,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.622724346880341,0.6253488095290576,0.6253488095290576,0.00262446264871663,0.00262446264871663
35,71,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.664212866006482,0.6741874257263876,0.6741874257263876,0.009974559719905574,0.009974559719905574
35,71,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5284705882352941,0.536,0.536,0.007529411764705896,0.007529411764705896
35,71,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4646502364890065,0.4630121379176815,0.4630121379176815,-0.0016380985713250196,-0.0016380985713250196
35,89,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6815538683925325,0.6897732459768312,0.6897732459768312,0.008219377584298693,0.008219377584298693
35,89,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6128173036808832,0.6134160597886654,0.6134160597886654,0.0005987561077822612,0.0005987561077822612
35,89,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6765780104341381,0.6850294214082666,0.6850294214082666,0.008451410974128493,0.008451410974128493
35,89,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5327058823529411,0.5407058823529411,0.5407058823529411,0.008000000000000007,0.008000000000000007
35,89,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4649109020518735,0.4715011352350209,0.4715011352350209,0.006590233183147387,0.006590233183147387
45,11,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6919246834578112,0.7000498136271328,0.7000498136271328,0.008125130169321593,0.008125130169321593
45,11,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.659476487370946,0.6744215264764946,0.6744215264764946,0.014945039105548563,0.014945039105548563
45,11,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7001800507219968,0.711003845278946,0.711003845278946,0.010823794556949151,0.010823794556949151
45,11,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5378823529411765,0.5397647058823529,0.5397647058823529,0.0018823529411764461,0.0018823529411764461
45,11,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4554136184860294,0.4577359240697427,0.4577359240697427,0.002322305583713269,0.002322305583713269
45,17,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6992427305714621,0.7065837564249628,0.7065837564249628,0.007341025853500716,0.007341025853500716
45,17,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6513030828532214,0.6419135721072082,0.6419135721072082,-0.00938951074601313,-0.00938951074601313
45,17,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6854659364916869,0.6919788679368157,0.6919788679368157,0.006512931445128878,0.006512931445128878
45,17,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5397647058823529,0.552,0.552,0.012235294117647122,0.012235294117647122
45,17,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4660245936777463,0.4899203907331587,0.4899203907331587,0.023895797055412393,0.023895797055412393
45,23,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6709619794482589,0.6636329238589883,0.6636329238589883,-0.00732905558927055,-0.00732905558927055
45,23,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.626392849916455,0.6318033423467169,0.6318033423467169,0.005410492430261815,0.005410492430261815
45,23,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6911011845706841,0.6786086543689818,0.6786086543689818,-0.012492530201702379,-0.012492530201702379
45,23,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5327058823529411,0.528,0.528,-0.004705882352941115,-0.004705882352941115
45,23,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4535446217461367,0.4495553341463418,0.4495553341463418,-0.0039892875997948885,-0.0039892875997948885
45,31,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6950253239287822,0.6772677079547303,0.6772677079547303,-0.0177576159740519,-0.0177576159740519
45,31,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6589816889662952,0.632646225984228,0.632646225984228,-0.026335462982067126,-0.026335462982067126
45,31,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7101314563409022,0.6863543555510849,0.6863543555510849,-0.023777100789817318,-0.023777100789817318
45,31,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5247058823529411,0.5237647058823529,0.5237647058823529,-0.0009411764705882231,-0.0009411764705882231
45,31,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.457743326335116,0.4430852728870618,0.4430852728870618,-0.014658053448054209,-0.014658053448054209
45,37,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6643971247179499,0.6899433999013309,0.6899433999013309,0.02554627518338104,0.02554627518338104
45,37,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5967249197440945,0.636098990150854,0.636098990150854,0.039374070406759554,0.039374070406759554
45,37,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6541151025724959,0.6831485275393281,0.6831485275393281,0.029033424966832144,0.029033424966832144
45,37,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5294117647058824,0.532235294117647,0.532235294117647,0.002823529411764669,0.002823529411764669
45,37,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4516834456442464,0.4584582246191663,0.4584582246191663,0.006774778974919904,0.006774778974919904
45,43,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7113146203509728,0.7239440058530233,0.7239440058530233,0.012629385502050505,0.012629385502050505
45,43,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6899655553389225,0.710591185224376,0.710591185224376,0.020625629885453578,0.020625629885453578
45,43,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7144322624081358,0.7305781333237217,0.7305781333237217,0.016145870915585836,0.016145870915585836
45,43,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5444705882352942,0.5548235294117647,0.5548235294117647,0.010352941176470565,0.010352941176470565
45,43,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4781685716850243,0.489722123166795,0.489722123166795,0.011553551481770674,0.011553551481770674
45,53,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6909626038781164,0.7148541642624382,0.7148541642624382,0.02389156038432183,0.02389156038432183
45,53,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6312304612824146,0.6542245824605784,0.6542245824605784,0.022994121178163796,0.022994121178163796
45,53,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6943004340417487,0.7183456565787789,0.7183456565787789,0.02404522253703023,0.02404522253703023
45,53,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5303529411764706,0.5364705882352941,0.5364705882352941,0.006117647058823561,0.006117647058823561
45,53,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4654514156772975,0.4618262334094782,0.4618262334094782,-0.0036251822678192713,-0.0036251822678192713
45,61,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.669484547085341,0.6756249844005411,0.6756249844005411,0.006140437315200087,0.006140437315200087
45,61,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5925004652598419,0.5840534521158129,0.5840534521158129,-0.008447013144028959,-0.008447013144028959
45,61,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6763251974917195,0.6782656152625153,0.6782656152625153,0.0019404177707957881,0.0019404177707957881
45,61,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5261176470588236,0.5364705882352941,0.5364705882352941,0.010352941176470565,0.010352941176470565
45,61,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4525852068116343,0.4677968251554819,0.4677968251554819,0.0152116183438476,0.0152116183438476
45,71,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6853885372397207,0.6750905945274102,0.6750905945274102,-0.010297942712310548,-0.010297942712310548
45,71,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6192764910389673,0.6419415759231728,0.6419415759231728,0.02266508488420549,0.02266508488420549
45,71,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6691620601351292,0.663652698656698,0.663652698656698,-0.005509361478431285,-0.005509361478431285
45,71,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5345882352941177,0.5327058823529411,0.5327058823529411,-0.0018823529411765572,-0.0018823529411765572
45,71,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4660956982943755,0.4561431301257579,0.4561431301257579,-0.009952568168617615,-0.009952568168617615
45,89,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6747003053832406,0.6858946053939718,0.6858946053939718,0.011194300010731295,0.011194300010731295
45,89,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.5796373366376195,0.5961010370466094,0.5961010370466094,0.016463700408989923,0.016463700408989923
45,89,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.665991409202358,0.6824960222612799,0.6824960222612799,0.016504613058921924,0.016504613058921924
45,89,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5284705882352941,0.5327058823529411,0.5327058823529411,0.004235294117647004,0.004235294117647004
45,89,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4645830868091896,0.4634507476467988,0.4634507476467988,-0.0011323391623908052,-0.0011323391623908052
