noise,seed,metric,clean_strategy,corrupted_strategy,chosen_strategy,clean_value,corrupted_value,switch_value,delta_corrupted_vs_clean,delta_switch_vs_clean
0,43,global_qwk,fedavg,cross_site_blend_50,fedavg,0.746679487551388,0.7445723706908911,0.746679487551388,-0.002107116860496916,0.0
0,43,worst_site_qwk,fedavg,cross_site_blend_50,fedavg,0.7384839293613565,0.7254084860689004,0.7384839293613565,-0.013075443292456135,0.0
0,43,mean_site_qwk,fedavg,cross_site_blend_50,fedavg,0.7506560624693209,0.7452269109662587,0.7506560624693209,-0.005429151503062224,0.0
0,43,global_accuracy,fedavg,cross_site_blend_50,fedavg,0.5736470588235294,0.5816470588235294,0.5736470588235294,0.008000000000000007,0.0
0,43,macro_f1,fedavg,cross_site_blend_50,fedavg,0.5091526183482555,0.5208785983849045,0.5091526183482555,0.01172598003664893,0.0
0,53,global_qwk,fedavg,cross_site_blend_50,fedavg,0.7317556780937957,0.7278712679750026,0.7317556780937957,-0.003884410118793147,0.0
0,53,worst_site_qwk,fedavg,cross_site_blend_50,fedavg,0.6740479638200556,0.6610648798322412,0.6740479638200556,-0.012983083987814448,0.0
0,53,mean_site_qwk,fedavg,cross_site_blend_50,fedavg,0.7321636104952894,0.7313916065488951,0.7321636104952894,-0.0007720039463943174,0.0
0,53,global_accuracy,fedavg,cross_site_blend_50,fedavg,0.5689411764705883,0.5609411764705883,0.5689411764705883,-0.008000000000000007,0.0
0,53,macro_f1,fedavg,cross_site_blend_50,fedavg,0.5085063095527034,0.4933853771679242,0.5085063095527034,-0.015120932384779184,0.0
0,61,global_qwk,fedavg,cross_site_blend_50,fedavg,0.7211026930906266,0.7105565632523003,0.7211026930906266,-0.010546129838326257,0.0
0,61,worst_site_qwk,fedavg,cross_site_blend_50,fedavg,0.6684718812112709,0.6531147447012797,0.6684718812112709,-0.015357136509991154,0.0
0,61,mean_site_qwk,fedavg,cross_site_blend_50,fedavg,0.7209312450409858,0.714380193086578,0.7209312450409858,-0.0065510519544078605,0.0
0,61,global_accuracy,fedavg,cross_site_blend_50,fedavg,0.5632941176470588,0.56,0.5632941176470588,-0.0032941176470587807,0.0
0,61,macro_f1,fedavg,cross_site_blend_50,fedavg,0.5043927912901451,0.4977879733660471,0.5043927912901451,-0.006604817924098061,0.0
0,71,global_qwk,fedavg,cross_site_blend_50,fedavg,0.7071454069066581,0.7098460229570844,0.7071454069066581,0.0027006160504263743,0.0
0,71,worst_site_qwk,fedavg,cross_site_blend_50,fedavg,0.672299520022608,0.6671487575203907,0.672299520022608,-0.005150762502217243,0.0
0,71,mean_site_qwk,fedavg,cross_site_blend_50,fedavg,0.6994032619664934,0.6976423114525542,0.6994032619664934,-0.0017609505139392079,0.0
0,71,global_accuracy,fedavg,cross_site_blend_50,fedavg,0.556235294117647,0.5585882352941176,0.556235294117647,0.0023529411764705577,0.0
0,71,macro_f1,fedavg,cross_site_blend_50,fedavg,0.4979551708360822,0.4957671125277657,0.4979551708360822,-0.0021880583083165317,0.0
0,89,global_qwk,fedavg,cross_site_blend_50,fedavg,0.7223717151060192,0.7189292524112352,0.7223717151060192,-0.0034424626947839876,0.0
0,89,worst_site_qwk,fedavg,cross_site_blend_50,fedavg,0.6514452194509113,0.6321595495831219,0.6514452194509113,-0.019285669867789346,0.0
0,89,mean_site_qwk,fedavg,cross_site_blend_50,fedavg,0.7168278057713979,0.7126797781508214,0.7168278057713979,-0.004148027620576533,0.0
0,89,global_accuracy,fedavg,cross_site_blend_50,fedavg,0.5736470588235294,0.5623529411764706,0.5736470588235294,-0.011294117647058788,0.0
0,89,macro_f1,fedavg,cross_site_blend_50,fedavg,0.5132168484458624,0.4977431087177198,0.5132168484458624,-0.015473739728142533,0.0
25,11,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6950606616318922,0.7327357195889311,0.7327357195889311,0.03767505795703896,0.03767505795703896
25,11,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6732243950352711,0.7037719616209346,0.7037719616209346,0.030547566585663488,0.030547566585663488
25,11,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7033648012610518,0.74150797706106,0.74150797706106,0.038143175800008144,0.038143175800008144
25,11,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.556235294117647,0.5665882352941176,0.5665882352941176,0.010352941176470565,0.010352941176470565
25,11,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4765894619055409,0.4971575502596283,0.4971575502596283,0.02056808835408741,0.02056808835408741
25,17,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7027584274589401,0.7230953345516502,0.7230953345516502,0.020336907092710077,0.020336907092710077
25,17,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6633110441619516,0.6736138821531252,0.6736138821531252,0.010302837991173597,0.010302837991173597
25,17,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6872997167523905,0.7059466048989794,0.7059466048989794,0.01864688814658888,0.01864688814658888
25,17,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5567058823529412,0.563764705882353,0.563764705882353,0.007058823529411784,0.007058823529411784
25,17,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4860238838425962,0.4978168324975118,0.4978168324975118,0.011792948654915592,0.011792948654915592
25,23,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6794642762598412,0.6840358011490457,0.6840358011490457,0.004571524889204537,0.004571524889204537
25,23,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6386453932017405,0.6367492715516564,0.6367492715516564,-0.001896121650084126,-0.001896121650084126
25,23,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6975992428891262,0.7055884963665005,0.7055884963665005,0.007989253477374225,0.007989253477374225
25,23,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5378823529411765,0.5430588235294118,0.5430588235294118,0.005176470588235338,0.005176470588235338
25,23,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4503935627821535,0.4674730649474825,0.4674730649474825,0.017079502165328997,0.017079502165328997
25,31,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6852677839258408,0.6898512167431856,0.6898512167431856,0.004583432817344857,0.004583432817344857
25,31,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6454968519025458,0.6191076235752333,0.6191076235752333,-0.026389228327312497,-0.026389228327312497
25,31,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6921628757200268,0.6971531555283452,0.6971531555283452,0.004990279808318454,0.004990279808318454
25,31,global_accuracy,fedavg,cross_site_blend_50,cross_site_blend_50,0.5369411764705883,0.5392941176470588,0.5392941176470588,0.0023529411764705577,0.0023529411764705577
25,31,macro_f1,fedavg,cross_site_blend_50,cross_site_blend_50,0.4764889775114482,0.466058624531024,0.466058624531024,-0.010430352980424218,-0.010430352980424218
25,37,global_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.7016052784039033,0.6943350242675386,0.6943350242675386,-0.007270254136364729,-0.007270254136364729
25,37,worst_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6763312162215472,0.6515292611915207,0.6515292611915207,-0.02480195503002658,-0.02480195503002658
25,37,mean_site_qwk,fedavg,cross_site_blend_50,cross_site_blend_50,0.6983017597586982,0.6864901747660624,0.6864901747660624,-0.011811584992635793,-0.011811584992635793
