swap_type,bio_abs_idx,acq_abs_idx,bio_scanner,bio_category,acq_scanner,acq_category,bio_space_category_purity_k1,bio_space_scanner_purity_k1,acq_space_category_purity_k1,acq_space_scanner_purity_k1,bio_space_category_purity_k5,bio_space_scanner_purity_k5,acq_space_category_purity_k5,acq_space_scanner_purity_k5,bio_space_category_purity_k10,bio_space_scanner_purity_k10,acq_space_category_purity_k10,acq_space_scanner_purity_k10,variant,acquisition_dim,cross_covariance_weight,source,fold,seed,n_test_samples,n_test_regions,n_categories,n_scanners
A_same_sample_diff_scanner,2967,2968,nz20,SCC,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.3,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2968,2969,nz210,SCC,p1000,SCC,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.4,0.9,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,757,758,nz20,SCC,nz210,SCC,1.0,0.0,0.0,1.0,0.6,0.2,0.2,1.0,0.6,0.3,0.5,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,616,618,gt450,Inflamm/Necrosis,nz210,Inflamm/Necrosis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,0.2,0.4,0.1,0.3,0.2,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2957,2958,nz20,SCC,nz210,SCC,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.8,1.0,0.4,1.0,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3958,3959,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,0.8,1.0,1.0,0.2,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,725,726,cs2,Dermis,gt450,Dermis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.1,0.3,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,998,999,nz210,Dermis,p1000,Dermis,1.0,0.0,0.0,1.0,0.8,0.0,0.0,0.6,0.5,0.0,0.1,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1445,1448,cs2,Bone,nz210,Bone,1.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.4,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,4000,4001,cs2,Epidermis,gt450,Epidermis,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.4,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,700,704,cs2,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.6,1.0,0.9,0.1,0.5,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2901,2902,gt450,SCC,nz20,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.4,0.6,1.0,0.1,0.5,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,996,998,gt450,Dermis,nz210,Dermis,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.4,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,761,764,gt450,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.8,0.2,0.6,0.4,0.4,0.2,0.6,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,725,727,cs2,Dermis,nz20,Dermis,1.0,0.0,1.0,0.0,0.8,0.0,0.4,0.6,0.4,0.1,0.2,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,686,688,gt450,Dermis,nz210,Dermis,1.0,0.0,0.0,1.0,0.6,0.2,0.0,0.4,0.4,0.1,0.2,0.5,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,335,337,cs2,Bone,nz20,Bone,1.0,1.0,1.0,0.0,1.0,0.2,0.8,0.0,1.0,0.3,0.6,0.2,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1080,1081,cs2,Dermis,gt450,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.4,0.2,0.5,0.2,0.3,0.1,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,46,47,gt450,Epidermis,nz20,Epidermis,1.0,0.0,0.0,0.0,0.8,0.0,0.4,0.2,0.4,0.0,0.4,0.1,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,715,719,cs2,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0.6,0.0,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2893,2894,nz210,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.8,1.0,1.0,0.1,0.9,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2945,2947,cs2,SCC,nz20,SCC,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3985,3988,cs2,Epidermis,nz210,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,0.8,0.6,0.9,0.2,0.6,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1416,1419,gt450,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.4,0.2,0.2,0.8,0.4,0.2,0.1,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,992,993,nz20,Subcutis,nz210,Subcutis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,0.8,0.2,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,691,694,gt450,SCC,p1000,SCC,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.2,0.5,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,990,993,cs2,Subcutis,nz210,Subcutis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,0.8,0.0,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2835,2836,cs2,SCC,gt450,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.8,0.9,0.2,0.8,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3998,3999,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,4018,4019,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,0.8,0.0,0.6,1.0,0.5,0.2,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1055,1057,cs2,Subcutis,nz20,Subcutis,1.0,1.0,1.0,0.0,1.0,0.2,0.6,0.2,0.6,0.3,0.7,0.2,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,725,728,cs2,Dermis,nz210,Dermis,1.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.4,0.1,0.0,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1090,1092,cs2,SCC,nz20,SCC,1.0,0.0,0.0,1.0,1.0,0.0,0.4,1.0,0.9,0.2,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1410,1413,cs2,Epidermis,nz210,Epidermis,1.0,1.0,0.0,1.0,0.8,0.4,0.0,1.0,0.5,0.2,0.0,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2942,2944,nz20,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.3,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1395,1399,cs2,Epidermis,p1000,Epidermis,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.7,0.0,0.4,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2931,2932,gt450,Dermis,nz20,Dermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.6,1.0,0.2,1.0,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3985,3989,cs2,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.9,0.2,0.9,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1118,1119,nz210,Dermis,p1000,Dermis,1.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0,0.9,0.1,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1095,1099,cs2,Dermis,p1000,Dermis,1.0,1.0,0.0,1.0,0.6,0.4,0.0,1.0,0.5,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1407,1409,nz20,Epidermis,p1000,Epidermis,1.0,0.0,0.0,1.0,0.8,0.0,0.4,0.4,0.4,0.2,0.3,0.5,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2825,2828,cs2,SCC,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.1,0.9,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,730,733,cs2,SCC,nz210,SCC,1.0,0.0,1.0,1.0,0.8,0.0,0.8,1.0,0.8,0.2,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1080,1084,cs2,Dermis,p1000,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.8,0.5,0.2,0.2,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,986,987,gt450,Subcutis,nz20,Subcutis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.1,0.4,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,707,709,nz20,SCC,p1000,SCC,0.0,1.0,0.0,1.0,0.4,0.2,0.4,1.0,0.5,0.1,0.5,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,970,973,cs2,Bone,nz210,Bone,1.0,0.0,1.0,1.0,0.8,0.0,0.2,1.0,0.8,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,341,344,gt450,Bone,p1000,Bone,1.0,0.0,1.0,1.0,1.0,0.0,0.8,0.4,0.9,0.2,0.7,0.5,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3965,3968,cs2,Epidermis,nz210,Epidermis,1.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.1,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3985,3986,cs2,Epidermis,gt450,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,0.9,0.2,0.5,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2927,2929,nz20,Dermis,p1000,Dermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,0.9,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2956,2957,gt450,SCC,nz20,SCC,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.3,0.9,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1056,1059,gt450,Subcutis,p1000,Subcutis,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.8,0.5,0.2,0.6,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,720,723,cs2,Epidermis,nz210,Epidermis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.7,0.0,0.3,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,360,364,cs2,SCC,p1000,SCC,1.0,0.0,1.0,0.0,1.0,0.2,0.6,0.2,0.8,0.1,0.5,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3986,3987,gt450,Epidermis,nz20,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.6,1.0,0.3,0.9,0.4,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1425,1426,cs2,Dermis,gt450,Dermis,0.0,0.0,0.0,1.0,0.2,0.2,0.6,0.4,0.4,0.2,0.4,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1435,1439,cs2,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.8,0.2,0.6,0.4,0.4,0.1,0.5,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1005,1008,cs2,Subcutis,nz210,Subcutis,1.0,1.0,0.0,1.0,1.0,0.2,0.0,1.0,0.5,0.4,0.0,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,990,992,cs2,Subcutis,nz20,Subcutis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,0.8,0.0,0.4,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3991,3993,gt450,Epidermis,nz210,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.8,1.0,0.1,0.7,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1070,1071,cs2,Inflamm/Necrosis,gt450,Inflamm/Necrosis,1.0,0.0,0.0,1.0,0.8,0.2,0.0,1.0,0.4,0.2,0.0,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2830,2831,cs2,SCC,gt450,SCC,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2870,2874,cs2,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.4,0.9,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1103,1104,nz210,Subcutis,p1000,Subcutis,1.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.4,0.1,0.0,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,355,358,cs2,SCC,nz210,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.8,0.5,0.4,0.4,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2955,2957,cs2,SCC,nz20,SCC,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.9,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1411,1412,gt450,Epidermis,nz20,Epidermis,1.0,1.0,1.0,0.0,0.8,0.4,0.4,0.4,0.5,0.2,0.2,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2960,2963,cs2,SCC,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.8,1.0,0.9,0.3,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2840,2843,cs2,SCC,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3,0.9,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,4003,4004,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,0.7,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2943,2944,nz210,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,0.2,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2886,2888,gt450,SCC,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.8,1.0,1.0,0.2,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,340,341,cs2,Bone,gt450,Bone,1.0,0.0,1.0,1.0,1.0,0.2,0.4,1.0,0.9,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3995,3998,cs2,Epidermis,nz210,Epidermis,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.2,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,635,637,cs2,Epidermis,nz20,Epidermis,1.0,0.0,0.0,1.0,0.8,0.2,0.0,0.8,0.4,0.3,0.0,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1441,1443,gt450,Inflamm/Necrosis,nz210,Inflamm/Necrosis,1.0,0.0,0.0,1.0,1.0,0.0,0.2,1.0,0.7,0.0,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1085,1088,cs2,Epidermis,nz210,Epidermis,1.0,1.0,1.0,0.0,0.6,0.4,0.2,0.6,0.5,0.3,0.2,0.4,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,40,44,cs2,Inflamm/Necrosis,p1000,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.8,0.5,0.2,0.4,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,772,773,nz20,SCC,nz210,SCC,1.0,1.0,0.0,1.0,0.6,0.4,0.4,1.0,0.5,0.2,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,765,767,cs2,Inflamm/Necrosis,nz20,Inflamm/Necrosis,1.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.4,0.2,0.1,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3963,3964,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2852,2854,nz20,SCC,p1000,SCC,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.9,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2838,2839,nz210,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.6,0.1,0.4,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1395,1396,cs2,Epidermis,gt450,Epidermis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,0.6,0.7,0.0,0.5,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,756,758,gt450,SCC,nz210,SCC,1.0,0.0,0.0,1.0,0.6,0.0,0.2,1.0,0.5,0.1,0.5,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,621,623,gt450,SCC,nz210,SCC,1.0,0.0,0.0,1.0,0.8,0.0,0.6,1.0,0.6,0.1,0.8,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,693,694,nz210,SCC,p1000,SCC,1.0,1.0,1.0,1.0,0.8,0.2,0.4,1.0,0.5,0.2,0.5,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,46,49,gt450,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.0,0.3,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2836,2837,gt450,SCC,nz20,SCC,1.0,1.0,0.0,1.0,1.0,0.2,0.4,0.8,0.7,0.3,0.5,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,51,53,gt450,Epidermis,nz210,Epidermis,1.0,0.0,1.0,0.0,1.0,0.0,0.8,0.4,1.0,0.0,0.5,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,966,969,gt450,SCC,p1000,SCC,1.0,0.0,1.0,1.0,0.8,0.2,0.8,0.4,0.5,0.2,0.7,0.4,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2887,2889,nz20,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.3,0.9,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,708,709,nz210,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.4,0.2,0.4,1.0,0.5,0.1,0.5,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2837,2839,nz20,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.7,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1120,1121,cs2,Dermis,gt450,Dermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.6,0.9,0.1,0.6,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,731,734,gt450,SCC,p1000,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.8,1.0,0.7,0.3,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1446,1449,gt450,Bone,p1000,Bone,1.0,1.0,1.0,0.0,1.0,0.2,0.2,0.6,0.5,0.2,0.1,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,32,33,nz20,Inflamm/Necrosis,nz210,Inflamm/Necrosis,1.0,0.0,1.0,0.0,1.0,0.0,0.2,0.8,0.7,0.1,0.3,0.5,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1397,1398,nz20,Epidermis,nz210,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.8,0.9,0.2,0.5,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,623,624,nz210,SCC,p1000,SCC,1.0,0.0,1.0,1.0,0.8,0.0,0.6,1.0,0.7,0.1,0.5,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1025,1026,cs2,Subcutis,gt450,Subcutis,1.0,1.0,0.0,0.0,1.0,0.2,0.0,0.2,0.6,0.2,0.0,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,775,776,cs2,Inflamm/Necrosis,gt450,Inflamm/Necrosis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,0.8,0.7,0.0,0.2,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3968,3969,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1125,1127,cs2,Subcutis,nz20,Subcutis,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.4,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2843,2844,nz210,SCC,p1000,SCC,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1106,1107,gt450,SCC,nz20,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.8,1.0,0.8,0.3,0.5,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1001,1004,gt450,Dermis,p1000,Dermis,1.0,0.0,1.0,0.0,0.8,0.2,0.4,0.4,0.6,0.3,0.2,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2946,2948,gt450,SCC,nz210,SCC,1.0,0.0,0.0,1.0,1.0,0.0,0.6,1.0,1.0,0.1,0.6,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1120,1123,cs2,Dermis,nz210,Dermis,1.0,0.0,1.0,1.0,1.0,0.2,0.8,0.6,0.9,0.1,0.9,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2875,2878,cs2,SCC,nz210,SCC,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.4,1.0,0.1,0.5,0.6,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,2921,2924,gt450,Dermis,p1000,Dermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.8,1.0,0.2,0.9,0.7,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,660,662,cs2,Inflamm/Necrosis,nz20,Inflamm/Necrosis,1.0,0.0,0.0,1.0,0.8,0.0,0.4,0.8,0.5,0.2,0.3,0.9,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3960,3964,cs2,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,0.8,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,3962,3963,nz20,Epidermis,nz210,Epidermis,1.0,1.0,1.0,1.0,1.0,0.4,0.6,0.4,1.0,0.2,0.5,0.3,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,48,49,nz210,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,756,759,gt450,SCC,p1000,SCC,1.0,0.0,0.0,1.0,0.6,0.0,0.4,1.0,0.5,0.1,0.2,1.0,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
A_same_sample_diff_scanner,1061,1064,gt450,Dermis,p1000,Dermis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.6,0.9,0.2,0.4,0.8,true_pair,64,0.05,pair_integrity,0,911,8,144,7,5
