swap_type,bio_abs_idx,acq_abs_idx,bio_scanner,bio_category,acq_scanner,acq_category,bio_space_category_purity_k1,bio_space_scanner_purity_k1,acq_space_category_purity_k1,acq_space_scanner_purity_k1,bio_space_category_purity_k5,bio_space_scanner_purity_k5,acq_space_category_purity_k5,acq_space_scanner_purity_k5,bio_space_category_purity_k10,bio_space_scanner_purity_k10,acq_space_category_purity_k10,acq_space_scanner_purity_k10,variant,acquisition_dim,cross_covariance_weight,source,fold,seed,n_test_samples,n_test_regions,n_categories,n_scanners
B_same_category_diff_sample,3869,1561,p1000,Dermis,gt450,Dermis,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,0.1,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1827,3884,nz20,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.1,0.4,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1879,2360,p1000,SCC,cs2,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,0.6,0.3,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3106,3654,gt450,Epidermis,p1000,Epidermis,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2378,3906,nz210,Dermis,gt450,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.6,1.0,0.6,0.2,0.7,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2371,1884,gt450,Inflamm/Necrosis,p1000,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,0.5,0.3,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1513,2362,nz210,SCC,nz20,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.8,0.7,0.1,0.4,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2206,1827,gt450,Epidermis,nz20,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.8,1.0,0.3,0.8,0.7,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2369,1840,p1000,Bone,cs2,Bone,1.0,1.0,1.0,0.0,1.0,0.2,0.2,0.8,0.5,0.2,0.1,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2378,1580,nz210,Dermis,cs2,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.6,0.6,0.2,0.3,0.7,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1866,2370,gt450,Inflamm/Necrosis,cs2,Inflamm/Necrosis,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3234,2407,p1000,Subcutis,nz20,Subcutis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,0.7,0.4,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1882,2346,nz20,Inflamm/Necrosis,gt450,Inflamm/Necrosis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.5,0.0,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1848,2350,nz210,SCC,cs2,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.8,0.5,0.1,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3738,1594,nz210,SCC,p1000,SCC,1.0,1.0,1.0,1.0,0.8,0.2,0.4,1.0,0.5,0.1,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,1822,3823,nz20,Epidermis,nz210,Epidermis,1.0,0.0,0.0,1.0,1.0,0.0,0.2,1.0,1.0,0.3,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2444,1842,p1000,Bone,nz20,Bone,1.0,0.0,1.0,1.0,0.8,0.0,0.8,0.2,0.6,0.2,0.4,0.1,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2363,1514,nz210,SCC,p1000,SCC,1.0,1.0,0.0,1.0,1.0,0.2,0.8,0.6,1.0,0.2,0.6,0.6,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3860,3141,cs2,Subcutis,gt450,Subcutis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.0,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3092,3653,nz20,Epidermis,nz210,Epidermis,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,0.9,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3739,2230,p1000,SCC,cs2,SCC,1.0,0.0,0.0,1.0,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.6,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3230,3161,cs2,Subcutis,gt450,Subcutis,1.0,0.0,1.0,1.0,0.8,0.0,0.6,1.0,0.7,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2440,1841,cs2,Bone,gt450,Bone,1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.8,0.6,0.3,0.1,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,788,1869,nz210,Inflamm/Necrosis,p1000,Inflamm/Necrosis,1.0,0.0,1.0,1.0,0.6,0.2,0.2,1.0,0.4,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3862,3144,nz20,Subcutis,p1000,Subcutis,1.0,0.0,1.0,1.0,0.8,0.0,0.8,1.0,0.4,0.2,0.6,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3749,1585,p1000,Dermis,cs2,Dermis,1.0,1.0,0.0,1.0,0.6,0.4,0.0,1.0,0.6,0.2,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2400,3187,cs2,Subcutis,nz20,Subcutis,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.8,0.8,0.3,0.7,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2405,3899,cs2,Subcutis,p1000,Subcutis,1.0,0.0,0.0,1.0,1.0,0.0,0.2,0.8,1.0,0.1,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,2348,1850,nz210,Inflamm/Necrosis,cs2,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,0.5,0.2,0.1,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,788,1882,nz210,Inflamm/Necrosis,nz20,Inflamm/Necrosis,1.0,0.0,0.0,0.0,0.6,0.2,0.2,0.8,0.4,0.2,0.1,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
B_same_category_diff_sample,3806,2362,gt450,SCC,nz20,SCC,1.0,0.0,1.0,1.0,0.8,0.2,0.8,0.8,0.4,0.3,0.4,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3244,2232,p1000,Bone,nz20,SCC,1.0,1.0,1.0,0.0,1.0,0.2,0.6,0.8,0.5,0.2,0.6,0.7,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2199,3157,p1000,Epidermis,nz20,Subcutis,1.0,0.0,1.0,0.0,1.0,0.2,0.4,0.8,1.0,0.2,0.5,0.8,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2196,3757,gt450,Epidermis,nz20,Cartilage,1.0,1.0,1.0,0.0,1.0,0.2,0.2,0.2,1.0,0.2,0.2,0.3,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2445,3678,cs2,Bone,nz210,SCC,1.0,0.0,1.0,0.0,0.8,0.0,0.6,0.2,0.4,0.1,0.4,0.1,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2393,2384,nz210,Subcutis,p1000,SCC,1.0,0.0,1.0,1.0,0.8,0.0,0.6,1.0,0.6,0.3,0.5,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3879,1562,p1000,SCC,nz20,Dermis,1.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2447,3938,nz20,Bone,nz210,Dermis,1.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,0.4,0.0,0.6,0.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3756,2414,gt450,Cartilage,p1000,Dermis,1.0,1.0,0.0,0.0,1.0,0.2,0.4,0.0,0.5,0.2,0.4,0.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3240,3758,cs2,Bone,nz210,Cartilage,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.3,0.0,0.1,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3754,2371,p1000,Cartilage,gt450,Inflamm/Necrosis,0.0,1.0,0.0,1.0,0.2,0.4,0.4,0.8,0.3,0.2,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3131,2342,gt450,Subcutis,nz20,Epidermis,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.2,1.0,0.1,0.4,0.5,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3945,1857,cs2,Dermis,nz20,Inflamm/Necrosis,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.3,0.3,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2201,1523,gt450,Epidermis,nz210,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.3,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1585,1491,cs2,Dermis,gt450,Epidermis,1.0,1.0,0.0,1.0,1.0,0.2,0.4,1.0,0.5,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3757,3948,nz20,Cartilage,nz210,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.8,0.5,0.2,0.3,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2168,3816,nz210,Epidermis,gt450,Dermis,1.0,1.0,0.0,1.0,1.0,0.2,0.4,1.0,1.0,0.3,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2349,1616,p1000,Inflamm/Necrosis,gt450,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,0.5,0.3,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3787,1523,nz20,Epidermis,nz210,SCC,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.3,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1871,3774,gt450,Inflamm/Necrosis,p1000,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.2,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3942,2368,nz20,Dermis,nz210,Bone,1.0,0.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,0.1,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3129,3757,p1000,Subcutis,nz20,Cartilage,1.0,0.0,1.0,0.0,0.8,0.2,0.2,0.2,0.4,0.3,0.2,0.3,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3863,3866,nz210,Subcutis,gt450,Dermis,1.0,0.0,1.0,1.0,0.8,0.2,0.4,1.0,0.4,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3759,1545,p1000,Cartilage,cs2,SCC,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.4,0.1,0.3,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2215,787,cs2,SCC,nz20,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,0.5,0.3,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3753,3747,nz210,Cartilage,nz20,Dermis,0.0,1.0,1.0,1.0,0.4,0.4,0.8,0.6,0.3,0.2,0.5,0.4,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1536,3753,gt450,SCC,nz210,Cartilage,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.3,0.3,0.3,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2447,1855,nz20,Bone,cs2,Inflamm/Necrosis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.0,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1843,3234,nz210,Bone,p1000,Subcutis,1.0,0.0,1.0,1.0,0.8,0.0,0.6,1.0,0.4,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3185,1593,cs2,Subcutis,nz210,SCC,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9,0.0,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3752,1586,nz20,Cartilage,gt450,Dermis,0.0,1.0,1.0,1.0,0.2,0.4,0.4,0.8,0.3,0.2,0.2,0.7,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1584,2392,p1000,Dermis,nz20,Subcutis,1.0,1.0,0.0,1.0,1.0,0.2,0.2,0.8,0.5,0.3,0.1,0.5,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3895,2371,cs2,Subcutis,gt450,Inflamm/Necrosis,1.0,0.0,0.0,1.0,0.8,0.2,0.4,0.8,0.4,0.2,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1553,1840,nz210,Dermis,cs2,Bone,1.0,0.0,1.0,0.0,0.8,0.0,0.2,0.8,0.4,0.1,0.1,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3759,3130,p1000,Cartilage,cs2,Subcutis,1.0,0.0,0.0,1.0,0.8,0.0,0.2,1.0,0.4,0.1,0.2,0.8,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1881,1593,gt450,Inflamm/Necrosis,nz210,SCC,1.0,1.0,0.0,1.0,1.0,0.2,0.0,1.0,0.8,0.3,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3816,3775,gt450,Dermis,cs2,Epidermis,1.0,0.0,1.0,1.0,0.8,0.2,0.6,1.0,0.6,0.3,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1483,3139,nz210,Epidermis,p1000,Subcutis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,1.0,0.2,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3127,3874,nz20,Subcutis,p1000,Dermis,1.0,0.0,1.0,1.0,0.8,0.2,0.2,1.0,0.4,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2406,2368,gt450,Subcutis,nz210,Bone,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,1.0,0.2,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2442,1588,nz20,Bone,nz210,Dermis,1.0,0.0,0.0,1.0,1.0,0.0,0.4,1.0,0.9,0.1,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1844,3720,p1000,Bone,cs2,Epidermis,1.0,0.0,1.0,1.0,0.8,0.2,0.8,1.0,0.4,0.2,0.5,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3755,3158,cs2,Cartilage,nz210,Subcutis,1.0,0.0,1.0,1.0,0.8,0.0,0.4,1.0,0.4,0.1,0.4,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2359,2447,p1000,SCC,nz20,Bone,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0,0.7,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,787,3743,nz20,Inflamm/Necrosis,nz210,Dermis,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.4,0.5,0.3,0.7,0.2,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,783,1571,nz210,SCC,gt450,Bone,1.0,1.0,0.0,1.0,0.6,0.4,0.0,1.0,0.6,0.3,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3953,2381,nz210,Dermis,gt450,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0,1.0,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3758,1865,nz210,Cartilage,cs2,Inflamm/Necrosis,1.0,0.0,1.0,1.0,0.8,0.2,0.6,1.0,0.4,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2187,3754,nz20,Epidermis,p1000,Cartilage,1.0,0.0,0.0,1.0,1.0,0.0,0.2,0.8,1.0,0.2,0.2,0.5,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3241,3694,gt450,Bone,p1000,Epidermis,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.1,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,797,3903,nz20,SCC,nz210,Dermis,1.0,0.0,1.0,1.0,0.8,0.0,0.8,1.0,0.5,0.1,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,786,1878,gt450,Inflamm/Necrosis,nz210,SCC,1.0,0.0,0.0,1.0,0.8,0.2,0.2,1.0,0.4,0.3,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3752,3810,nz20,Cartilage,cs2,Dermis,0.0,1.0,0.0,1.0,0.2,0.4,0.2,1.0,0.3,0.2,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1870,2224,cs2,Inflamm/Necrosis,p1000,Bone,1.0,0.0,1.0,1.0,1.0,0.2,0.4,0.4,0.9,0.1,0.3,0.2,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3759,801,p1000,Cartilage,gt450,SCC,1.0,0.0,1.0,1.0,0.8,0.0,0.2,0.2,0.4,0.1,0.3,0.1,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3772,2353,nz20,Epidermis,nz210,SCC,1.0,0.0,0.0,1.0,1.0,0.0,0.4,1.0,0.9,0.1,0.3,0.8,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2407,3758,nz20,Subcutis,nz210,Cartilage,1.0,1.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,0.2,0.0,0.1,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3954,2366,p1000,Dermis,gt450,Bone,1.0,0.0,0.0,1.0,1.0,0.2,0.0,0.6,1.0,0.2,0.0,0.6,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3754,1868,p1000,Cartilage,nz210,Inflamm/Necrosis,0.0,1.0,1.0,1.0,0.2,0.4,0.4,1.0,0.3,0.2,0.3,0.8,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1607,3133,nz20,SCC,nz210,Subcutis,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,0.6,0.3,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2231,3174,gt450,SCC,p1000,Subcutis,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,0.7,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2349,3751,p1000,Inflamm/Necrosis,gt450,Cartilage,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6,0.5,0.3,0.3,0.6,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1859,3147,p1000,Inflamm/Necrosis,nz20,Subcutis,1.0,1.0,0.0,1.0,1.0,0.4,0.4,1.0,1.0,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1829,3750,p1000,Epidermis,cs2,Cartilage,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,1.0,0.3,0.3,0.2,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3132,1858,nz20,Subcutis,nz210,Inflamm/Necrosis,1.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.1,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2366,3759,gt450,Bone,p1000,Cartilage,1.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.4,0.1,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1846,3232,gt450,SCC,nz20,Subcutis,1.0,0.0,1.0,0.0,0.8,0.2,0.4,0.8,0.5,0.1,0.4,0.7,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2369,2361,p1000,Bone,gt450,SCC,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.5,0.2,0.5,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3902,2369,nz20,Dermis,p1000,Bone,1.0,0.0,0.0,1.0,1.0,0.2,0.2,1.0,1.0,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1855,3756,cs2,Inflamm/Necrosis,gt450,Cartilage,1.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,0.9,0.1,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1843,3870,nz210,Bone,cs2,Dermis,1.0,0.0,0.0,1.0,0.8,0.0,0.2,0.8,0.4,0.1,0.2,0.9,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3902,2448,nz20,Dermis,nz210,Bone,1.0,0.0,0.0,1.0,1.0,0.2,0.2,1.0,1.0,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3906,3752,gt450,Dermis,nz20,Cartilage,1.0,0.0,0.0,1.0,1.0,0.2,0.0,0.4,1.0,0.2,0.2,0.2,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1872,3925,nz20,Inflamm/Necrosis,cs2,Dermis,1.0,0.0,0.0,1.0,1.0,0.2,0.4,1.0,1.0,0.1,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3750,3244,cs2,Cartilage,p1000,Bone,1.0,1.0,1.0,1.0,0.4,0.6,0.2,1.0,0.4,0.3,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3756,1863,gt450,Cartilage,nz210,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.4,1.0,0.5,0.2,0.2,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2419,2363,p1000,Subcutis,nz210,SCC,1.0,1.0,0.0,1.0,1.0,0.4,0.6,1.0,0.7,0.3,0.6,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1861,1572,gt450,Inflamm/Necrosis,nz20,Bone,1.0,1.0,0.0,1.0,1.0,0.2,0.0,1.0,0.9,0.1,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2412,1535,nz20,Dermis,cs2,SCC,1.0,0.0,1.0,1.0,1.0,0.2,0.6,1.0,0.6,0.3,0.8,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3870,3756,cs2,Dermis,gt450,Cartilage,1.0,0.0,0.0,1.0,0.6,0.2,0.0,1.0,0.4,0.2,0.0,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3756,1865,gt450,Cartilage,cs2,Inflamm/Necrosis,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0,0.5,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,1866,802,gt450,Inflamm/Necrosis,nz20,SCC,1.0,0.0,1.0,1.0,1.0,0.0,0.6,0.4,1.0,0.1,0.5,0.4,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3750,2407,cs2,Cartilage,nz20,Subcutis,1.0,1.0,1.0,1.0,0.4,0.6,0.6,1.0,0.4,0.3,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,2200,1854,cs2,Epidermis,p1000,Inflamm/Necrosis,1.0,1.0,0.0,1.0,1.0,0.2,0.0,1.0,0.8,0.3,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3159,1858,p1000,Subcutis,nz210,Inflamm/Necrosis,1.0,0.0,0.0,1.0,0.8,0.0,0.0,1.0,0.6,0.2,0.1,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
C_diff_category_diff_scanner,3753,3169,nz210,Cartilage,p1000,Subcutis,0.0,1.0,0.0,1.0,0.4,0.4,0.4,1.0,0.3,0.2,0.3,1.0,true_pair,64,0.05,pair_integrity,4,913,9,171,7,5
