regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description
centralized_all,0.6071987362151458,0.49261083743842365,0.4843189624223922,1.458958625793457,0.45694799658994034,0.4175824175824176,0.6274646070915408,single model trained on the union of all simulated-site training data
local_site_0,0.6314658232998007,0.458128078817734,0.44604667782097523,1.5887165069580078,0.4424242424242423,0.38461538461538464,0.637273820242193,single model trained only on simulated site 0
local_site_1,0.4764490294556806,0.32019704433497537,0.31080031710016626,1.7709354162216187,0.32335329341317365,0.23333333333333334,0.45932265795721755,single model trained only on simulated site 1
local_site_2,0.5096321747301096,0.3399014778325123,0.3382272549159062,1.7440043687820435,0.41599281221922735,0.2692307692307692,0.5435745855981647,single model trained only on simulated site 2
local_site_3,0.5290205632526273,0.3793103448275862,0.36228951098767875,1.572890281677246,0.32704402515723274,0.3333333333333333,0.5235444428076228,single model trained only on simulated site 3
local_site_4,0.47476761749177465,0.33497536945812806,0.333659438276364,1.8748706579208374,0.32867132867132864,0.2,0.4476688485780552,single model trained only on simulated site 4
fedavg,0.5687800762335689,0.4630541871921182,0.4467750276968456,1.4065518379211426,0.3450292397660819,0.38461538461538464,0.5676102495500752,standard sample-size-weighted federated averaging across simulated sites
