strategy,n_seeds,global_accuracy_mean,global_accuracy_std,global_loss_mean,global_loss_std,worst_site_accuracy_mean,worst_site_accuracy_std,global_qwk_mean,global_qwk_std,macro_f1_mean,macro_f1_std,worst_site_qwk_mean,worst_site_qwk_std,mean_site_qwk_mean,mean_site_qwk_std,weight_entropy_mean,weight_entropy_std,n_eff_mean,n_eff_std,n_comparable_seeds,delta_vs_fedavg_global_qwk_mean,delta_vs_fedavg_global_qwk_std,wins_vs_fedavg_global_qwk,delta_vs_fedavg_worst_site_qwk_mean,delta_vs_fedavg_worst_site_qwk_std,wins_vs_fedavg_worst_site_qwk,delta_vs_fedavg_mean_site_qwk_mean,delta_vs_fedavg_mean_site_qwk_std,wins_vs_fedavg_mean_site_qwk,delta_vs_fedavg_global_accuracy_mean,delta_vs_fedavg_global_accuracy_std,wins_vs_fedavg_global_accuracy,delta_vs_fedavg_macro_f1_mean,delta_vs_fedavg_macro_f1_std,wins_vs_fedavg_macro_f1
cross_site_blend_25,5,0.4552412645590682,0.03869402157403964,1.3845070123672485,0.04793267245780524,0.41185185185185186,0.03870326067440926,0.627566251683097,0.059742197383757016,0.4400189230383127,0.0353574005593923,0.5345458492411046,0.09024382195180136,0.6330676399843437,0.06622023643295047,1.5170957750096687,0.0002707005717564557,4.106312635212928,0.002423329965049814,5,-0.012761466451785042,0.017459832444380013,1,-0.012797443275540287,0.040299732300446076,2,-0.010109957076769338,0.017338947915810275,2,-0.00266222961730449,0.02083524238602134,3,-0.004780304110771116,0.020952527663005805,1
cross_site_blend_50,5,0.4499168053244592,0.04655334978798948,1.3798056840896606,0.04851195754541443,0.40873294346978556,0.055145781954591216,0.6261785213290993,0.05550539122238896,0.435483168400463,0.04415077014315882,0.5485642578293538,0.06804941122341171,0.6344553354620779,0.055398229139161204,1.5684570789630843,0.00037296314842482395,4.5775918592947065,0.0037993371392866624,5,-0.014149196805782615,0.013375497839118853,1,0.0012209653127089437,0.05225364641317051,2,-0.008722261599035086,0.011685827777572344,1,-0.007986688851913481,0.020153040836791692,2,-0.00931605874862077,0.020959892181446182,2
cross_site_blend_75,5,0.4512479201331115,0.04996392673265412,1.371483826637268,0.049552109283360894,0.4094814814814815,0.04573256787083311,0.6250595638267977,0.05500102254599213,0.43708613810246066,0.04976057049124023,0.5496631507458167,0.0832703965330923,0.6311207885933898,0.055489392258503384,1.6000557550731134,0.0002736619023467221,4.902195913880906,0.0029021534999332144,5,-0.015268154308084236,0.00820411028238174,0,0.0023198582291718674,0.059625199598390646,2,-0.012056808467723168,0.004114392597812496,0,-0.006655574043261225,0.02670017726436142,2,-0.007713089046623123,0.02874890098949326,2
cross_site_full,5,0.4475873544093178,0.03624462713942092,1.3656309604644776,0.04842696492194107,0.4059259259259259,0.04011300908611054,0.6297790721950374,0.04854999906092903,0.43182286219114924,0.03476997263577321,0.5241295108803763,0.09791123326427548,0.6337770719248454,0.0525619164282678,1.6091515558706793,5.713801297033752e-05,4.997161165271148,0.0005603836601952677,5,-0.010548645939844614,0.01259341093031029,1,-0.023213781636268638,0.05237155193086124,1,-0.009400525136267546,0.004900938967701724,0,-0.010316139767054911,0.02082859743532257,2,-0.012976364957934573,0.021312299189793073,2
fedavg,5,0.4579034941763727,0.043887064173710334,1.3918460607528687,0.04036520157426698,0.40874074074074074,0.04575056124896542,0.640327718134882,0.056833366240442426,0.4447992271490838,0.04273120842631968,0.5473432925166449,0.09382914934973245,0.643177597061113,0.055472535068214576,1.447865223410363,0.0,3.584382912358957,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
