regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description
centralized_all,0.7168292444681091,0.519134775374376,0.5217027553958771,1.2533619403839111,0.5641025641025641,0.4605263157894737,0.7095437294013687,single model trained on the union of all simulated-site training data
local_site_0,0.6875547919101237,0.4925124792013311,0.48525735118782576,1.3446725606918335,0.5748858447488584,0.42105263157894735,0.6719812004979833,single model trained only on simulated site 0
local_site_1,0.6176542790017657,0.4209650582362729,0.41919821963474807,1.5404914617538452,0.46601941747572817,0.3333333333333333,0.6026038531914486,single model trained only on simulated site 1
local_site_2,0.6371516906150576,0.46755407653910147,0.4640881257873826,1.5185619592666626,0.5396518375241779,0.37777777777777777,0.6374674194146165,single model trained only on simulated site 2
local_site_3,0.6217620340071028,0.43926788685524126,0.43576383923842377,1.535668134689331,0.5188866799204772,0.41333333333333333,0.6260281815143941,single model trained only on simulated site 3
local_site_4,0.6072926561653123,0.4259567387687188,0.4202272596978028,1.7224106788635254,0.5230664857530529,0.39473684210526316,0.6013698262788102,single model trained only on simulated site 4
fedavg,0.7115612922781581,0.5291181364392679,0.5159914693964281,1.222096562385559,0.6103296467303769,0.4777777777777778,0.7185564350986025,standard sample-size-weighted federated averaging across simulated sites
