config_id,low_quantile,high_quantile,min_trigger_count,threshold_shift,runs,triggered_runs,trigger_rate,mean_failure_count,mean_delta_global_qwk,ci95_low_global_qwk,ci95_high_global_qwk,positive_seed_count_global_qwk,negative_seed_count_global_qwk,mean_delta_macro_f1,ci95_low_macro_f1,ci95_high_macro_f1,positive_seed_count_macro_f1,negative_seed_count_macro_f1,mean_delta_worst_site_qwk,ci95_low_worst_site_qwk,ci95_high_worst_site_qwk,positive_seed_count_worst_site_qwk,negative_seed_count_worst_site_qwk,mean_delta_mean_site_qwk,ci95_low_mean_site_qwk,ci95_high_mean_site_qwk,positive_seed_count_mean_site_qwk,negative_seed_count_mean_site_qwk,mean_delta_global_accuracy,ci95_low_global_accuracy,ci95_high_global_accuracy,positive_seed_count_global_accuracy,negative_seed_count_global_accuracy
low_0.05__high_0.8__min_4,0.05,0.8,4,35,15,6,0.4,2.8,0.004089298026305717,-0.00010748544619174679,0.00828608149880318,6,0,0.007289142476418756,0.001404424422354049,0.013173860530483463,6,0,0.00759854825007192,-0.0002125965717672514,0.01540969307191109,5,1,0.00434059742783787,0.0002492758659235362,0.008431918989752204,6,0,0.005709803921568627,0.0013100270809598118,0.010109580762177443,6,0
low_0.05__high_0.8__min_4,0.05,0.8,4,45,15,7,0.4666666666666667,3.1333333333333333,0.009288186580346743,0.0008776123145806496,0.017698760846112837,7,0,0.009721762009573094,0.002980763891725256,0.01646276012742093,7,0,0.007929277708804154,0.0013866516751666596,0.01447190374244165,7,0,0.009329833311715182,0.001797308483554345,0.01686235813987602,7,0,0.008752941176470585,0.0027352084798720304,0.01477067387306914,7,0
low_0.05__high_0.85__min_2,0.05,0.85,2,0,15,3,0.2,0.7333333333333333,-0.00022098605384774929,-0.0011038367849885327,0.0006618646772930342,2,1,-0.0013833180002768527,-0.004586036016294189,0.0018194000157404839,1,2,0.0017088619108193888,-0.0014123279935565633,0.004830051815195341,3,0,1.973230197896599e-05,-0.000617949968863138,0.0006574145728210699,2,1,-0.0012235294117647047,-0.003107593029393985,0.0006605342058645758,1,2
low_0.05__high_0.85__min_2,0.05,0.85,2,25,15,7,0.4666666666666667,1.8,0.00184688136113725,-0.001259934432304968,0.004953697154579468,5,2,0.004844435954453005,-0.0005845713095399777,0.010273443218445987,6,1,0.0033499656411957995,-0.004753054332039099,0.011452985614430698,4,3,0.0013969359608096755,-0.0026263449597925793,0.00542021688141193,5,2,0.003168627450980403,-0.00020730742526946233,0.006544562327230268,6,1
low_0.05__high_0.85__min_2,0.05,0.85,2,35,15,10,0.6666666666666666,2.466666666666667,0.005101752786504762,0.0001418676933566624,0.010061637879652861,8,2,0.009612091218209207,0.003935070932902073,0.01528911150351634,10,0,0.0089286450992864,7.374074909943448e-05,0.017783549449473364,7,3,0.005702097593104989,0.001366653233614663,0.010037541952595316,9,1,0.00828235294117646,0.004017037204311744,0.012547668678041175,10,0
low_0.05__high_0.85__min_2,0.05,0.85,2,45,15,13,0.8666666666666667,3.1333333333333333,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.05__high_0.85__min_3,0.05,0.85,3,0,15,1,0.06666666666666667,0.7333333333333333,-0.00038010813252222034,-0.001195440076782383,0.0004352238117379423,0,1,-0.00010355011786682781,-0.00032566512069117347,0.00011856488495751781,0,1,0.0014588186385764868,-0.0016703473411700768,0.0045879846183230506,1,0,-0.00020442249373175218,-0.0006429087427863605,0.00023406375532285617,0,1,-0.0005019607843137263,-0.0015786666666666692,0.0005747450980392166,0,1
low_0.05__high_0.85__min_3,0.05,0.85,3,25,15,5,0.3333333333333333,1.8,0.001287213823124526,-0.0017460968102482948,0.004320524456497347,3,2,0.0029029172462730142,-0.0018443331149444572,0.007650167607490486,4,1,0.003528374114504144,-0.004276768047926872,0.01133351627693516,3,2,0.0009682408065864105,-0.0030068766671784044,0.004943358280351225,3,2,0.0022274509803921574,-0.00099855831168152,0.005453460272465835,4,1
low_0.05__high_0.85__min_3,0.05,0.85,3,35,15,8,0.5333333333333333,2.466666666666667,0.005316089894404937,0.00048662982667682913,0.010145549962133044,7,1,0.007633897868525104,0.0018691115886841367,0.01339868414836607,8,0,0.010305188395692173,0.002292935152861204,0.01831744163852314,7,1,0.005700321226912649,0.001418713684405804,0.009981928769419494,8,0,0.0066196078431372506,0.0022346330822088324,0.011004582604065668,8,0
low_0.05__high_0.85__min_3,0.05,0.85,3,45,15,11,0.7333333333333333,3.1333333333333333,0.010526980243074443,0.0023949775848624514,0.018658982901286432,10,1,0.015118835790296947,0.008194348141413663,0.02204332343918023,11,0,0.012902275298181325,0.0054652600900103095,0.020339290506352338,10,1,0.010619007989083417,0.0032879743023405,0.017950041675826336,10,1,0.012799999999999997,0.0070778515157047615,0.01852214848429523,11,0
low_0.05__high_0.85__min_4,0.05,0.85,4,0,15,1,0.06666666666666667,0.7333333333333333,-0.00038010813252222034,-0.001195440076782383,0.0004352238117379423,0,1,-0.00010355011786682781,-0.00032566512069117347,0.00011856488495751781,0,1,0.0014588186385764868,-0.0016703473411700768,0.0045879846183230506,1,0,-0.00020442249373175218,-0.0006429087427863605,0.00023406375532285617,0,1,-0.0005019607843137263,-0.0015786666666666692,0.0005747450980392166,0,1
low_0.05__high_0.85__min_4,0.05,0.85,4,25,15,3,0.2,1.8,-0.00011040825786886217,-0.0018564891213296083,0.001635672605591884,1,2,0.0027861946692351166,-0.001043503274387657,0.00661589261285789,3,0,0.0016444057920655655,-0.005443262730350614,0.008732074314481746,1,2,-0.00047752201323581677,-0.0035046585441647804,0.002549614517693147,1,2,0.001756862745098046,-0.0008484341627898299,0.004362159652985922,3,0
low_0.05__high_0.85__min_4,0.05,0.85,4,35,15,5,0.3333333333333333,2.466666666666667,0.0023496403988693495,-0.00017526068205469657,0.004874541479793396,5,0,0.005877655871112205,0.0003174099395418656,0.011437901802682544,5,0,0.005072589303439042,-0.0012582270445683106,0.011403405651446395,4,1,0.0025910955843601257,0.00021709695208577996,0.004965094216634471,5,0,0.004894117647058819,0.0005443230886974073,0.00924391220542023,5,0
low_0.05__high_0.85__min_4,0.05,0.85,4,45,15,7,0.4666666666666667,3.1333333333333333,0.009288186580346743,0.0008776123145806496,0.017698760846112837,7,0,0.009721762009573094,0.002980763891725256,0.01646276012742093,7,0,0.007929277708804154,0.0013866516751666596,0.01447190374244165,7,0,0.009329833311715182,0.001797308483554345,0.01686235813987602,7,0,0.008752941176470585,0.0027352084798720304,0.01477067387306914,7,0
low_0.05__high_0.9__min_2,0.05,0.9,2,0,15,2,0.13333333333333333,0.5333333333333333,0.00015912207867447108,-0.00011456389908481838,0.00043280805643376057,2,0,-0.0012797678824100248,-0.0044883768750136254,0.001928841110193576,1,1,0.0002500432722429021,-0.0001857372320085969,0.000685823776494401,2,0,0.00022415479571071816,-0.0002050887164356127,0.000653398307857049,2,0,-0.0007215686274509784,-0.002342824246257768,0.0008996869913558113,1,1
low_0.05__high_0.9__min_2,0.05,0.9,2,25,15,7,0.4666666666666667,1.7333333333333334,0.00184688136113725,-0.001259934432304968,0.004953697154579468,5,2,0.004844435954453005,-0.0005845713095399777,0.010273443218445987,6,1,0.0033499656411957995,-0.004753054332039099,0.011452985614430698,4,3,0.0013969359608096755,-0.0026263449597925793,0.00542021688141193,5,2,0.003168627450980403,-0.00020730742526946233,0.006544562327230268,6,1
low_0.05__high_0.9__min_2,0.05,0.9,2,35,15,10,0.6666666666666666,2.3333333333333335,0.005101752786504762,0.0001418676933566624,0.010061637879652861,8,2,0.009612091218209207,0.003935070932902073,0.01528911150351634,10,0,0.0089286450992864,7.374074909943448e-05,0.017783549449473364,7,3,0.005702097593104989,0.001366653233614663,0.010037541952595316,9,1,0.00828235294117646,0.004017037204311744,0.012547668678041175,10,0
low_0.05__high_0.9__min_2,0.05,0.9,2,45,15,13,0.8666666666666667,2.933333333333333,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.05__high_0.9__min_3,0.05,0.9,3,0,15,0,0.0,0.5333333333333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
low_0.05__high_0.9__min_3,0.05,0.9,3,25,15,5,0.3333333333333333,1.7333333333333334,0.001287213823124526,-0.0017460968102482948,0.004320524456497347,3,2,0.0029029172462730142,-0.0018443331149444572,0.007650167607490486,4,1,0.003528374114504144,-0.004276768047926872,0.01133351627693516,3,2,0.0009682408065864105,-0.0030068766671784044,0.004943358280351225,3,2,0.0022274509803921574,-0.00099855831168152,0.005453460272465835,4,1
low_0.05__high_0.9__min_3,0.05,0.9,3,35,15,8,0.5333333333333333,2.3333333333333335,0.005316089894404937,0.00048662982667682913,0.010145549962133044,7,1,0.007633897868525104,0.0018691115886841367,0.01339868414836607,8,0,0.010305188395692173,0.002292935152861204,0.01831744163852314,7,1,0.005700321226912649,0.001418713684405804,0.009981928769419494,8,0,0.0066196078431372506,0.0022346330822088324,0.011004582604065668,8,0
low_0.05__high_0.9__min_3,0.05,0.9,3,45,15,9,0.6,2.933333333333333,0.009878680512518797,0.0015472243313328013,0.018210136693704793,8,1,0.01206567840475205,0.004978902963878272,0.019152453845625826,9,0,0.01131561100391926,0.00419217506662203,0.01843904694121649,9,0,0.010030292959144668,0.002489007861651373,0.017571578056637963,8,1,0.010133333333333334,0.004281508234389355,0.015985158432277314,9,0
low_0.05__high_0.9__min_4,0.05,0.9,4,0,15,0,0.0,0.5333333333333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
low_0.05__high_0.9__min_4,0.05,0.9,4,25,15,3,0.2,1.7333333333333334,-0.00011040825786886217,-0.0018564891213296083,0.001635672605591884,1,2,0.0027861946692351166,-0.001043503274387657,0.00661589261285789,3,0,0.0016444057920655655,-0.005443262730350614,0.008732074314481746,1,2,-0.00047752201323581677,-0.0035046585441647804,0.002549614517693147,1,2,0.001756862745098046,-0.0008484341627898299,0.004362159652985922,3,0
low_0.05__high_0.9__min_4,0.05,0.9,4,35,15,5,0.3333333333333333,2.3333333333333335,0.0023496403988693495,-0.00017526068205469657,0.004874541479793396,5,0,0.005877655871112205,0.0003174099395418656,0.011437901802682544,5,0,0.005072589303439042,-0.0012582270445683106,0.011403405651446395,4,1,0.0025910955843601257,0.00021709695208577996,0.004965094216634471,5,0,0.004894117647058819,0.0005443230886974073,0.00924391220542023,5,0
low_0.05__high_0.9__min_4,0.05,0.9,4,45,15,7,0.4666666666666667,2.933333333333333,0.009288186580346743,0.0008776123145806496,0.017698760846112837,7,0,0.009721762009573094,0.002980763891725256,0.01646276012742093,7,0,0.007929277708804154,0.0013866516751666596,0.01447190374244165,7,0,0.009329833311715182,0.001797308483554345,0.01686235813987602,7,0,0.008752941176470585,0.0027352084798720304,0.01477067387306914,7,0
low_0.1__high_0.75__min_2,0.1,0.75,2,0,15,4,0.26666666666666666,1.0,-0.0011400889828168412,-0.0032690889480376517,0.0009889109824039691,2,2,-0.0027044683301868043,-0.006838106509706928,0.0014291698493333186,1,3,0.0012787099933371016,-0.0020493992224524093,0.004606819209126613,3,1,-0.0006737250691974654,-0.002294893779225038,0.0009474436408301073,2,2,-0.0019450980392156905,-0.0042613399508428995,0.00037114387241151867,1,3
low_0.1__high_0.75__min_2,0.1,0.75,2,25,15,10,0.6666666666666666,2.4,0.004466252319207927,0.00011650203126119512,0.00881600260715466,8,2,0.005228996821202566,-0.0004581107301818259,0.010916104372586957,7,3,0.0057674986074155365,-0.002515446837302363,0.014050444052133435,7,3,0.004343516374313206,-0.0009344095155650314,0.009621442264191444,8,2,0.0041725490196078486,0.0008745487291338789,0.007470549310081818,9,1
low_0.1__high_0.75__min_2,0.1,0.75,2,35,15,12,0.8,3.0,0.0057633890674154255,0.0008884133992739648,0.010638364735556887,10,2,0.009483820669367482,0.0029067668461189135,0.01606087449261605,11,1,0.007963055138559534,-0.0014235053170151921,0.01734961559413426,7,5,0.006174455358669658,0.0019420119763739118,0.010406898740965405,11,1,0.008752941176470578,0.004385335940442991,0.013120546412498164,11,1
low_0.1__high_0.75__min_2,0.1,0.75,2,45,15,13,0.8666666666666667,3.466666666666667,0.010333435909080979,0.0020628307014620914,0.018604041116699867,11,2,0.01673503452255428,0.010318161382355837,0.023151907662752724,13,0,0.01316765678490918,0.0057842310414473255,0.020551082528371036,11,2,0.010502083699282464,0.0031014463060724294,0.0179027210924925,11,2,0.014807843137254901,0.009857982894267106,0.019757703380242696,13,0
low_0.1__high_0.75__min_3,0.1,0.75,3,0,15,3,0.2,1.0,-0.00022098605384774929,-0.0011038367849885327,0.0006618646772930342,2,1,-0.0013833180002768527,-0.004586036016294189,0.0018194000157404839,1,2,0.0017088619108193888,-0.0014123279935565633,0.004830051815195341,3,0,1.973230197896599e-05,-0.000617949968863138,0.0006574145728210699,2,1,-0.0012235294117647047,-0.003107593029393985,0.0006605342058645758,1,2
low_0.1__high_0.75__min_3,0.1,0.75,3,25,15,7,0.4666666666666667,2.4,0.002958520211413999,-0.0013797587188554652,0.007296799141683463,5,2,0.004005194921512467,-0.0016157905197919193,0.009626180362816854,5,2,0.0038686003930871477,-0.00441743417479119,0.012154634960965485,4,3,0.0025825256705436007,-0.002515426111602929,0.00768047745269013,5,2,0.0031058823529411805,-0.00026909424037579923,0.00648085894625816,6,1
low_0.1__high_0.75__min_3,0.1,0.75,3,35,15,9,0.6,3.0,0.005417686746575871,0.0006201691247851842,0.010215204368366558,8,1,0.008384181556212345,0.002722193146254631,0.014046169966170058,9,0,0.009909033851333023,0.0016870129046377066,0.01813105479802834,7,2,0.005919676097368268,0.0017087761257994268,0.01013057606893711,9,0,0.0072784313725490135,0.0029937456213930246,0.011563117123705002,9,0
low_0.1__high_0.75__min_3,0.1,0.75,3,45,15,11,0.7333333333333333,3.466666666666667,0.010526980243074443,0.0023949775848624514,0.018658982901286432,10,1,0.015118835790296947,0.008194348141413663,0.02204332343918023,11,0,0.012902275298181325,0.0054652600900103095,0.020339290506352338,10,1,0.010619007989083417,0.0032879743023405,0.017950041675826336,10,1,0.012799999999999997,0.0070778515157047615,0.01852214848429523,11,0
