threshold,intercept,log_n,overlap,nonlinear,sigma,negative_log_likelihood,converged,n_conditions,n_censored
0.45,-10.742573697141896,-0.6057823835697772,19.426777936642086,0.4803068674036617,0.43128472307653154,71.00446809492524,False,47,0
0.5,-5.077177405445378,-0.8085695239319696,15.834741676670992,0.5277107070394922,0.4913502247329887,84.12678067627026,True,47,4
0.55,-6.528924019927878,-1.0133684202625328,19.6126353261303,0.7681929020355404,0.45029176210561433,71.09171344324504,True,47,11
0.6,-5.117443584288077,-1.2642067883760861,20.942695199217432,0.9590049678696511,0.44325523190759736,56.17909115418908,False,47,20
