low_quantile,high_quantile,min_trigger_count,use_entropy,score,clean_trigger_rate,noisy_trigger_rate_mean,clean_global_qwk_delta,clean_worst_site_qwk_delta,noisy_global_qwk_delta_mean,noisy_macro_f1_delta_mean,noisy_worst_site_qwk_delta_mean,noisy_global_positive_regime_count,noisy_global_significant_regime_count,noisy_global_regret_vs_oracle_mean
0.1,0.8,3,False,0.01422096896616188,0.13333333333333333,0.5555555555555555,-0.00025459820129093794,0.0015082423774022062,0.005743960270924946,0.008801978197594101,0.008779894421339496,3,2,-0.0020303540768909756
