source_file,noise,threshold_shift,seed,clean_strategy,corrupted_strategy,clean_global_qwk,clean_worst_site_qwk,clean_mean_site_qwk,clean_site_qwk_spread,clean_global_accuracy,clean_macro_f1,clean_mean_abs_error,clean_severe_error_rate,clean_mean_overgrade,clean_mean_undergrade,clean_prediction_entropy,corrupted_global_qwk,delta_corrupted_vs_clean_global_qwk,corrupted_worst_site_qwk,delta_corrupted_vs_clean_worst_site_qwk,corrupted_mean_site_qwk,delta_corrupted_vs_clean_mean_site_qwk,corrupted_site_qwk_spread,delta_corrupted_vs_clean_site_qwk_spread,corrupted_global_accuracy,delta_corrupted_vs_clean_global_accuracy,corrupted_macro_f1,delta_corrupted_vs_clean_macro_f1,corrupted_mean_abs_error,delta_corrupted_vs_clean_mean_abs_error,corrupted_severe_error_rate,delta_corrupted_vs_clean_severe_error_rate,corrupted_mean_overgrade,delta_corrupted_vs_clean_mean_overgrade,corrupted_mean_undergrade,delta_corrupted_vs_clean_mean_undergrade,corrupted_prediction_entropy,delta_corrupted_vs_clean_prediction_entropy,detector_failure_count,detector_failed_diagnostics,detector_triggered,chosen_strategy,detector_global_qwk,oracle_global_qwk,delta_detector_vs_clean_global_qwk,detector_regret_vs_oracle_global_qwk,detector_worst_site_qwk,oracle_worst_site_qwk,delta_detector_vs_clean_worst_site_qwk,detector_regret_vs_oracle_worst_site_qwk,detector_mean_site_qwk,oracle_mean_site_qwk,delta_detector_vs_clean_mean_site_qwk,detector_regret_vs_oracle_mean_site_qwk,detector_global_accuracy,oracle_global_accuracy,delta_detector_vs_clean_global_accuracy,detector_regret_vs_oracle_global_accuracy,detector_macro_f1,oracle_macro_f1,delta_detector_vs_clean_macro_f1,detector_regret_vs_oracle_macro_f1
results\threshold_shift_panda_all_conservative_25_seed_29\predictions.csv,25,25,29,fedavg,cross_site_blend_50,0.7073232273750609,0.6437582402331552,0.6971869555111424,0.08318473296295115,0.5510588235294117,0.47340754676959823,0.7665882352941177,0.08658823529411765,0.19858823529411765,0.568,1.193454244239236,0.7091049216375278,0.001781694262466882,0.6325638310389456,-0.011194409194209554,0.6979408089196868,0.0007538534085443915,0.09779983573817175,0.0146151027752206,0.5614117647058824,0.010352941176470676,0.49565686161883044,0.022249314849232205,0.7501176470588236,-0.016470588235294126,0.08564705882352941,-0.000941176470588237,0.21176470588235294,0.01317647058823529,0.5383529411764706,-0.02964705882352936,1.2005224523465192,0.007068208107283258,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7073232273750609,0.7091049216375278,0.0,-0.001781694262466882,0.6437582402331552,0.6325638310389456,0.0,0.011194409194209554,0.6971869555111424,0.6979408089196868,0.0,-0.0007538534085443915,0.5510588235294117,0.5614117647058824,0.0,-0.010352941176470676,0.47340754676959823,0.49565686161883044,0.0,-0.022249314849232205
results\threshold_shift_panda_all_conservative_25_seed_31\predictions.csv,25,25,31,fedavg,cross_site_blend_50,0.7038167598165379,0.6746234886516298,0.7089499646706423,0.06306488376439834,0.5388235294117647,0.48006887750530497,0.7571764705882353,0.08094117647058824,0.21129411764705883,0.5458823529411765,1.2273967632534164,0.7112312495363955,0.0074144897198575865,0.6842401014729452,0.009616612821315429,0.722553305531973,0.013603340861330637,0.0648583478599073,0.0017934640955089565,0.5435294117647059,0.004705882352941226,0.4790853747748694,-0.0009835027304355703,0.7675294117647059,0.010352941176470565,0.08470588235294117,0.003764705882352934,0.248,0.03670588235294117,0.5195294117647059,-0.02635294117647058,1.2059531548388054,-0.021443608414611015,2,global_qwk_low;mean_abs_error_high,False,fedavg,0.7038167598165379,0.7112312495363955,0.0,-0.0074144897198575865,0.6746234886516298,0.6842401014729452,0.0,-0.009616612821315429,0.7089499646706423,0.722553305531973,0.0,-0.013603340861330637,0.5388235294117647,0.5435294117647059,0.0,-0.004705882352941226,0.48006887750530497,0.4790853747748694,0.0,0.0009835027304355703
results\threshold_shift_panda_all_conservative_25_seed_37\predictions.csv,25,25,37,fedavg,cross_site_blend_50,0.6972148702441321,0.6877810564578191,0.7011151259007485,0.026897275682947197,0.5543529411764706,0.4918663622814496,0.7524705882352941,0.08564705882352941,0.1708235294117647,0.5816470588235294,1.1962116761237997,0.7205027718060073,0.023287901561875213,0.7040788598307737,0.01629780337295461,0.724575545451562,0.02346041955081346,0.03664726798729201,0.009749992304344812,0.5571764705882353,0.002823529411764669,0.4861512125608092,-0.005715149720640411,0.7374117647058823,-0.015058823529411791,0.08329411764705882,-0.0023529411764705854,0.2056470588235294,0.0348235294117647,0.5317647058823529,-0.04988235294117649,1.2660320426444314,0.06982036652063162,2,global_qwk_low;mean_abs_error_high,False,fedavg,0.6972148702441321,0.7205027718060073,0.0,-0.023287901561875213,0.6877810564578191,0.7040788598307737,0.0,-0.01629780337295461,0.7011151259007485,0.724575545451562,0.0,-0.02346041955081346,0.5543529411764706,0.5571764705882353,0.0,-0.002823529411764669,0.4918663622814496,0.4861512125608092,0.0,0.005715149720640411
results\threshold_shift_panda_all_conservative_25_seed_41\predictions.csv,25,25,41,fedavg,cross_site_blend_50,0.7202580688884488,0.6743533473061274,0.7298307979702701,0.13171712206636488,0.5501176470588235,0.4824906967953413,0.7430588235294118,0.07623529411764705,0.20941176470588235,0.5336470588235294,1.2182607172455777,0.7201768853345207,-8.118355392805476e-05,0.6762594388570907,0.0019060915509633292,0.7291590557053944,-0.0006717422648756521,0.133104813915374,0.0013876918490091095,0.552,0.0018823529411765572,0.48292585413476896,0.000435157339427672,0.739764705882353,-0.0032941176470587807,0.07529411764705882,-0.000941176470588237,0.20188235294117646,-0.007529411764705896,0.5378823529411765,0.004235294117647115,1.2129724253257472,-0.00528829191983049,1,site_qwk_spread_high,False,fedavg,0.7202580688884488,0.7201768853345207,0.0,8.118355392805476e-05,0.6743533473061274,0.6762594388570907,0.0,-0.0019060915509633292,0.7298307979702701,0.7291590557053944,0.0,0.0006717422648756521,0.5501176470588235,0.552,0.0,-0.0018823529411765572,0.4824906967953413,0.48292585413476896,0.0,-0.000435157339427672
results\threshold_shift_panda_all_conservative_25_seed_42\predictions.csv,25,25,42,fedavg,cross_site_blend_50,0.6900562645358724,0.6495610985501873,0.7071368235605715,0.13854248598679986,0.5501176470588235,0.4861718187932506,0.764235294117647,0.08423529411764706,0.18588235294117647,0.5783529411764706,1.2376121071058417,0.68772360765853,-0.0023326568773424095,0.6412751366879808,-0.008285961862206537,0.6920509148805926,-0.015085908679978943,0.1082639838881263,-0.030278502098673554,0.5548235294117647,0.004705882352941226,0.4959268967582335,0.009755077964982872,0.7694117647058824,0.005176470588235338,0.08658823529411765,0.0023529411764705854,0.20188235294117646,0.015999999999999986,0.5675294117647058,-0.010823529411764787,1.1956573275220916,-0.041954779583750046,4,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high,True,cross_site_blend_50,0.68772360765853,0.68772360765853,-0.0023326568773424095,0.0,0.6412751366879808,0.6412751366879808,-0.008285961862206537,0.0,0.6920509148805926,0.6920509148805926,-0.015085908679978943,0.0,0.5548235294117647,0.5548235294117647,0.004705882352941226,0.0,0.4959268967582335,0.4959268967582335,0.009755077964982872,0.0
results\threshold_shift_panda_all_conservative_25_seed_43\predictions.csv,25,25,43,fedavg,cross_site_blend_50,0.7245069446598131,0.6952637768258507,0.7278015598431683,0.05957434424353836,0.5444705882352942,0.4752056614216659,0.7609411764705882,0.08235294117647059,0.21929411764705883,0.5416470588235294,1.175095418624223,0.7307639556201779,0.006257010960364795,0.7036243352895313,0.008360558463680556,0.7329086523850974,0.0051070925419290925,0.04822398599796518,-0.011350358245573178,0.5571764705882353,0.012705882352941122,0.4923517503378208,0.017146088916154878,0.7298823529411764,-0.031058823529411805,0.07623529411764705,-0.006117647058823533,0.208,-0.011294117647058843,0.5218823529411765,-0.019764705882352906,1.2225802258384995,0.04748480721427639,1,mean_abs_error_high,False,fedavg,0.7245069446598131,0.7307639556201779,0.0,-0.006257010960364795,0.6952637768258507,0.7036243352895313,0.0,-0.008360558463680556,0.7278015598431683,0.7329086523850974,0.0,-0.0051070925419290925,0.5444705882352942,0.5571764705882353,0.0,-0.012705882352941122,0.4752056614216659,0.4923517503378208,0.0,-0.017146088916154878
results\threshold_shift_panda_all_conservative_25_seed_47\predictions.csv,25,25,47,fedavg,cross_site_blend_50,0.6936284049330126,0.6691735749081276,0.7006720430459557,0.06714307496035499,0.5534117647058824,0.4851559264154019,0.7863529411764706,0.09788235294117648,0.24988235294117647,0.5364705882352941,1.203907042244046,0.7106572087915877,0.01702880385857508,0.694133245603387,0.024959670695259395,0.7177787627595613,0.017106719713605667,0.03674713912542016,-0.03039593583493483,0.5661176470588235,0.012705882352941122,0.4995890266621112,0.014433100246709296,0.7491764705882353,-0.037176470588235255,0.08941176470588236,-0.008470588235294119,0.22541176470588234,-0.024470588235294133,0.5237647058823529,-0.012705882352941233,1.2128086729436829,0.008901630699636787,3,global_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7106572087915877,0.7106572087915877,0.01702880385857508,0.0,0.694133245603387,0.694133245603387,0.024959670695259395,0.0,0.7177787627595613,0.7177787627595613,0.017106719713605667,0.0,0.5661176470588235,0.5661176470588235,0.012705882352941122,0.0,0.4995890266621112,0.4995890266621112,0.014433100246709296,0.0
results\threshold_shift_panda_all_conservative_25_seed_53\predictions.csv,25,25,53,fedavg,cross_site_blend_50,0.7316496597962019,0.6920345176619945,0.7354807170169702,0.0837986543640098,0.5454117647058824,0.48233380600059345,0.7336470588235294,0.07670588235294118,0.19011764705882353,0.5435294117647059,1.2310987417430597,0.7229713415877923,-0.008678318208409586,0.6593399757389763,-0.03269454192301824,0.727922718917195,-0.007557998099775198,0.12148237500847159,0.03768372064446179,0.5397647058823529,-0.0056470588235294494,0.46855377919585844,-0.013780026804735002,0.764235294117647,0.030588235294117583,0.08564705882352941,0.00894117647058823,0.2235294117647059,0.03341176470588236,0.5407058823529411,-0.0028235294117647802,1.2075136750952253,-0.02358506664783433,0,,False,fedavg,0.7316496597962019,0.7229713415877923,0.0,0.008678318208409586,0.6920345176619945,0.6593399757389763,0.0,0.03269454192301824,0.7354807170169702,0.727922718917195,0.0,0.007557998099775198,0.5454117647058824,0.5397647058823529,0.0,0.0056470588235294494,0.48233380600059345,0.46855377919585844,0.0,0.013780026804735002
results\threshold_shift_panda_all_conservative_25_seed_59\predictions.csv,25,25,59,fedavg,cross_site_blend_50,0.7130305484700741,0.6612079399132254,0.698713381988005,0.082129330752713,0.5477647058823529,0.4751522542118595,0.7656470588235295,0.08376470588235294,0.2268235294117647,0.5388235294117647,1.205636548813257,0.719643867277798,0.006613318807723978,0.6697262220078097,0.008518282094584384,0.7043899558928096,0.005676573904804583,0.08201540747428071,-0.000113923278432293,0.5515294117647059,0.0037647058823530033,0.48202571998532723,0.006873465773467702,0.7529411764705882,-0.012705882352941233,0.08047058823529411,-0.0032941176470588224,0.24376470588235294,0.016941176470588237,0.5091764705882353,-0.02964705882352936,1.2288633207392061,0.02322677192594913,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7130305484700741,0.719643867277798,0.0,-0.006613318807723978,0.6612079399132254,0.6697262220078097,0.0,-0.008518282094584384,0.698713381988005,0.7043899558928096,0.0,-0.005676573904804583,0.5477647058823529,0.5515294117647059,0.0,-0.0037647058823530033,0.4751522542118595,0.48202571998532723,0.0,-0.006873465773467702
results\threshold_shift_panda_all_conservative_25_seed_7\predictions.csv,25,25,7,fedavg,cross_site_blend_50,0.6997779270476749,0.6417326646399318,0.7003320675905599,0.08687461665034968,0.5458823529411765,0.4716612753115737,0.772235294117647,0.08988235294117647,0.16047058823529411,0.611764705882353,1.2062039347238833,0.7082913382042162,0.00851341115654125,0.6875498993370899,0.04581723469715804,0.7133127869348994,0.01298071934433953,0.05904366932053573,-0.02783094732981395,0.563764705882353,0.01788235294117646,0.4971004508642561,0.02543917555268238,0.7407058823529412,-0.031529411764705806,0.08329411764705882,-0.006588235294117645,0.20611764705882352,0.0456470588235294,0.5345882352941177,-0.07717647058823529,1.2364279175971007,0.03022398287321737,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7082913382042162,0.7082913382042162,0.00851341115654125,0.0,0.6875498993370899,0.6875498993370899,0.04581723469715804,0.0,0.7133127869348994,0.7133127869348994,0.01298071934433953,0.0,0.563764705882353,0.563764705882353,0.01788235294117646,0.0,0.4971004508642561,0.4971004508642561,0.02543917555268238,0.0
results\threshold_shift_panda_all_conservative_35_seed_11\predictions.csv,35,35,11,fedavg,cross_site_blend_50,0.7241025289932075,0.7041524030739115,0.7285246757959772,0.05511093589984406,0.5336470588235294,0.46032220767752935,0.7444705882352941,0.07388235294117647,0.14258823529411765,0.6018823529411764,1.2194319461014094,0.7286098049351841,0.004507275941976641,0.7048289401573158,0.0006765370834043161,0.7390256683110602,0.010500992515082963,0.054056210877178934,-0.0010547250226651261,0.5458823529411765,0.012235294117647122,0.47307084817085143,0.012748640493322083,0.7341176470588235,-0.010352941176470565,0.0743529411764706,0.0004705882352941254,0.18541176470588236,0.042823529411764705,0.5487058823529412,-0.05317647058823527,1.2251364001053593,0.005704454003949921,0,,False,fedavg,0.7241025289932075,0.7286098049351841,0.0,-0.004507275941976641,0.7041524030739115,0.7048289401573158,0.0,-0.0006765370834043161,0.7285246757959772,0.7390256683110602,0.0,-0.010500992515082963,0.5336470588235294,0.5458823529411765,0.0,-0.012235294117647122,0.46032220767752935,0.47307084817085143,0.0,-0.012748640493322083
results\threshold_shift_panda_all_conservative_35_seed_123\predictions.csv,35,35,123,fedavg,cross_site_blend_50,0.7008120381304861,0.6415110661876857,0.697531397710042,0.09827959172594114,0.532235294117647,0.4574705593495003,0.7849411764705883,0.08752941176470588,0.20094117647058823,0.584,1.2611656449015984,0.7269069025420316,0.026094864411545515,0.6794004503871789,0.03788938419949317,0.7237739253622082,0.02624252765216617,0.0901034617497356,-0.008176129976205537,0.5444705882352942,0.012235294117647122,0.47864285842909865,0.021172299079598333,0.7501176470588236,-0.0348235294117647,0.07764705882352942,-0.009882352941176467,0.25929411764705884,0.05835294117647061,0.4908235294117647,-0.09317647058823525,1.2286715096175744,-0.032494135284024006,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7269069025420316,0.7269069025420316,0.026094864411545515,0.0,0.6794004503871789,0.6794004503871789,0.03788938419949317,0.0,0.7237739253622082,0.7237739253622082,0.02624252765216617,0.0,0.5444705882352942,0.5444705882352942,0.012235294117647122,0.0,0.47864285842909865,0.47864285842909865,0.021172299079598333,0.0
results\threshold_shift_panda_all_conservative_35_seed_17\predictions.csv,35,35,17,fedavg,cross_site_blend_50,0.7156175045507729,0.662600406948435,0.6983166532576419,0.09118400834578155,0.5256470588235295,0.4553905734474262,0.7731764705882352,0.07670588235294118,0.17976470588235294,0.5934117647058823,1.2383341547481321,0.7108784951497062,-0.004739009401066641,0.6478945756677357,-0.014705831280699355,0.6950529756936927,-0.0032636775639491855,0.09849683524226682,0.007312826896485269,0.5407058823529411,0.01505882352941168,0.47380921837737916,0.018418644929952988,0.7576470588235295,-0.015529411764705792,0.07670588235294118,0.0,0.16141176470588237,-0.018352941176470572,0.5962352941176471,0.0028235294117647802,1.2314981011120003,-0.0068360536361318225,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7156175045507729,0.7108784951497062,0.0,0.004739009401066641,0.662600406948435,0.6478945756677357,0.0,0.014705831280699355,0.6983166532576419,0.6950529756936927,0.0,0.0032636775639491855,0.5256470588235295,0.5407058823529411,0.0,-0.01505882352941168,0.4553905734474262,0.47380921837737916,0.0,-0.018418644929952988
results\threshold_shift_panda_all_conservative_35_seed_2025\predictions.csv,35,35,2025,fedavg,cross_site_blend_50,0.6807281930157466,0.6555318322663316,0.6810694037359211,0.043317625483436095,0.5289411764705882,0.4536186046377839,0.8103529411764706,0.09788235294117648,0.216,0.5943529411764706,1.221732048158023,0.6843497880677879,0.003621595052041293,0.6713782370321215,0.015846404765789912,0.6886384962515921,0.007569092515671061,0.056434028470300324,0.013116402986864228,0.5392941176470588,0.010352941176470565,0.4562819945143608,0.0026633898765768826,0.7995294117647059,-0.010823529411764676,0.096,-0.001882352941176474,0.23670588235294118,0.020705882352941185,0.5628235294117647,-0.03152941176470592,1.2331664369495556,0.01143438879153269,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6843497880677879,0.6843497880677879,0.003621595052041293,0.0,0.6713782370321215,0.6713782370321215,0.015846404765789912,0.0,0.6886384962515921,0.6886384962515921,0.007569092515671061,0.0,0.5392941176470588,0.5392941176470588,0.010352941176470565,0.0,0.4562819945143608,0.4562819945143608,0.0026633898765768826,0.0
results\threshold_shift_panda_all_conservative_35_seed_23\predictions.csv,35,35,23,fedavg,cross_site_blend_50,0.6817054931979193,0.6489528417707806,0.6975572303865987,0.11914809242815805,0.5284705882352941,0.45086758568451507,0.808,0.09317647058823529,0.17694117647058824,0.6310588235294118,1.1892046987633955,0.6817857870178419,8.029381992258333e-05,0.6388311572868921,-0.010121684483888505,0.7033775320945139,0.005820301707915254,0.1359653259433261,0.016817233515168062,0.5369411764705883,0.008470588235294119,0.4639569043661534,0.013089318681638318,0.8032941176470588,-0.004705882352941226,0.0988235294117647,0.005647058823529408,0.18305882352941177,0.006117647058823533,0.6202352941176471,-0.010823529411764676,1.1863130684906258,-0.0028916302727697296,5,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6817857870178419,0.6817857870178419,8.029381992258333e-05,0.0,0.6388311572868921,0.6388311572868921,-0.010121684483888505,0.0,0.7033775320945139,0.7033775320945139,0.005820301707915254,0.0,0.5369411764705883,0.5369411764705883,0.008470588235294119,0.0,0.4639569043661534,0.4639569043661534,0.013089318681638318,0.0
results\threshold_shift_panda_all_conservative_35_seed_29\predictions.csv,35,35,29,fedavg,cross_site_blend_50,0.7097904464951998,0.6662235221129132,0.7027673894900931,0.06322349812908612,0.540235294117647,0.4686042926591569,0.7694117647058824,0.08470588235294117,0.17270588235294118,0.5967058823529412,1.1890188545410898,0.7115535846956935,0.0017631382004936746,0.6521589565004311,-0.01406456561248215,0.7032466256615588,0.0004792361714657245,0.08772591762398807,0.02450241949490195,0.552,0.01176470588235301,0.4828868782856773,0.014282585626520405,0.7524705882352941,-0.016941176470588237,0.08329411764705882,-0.0014117647058823485,0.19341176470588237,0.020705882352941185,0.5590588235294117,-0.03764705882352948,1.2192419668339496,0.03022311229285979,2,worst_site_qwk_low;mean_abs_error_high,False,fedavg,0.7097904464951998,0.7115535846956935,0.0,-0.0017631382004936746,0.6662235221129132,0.6521589565004311,0.0,0.01406456561248215,0.7027673894900931,0.7032466256615588,0.0,-0.0004792361714657245,0.540235294117647,0.552,0.0,-0.01176470588235301,0.4686042926591569,0.4828868782856773,0.0,-0.014282585626520405
results\threshold_shift_panda_all_conservative_35_seed_31\predictions.csv,35,35,31,fedavg,cross_site_blend_50,0.7007418973821561,0.6567343710782665,0.7054236189010938,0.0785465680739873,0.5303529411764706,0.4586274484143005,0.7637647058823529,0.08047058823529411,0.17788235294117646,0.5858823529411765,1.2327799637207761,0.6984447992506222,-0.0022970981315338923,0.6721370521131433,0.015402681034876853,0.7097259210937535,0.004302302192659702,0.057525674532906246,-0.021020893541081054,0.5312941176470588,0.0009411764705882231,0.46133983712918486,0.002712388714884384,0.7905882352941176,0.02682352941176469,0.08847058823529412,0.008000000000000007,0.23623529411764707,0.05835294117647061,0.5543529411764706,-0.03152941176470592,1.2149405922160483,-0.017839371504727808,3,global_qwk_low;worst_site_qwk_low;mean_abs_error_high,True,cross_site_blend_50,0.6984447992506222,0.6984447992506222,-0.0022970981315338923,0.0,0.6721370521131433,0.6721370521131433,0.015402681034876853,0.0,0.7097259210937535,0.7097259210937535,0.004302302192659702,0.0,0.5312941176470588,0.5312941176470588,0.0009411764705882231,0.0,0.46133983712918486,0.46133983712918486,0.002712388714884384,0.0
results\threshold_shift_panda_all_conservative_35_seed_37\predictions.csv,35,35,37,fedavg,cross_site_blend_50,0.6881570111379685,0.6753917200032407,0.6931063763738259,0.04806262944318185,0.5374117647058824,0.4783017867321298,0.780235294117647,0.08941176470588236,0.168,0.6122352941176471,1.1881799999568676,0.7088559872909906,0.020698976153022186,0.7005886411526676,0.025196921149426954,0.7091999311672879,0.016093554793461973,0.017904657424433923,-0.030157972018747925,0.5501176470588235,0.012705882352941122,0.4807607288988407,0.002458942166710887,0.7614117647058823,-0.018823529411764683,0.08752941176470588,-0.001882352941176474,0.19811764705882354,0.030117647058823527,0.5632941176470588,-0.048941176470588266,1.2618641650555706,0.07368416509870301,3,global_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.7088559872909906,0.7088559872909906,0.020698976153022186,0.0,0.7005886411526676,0.7005886411526676,0.025196921149426954,0.0,0.7091999311672879,0.7091999311672879,0.016093554793461973,0.0,0.5501176470588235,0.5501176470588235,0.012705882352941122,0.0,0.4807607288988407,0.4807607288988407,0.002458942166710887,0.0
results\threshold_shift_panda_all_conservative_35_seed_41\predictions.csv,35,35,41,fedavg,cross_site_blend_50,0.7113097901595187,0.6734327929995696,0.7237520313373309,0.12171790464370202,0.5463529411764706,0.47998193195978883,0.7548235294117647,0.07764705882352942,0.1811764705882353,0.5736470588235294,1.2056767326949895,0.719471196172685,0.008161406013166284,0.6730135092011488,-0.000419283798420822,0.7303581616493352,0.006606130312004299,0.1303923017539611,0.00867439711025908,0.5416470588235294,-0.004705882352941226,0.4637752881006425,-0.01620664385914633,0.7534117647058823,-0.0014117647058823346,0.07764705882352942,0.0,0.1952941176470588,0.014117647058823513,0.5581176470588235,-0.015529411764705903,1.2143684094040363,0.008691676709046803,2,site_qwk_spread_high;mean_abs_error_high,False,fedavg,0.7113097901595187,0.719471196172685,0.0,-0.008161406013166284,0.6734327929995696,0.6730135092011488,0.0,0.000419283798420822,0.7237520313373309,0.7303581616493352,0.0,-0.006606130312004299,0.5463529411764706,0.5416470588235294,0.0,0.004705882352941226,0.47998193195978883,0.4637752881006425,0.0,0.01620664385914633
results\threshold_shift_panda_all_conservative_35_seed_42\predictions.csv,35,35,42,fedavg,cross_site_blend_50,0.6756849335913802,0.6353615299085036,0.6925201467229715,0.13106828761578626,0.536,0.4644619166746092,0.792,0.08941176470588236,0.15435294117647058,0.6376470588235295,1.224289945414343,0.6894884384239218,0.013803504832541669,0.6669725170550318,0.03161098714652821,0.6993536527466236,0.0068335060236521805,0.06181424210049091,-0.06925404551529535,0.5510588235294117,0.01505882352941168,0.48874520645091857,0.02428328977630939,0.768,-0.02400000000000002,0.08941176470588236,0.0,0.17411764705882352,0.019764705882352934,0.5938823529411764,-0.04376470588235304,1.210178393635258,-0.014111551779085074,5,global_qwk_low;worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6894884384239218,0.6894884384239218,0.013803504832541669,0.0,0.6669725170550318,0.6669725170550318,0.03161098714652821,0.0,0.6993536527466236,0.6993536527466236,0.0068335060236521805,0.0,0.5510588235294117,0.5510588235294117,0.01505882352941168,0.0,0.48874520645091857,0.48874520645091857,0.02428328977630939,0.0
results\threshold_shift_panda_all_conservative_35_seed_43\predictions.csv,35,35,43,fedavg,cross_site_blend_50,0.7243710362103042,0.6957735339954874,0.7233928968414869,0.05812419932144741,0.5411764705882353,0.47430991039439047,0.7548235294117647,0.07764705882352942,0.18494117647058825,0.5698823529411765,1.19096471275959,0.727587704567845,0.003216668357540864,0.7141744782952756,0.018400944299788224,0.7280030301481822,0.004610133306695352,0.024354381203459008,-0.033769818117988404,0.5576470588235294,0.016470588235294126,0.49634151306230817,0.022031602667917705,0.728,-0.02682352941176469,0.07576470588235294,-0.001882352941176474,0.18635294117647058,0.0014117647058823346,0.5416470588235294,-0.028235294117647136,1.253319658952319,0.06235494619272908,1,mean_abs_error_high,False,fedavg,0.7243710362103042,0.727587704567845,0.0,-0.003216668357540864,0.6957735339954874,0.7141744782952756,0.0,-0.018400944299788224,0.7233928968414869,0.7280030301481822,0.0,-0.004610133306695352,0.5411764705882353,0.5576470588235294,0.0,-0.016470588235294126,0.47430991039439047,0.49634151306230817,0.0,-0.022031602667917705
results\threshold_shift_panda_all_conservative_35_seed_47\predictions.csv,35,35,47,fedavg,cross_site_blend_50,0.6921737812192412,0.6538064261416063,0.7020314672875764,0.08489930697252013,0.5298823529411765,0.45948103617902153,0.8004705882352942,0.09411764705882353,0.22541176470588234,0.5750588235294117,1.2166343312159058,0.6985148818152267,0.006341100595985472,0.6806512543888461,0.02684482824723977,0.7065425962205635,0.004511128932987107,0.04112075906422841,-0.04377854790829172,0.5538823529411765,0.02400000000000002,0.48232247458769967,0.02284143840867814,0.772235294117647,-0.028235294117647136,0.08894117647058823,-0.005176470588235296,0.2188235294117647,-0.006588235294117645,0.5534117647058824,-0.021647058823529353,1.2207361889290396,0.004101857713133761,4,global_qwk_low;worst_site_qwk_low;mean_abs_error_high;severe_error_rate_high,True,cross_site_blend_50,0.6985148818152267,0.6985148818152267,0.006341100595985472,0.0,0.6806512543888461,0.6806512543888461,0.02684482824723977,0.0,0.7065425962205635,0.7065425962205635,0.004511128932987107,0.0,0.5538823529411765,0.5538823529411765,0.02400000000000002,0.0,0.48232247458769967,0.48232247458769967,0.02284143840867814,0.0
results\threshold_shift_panda_all_conservative_35_seed_53\predictions.csv,35,35,53,fedavg,cross_site_blend_50,0.7220044444993801,0.6893711996389367,0.7283130832458101,0.07323200670834129,0.5416470588235294,0.47530871127375907,0.7501176470588236,0.08141176470588235,0.17458823529411766,0.5755294117647058,1.2470530666116162,0.717561349932142,-0.004443094567238015,0.6569645223976546,-0.0324066772412821,0.722569893267072,-0.005743189978738128,0.1146446391528314,0.041412632444490116,0.5284705882352941,-0.013176470588235234,0.45092592854310404,-0.024382782730655028,0.7821176470588236,0.03200000000000003,0.08658823529411765,0.005176470588235296,0.2136470588235294,0.03905882352941176,0.5684705882352942,-0.007058823529411673,1.213103565384407,-0.0339495012272093,1,mean_abs_error_high,False,fedavg,0.7220044444993801,0.717561349932142,0.0,0.004443094567238015,0.6893711996389367,0.6569645223976546,0.0,0.0324066772412821,0.7283130832458101,0.722569893267072,0.0,0.005743189978738128,0.5416470588235294,0.5284705882352941,0.0,0.013176470588235234,0.47530871127375907,0.45092592854310404,0.0,0.024382782730655028
results\threshold_shift_panda_all_conservative_35_seed_59\predictions.csv,35,35,59,fedavg,cross_site_blend_50,0.7100777412130561,0.6429990356369907,0.6901337869423715,0.10588728905967704,0.5435294117647059,0.471341301659099,0.7717647058823529,0.0851764705882353,0.1952941176470588,0.5764705882352941,1.2240254947685616,0.7116016939956201,0.0015239527825640087,0.6370567174716034,-0.005942318165387261,0.6934241099992058,0.003290323056834299,0.11327892883263779,0.007391639772960756,0.5534117647058824,0.009882352941176453,0.48259555697440765,0.011254255315308659,0.7604705882352941,-0.011294117647058788,0.08188235294117648,-0.0032941176470588224,0.21411764705882352,0.01882352941176471,0.5463529411764706,-0.03011764705882347,1.238746797482302,0.014721302713740503,3,worst_site_qwk_low;site_qwk_spread_high;mean_abs_error_high,True,cross_site_blend_50,0.7116016939956201,0.7116016939956201,0.0015239527825640087,0.0,0.6370567174716034,0.6370567174716034,-0.005942318165387261,0.0,0.6934241099992058,0.6934241099992058,0.003290323056834299,0.0,0.5534117647058824,0.5534117647058824,0.009882352941176453,0.0,0.48259555697440765,0.48259555697440765,0.011254255315308659,0.0
