source_file,noise,seed,clean_strategy,corrupted_strategy,clean_global_qwk,clean_worst_site_qwk,clean_mean_site_qwk,clean_site_qwk_spread,clean_global_accuracy,clean_macro_f1,clean_mean_abs_error,clean_severe_error_rate,clean_mean_overgrade,clean_mean_undergrade,clean_prediction_entropy,corrupted_global_qwk,delta_corrupted_vs_clean_global_qwk,corrupted_worst_site_qwk,delta_corrupted_vs_clean_worst_site_qwk,corrupted_mean_site_qwk,delta_corrupted_vs_clean_mean_site_qwk,corrupted_site_qwk_spread,delta_corrupted_vs_clean_site_qwk_spread,corrupted_global_accuracy,delta_corrupted_vs_clean_global_accuracy,corrupted_macro_f1,delta_corrupted_vs_clean_macro_f1,corrupted_mean_abs_error,delta_corrupted_vs_clean_mean_abs_error,corrupted_severe_error_rate,delta_corrupted_vs_clean_severe_error_rate,corrupted_mean_overgrade,delta_corrupted_vs_clean_mean_overgrade,corrupted_mean_undergrade,delta_corrupted_vs_clean_mean_undergrade,corrupted_prediction_entropy,delta_corrupted_vs_clean_prediction_entropy,detector_triggered,detector_reasons,chosen_strategy,detector_global_qwk,delta_detector_vs_clean_global_qwk,oracle_global_qwk,delta_oracle_vs_clean_global_qwk,detector_regret_vs_oracle_global_qwk,detector_worst_site_qwk,delta_detector_vs_clean_worst_site_qwk,oracle_worst_site_qwk,delta_oracle_vs_clean_worst_site_qwk,detector_regret_vs_oracle_worst_site_qwk,detector_mean_site_qwk,delta_detector_vs_clean_mean_site_qwk,oracle_mean_site_qwk,delta_oracle_vs_clean_mean_site_qwk,detector_regret_vs_oracle_mean_site_qwk,detector_global_accuracy,delta_detector_vs_clean_global_accuracy,oracle_global_accuracy,delta_oracle_vs_clean_global_accuracy,detector_regret_vs_oracle_global_accuracy,detector_macro_f1,delta_detector_vs_clean_macro_f1,oracle_macro_f1,delta_oracle_vs_clean_macro_f1,detector_regret_vs_oracle_macro_f1
results\ordinal_harm_fair_weights_h_panda_all_noise_35_seed_123\predictions.csv,35,123,fedavg,cross_site_blend_50,0.6950507073612511,0.6625497936973612,0.6942184702445073,0.06528349186853388,0.5355294117647059,0.4666793173828035,0.7858823529411765,0.08376470588235294,0.20658823529411766,0.5792941176470588,1.4340102452338896,0.7039331781811011,0.008882470819850052,0.6450387353606766,-0.01751105833668465,0.6967428512864609,0.002524381041953516,0.08643252377320976,0.021149031904675875,0.5341176470588235,-0.0014117647058824456,0.47162684606766264,0.004947528684859148,0.7957647058823529,0.009882352941176453,0.08988235294117647,0.006117647058823533,0.328,0.12141176470588236,0.4677647058823529,-0.11152941176470593,1.3779437396135519,-0.05606650562033777,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound,cross_site_blend_50,0.7039331781811011,0.008882470819850052,0.7039331781811011,0.008882470819850052,0.0,0.6450387353606766,-0.01751105833668465,0.6450387353606766,-0.01751105833668465,0.0,0.6967428512864609,0.002524381041953516,0.6967428512864609,0.002524381041953516,0.0,0.5341176470588235,-0.0014117647058824456,0.5341176470588235,-0.0014117647058824456,0.0,0.47162684606766264,0.004947528684859148,0.47162684606766264,0.004947528684859148,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_35_seed_2025\predictions.csv,35,2025,fedavg,cross_site_blend_50,0.6862977397205136,0.6565551434718944,0.6854582512688445,0.05655379608655653,0.5397647058823529,0.46934171183784645,0.7924705882352941,0.09552941176470588,0.27247058823529413,0.52,1.4607907094546135,0.6842286740905146,-0.0020690656299989785,0.6589286631400544,0.002373519668160018,0.6928283823413312,0.00737013107248663,0.0669254577894296,0.01037166170287307,0.5407058823529411,0.0009411764705882231,0.4680515920247197,-0.0012901198131267666,0.8098823529411765,0.01741176470588235,0.0988235294117647,0.0032941176470588224,0.27858823529411764,0.0061176470588235055,0.5312941176470588,0.011294117647058788,1.3857388004024482,-0.0750519090521653,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6842286740905146,-0.0020690656299989785,0.6842286740905146,-0.0020690656299989785,0.0,0.6589286631400544,0.002373519668160018,0.6589286631400544,0.002373519668160018,0.0,0.6928283823413312,0.00737013107248663,0.6928283823413312,0.00737013107248663,0.0,0.5407058823529411,0.0009411764705882231,0.5407058823529411,0.0009411764705882231,0.0,0.4680515920247197,-0.0012901198131267666,0.4680515920247197,-0.0012901198131267666,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_35_seed_42\predictions.csv,35,42,fedavg,cross_site_blend_50,0.6855772168680871,0.6495562553879273,0.7003154497435077,0.13586598446873777,0.5449411764705883,0.4757408517363702,0.7934117647058824,0.08847058823529412,0.24141176470588235,0.552,1.4297455267982193,0.689944574840861,0.004367357972773878,0.6483636561642572,-0.0011925992236700989,0.7072232562752103,0.006907806531702643,0.1365225106261413,0.0006565261574035253,0.5435294117647059,-0.0014117647058823346,0.47823600401778527,0.0024951522814150584,0.7887058823529411,-0.004705882352941226,0.09176470588235294,0.0032941176470588224,0.24141176470588235,0.0,0.5472941176470588,-0.004705882352941226,1.3497024069765478,-0.08004311982167156,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg site-QWK spread above clean-calibrated upper bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound,cross_site_blend_50,0.689944574840861,0.004367357972773878,0.689944574840861,0.004367357972773878,0.0,0.6483636561642572,-0.0011925992236700989,0.6483636561642572,-0.0011925992236700989,0.0,0.7072232562752103,0.006907806531702643,0.7072232562752103,0.006907806531702643,0.0,0.5435294117647059,-0.0014117647058823346,0.5435294117647059,-0.0014117647058823346,0.0,0.47823600401778527,0.0024951522814150584,0.47823600401778527,0.0024951522814150584,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_35_seed_7\predictions.csv,35,7,fedavg,cross_site_blend_50,0.6948624871033664,0.6527317537239579,0.7028301726926486,0.07757391512714884,0.5411764705882353,0.45705221023038584,0.7910588235294118,0.09364705882352942,0.208,0.5830588235294117,1.4355931480166677,0.7007980493783068,0.005935562274940409,0.6653997055429548,0.012667951818996936,0.7034267511295542,0.0005965784369056371,0.06811290304380258,-0.009461012083346265,0.5463529411764706,0.005176470588235338,0.47470380451903355,0.01765159428864771,0.7764705882352941,-0.01458823529411768,0.0903529411764706,-0.0032941176470588224,0.2343529411764706,0.026352941176470607,0.5421176470588235,-0.04094117647058826,1.3969858044213608,-0.03860734359530693,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.7007980493783068,0.005935562274940409,0.7007980493783068,0.005935562274940409,0.0,0.6653997055429548,0.012667951818996936,0.6653997055429548,0.012667951818996936,0.0,0.7034267511295542,0.0005965784369056371,0.7034267511295542,0.0005965784369056371,0.0,0.5463529411764706,0.005176470588235338,0.5463529411764706,0.005176470588235338,0.0,0.47470380451903355,0.01765159428864771,0.47470380451903355,0.01765159428864771,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_35_seed_99\predictions.csv,35,99,fedavg,cross_site_blend_50,0.6750074821779717,0.6446618026571511,0.6735947179855907,0.07392647629676385,0.5261176470588236,0.46399957009710907,0.8324705882352941,0.1011764705882353,0.2635294117647059,0.5689411764705883,1.4653719502738642,0.6905468921708737,0.015539409992902042,0.6561508595773347,0.011489056920183538,0.6844265552431601,0.010831837257569421,0.07779665981484296,0.0038701835180791067,0.5317647058823529,0.005647058823529338,0.46449168047597794,0.0004921103788688708,0.8056470588235294,-0.02682352941176469,0.09364705882352942,-0.007529411764705882,0.2828235294117647,0.019294117647058795,0.5228235294117647,-0.046117647058823596,1.3957008659115158,-0.06967108436234848,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6905468921708737,0.015539409992902042,0.6905468921708737,0.015539409992902042,0.0,0.6561508595773347,0.011489056920183538,0.6561508595773347,0.011489056920183538,0.0,0.6844265552431601,0.010831837257569421,0.6844265552431601,0.010831837257569421,0.0,0.5317647058823529,0.005647058823529338,0.5317647058823529,0.005647058823529338,0.0,0.46449168047597794,0.0004921103788688708,0.46449168047597794,0.0004921103788688708,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_45_seed_123\predictions.csv,45,123,fedavg,cross_site_blend_50,0.6902870340324374,0.6254218443106734,0.6799472949439509,0.10123868513374035,0.5223529411764706,0.4469779926237745,0.796235294117647,0.08282352941176471,0.21505882352941177,0.5811764705882353,1.5190105857919953,0.707061220871747,0.016774186839309646,0.6615898993089596,0.036168054998286236,0.7035834199652753,0.023636125021324395,0.09248804278019651,-0.008750642353543836,0.5392941176470588,0.016941176470588237,0.47423906522387593,0.02726107260010141,0.7910588235294118,-0.005176470588235227,0.08658823529411765,0.003764705882352934,0.32235294117647056,0.10729411764705879,0.4687058823529412,-0.1124705882352941,1.4392665133097209,-0.07974407248227444,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound,cross_site_blend_50,0.707061220871747,0.016774186839309646,0.707061220871747,0.016774186839309646,0.0,0.6615898993089596,0.036168054998286236,0.6615898993089596,0.036168054998286236,0.0,0.7035834199652753,0.023636125021324395,0.7035834199652753,0.023636125021324395,0.0,0.5392941176470588,0.016941176470588237,0.5392941176470588,0.016941176470588237,0.0,0.47423906522387593,0.02726107260010141,0.47423906522387593,0.02726107260010141,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_45_seed_2025\predictions.csv,45,2025,fedavg,cross_site_blend_50,0.6779709780399036,0.6460055680850161,0.683605851259627,0.08033573721255849,0.5355294117647059,0.4689681800995993,0.8061176470588235,0.09694117647058824,0.3058823529411765,0.5002352941176471,1.530164218884569,0.6690279254939973,-0.008943052545906327,0.6392618611327792,-0.006743706952236916,0.6804164160404496,-0.003189435219177472,0.0891834000176468,0.008847662805088308,0.5298823529411765,-0.0056470588235294494,0.4590766702467819,-0.009891509852817393,0.8465882352941176,0.04047058823529415,0.1068235294117647,0.009882352941176467,0.29411764705882354,-0.011764705882352955,0.5524705882352942,0.052235294117647046,1.421657018610324,-0.1085072002742451,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6690279254939973,-0.008943052545906327,0.6690279254939973,-0.008943052545906327,0.0,0.6392618611327792,-0.006743706952236916,0.6392618611327792,-0.006743706952236916,0.0,0.6804164160404496,-0.003189435219177472,0.6804164160404496,-0.003189435219177472,0.0,0.5298823529411765,-0.0056470588235294494,0.5298823529411765,-0.0056470588235294494,0.0,0.4590766702467819,-0.009891509852817393,0.4590766702467819,-0.009891509852817393,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_45_seed_42\predictions.csv,45,42,fedavg,cross_site_blend_50,0.6754925326756467,0.6365655682398985,0.6912462456145598,0.14862912445956,0.5388235294117647,0.47234819864995137,0.8103529411764706,0.09364705882352942,0.2268235294117647,0.5835294117647059,1.491012391323679,0.6877803610395671,0.012287828363920394,0.6568988597254682,0.020333291485569727,0.7000170727688022,0.008770827154242378,0.1030852805395267,-0.0455438439200333,0.540235294117647,0.0014117647058823346,0.4767830643981876,0.004434865748236205,0.7952941176470588,-0.015058823529411791,0.09223529411764705,-0.0014117647058823624,0.2536470588235294,0.02682352941176469,0.5416470588235294,-0.04188235294117648,1.4246337737002814,-0.06637861762339758,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg site-QWK spread above clean-calibrated upper bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6877803610395671,0.012287828363920394,0.6877803610395671,0.012287828363920394,0.0,0.6568988597254682,0.020333291485569727,0.6568988597254682,0.020333291485569727,0.0,0.7000170727688022,0.008770827154242378,0.7000170727688022,0.008770827154242378,0.0,0.540235294117647,0.0014117647058823346,0.540235294117647,0.0014117647058823346,0.0,0.4767830643981876,0.004434865748236205,0.4767830643981876,0.004434865748236205,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_45_seed_7\predictions.csv,45,7,fedavg,cross_site_blend_50,0.6863760977764747,0.6555806196618275,0.6870541648289492,0.052926475019444585,0.5228235294117647,0.44502434592852397,0.8178823529411765,0.09788235294117648,0.25223529411764706,0.5656470588235294,1.5216628854082666,0.6977612755536045,0.011385177777129774,0.6696395610570436,0.014058941395216129,0.7039433897461085,0.016889224917159273,0.07329736797315545,0.020370892953710862,0.5397647058823529,0.016941176470588237,0.4719750815683856,0.02695073563986161,0.7811764705882352,-0.036705882352941255,0.09223529411764705,-0.005647058823529422,0.2541176470588235,0.0018823529411764461,0.5270588235294118,-0.03858823529411759,1.4509864768340301,-0.0706764085742364,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6977612755536045,0.011385177777129774,0.6977612755536045,0.011385177777129774,0.0,0.6696395610570436,0.014058941395216129,0.6696395610570436,0.014058941395216129,0.0,0.7039433897461085,0.016889224917159273,0.7039433897461085,0.016889224917159273,0.0,0.5397647058823529,0.016941176470588237,0.5397647058823529,0.016941176470588237,0.0,0.4719750815683856,0.02695073563986161,0.4719750815683856,0.02695073563986161,0.0
results\ordinal_harm_fair_weights_h_panda_all_noise_45_seed_99\predictions.csv,45,99,fedavg,cross_site_blend_50,0.680570804630434,0.6359239911490293,0.6796394366057296,0.08026058217907606,0.5294117647058824,0.4697329245397925,0.8221176470588235,0.09929411764705882,0.27905882352941175,0.5430588235294118,1.527217367871025,0.6872704525845416,0.0066996479541076015,0.6401188426772865,0.00419485152825716,0.6817101998862956,0.0020707632805659903,0.1021795408291365,0.02191895865006044,0.5374117647058824,0.008000000000000007,0.4776774954936414,0.007944570953848928,0.7995294117647059,-0.022588235294117576,0.096,-0.0032941176470588224,0.2983529411764706,0.01929411764705885,0.5011764705882353,-0.04188235294117648,1.4338328646103913,-0.09338450326063374,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.6872704525845416,0.0066996479541076015,0.6872704525845416,0.0066996479541076015,0.0,0.6401188426772865,0.00419485152825716,0.6401188426772865,0.00419485152825716,0.0,0.6817101998862956,0.0020707632805659903,0.6817101998862956,0.0020707632805659903,0.0,0.5374117647058824,0.008000000000000007,0.5374117647058824,0.008000000000000007,0.0,0.4776774954936414,0.007944570953848928,0.4776774954936414,0.007944570953848928,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_11\predictions.csv,0,11,fedavg,cross_site_blend_50,0.7429581080983443,0.7164217698801902,0.7441992641283725,0.05934968635546645,0.5745882352941176,0.5098279114359029,0.6922352941176471,0.07341176470588236,0.208,0.48423529411764704,1.156964949139127,0.7337225638667626,-0.009235544231581683,0.7119886879296122,-0.004433081950578011,0.743286473704899,-0.0009127904234734752,0.04333469873001439,-0.01601498762545206,0.5736470588235294,-0.0009411764705882231,0.5055207797599799,-0.004307131675923004,0.7105882352941176,0.018352941176470572,0.07858823529411765,0.005176470588235296,0.2343529411764706,0.026352941176470607,0.47623529411764703,-0.008000000000000007,1.1778074606925437,0.020842511553416765,False,,fedavg,0.7429581080983443,0.0,0.7429581080983443,0.0,0.0,0.7164217698801902,0.0,0.7164217698801902,0.0,0.0,0.7441992641283725,0.0,0.7441992641283725,0.0,0.0,0.5745882352941176,0.0,0.5745882352941176,0.0,0.0,0.5098279114359029,0.0,0.5098279114359029,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_17\predictions.csv,0,17,fedavg,cross_site_blend_50,0.7239654930746602,0.6867531239805871,0.7097153911713731,0.0679690886509221,0.5727058823529412,0.5116310736011755,0.7171764705882353,0.07529411764705882,0.1971764705882353,0.52,1.1677552636809072,0.741825343260487,0.01785985018582681,0.6977504245196491,0.010997300539062005,0.7270813020050024,0.017365910833629372,0.0776750134260571,0.009705924775134989,0.5835294117647059,0.010823529411764676,0.5224528915476301,0.010821817946454537,0.6832941176470588,-0.033882352941176475,0.06823529411764706,-0.007058823529411756,0.16376470588235295,-0.033411764705882335,0.5195294117647059,-0.00047058823529411153,1.1786416934641828,0.010886429783275586,False,,fedavg,0.7239654930746602,0.0,0.7239654930746602,0.0,0.0,0.6867531239805871,0.0,0.6867531239805871,0.0,0.0,0.7097153911713731,0.0,0.7097153911713731,0.0,0.0,0.5727058823529412,0.0,0.5727058823529412,0.0,0.0,0.5116310736011755,0.0,0.5116310736011755,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_23\predictions.csv,0,23,fedavg,cross_site_blend_50,0.7018818577459033,0.6673741964836729,0.7174845380245973,0.10021540319610533,0.56,0.4860606677435226,0.7637647058823529,0.09223529411764705,0.22823529411764706,0.5355294117647059,1.1418514026461681,0.7037645067143725,0.001882648968469236,0.6681155525660587,0.0007413560823857912,0.7204905791820245,0.0030060411574271972,0.1266562161989222,0.026440813002816865,0.5604705882352942,0.00047058823529411153,0.4889164480197272,0.0028557802762046447,0.7614117647058823,-0.0023529411764705577,0.09411764705882353,0.001882352941176474,0.21976470588235295,-0.008470588235294119,0.5416470588235294,0.00611764705882345,1.1372767953333078,-0.0045746073128603015,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.7037645067143725,0.001882648968469236,0.7018818577459033,0.0,0.001882648968469236,0.6681155525660587,0.0007413560823857912,0.6673741964836729,0.0,0.0007413560823857912,0.7204905791820245,0.0030060411574271972,0.7174845380245973,0.0,0.0030060411574271972,0.5604705882352942,0.00047058823529411153,0.56,0.0,0.00047058823529411153,0.4889164480197272,0.0028557802762046447,0.4860606677435226,0.0,0.0028557802762046447
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_31\predictions.csv,0,31,fedavg,cross_site_blend_50,0.7086968931815969,0.6738253917670043,0.7083238904839249,0.05180222475708751,0.5496470588235294,0.490416290241764,0.7463529411764706,0.08282352941176471,0.23952941176470588,0.5068235294117647,1.1670994637757057,0.7165003903666098,0.007803497185012942,0.6904800881334037,0.01665469636639938,0.7226313294886846,0.014307439004759726,0.05810686479753835,0.006304640040450837,0.5534117647058824,0.0037647058823530033,0.4950671262046908,0.004650835962926814,0.7557647058823529,0.009411764705882342,0.08470588235294117,0.00188235294117646,0.28752941176470587,0.04799999999999999,0.4682352941176471,-0.03858823529411759,1.1520586233386354,-0.015040840437070324,False,,fedavg,0.7086968931815969,0.0,0.7086968931815969,0.0,0.0,0.6738253917670043,0.0,0.6738253917670043,0.0,0.0,0.7083238904839249,0.0,0.7083238904839249,0.0,0.0,0.5496470588235294,0.0,0.5496470588235294,0.0,0.0,0.490416290241764,0.0,0.490416290241764,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_37\predictions.csv,0,37,fedavg,cross_site_blend_50,0.7169013513435238,0.7072214848478993,0.7205745926518567,0.04176003813631313,0.5755294117647058,0.5218186688693097,0.7138823529411765,0.08235294117647059,0.18729411764705883,0.5265882352941177,1.1259510238729173,0.7209045782831497,0.004003226939625848,0.7026297227340665,-0.00459176211383272,0.7245873212371869,0.004012728585330194,0.03903533965764494,-0.002724698478668186,0.5604705882352942,-0.01505882352941168,0.4917730629816231,-0.03004560588768662,0.7331764705882353,0.019294117647058795,0.08470588235294117,0.0023529411764705854,0.22588235294117648,0.038588235294117645,0.5072941176470588,-0.019294117647058906,1.2102201270375847,0.0842691031646674,False,,fedavg,0.7169013513435238,0.0,0.7169013513435238,0.0,0.0,0.7072214848478993,0.0,0.7072214848478993,0.0,0.0,0.7205745926518567,0.0,0.7205745926518567,0.0,0.0,0.5755294117647058,0.0,0.5755294117647058,0.0,0.0,0.5218186688693097,0.0,0.5218186688693097,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_43\predictions.csv,0,43,fedavg,cross_site_blend_50,0.746679487551388,0.7384839293613565,0.7506560624693208,0.027385802200084464,0.5736470588235294,0.5091526183482555,0.7035294117647058,0.07529411764705882,0.22541176470588234,0.47811764705882354,1.1308712252820465,0.7445723706908911,-0.002107116860496916,0.7254084860689003,-0.013075443292456246,0.7452269109662587,-0.005429151503062113,0.04016675684773241,0.012780954647647946,0.5816470588235294,0.008000000000000007,0.5208785983849045,0.01172598003664893,0.6889411764705883,-0.014588235294117569,0.07294117647058823,-0.0023529411764705854,0.19905882352941176,-0.02635294117647058,0.4898823529411765,0.011764705882352955,1.1779910486661687,0.04711982338412213,False,,fedavg,0.746679487551388,0.0,0.746679487551388,0.0,0.0,0.7384839293613565,0.0,0.7384839293613565,0.0,0.0,0.7506560624693208,0.0,0.7506560624693208,0.0,0.0,0.5736470588235294,0.0,0.5736470588235294,0.0,0.0,0.5091526183482555,0.0,0.5091526183482555,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_53\predictions.csv,0,53,fedavg,cross_site_blend_50,0.7317556780937956,0.6740479638200556,0.7321636104952894,0.09335602335510151,0.5689411764705883,0.5085063095527034,0.7167058823529412,0.07858823529411765,0.21929411764705883,0.49741176470588233,1.1676241651479085,0.7278712679750026,-0.0038844101187930358,0.6610648798322412,-0.012983083987814448,0.7313916065488951,-0.0007720039463943174,0.12209764320290162,0.028741619847800104,0.5609411764705883,-0.008000000000000007,0.4933853771679242,-0.015120932384779184,0.7369411764705882,0.020235294117647018,0.08141176470588235,0.002823529411764697,0.24329411764705883,0.023999999999999994,0.49364705882352944,-0.0037647058823528923,1.1499776231798036,-0.01764654196810489,False,,fedavg,0.7317556780937956,0.0,0.7317556780937956,0.0,0.0,0.6740479638200556,0.0,0.6740479638200556,0.0,0.0,0.7321636104952894,0.0,0.7321636104952894,0.0,0.0,0.5689411764705883,0.0,0.5689411764705883,0.0,0.0,0.5085063095527034,0.0,0.5085063095527034,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_61\predictions.csv,0,61,fedavg,cross_site_blend_50,0.7211026930906266,0.6684718812112709,0.7209312450409858,0.09621693081218818,0.5632941176470588,0.5043927912901451,0.7336470588235294,0.08329411764705882,0.23341176470588235,0.5002352941176471,1.1798273162743291,0.7105565632523003,-0.010546129838326257,0.6531147447012797,-0.015357136509991154,0.714380193086578,-0.0065510519544078605,0.09852159652977965,0.0023046657175914698,0.56,-0.0032941176470587807,0.49778797336604713,-0.006604817924098005,0.7407058823529412,0.007058823529411784,0.08752941176470588,0.004235294117647059,0.21788235294117647,-0.015529411764705875,0.5228235294117647,0.022588235294117576,1.2060218306572756,0.02619451438294651,False,,fedavg,0.7211026930906266,0.0,0.7211026930906266,0.0,0.0,0.6684718812112709,0.0,0.6684718812112709,0.0,0.0,0.7209312450409858,0.0,0.7209312450409858,0.0,0.0,0.5632941176470588,0.0,0.5632941176470588,0.0,0.0,0.5043927912901451,0.0,0.5043927912901451,0.0,0.0
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_71\predictions.csv,0,71,fedavg,cross_site_blend_50,0.7071454069066581,0.6722995200226081,0.6994032619664934,0.05217893569897736,0.556235294117647,0.49795517083608226,0.7637647058823529,0.09223529411764705,0.2644705882352941,0.49929411764705883,1.1429777506387584,0.7098460229570844,0.0027006160504263743,0.6671487575203906,-0.005150762502217465,0.6976423114525541,-0.001760950513939319,0.06759888150824822,0.015419945809270863,0.5585882352941176,0.0023529411764705577,0.4957671125277657,-0.002188058308316587,0.7614117647058823,-0.0023529411764705577,0.09317647058823529,0.000941176470588237,0.2644705882352941,0.0,0.4969411764705882,-0.002352941176470613,1.1677367237923322,0.024758973153573782,True,FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.7098460229570844,0.0027006160504263743,0.7071454069066581,0.0,0.0027006160504263743,0.6671487575203906,-0.005150762502217465,0.6722995200226081,0.0,-0.005150762502217465,0.6976423114525541,-0.001760950513939319,0.6994032619664934,0.0,-0.001760950513939319,0.5585882352941176,0.0023529411764705577,0.556235294117647,0.0,0.0023529411764705577,0.4957671125277657,-0.002188058308316587,0.49795517083608226,0.0,-0.002188058308316587
results\cross_site_fedavg_panda_all_15seed_noise_0_seed_89\predictions.csv,0,89,fedavg,cross_site_blend_50,0.7223717151060192,0.6514452194509113,0.7168278057713979,0.11544443678134908,0.5736470588235294,0.5132168484458624,0.7232941176470589,0.08376470588235294,0.20094117647058823,0.5223529411764706,1.1574967813212962,0.7189292524112352,-0.0034424626947839876,0.632159549583122,-0.019285669867789235,0.7126797781508214,-0.004148027620576533,0.12910998087010683,0.013665544088757753,0.5623529411764706,-0.011294117647058788,0.4977431087177198,-0.015473739728142533,0.744,0.02070588235294113,0.08705882352941176,0.0032941176470588224,0.24941176470588236,0.048470588235294126,0.49458823529411766,-0.027764705882352914,1.176333778711934,0.01883699739063771,True,FedAvg worst-site QWK below clean-calibrated lower bound; FedAvg site-QWK spread above clean-calibrated upper bound,cross_site_blend_50,0.7189292524112352,-0.0034424626947839876,0.7223717151060192,0.0,-0.0034424626947839876,0.632159549583122,-0.019285669867789235,0.6514452194509113,0.0,-0.019285669867789235,0.7126797781508214,-0.004148027620576533,0.7168278057713979,0.0,-0.004148027620576533,0.5623529411764706,-0.011294117647058788,0.5736470588235294,0.0,-0.011294117647058788,0.4977431087177198,-0.015473739728142533,0.5132168484458624,0.0,-0.015473739728142533
results\cross_site_fedavg_panda_all_15seed_noise_25_seed_11\predictions.csv,25,11,fedavg,cross_site_blend_50,0.6950606616318921,0.673224395035271,0.7033648012610516,0.061775397668198284,0.556235294117647,0.4765894619055409,0.7698823529411765,0.09317647058823529,0.22447058823529412,0.5454117647058824,1.3947022923945558,0.732735719588931,0.03767505795703896,0.7037719616209348,0.03054756658566382,0.74150797706106,0.038143175800008366,0.07136288836664839,0.009587490698450107,0.5665882352941176,0.010352941176470565,0.4971575502596283,0.02056808835408741,0.7218823529411764,-0.04800000000000004,0.07952941176470588,-0.013647058823529415,0.23388235294117646,0.009411764705882342,0.488,-0.057411764705882384,1.3191413345676586,-0.0755609578268972,True,FedAvg global QWK below clean-calibrated lower bound; FedAvg mean absolute ordinal error above clean-calibrated upper bound; FedAvg severe ordinal error rate above clean-calibrated upper bound,cross_site_blend_50,0.732735719588931,0.03767505795703896,0.732735719588931,0.03767505795703896,0.0,0.7037719616209348,0.03054756658566382,0.7037719616209348,0.03054756658566382,0.0,0.74150797706106,0.038143175800008366,0.74150797706106,0.038143175800008366,0.0,0.5665882352941176,0.010352941176470565,0.5665882352941176,0.010352941176470565,0.0,0.4971575502596283,0.02056808835408741,0.4971575502596283,0.02056808835408741,0.0
