regime,global_qwk,global_accuracy,macro_f1,global_loss,worst_site_qwk,worst_site_accuracy,mean_site_qwk,train_description
centralized_all,0.6010861759811488,0.4876847290640394,0.4876895215630161,1.3628627061843872,0.4,0.43333333333333335,0.6528224145397301,single model trained on the union of all simulated-site training data
local_site_0,0.5873649600751526,0.42857142857142855,0.42377614007257886,1.5324342250823975,0.24561403508771928,0.3333333333333333,0.5932375405030668,single model trained only on simulated site 0
local_site_1,0.5074703103051974,0.35467980295566504,0.34667660526444277,1.7945983409881592,0.43783783783783803,0.31868131868131866,0.5290437248288912,single model trained only on simulated site 1
local_site_2,0.4685239039608695,0.33004926108374383,0.32287856392470754,1.7524605989456177,0.37297297297297294,0.2692307692307692,0.49807378453629914,single model trained only on simulated site 2
local_site_3,0.40770947421095327,0.3251231527093596,0.3155194373307646,1.7739678621292114,0.36734693877551017,0.2692307692307692,0.41280297297788443,single model trained only on simulated site 3
local_site_4,0.4600208173597933,0.33497536945812806,0.3352360930238707,1.849076747894287,0.242603550295858,0.15384615384615385,0.4580804192817963,single model trained only on simulated site 4
fedavg,0.543542711052587,0.4236453201970443,0.40723811452221076,1.452822208404541,0.44324324324324327,0.36666666666666664,0.5665340320768695,standard sample-size-weighted federated averaging across simulated sites
